ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
factorial_0400,0.0021506586976608195,0.0018499660081305294,0.7740460214856469,0.8317946196,0.045995295
factorial_0401,0.027182125411878644,0.00048582557903478735,0.3062550256469306,0.7884164453,0.037467394
factorial_0402,0.0220050546373314,0.017483306468351733,0.5212511417903001,0.6723293662,0.0835961848
factorial_0403,0.10227269933061565,0.014998649692741456,0.2508335049850144,0.8134131432,0.0517357029
factorial_0404,0.034927101445065334,0.006773664913505814,0.19628057886797853,0.8324725628,0.0453283489
factorial_0405,0.010787618625860525,0.00788181050368315,0.40508152397548547,0.4835534692,0.1257816106
factorial_0406,0.1021891591013714,0.0002228933253227617,0.8156898466794799,0.8896062374,0.0499385558
factorial_0407,0.0920791963810808,0.006724895438299111,0.44675375572538195,0.7976140976,0.0632008165
factorial_0408,0.033343244920109136,0.003295207925152976,0.46118882818328044,0.8504248857,0.059727475
factorial_0409,0.2412533923585835,0.24748143627570485,0.8307707776980322,0.8447825313,0.0464484729
factorial_0410,0.37872642547285873,0.15085861324212585,0.7032295822175487,0.840297401,0.0300465804
factorial_0411,0.15437313831054314,0.0925291007040363,0.4874001472181796,0.7333369851,0.0963170752
factorial_0412,0.0013217417089046726,0.00033971152315836155,0.7077273094752333,0.6978513598,0.1107165292
factorial_0413,0.00046303113197880346,0.00017917101816242778,0.4963141240016069,0.8541229367,0.0433575399
factorial_0414,0.10925093925047986,0.004549227607786717,0.7659040833531157,0.8803533316,0.0790445581
factorial_0415,0.0007905105597159904,0.0006095366660394167,0.49942435330911317,0.8508554101,0.0462856553
factorial_0416,0.09249782185751444,7.182042658493152e-05,0.32095260576255347,0.9147114158,0.0441396795
factorial_0417,0.080503676743278,0.015884674576133618,0.7258578410912763,0.8473225832,0.1230762601
factorial_0418,0.03455973670433755,0.0002463696987533762,0.6528201965647454,0.78008008,0.037347205
factorial_0419,0.0016761285724951453,0.0001249080191384144,0.31818852974266526,0.5440647006,0.049595587
factorial_0420,0.165812966389086,0.05129458939669778,0.4644440445187479,0.6079267263,0.065429382
factorial_0421,0.049943565741569385,0.052814877127270836,0.3255474371204131,0.8623945713,0.0411652997
factorial_0422,0.14260955596835445,0.0027996314517637197,0.291155691902162,0.7934914231,0.0312298406
factorial_0423,0.1009870758014412,0.0009650170172975919,0.4414445219940029,0.8318300247,0.1249557883
factorial_0424,0.30205673564480046,0.1918318077066799,0.9616856340490519,0.8877949119,0.0540837087
factorial_0425,0.11294685303496328,0.6195451407192085,0.06154673394260848,0.0364063345,0.8264459968
factorial_0426,0.15778357183881372,0.47519800341773083,0.04581197800004622,0.0206877925,0.6073236465
factorial_0427,0.3607500809328774,0.9084850419148692,0.24368170974197137,0.1152413264,0.8696725965
factorial_0428,0.3660562109920582,0.24685531440663439,0.23279203229655332,0.0479276851,0.8405728936
