ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
sdxeq_0000__phonefact_resample8k,0.0547546169699838,0.0522086617593076,0.0003724692278817,0.8230702027552719,0.9578733396526669
sdxeq_0000__phonefact_g711_ulaw,0.2895382826190039,0.0071868683930089,0.0003406928734374,0.7181227433967798,0.9694468390955863
sdxeq_0000__phonefact_g726_24k,0.1070906441727039,0.003498193210873,0.0003687856098503,0.6741333751390385,0.9699638044812017
sdxeq_0000__phonefact_opus_nb_8k,0.2726770912228805,0.5810388057428242,0.0429785590697155,0.7445819584247881,0.9442447209339634
sdxeq_0001__phonefact_resample8k,0.149648319151898,0.004288626543722,0.0003305588067128,0.7138792131405287,0.9416713845737457
sdxeq_0001__phonefact_g711_ulaw,0.6407103242388132,0.007184096724015,0.0001850119880153,0.7259584941335301,0.9391887283338222
sdxeq_0001__phonefact_g726_24k,0.6456523226862485,0.0102459407013315,0.0002999208426899,0.7348599321262965,0.9463271808652949
sdxeq_0001__phonefact_opus_nb_8k,0.7034872775621422,0.2210585313531715,0.0362989172180948,0.8632544765348215,0.936386452910931
sdxeq_0002__phonefact_resample8k,0.459495399813882,0.0011084780573014,0.4312269132326397,0.9624825016675876,0.9577723026268381
sdxeq_0002__phonefact_g711_ulaw,0.8948636254113759,0.0118857378970705,0.2309449228346446,0.9565123598403886,0.9674503850958727
sdxeq_0002__phonefact_g726_24k,0.9271942303799848,0.0113315265304632,0.3746252118691701,0.9615835518571737,0.9642893195165935
sdxeq_0002__phonefact_opus_nb_8k,0.8854060743821367,0.7489850325005625,0.5775700990110272,0.9595310074874955,0.9516848397235816
sdxeq_0003__phonefact_resample8k,0.2036971066860173,0.0011283528316844,0.0589026760563439,0.909764263451684,0.9560206413284158
sdxeq_0003__phonefact_g711_ulaw,0.5895926653155136,0.0057443369475709,0.0669577083703101,0.9038774242345688,0.9624102103738944
sdxeq_0003__phonefact_g726_24k,0.5171409450414496,0.0145862417261244,0.0349575423652331,0.8887716009839821,0.9527333295362239
sdxeq_0003__phonefact_opus_nb_8k,0.254735433261418,0.9707651699011745,0.0294336815811814,0.8572692994915602,0.9206524503235979
sdxeq_0004__phonefact_resample8k,0.1440667599995459,0.0120196001582954,0.0002611259854402,0.7875367311853437,0.926470930575896
sdxeq_0004__phonefact_g711_ulaw,0.2923093468969169,0.1323588180329985,0.0005186234867356,0.7400380368464409,0.9673820710206048
sdxeq_0004__phonefact_g726_24k,0.4378763791352473,0.0514099037712511,0.0071718356398028,0.7948493352573905,0.9647110700581948
sdxeq_0004__phonefact_opus_nb_8k,0.4401534732959273,0.9048286746021604,0.3255133660031881,0.7544795135682568,0.9608899164220672
sdxeq_0005__phonefact_resample8k,0.5317110693129208,0.004168847251589,0.0013831441182145,0.8900518473738086,0.9135276484463796
sdxeq_0005__phonefact_g711_ulaw,0.914775711878192,0.0142024211472606,0.0035193139573385,0.9216011103320507,0.9489265811462503
sdxeq_0005__phonefact_g726_24k,0.8698526160412506,0.0165588307443909,0.0078644069499232,0.9051530581189835,0.9577277743815342
sdxeq_0005__phonefact_opus_nb_8k,0.9982584063344409,0.9698863812890972,0.8984211437309749,0.9270289890205397,0.8603586934515333
sdxeq_0006__phonefact_resample8k,0.0300793042634054,0.0097767153487069,0.0019275783833802,0.6991065447048356,0.8842803263639581
sdxeq_0006__phonefact_g711_ulaw,0.2389169492722459,0.0125948600276099,0.0009110393119889,0.8879364848808783,0.9550124096894211
sdxeq_0006__phonefact_g726_24k,0.0847998785286679,0.009770953452216,0.0004803206109877,0.9149052239470945,0.9677292168130393
sdxeq_0006__phonefact_opus_nb_8k,0.7236901944897536,0.8221177415525613,0.1092977077114467,0.8544806652220053,0.9162899142520776
sdxeq_0007__phonefact_resample8k,0.5759821419182096,0.0092694605563693,0.533874869040867,0.9194729326440383,0.8912004756943479
sdxeq_0007__phonefact_g711_ulaw,0.9653821113494492,0.0635077605978255,0.3979203066538119,0.9064283657031673,0.868484629394833
sdxeq_0007__phonefact_g726_24k,0.9843505238507188,0.0085657969501229,0.5146092775129975,0.9177355922707668,0.8723303341872995
sdxeq_0007__phonefact_opus_nb_8k,0.9684916158142372,0.6554003487261852,0.7871441619282603,0.9164830036657038,0.8852471947657148
sdxeq_0008__phonefact_resample8k,0.0732390160799934,0.006416379944767,0.0033383094414617,0.9468587868136327,0.9580639767643259
sdxeq_0008__phonefact_g711_ulaw,0.1927358578629241,0.0067688854264969,0.0007678103187754,0.9545017613114835,0.9707695150402403
sdxeq_0008__phonefact_g726_24k,0.1113398734010772,0.0122718625828939,0.0010253220783501,0.9469940116205356,0.9757517147052359
sdxeq_0008__phonefact_opus_nb_8k,0.7468256747578715,0.8521023470434516,0.2404804048845698,0.9587824827290582,0.9246859544527887
sdxeq_0009__phonefact_resample8k,0.9739963704298138,0.6902121145543518,0.1745839873136427,0.891342532276816,0.928561483620488
sdxeq_0009__phonefact_g711_ulaw,0.9607400316703222,0.9083778449914628,0.0357316500963928,0.8707256746867886,0.9320211219770016
sdxeq_0009__phonefact_g726_24k,0.8685668684961315,0.9331335152564912,0.0223236219589684,0.8867667274119104,0.9358546388162478
sdxeq_0009__phonefact_opus_nb_8k,0.2743680417491865,0.9621455790117152,0.083864077502856,0.7647312511025467,0.945489205124919
sdxeq_0010__phonefact_resample8k,0.5533216134832509,0.0086359282635055,0.5026659759589839,0.9217344288479021,0.8922177088263094
sdxeq_0010__phonefact_g711_ulaw,0.6464161481849943,0.0069120552341388,0.1583460472169907,0.9466285836614541,0.9247663581385465
sdxeq_0010__phonefact_g726_24k,0.3172933595192613,0.0101123932985149,0.055293076339076,0.9501060629714454,0.9031220543369812
sdxeq_0010__phonefact_opus_nb_8k,0.7577300642767151,0.5855189891350818,0.5077068162691295,0.95058275639016,0.8483124363422567
sdxeq_0011__phonefact_resample8k,0.617717411971552,0.0004032854602743,0.648333720028055,0.926875695985472,0.9425642347332011
sdxeq_0011__phonefact_g711_ulaw,0.5543628295704337,0.0087363158003334,0.4452131144710848,0.9286309099879477,0.9460848593719546
sdxeq_0011__phonefact_g726_24k,0.4204145249843545,0.0057323586996867,0.4167940684689864,0.9355468146477551,0.9337255156051845
sdxeq_0011__phonefact_opus_nb_8k,0.9757648285162432,0.9919805676732684,0.6124846133534068,0.9505254326444481,0.7855661502474052
sdxeq_0012__phonefact_resample8k,0.833141251951849,0.9168834858209044,0.0023963667710468,0.646391994492324,0.9507019853599836
sdxeq_0012__phonefact_g711_ulaw,0.9867455252554742,0.8906013809746669,0.0028512843839719,0.8931888566454638,0.9319034981707001
sdxeq_0012__phonefact_g726_24k,0.9714722879712356,0.8775733165178236,0.002132693331738,0.8775910945434512,0.9268244940051199
sdxeq_0012__phonefact_opus_nb_8k,0.9865714825848864,0.9765755660396178,0.0268590562678504,0.9176792588092121,0.8753507053847727
sdxeq_0013__phonefact_resample8k,0.7658193537193653,0.0016746830265528,0.3954275087144863,0.9182876212608362,0.41091617863779667
sdxeq_0013__phonefact_g711_ulaw,0.9611347094353616,0.0343803928031214,0.4376766143537153,0.9335548111082042,0.41476133290495265
sdxeq_0013__phonefact_g726_24k,0.9641570587346472,0.015428332733152,0.5124646122486861,0.911183740912775,0.41221158746560377
sdxeq_0013__phonefact_opus_nb_8k,0.9740946027326164,0.7781805087089986,0.6292945265060487,0.924693482940283,0.4132047558227231
