ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
sdm_fake_0000__phonefact_opus_nb_8k,0.4587436318397522,0.9332427978515625
sdm_fake_0002__phonefact_opus_nb_8k,0.2593364119529724,0.9358473420143127
sdm_fake_0004__phonefact_opus_nb_8k,0.043334800750017166,0.9374366998672485
sdm_fake_0006__phonefact_opus_nb_8k,0.49017518758773804,0.9590029716491699
sdm_fake_0008__phonefact_opus_nb_8k,0.10262928158044815,0.9451646208763123
sdm_fake_0010__phonefact_opus_nb_8k,0.2852889895439148,0.8197868466377258
sdm_fake_0012__phonefact_opus_nb_8k,0.7465292811393738,0.919247031211853
sdm_fake_0014__phonefact_opus_nb_8k,0.24174228310585022,0.9167700409889221
sdm_fake_0016__phonefact_opus_nb_8k,0.33167099952697754,0.9451497793197632
sdm_fake_0018__phonefact_opus_nb_8k,0.2464904636144638,0.9573567509651184
sdm_fake_0020__phonefact_opus_nb_8k,0.17699217796325684,0.8073779344558716
sdm_fake_0022__phonefact_opus_nb_8k,0.1406245231628418,0.9588717222213745
sdm_fake_0024__phonefact_opus_nb_8k,0.2570066452026367,0.9443569183349609
sdm_fake_0026__phonefact_opus_nb_8k,0.0649990662932396,0.9444015622138977
sdm_fake_0028__phonefact_opus_nb_8k,0.175469309091568,0.94782954454422
sdm_fake_0030__phonefact_opus_nb_8k,0.4904000759124756,0.8794496655464172
sdm_fake_0032__phonefact_opus_nb_8k,0.010881034657359123,0.8742032647132874
sdm_fake_0034__phonefact_opus_nb_8k,0.07786452770233154,0.9203083515167236
sdm_fake_0036__phonefact_opus_nb_8k,0.6165918111801147,0.9661226272583008
sdm_fake_0038__phonefact_opus_nb_8k,0.27027788758277893,0.948745846748352
sdm_fake_0040__phonefact_opus_nb_8k,0.4352291226387024,0.9167991876602173
sdm_fake_0042__phonefact_opus_nb_8k,0.1174698993563652,0.9485598206520081
sdm_fake_0044__phonefact_opus_nb_8k,0.1634034514427185,0.9003143906593323
sdm_fake_0046__phonefact_opus_nb_8k,0.3887387812137604,0.8775470852851868
sdm_fake_0048__phonefact_opus_nb_8k,0.4020777642726898,0.9543963074684143
sdm_real_0000__phonefact_opus_nb_8k,0.012532244436442852,0.8847460150718689
sdm_real_0002__phonefact_opus_nb_8k,0.24966707825660706,0.9195918440818787
sdm_real_0004__phonefact_opus_nb_8k,0.03978020325303078,0.9404256343841553
sdm_real_0006__phonefact_opus_nb_8k,0.4700792729854584,0.9263238310813904
sdm_real_0008__phonefact_opus_nb_8k,0.162875697016716,0.9162039756774902
sdm_real_0010__phonefact_opus_nb_8k,0.013999156653881073,0.8067710995674133
sdm_real_0012__phonefact_opus_nb_8k,0.09886998683214188,0.7080119848251343
sdm_real_0014__phonefact_opus_nb_8k,0.5429764986038208,0.9773728251457214
sdm_real_0016__phonefact_opus_nb_8k,0.00989703182131052,0.8682498335838318
sdm_real_0018__phonefact_opus_nb_8k,0.6657424569129944,0.8898571133613586
