ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
sdm_fake_0000__phonefact_g726_24k,0.3987969756126404,0.9647449851036072
sdm_fake_0002__phonefact_g726_24k,0.5164465308189392,0.9307928085327148
sdm_fake_0004__phonefact_g726_24k,0.04024531692266464,0.95458984375
sdm_fake_0006__phonefact_g726_24k,0.6721952557563782,0.9667219519615173
sdm_fake_0008__phonefact_g726_24k,0.2473498284816742,0.943844735622406
sdm_fake_0010__phonefact_g726_24k,0.6186635494232178,0.9513476490974426
sdm_fake_0012__phonefact_g726_24k,0.554095983505249,0.938676118850708
sdm_fake_0014__phonefact_g726_24k,0.42773810029029846,0.9485690593719482
sdm_fake_0016__phonefact_g726_24k,0.36328575015068054,0.9541692137718201
sdm_fake_0018__phonefact_g726_24k,0.25302550196647644,0.9437910318374634
sdm_fake_0020__phonefact_g726_24k,0.14635692536830902,0.9617056250572205
sdm_fake_0022__phonefact_g726_24k,0.14135822653770447,0.9546346664428711
sdm_fake_0024__phonefact_g726_24k,0.30036023259162903,0.9551628828048706
sdm_fake_0026__phonefact_g726_24k,0.08479862660169601,0.932873010635376
sdm_fake_0028__phonefact_g726_24k,0.2240298092365265,0.9544683694839478
sdm_fake_0030__phonefact_g726_24k,0.5314069986343384,0.9228182435035706
sdm_fake_0032__phonefact_g726_24k,0.0055073825642466545,0.8552600741386414
sdm_fake_0034__phonefact_g726_24k,0.06451921910047531,0.9078275561332703
sdm_fake_0036__phonefact_g726_24k,0.647447407245636,0.9494642615318298
sdm_fake_0038__phonefact_g726_24k,0.25434941053390503,0.9444950222969055
sdm_fake_0040__phonefact_g726_24k,0.5503071546554565,0.94647616147995
sdm_fake_0042__phonefact_g726_24k,0.24032212793827057,0.9565799236297607
sdm_fake_0044__phonefact_g726_24k,0.18480056524276733,0.9517941474914551
sdm_fake_0046__phonefact_g726_24k,0.37676337361335754,0.8779207468032837
sdm_fake_0048__phonefact_g726_24k,0.42862334847450256,0.9546284079551697
sdm_real_0000__phonefact_g726_24k,0.00942563358694315,0.8533687591552734
sdm_real_0002__phonefact_g726_24k,0.3219795227050781,0.8925818204879761
sdm_real_0004__phonefact_g726_24k,0.0358407124876976,0.971315860748291
sdm_real_0006__phonefact_g726_24k,0.46332231163978577,0.9254419207572937
sdm_real_0008__phonefact_g726_24k,0.31232601404190063,0.9517649412155151
sdm_real_0010__phonefact_g726_24k,0.023234045132994652,0.7978477478027344
sdm_real_0012__phonefact_g726_24k,0.29587239027023315,0.765659749507904
sdm_real_0014__phonefact_g726_24k,0.3296177089214325,0.974653959274292
sdm_real_0016__phonefact_g726_24k,0.00832789484411478,0.7962472438812256
sdm_real_0018__phonefact_g726_24k,0.5710389018058777,0.9467462301254272
sdm_real_0020__phonefact_g726_24k,0.007877835072577,0.9622262120246887
sdm_real_0022__phonefact_g726_24k,0.15863342583179474,0.9022459387779236
sdm_real_0024__phonefact_g726_24k,0.008011596277356148,0.8535370230674744
sdm_real_0026__phonefact_g726_24k,0.0060551967471838,0.9410833716392517
sdm_real_0028__phonefact_g726_24k,0.010245878249406815,0.5827919840812683
sdm_real_0030__phonefact_g726_24k,0.06207724288105965,0.7448803782463074
sdm_real_0032__phonefact_g726_24k,0.713106095790863,0.9609318971633911
sdm_real_0034__phonefact_g726_24k,0.06209631264209747,0.9468162059783936
sdm_real_0036__phonefact_g726_24k,0.009771586395800114,0.9162403345108032
sdm_real_0038__phonefact_g726_24k,0.28731459379196167,0.9414452910423279
sdm_real_0040__phonefact_g726_24k,0.008337540552020073,0.943282961845398
sdm_real_0042__phonefact_g726_24k,0.011997053399682045,0.906984806060791
sdm_real_0044__phonefact_g726_24k,0.011091114021837711,0.02065945789217949
