ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
sdm_fake_0001__phonefact_g726_24k,0.37644901871681213,0.9437034130096436
sdm_fake_0003__phonefact_g726_24k,0.5129545331001282,0.9624804258346558
sdm_fake_0005__phonefact_g726_24k,0.26261571049690247,0.9401217699050903
sdm_fake_0007__phonefact_g726_24k,0.5385910868644714,0.9209590554237366
sdm_fake_0009__phonefact_g726_24k,0.6447473168373108,0.937563955783844
sdm_fake_0011__phonefact_g726_24k,0.4354175925254822,0.9312232732772827
sdm_fake_0013__phonefact_g726_24k,0.07093524187803268,0.9124792814254761
sdm_fake_0015__phonefact_g726_24k,0.0599658340215683,0.9564942717552185
sdm_fake_0017__phonefact_g726_24k,0.3204602599143982,0.9397866725921631
sdm_fake_0019__phonefact_g726_24k,0.495220422744751,0.9437304735183716
sdm_fake_0021__phonefact_g726_24k,0.2979707717895508,0.9612197279930115
sdm_fake_0023__phonefact_g726_24k,0.5264477133750916,0.936235249042511
sdm_fake_0025__phonefact_g726_24k,0.11039160937070847,0.9767335653305054
sdm_fake_0027__phonefact_g726_24k,0.4092905521392822,0.9598982930183411
sdm_fake_0029__phonefact_g726_24k,0.39485591650009155,0.9318549633026123
sdm_fake_0031__phonefact_g726_24k,0.2001100331544876,0.9655793905258179
sdm_fake_0033__phonefact_g726_24k,0.32468703389167786,0.9333238005638123
sdm_fake_0035__phonefact_g726_24k,0.10880734026432037,0.9536965489387512
sdm_fake_0037__phonefact_g726_24k,0.13830846548080444,0.9464173316955566
sdm_fake_0039__phonefact_g726_24k,0.16700239479541779,0.9629430174827576
sdm_fake_0041__phonefact_g726_24k,0.5565917491912842,0.9047998785972595
sdm_fake_0043__phonefact_g726_24k,0.004619767889380455,0.9590893387794495
sdm_fake_0045__phonefact_g726_24k,0.36286798119544983,0.9351052045822144
sdm_fake_0047__phonefact_g726_24k,0.7778139114379883,0.9464067816734314
sdm_fake_0049__phonefact_g726_24k,0.27571213245391846,0.9056600332260132
sdm_real_0001__phonefact_g726_24k,0.024577468633651733,0.9415463209152222
sdm_real_0003__phonefact_g726_24k,0.02859790436923504,0.9250375628471375
sdm_real_0005__phonefact_g726_24k,0.2585096061229706,0.9543119072914124
sdm_real_0007__phonefact_g726_24k,0.20421448349952698,0.9150161147117615
sdm_real_0009__phonefact_g726_24k,0.008790439926087856,0.8347828984260559
sdm_real_0011__phonefact_g726_24k,0.18320772051811218,0.953298032283783
sdm_real_0013__phonefact_g726_24k,0.37879762053489685,0.9398128390312195
sdm_real_0015__phonefact_g726_24k,0.017010511830449104,0.8983829617500305
sdm_real_0017__phonefact_g726_24k,0.3967798948287964,0.9400981664657593
sdm_real_0019__phonefact_g726_24k,0.01445549912750721,0.9346365332603455
sdm_real_0021__phonefact_g726_24k,0.00809328630566597,0.8492764234542847
sdm_real_0023__phonefact_g726_24k,0.008893893100321293,0.8767027258872986
sdm_real_0025__phonefact_g726_24k,0.1833721101284027,0.9582642912864685
sdm_real_0027__phonefact_g726_24k,0.2637271583080292,0.8793319463729858
sdm_real_0029__phonefact_g726_24k,0.07812454551458359,0.899065375328064
sdm_real_0031__phonefact_g726_24k,0.1334528774023056,0.9616371393203735
sdm_real_0033__phonefact_g726_24k,0.5041805505752563,0.9550209641456604
sdm_real_0035__phonefact_g726_24k,0.07923701405525208,0.8755233287811279
sdm_real_0037__phonefact_g726_24k,0.0038006394170224667,0.9354156255722046
sdm_real_0039__phonefact_g726_24k,0.013535382226109505,0.9141474366188049
sdm_real_0041__phonefact_g726_24k,0.014375328086316586,0.8666716814041138
sdm_real_0043__phonefact_g726_24k,0.011352269910275936,0.8711334466934204
