MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_SOURCE_KIND,MUSIC_AUDIO_SHA256,SEMANTIC_RULE,PANNS_ANY_VOICE_MAX,DEMUCS_VOCAL_TO_MIX_DB,INSTRUMENTAL_PANNS_MAX,DEMUCS_MAX_DB,JOINT_PANNS_MIN,JOINT_DEMUCS_MIN_DB,SEMANTIC_SCREEN_PASS
081941,fma:81941,FMA,fma_instrumental,99e37697d6477d025dc2588c117f6a550dc998411a2c394125c57bf636119e78,instrumental_voice_absence,0.2668847441673279,-7.606447695558515,0.2,-1.5,0.2,-20.0,False
148981,fma:148981,FMA,fma_instrumental,4e5d84837a0c68978f335721f1bf280644dcc067e9b1bcbd2ad0eb41e24d7f16,instrumental_voice_absence,0.04813040420413017,-10.0373687843077,0.2,-1.5,0.2,-20.0,True
057381,fma:57381,FMA,fma_instrumental,310e039a8e640694d702982f5ab12e8967d079010bcbc9ed04f31acb2baff835,instrumental_voice_absence,0.029939984902739525,-39.16611687836229,0.2,-1.5,0.2,-20.0,True
105438,fma:105438,FMA,fma_instrumental,d740642dfb5df3a5703ae8e481305ce2493cecc7e039f32f91f5d1adb00c13c9,instrumental_voice_absence,0.45001348853111267,-5.021573073829167,0.2,-1.5,0.2,-20.0,False
107077,fma:107077,FMA,fma_instrumental,48e24d07fda1d0f0cbaba21ca05897f67ea4a389ee2f0c8734480f4873e6a94f,instrumental_voice_absence,0.2909359633922577,-5.926040462576726,0.2,-1.5,0.2,-20.0,False
000148,fma:148,FMA,fma_instrumental,c8cde8e5d0319f796e286ca0f915fb0341bf7b877c499557aed17693c2b83cd1,instrumental_voice_absence,0.19065624475479126,-30.543239946510646,0.2,-1.5,0.2,-20.0,True
035002,fma:35002,FMA,fma_instrumental,5e2ba256f459c551f836c3d9b417bea5a188e97fe9185c09326719b0b78d5bb9,instrumental_voice_absence,0.0393470898270607,-22.863077238513636,0.2,-1.5,0.2,-20.0,True
041964,fma:41964,FMA,fma_instrumental,b96e350854632cbd0754af70784561e9c527ea0050f72aaa0491c61873a4cde6,instrumental_voice_absence,0.07662373036146164,-15.338195796016805,0.2,-1.5,0.2,-20.0,True
085706,fma:85706,FMA,fma_instrumental,89bad931e3971f626994dce5d2059a31c81434d6cc2ccb02cbb0da8e6b82a102,instrumental_voice_absence,0.29270464181900024,-9.742854122153188,0.2,-1.5,0.2,-20.0,False
067791,fma:67791,FMA,fma_instrumental,6cc5c588c69dcd9be960b65b3d5364c4507ad567786ffb1b77d350029adb3dcc,instrumental_voice_absence,0.4017857313156128,-3.790602163967484,0.2,-1.5,0.2,-20.0,False
076664,fma:76664,FMA,fma_instrumental,6a599b5baf82fbdb839de523d7f28ce5905cebdb2167c375657d1660fc126162,instrumental_voice_absence,0.030450886115431786,-6.758070560086125,0.2,-1.5,0.2,-20.0,True
097385,fma:97385,FMA,fma_instrumental,1f7e578c7c76cb1570799fca8cf7833d97669dc0cc96bb613ba6e68370bfb9c3,instrumental_voice_absence,0.5334224104881287,-11.899684016284603,0.2,-1.5,0.2,-20.0,False
FM_audioldm2_xMsgBL9Sunw,fmc:xMsgBL9Sunw,audioldm2,fakemusiccaps_instrumental,98c8ce39aea4c43399de506ecdf9b22414734e5242b8fab9b22fe56a3447cc59,instrumental_voice_absence,0.023528628051280975,-50.07327045783336,0.2,-1.5,0.2,-20.0,True
FM_musicldm_Ip6FptuXHyk,fmc:Ip6FptuXHyk,musicldm,fakemusiccaps_instrumental,e7410bea02beb68515a3655caa9ef30fa9968d85d3a2e7008a1698eac866db8f,instrumental_voice_absence,0.01842968538403511,-50.47987683527387,0.2,-1.5,0.2,-20.0,True
FM_MusicGen_medium_NlCfScKw_Mk,fmc:NlCfScKw_Mk,MusicGen_medium,fakemusiccaps_instrumental,eeff0060f6cd2afaf9128f234a584fb6663f40c3a1da2aa343e66b676ad5fb52,instrumental_voice_absence,0.024649973958730698,-58.239577308054095,0.2,-1.5,0.2,-20.0,True
FM_mustango_-BIMKnb3tlo,fmc:-BIMKnb3tlo,mustango,fakemusiccaps_instrumental,97c695b6f0cc3158b779d56bf99c82ca063f0f7fb8267dde933368df3265b2d8,instrumental_voice_absence,0.05068117752671242,-29.92315574218461,0.2,-1.5,0.2,-20.0,True
FM_stable_audio_open_VB82vMSTYK0,fmc:VB82vMSTYK0,stable_audio_open,fakemusiccaps_instrumental,017a1ea7a94d4bbfb190ef739e59e2b9a17baca8bf6428b05b5d1645695f07a6,instrumental_voice_absence,0.029915373772382736,-41.355373923787056,0.2,-1.5,0.2,-20.0,True
