MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_ARCHIVE_MEMBER,AUDIO_SHA256,PANNS_VOCAL_MAX,PANNS_SPEECH_MAX,PANNS_ANY_VOICE_MAX,PANNS_SINGING,PANNS_MALE_SINGING,PANNS_FEMALE_SINGING,PANNS_CHILD_SINGING,PANNS_SYNTHETIC_SINGING,PANNS_CHOIR,PANNS_YODELING,PANNS_CHANT,PANNS_RAPPING,PANNS_HUMMING,PANNS_OPERA,PANNS_VOCAL_MUSIC,DEMUCS_VOCAL_TO_MIX_DB,DEMUCS_VOCAL_TO_RESIDUAL_DB,PANNS_THRESHOLD,PANNS_FLAG,DEMUCS_THRESHOLD_DB,DEMUCS_FLAG,ACOUSTIC_SCREEN_PASS,REVIEW_REASON
FM_MusicGen_medium_-XN0NtrnfMY,fmc:-XN0NtrnfMY,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_-XN0NtrnfMY.wav,134151b29b9f167d4c7ba23c6518df921432fb1f82fc842c0cad2af0df5af476,0.0124421920627355,0.0233206506818532,0.0233206506818532,0.0124421920627355,0.0003322306438349,0.0004138688382226,0.0001630007172934,0.0002204244810855,0.0006055064150132,5.463104389491491e-05,0.0001228955225087,0.000318684236845,0.0002364225802011,0.0005313470610417,0.0002829149889294,-63.21436128644483,-63.146779112975935,0.2,False,-1.5,False,True,
FM_MusicGen_medium_JHvLuYk6TfI,fmc:JHvLuYk6TfI,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_JHvLuYk6TfI.wav,de0a19882e9514aee0f5e32227b8fac3dcee740ddf96955d93afa70bfe0b6a2c,0.0054546422325074,0.0227813422679901,0.0227813422679901,0.0054546422325074,0.0001399329048581,0.0002960132551379,0.0002433518529869,0.0003647911653388,0.0003712519828695,5.657093061017804e-05,0.0002325639507034,0.0003717605723068,0.0001850347325671,0.000147816754179,0.0002285199589096,-49.50078155978844,-49.47714884038741,0.2,False,-1.5,False,True,
FM_MusicGen_medium_K5ilD6nEJ-g,fmc:K5ilD6nEJ-g,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_K5ilD6nEJ-g.wav,0fe1879de88ea8f1361144b3c7e238e8c1ef1e729d819f947baceec94c480432,0.0099675683304667,0.0221209768205881,0.0221209768205881,0.0049821329303085,0.0005602348246611,0.0005946048768237,0.0002910369075834,0.0001767749636201,0.003746502334252,7.805898349033669e-05,0.0015239162603393,0.000392082351027,0.0027912266086786,0.0099675683304667,0.0011181776644662,-55.86236591882653,-55.8437537751977,0.2,False,-1.5,False,True,
FM_MusicGen_medium_VwkRHbqpHqk,fmc:VwkRHbqpHqk,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_VwkRHbqpHqk.wav,9418d2abff336c925f78b83babfaf2a38d18b08a1f4540a01192da6fea4a98bc,0.0043806992471218,0.0188666637986898,0.0188666637986898,0.001631244434975,0.0001688595366431,0.0006327842711471,0.0004212553321849,0.0005624761106446,0.0007560923113487,0.0001391927362419,0.000191497761989,0.0002473559579811,3.706608185893856e-05,0.0043806992471218,0.0001534813054604,-49.79670372946816,-49.77867046469234,0.2,False,-1.5,False,True,
FM_MusicGen_medium_ZVMIk3xYaYo,fmc:ZVMIk3xYaYo,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_ZVMIk3xYaYo.wav,89d379d029dc8393fa2cda1093bbd95d84999c50bf594d69deb5fa7cd40964d1,0.0031471983529627,0.0223153010010719,0.0223153010010719,0.0031471983529627,0.0002463732962496,0.0002502588031347,0.0001223571598529,9.441452857572584e-05,0.0013956219190731,7.708264456596226e-05,0.0009578965255059,0.0004532503080554,0.000139870608109,0.0005104734445922,0.0004381100879982,-62.7914012716348,-62.86013229249999,0.2,False,-1.5,False,True,
FM_MusicGen_medium__Slo8QXYOp8,fmc:_Slo8QXYOp8,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium__Slo8QXYOp8.wav,0e79cb88f4218e8627efb6a227b3d6295ed3aa720ccd225db2bf9918160f1f33,0.0135058341547846,0.0461602620780468,0.0461602620780468,0.0135058341547846,0.0016154674813151,0.0010443958453834,0.0002444816345814,0.0003567913081496,0.0028052786365151,0.0001454914163332,0.0050598760135471,0.000393924099626,0.0005637782160192,0.0006397932884283,0.0037075241561979,-43.08281425652204,-43.04552311731005,0.2,False,-1.5,False,True,
FM_MusicGen_medium_nL4zx0-mi14,fmc:nL4zx0-mi14,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_nL4zx0-mi14.wav,789671402e9e0955bee6988853396333261b1807bdbdab48cf84705e00f92005,0.0178157072514295,0.020661948248744,0.020661948248744,0.0178157072514295,0.0008412387687712,0.0017983313882723,0.0007348844083026,0.0002101393911289,0.0020562037825584,0.0001866833918029,0.0004804199561476,0.0001702891895547,0.008879761211574,0.0016207773005589,0.0009085533092729,-53.16379617793998,-53.16072667969389,0.2,False,-1.5,False,True,
FM_MusicGen_medium_uoZ9Rs4E-6Y,fmc:uoZ9Rs4E-6Y,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_uoZ9Rs4E-6Y.wav,e87c36a945f94939872fa299dc1686592ba8a7a3d317c1ca1748630470f9a0a4,0.0080091711133718,0.0158702302724123,0.0158702302724123,0.0080091711133718,0.000849271134939,0.0020471359603106,0.0015873739030212,0.0005421573296189,0.0021619114559143,0.0002015080826822,0.0009913741378113,0.0001435148587916,0.0009562124032527,0.0008994168019853,0.0014113312354311,-49.721039597912615,-49.70389274345641,0.2,False,-1.5,False,True,
FM_audioldm2_5a_Qxd4ECTo,fmc:5a_Qxd4ECTo,audioldm2,unmixed_dataset/eval/FM_audioldm2_5a_Qxd4ECTo.wav,f8139cdcd03a0d04b6889c3949e13d822c16858fa20057320ce7f1b6a0ae77dc,0.0016760333674028,0.0936805680394172,0.0936805680394172,0.0016760333674028,0.0001789184170775,5.898442032048479e-05,4.192525375401601e-05,8.449589222436771e-05,0.0001216650416608,3.162767461617477e-05,0.0002280928893014,0.0006234661559574,4.336719212005846e-05,8.560113201383501e-05,0.0004041296197101,-47.58391480355248,-47.47798467511067,0.2,False,-1.5,False,True,
FM_audioldm2_9gkppwB5CXA,fmc:9gkppwB5CXA,audioldm2,unmixed_dataset/eval/FM_audioldm2_9gkppwB5CXA.wav,dcbd3f00633d9048ee09d9f127c8ae4b139947e68dc8e2a63bacc1f81c2f419d,0.0128800943493843,0.0352820754051208,0.0352820754051208,0.0128800943493843,0.0002226794749731,0.0002028383751166,9.750941535457967e-05,6.975652649998665e-05,0.0004878206236753,2.949894405901432e-05,9.882376616587862e-05,0.0002301544591318,0.0001220779377035,0.0001592254120623,0.0002291013806825,-48.44578729850654,-48.31409441206312,0.2,False,-1.5,False,True,
