PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
cmbv5_0000,g711_ulaw,FILE,0,0.3379882966,0.8586691296,0.5206808329999999,-0.5206808329999999
cmbv5_0001,g711_ulaw,FILE,0,0.0599964311,0.1022121271,0.042215696,-0.042215696
cmbv5_0002,g711_ulaw,FILE,0,0.1615920069,0.2160109337,0.05441892679999999,-0.05441892679999999
cmbv5_0003,g711_ulaw,FILE,0,0.2010284857,0.16551918,-0.03550930570000002,0.03550930570000002
cmbv5_0004,g711_ulaw,FILE,1,0.5322421167,0.2796057,-0.2526364167,-0.2526364167
cmbv5_0005,g711_ulaw,FILE,1,0.8786825447,0.9018883983,0.023205853600000048,0.023205853600000048
cmbv5_0006,g711_ulaw,FILE,1,0.0218079923,0.2175038974,0.1956959051,0.1956959051
cmbv5_0007,g711_ulaw,FILE,1,0.6737155041,0.4371483653,-0.23656713880000002,-0.23656713880000002
cmbv5_0008,g711_ulaw,FILE,1,0.8723196521,0.9505685697,0.07824891760000008,0.07824891760000008
cmbv5_0009,g711_ulaw,FILE,1,0.91127633,0.6029217631,-0.30835456689999996,-0.30835456689999996
cmbv5_0010,g711_ulaw,FILE,1,0.9681634058,0.8587012107,-0.10946219509999999,-0.10946219509999999
cmbv5_0011,g711_ulaw,FILE,1,0.8691117729,0.3351456737,-0.5339660991999999,-0.5339660991999999
cmbv5_0012,g711_ulaw,FILE,1,0.5846651215,0.5178360156,-0.06682910590000002,-0.06682910590000002
cmbv5_0013,g711_ulaw,FILE,1,0.9973949326,0.9792540253,-0.018140907299999953,-0.018140907299999953
cmbv5_0014,g711_ulaw,FILE,1,0.9723038503,0.990099967,0.01779611670000003,0.01779611670000003
cmbv5_0015,g711_ulaw,FILE,1,0.798125633,0.29739413,-0.5007315029999999,-0.5007315029999999
cmbv5_0016,g711_ulaw,FILE,0,0.7267066571,0.6949353412,-0.03177131590000004,0.03177131590000004
cmbv5_0017,g711_ulaw,FILE,0,0.5904293287,0.5975280189,0.00709869019999998,-0.00709869019999998
cmbv5_0018,g711_ulaw,FILE,0,0.6970812984,0.5282730495,-0.1688082489,0.1688082489
cmbv5_0019,g711_ulaw,FILE,0,0.1680827928,0.1993197945,0.031237001700000017,-0.031237001700000017
cmbv5_0020,g711_ulaw,FILE,1,0.8732375616,0.5621300175,-0.31110754409999997,-0.31110754409999997
cmbv5_0021,g711_ulaw,FILE,1,0.4422650474,0.5923908389,0.1501257915,0.1501257915
cmbv5_0022,g711_ulaw,FILE,1,0.269184762,0.425193397,0.15600863499999995,0.15600863499999995
cmbv5_0023,g711_ulaw,FILE,1,0.8968732374,0.5278397608,-0.3690334766000001,-0.3690334766000001
cmbv5_0024,g711_ulaw,FILE,1,0.9373483124,0.967590536,0.03024222359999995,0.03024222359999995
cmbv5_0025,g711_ulaw,FILE,1,0.9609269635,0.9572548621,-0.0036721013999999608,-0.0036721013999999608
cmbv5_0026,g711_ulaw,FILE,1,0.836409353,0.343778415,-0.49263093799999996,-0.49263093799999996
cmbv5_0027,g711_ulaw,FILE,1,0.9611442338,0.979375757,0.01823152319999999,0.01823152319999999
cmbv5_0028,g711_ulaw,FILE,1,0.9332891797,0.9372963278,0.004007148100000024,0.004007148100000024
cmbv5_0029,g711_ulaw,FILE,1,0.8846303082,0.9723672186,0.08773691039999998,0.08773691039999998
cmbv5_0030,g711_ulaw,FILE,1,0.9196051351,0.9017597959,-0.017845339199999977,-0.017845339199999977
cmbv5_0031,g711_ulaw,FILE,1,0.9699923655,0.966023145,-0.003969220500000037,-0.003969220500000037
cmbv5_0032,g711_ulaw,FILE,0,0.5425181186,0.2552352039,-0.2872829147,0.2872829147
cmbv5_0033,g711_ulaw,FILE,0,0.7493273733,0.8385267806,0.08919940729999998,-0.08919940729999998
cmbv5_0034,g711_ulaw,FILE,0,0.7038846935,0.6404054499,-0.06347924360000001,0.06347924360000001
cmbv5_0035,g711_ulaw,FILE,0,0.3954863399,0.4405082061,0.04502186620000004,-0.04502186620000004
cmbv5_0036,g711_ulaw,FILE,1,0.8183650905,0.6424455175,-0.17591957299999994,-0.17591957299999994
cmbv5_0037,g711_ulaw,FILE,1,0.6370027443,0.7441802364,0.10717749209999994,0.10717749209999994
cmbv5_0038,g711_ulaw,FILE,1,0.7587066749,0.7722106784,0.013504003500000028,0.013504003500000028
cmbv5_0039,g711_ulaw,FILE,1,0.8012685017,0.8329633253,0.03169482359999998,0.03169482359999998
cmbv5_0040,g711_ulaw,FILE,1,0.9370307825,0.9462590206,0.009228238099999952,0.009228238099999952
cmbv5_0041,g711_ulaw,FILE,1,0.7447740875,0.9517630298,0.2069889423000001,0.2069889423000001
cmbv5_0042,g711_ulaw,FILE,1,0.988212649,0.9321098163,-0.05610283270000005,-0.05610283270000005
cmbv5_0043,g711_ulaw,FILE,1,0.9705604065,0.9214194234,-0.049140983099999924,-0.049140983099999924
cmbv5_0044,g711_ulaw,FILE,1,0.9434906158,0.935198274,-0.008292341800000047,-0.008292341800000047
cmbv5_0045,g711_ulaw,FILE,1,0.877084263,0.8786470747,0.0015628117000000552,0.0015628117000000552
cmbv5_0046,g711_ulaw,FILE,1,0.9376599334,0.9046337243,-0.03302620909999998,-0.03302620909999998
cmbv5_0047,g711_ulaw,FILE,1,0.8787504026,0.8740614395,-0.004688963099999999,-0.004688963099999999
cmbv5_0000,g711_ulaw,VOICE,0,0.2756703843,0.6709763363,0.39530595199999996,-0.39530595199999996
cmbv5_0001,g711_ulaw,VOICE,0,0.0127425091,0.0372478083,0.024505299199999997,-0.024505299199999997
cmbv5_0002,g711_ulaw,VOICE,0,0.5032785797,0.3183473966,-0.1849311831,0.1849311831
cmbv5_0003,g711_ulaw,VOICE,0,0.0967339724,0.2381855206,0.1414515482,-0.1414515482
cmbv5_0004,g711_ulaw,VOICE,0,0.062093299,0.1986152934,0.1365219944,-0.1365219944
cmbv5_0005,g711_ulaw,VOICE,0,0.5755189426,0.6799352988,0.1044163562,-0.1044163562
cmbv5_0006,g711_ulaw,VOICE,0,0.0255177216,0.0426392363,0.0171215147,-0.0171215147
cmbv5_0007,g711_ulaw,VOICE,0,0.888158746,0.2481946865,-0.6399640595,0.6399640595
cmbv5_0008,g711_ulaw,VOICE,1,0.8909747332,0.901334641,0.010359907800000068,0.010359907800000068
cmbv5_0009,g711_ulaw,VOICE,1,0.8420426902,0.5172945177,-0.3247481725,-0.3247481725
cmbv5_0010,g711_ulaw,VOICE,1,0.9721990606,0.9149904961,-0.0572085645,-0.0572085645
cmbv5_0011,g711_ulaw,VOICE,1,0.9334452592,0.8326896061,-0.10075565310000001,-0.10075565310000001
cmbv5_0012,g711_ulaw,VOICE,1,0.8605801807,0.8407550964,-0.019825084299999962,-0.019825084299999962
cmbv5_0013,g711_ulaw,VOICE,1,0.9739746432,0.9094718827,-0.06450276050000003,-0.06450276050000003
cmbv5_0014,g711_ulaw,VOICE,1,0.8599912292,0.9482457828,0.08825455360000001,0.08825455360000001
cmbv5_0015,g711_ulaw,VOICE,1,0.8853147037,0.7475650213,-0.13774968239999996,-0.13774968239999996
cmbv5_0016,g711_ulaw,VOICE,0,0.631097872,0.6251547367,-0.005943135300000013,0.005943135300000013
cmbv5_0017,g711_ulaw,VOICE,0,0.4352144606,0.5564581018,0.12124364119999997,-0.12124364119999997
cmbv5_0018,g711_ulaw,VOICE,0,0.5704452637,0.2059079917,-0.3645372720000001,0.3645372720000001
cmbv5_0019,g711_ulaw,VOICE,0,0.0304864922,0.0876422938,0.05715580160000001,-0.05715580160000001
