ID,PHONE_PROB,THRESHOLD
cmbv5_0000__clean,0.0007709346245974302,0.5157917141914368
cmbv5_0000__g711_ulaw,0.999942421913147,0.5157917141914368
cmbv5_0000__g722_wb,0.001746156718581915,0.5157917141914368
cmbv5_0000__opus_nb_8k,0.9997765421867371,0.5157917141914368
cmbv5_0000__transcode_g711_opus,0.9999518394470215,0.5157917141914368
cmbv5_0001__clean,3.580757766030729e-05,0.5157917141914368
cmbv5_0001__g711_ulaw,0.9991926550865173,0.5157917141914368
cmbv5_0001__g722_wb,9.61326586548239e-05,0.5157917141914368
cmbv5_0001__opus_nb_8k,0.9970188140869141,0.5157917141914368
cmbv5_0001__transcode_g711_opus,0.9997780919075012,0.5157917141914368
cmbv5_0002__clean,0.004496078472584486,0.5157917141914368
cmbv5_0002__g711_ulaw,0.9998600482940674,0.5157917141914368
cmbv5_0002__g722_wb,0.00766979344189167,0.5157917141914368
cmbv5_0002__opus_nb_8k,0.9992790818214417,0.5157917141914368
cmbv5_0002__transcode_g711_opus,0.9999094009399414,0.5157917141914368
cmbv5_0003__clean,0.0015299953520298004,0.5157917141914368
cmbv5_0003__g711_ulaw,0.9997637867927551,0.5157917141914368
cmbv5_0003__g722_wb,0.0049800388514995575,0.5157917141914368
cmbv5_0003__opus_nb_8k,0.9995831847190857,0.5157917141914368
cmbv5_0003__transcode_g711_opus,0.9999357461929321,0.5157917141914368
cmbv5_0004__clean,0.0009249256690964103,0.5157917141914368
cmbv5_0004__g711_ulaw,0.9994441866874695,0.5157917141914368
cmbv5_0004__g722_wb,0.001413749880157411,0.5157917141914368
cmbv5_0004__opus_nb_8k,0.9992110729217529,0.5157917141914368
cmbv5_0004__transcode_g711_opus,0.9999582767486572,0.5157917141914368
cmbv5_0005__clean,0.0019161206437274814,0.5157917141914368
cmbv5_0005__g711_ulaw,0.9998643398284912,0.5157917141914368
cmbv5_0005__g722_wb,0.007815973833203316,0.5157917141914368
cmbv5_0005__opus_nb_8k,0.9997212290763855,0.5157917141914368
cmbv5_0005__transcode_g711_opus,0.9999306201934814,0.5157917141914368
cmbv5_0006__clean,0.007311525288969278,0.5157917141914368
cmbv5_0006__g711_ulaw,0.9999643564224243,0.5157917141914368
cmbv5_0006__g722_wb,0.008924402296543121,0.5157917141914368
cmbv5_0006__opus_nb_8k,0.9999085664749146,0.5157917141914368
cmbv5_0006__transcode_g711_opus,0.9999809265136719,0.5157917141914368
cmbv5_0007__clean,0.0008846190175972879,0.5157917141914368
cmbv5_0007__g711_ulaw,0.9998624324798584,0.5157917141914368
cmbv5_0007__g722_wb,0.0010582477552816272,0.5157917141914368
cmbv5_0007__opus_nb_8k,0.9990761280059814,0.5157917141914368
cmbv5_0007__transcode_g711_opus,0.9996812343597412,0.5157917141914368
cmbv5_0008__clean,0.0010010331170633435,0.5157917141914368
cmbv5_0008__g711_ulaw,0.9997392296791077,0.5157917141914368
cmbv5_0008__g722_wb,0.0016374173574149609,0.5157917141914368
cmbv5_0008__opus_nb_8k,0.9995120763778687,0.5157917141914368
cmbv5_0008__transcode_g711_opus,0.9999299049377441,0.5157917141914368
cmbv5_0009__clean,0.006285874173045158,0.5157917141914368
cmbv5_0009__g711_ulaw,0.9999779462814331,0.5157917141914368
cmbv5_0009__g722_wb,0.008011739701032639,0.5157917141914368
cmbv5_0009__opus_nb_8k,0.9999017715454102,0.5157917141914368
cmbv5_0009__transcode_g711_opus,0.9999871253967285,0.5157917141914368
cmbv5_0010__clean,0.00403789896517992,0.5157917141914368
cmbv5_0010__g711_ulaw,0.9998561143875122,0.5157917141914368
cmbv5_0010__g722_wb,0.005625493824481964,0.5157917141914368
cmbv5_0010__opus_nb_8k,0.9989204406738281,0.5157917141914368
cmbv5_0010__transcode_g711_opus,0.9998898506164551,0.5157917141914368
cmbv5_0011__clean,0.003526407992467284,0.5157917141914368
cmbv5_0011__g711_ulaw,0.9998149275779724,0.5157917141914368
cmbv5_0011__g722_wb,0.009267422370612621,0.5157917141914368
cmbv5_0011__opus_nb_8k,0.9992637038230896,0.5157917141914368
cmbv5_0011__transcode_g711_opus,0.9999088048934937,0.5157917141914368
cmbv5_0012__clean,0.16312742233276367,0.5157917141914368
cmbv5_0012__g711_ulaw,0.9999908208847046,0.5157917141914368
