ID,PHONE_PROB,THRESHOLD
cmbv6_0000__clean,8.775392780080438e-05,0.5157917141914368
cmbv6_0000__g711_ulaw,0.9999525547027588,0.5157917141914368
cmbv6_0000__g722_wb,9.555185533827171e-05,0.5157917141914368
cmbv6_0000__opus_nb_8k,0.9998494386672974,0.5157917141914368
cmbv6_0000__transcode_g711_opus,0.9999538660049438,0.5157917141914368
cmbv6_0001__clean,0.026379695162177086,0.5157917141914368
cmbv6_0001__g711_ulaw,0.9999686479568481,0.5157917141914368
cmbv6_0001__g722_wb,0.038380835205316544,0.5157917141914368
cmbv6_0001__opus_nb_8k,0.9996053576469421,0.5157917141914368
cmbv6_0001__transcode_g711_opus,0.9999040365219116,0.5157917141914368
cmbv6_0002__clean,0.04661355912685394,0.5157917141914368
cmbv6_0002__g711_ulaw,0.9999710321426392,0.5157917141914368
cmbv6_0002__g722_wb,0.06271906942129135,0.5157917141914368
cmbv6_0002__opus_nb_8k,0.9994181394577026,0.5157917141914368
cmbv6_0002__transcode_g711_opus,0.9998691082000732,0.5157917141914368
cmbv6_0003__clean,0.009802751243114471,0.5157917141914368
cmbv6_0003__g711_ulaw,0.9999251365661621,0.5157917141914368
cmbv6_0003__g722_wb,0.011371921747922897,0.5157917141914368
cmbv6_0003__opus_nb_8k,0.999569833278656,0.5157917141914368
cmbv6_0003__transcode_g711_opus,0.9998981952667236,0.5157917141914368
cmbv6_0004__clean,0.004107199609279633,0.5157917141914368
cmbv6_0004__g711_ulaw,0.9998784065246582,0.5157917141914368
cmbv6_0004__g722_wb,0.0061172619462013245,0.5157917141914368
cmbv6_0004__opus_nb_8k,0.9996166229248047,0.5157917141914368
cmbv6_0004__transcode_g711_opus,0.9999297857284546,0.5157917141914368
cmbv6_0005__clean,0.011069033294916153,0.5157917141914368
cmbv6_0005__g711_ulaw,0.9999614953994751,0.5157917141914368
cmbv6_0005__g722_wb,0.011919541284441948,0.5157917141914368
cmbv6_0005__opus_nb_8k,0.9997928738594055,0.5157917141914368
cmbv6_0005__transcode_g711_opus,0.9999672174453735,0.5157917141914368
cmbv6_0006__clean,0.002264002338051796,0.5157917141914368
cmbv6_0006__g711_ulaw,0.9999275207519531,0.5157917141914368
cmbv6_0006__g722_wb,0.0026401206851005554,0.5157917141914368
cmbv6_0006__opus_nb_8k,0.9996080994606018,0.5157917141914368
cmbv6_0006__transcode_g711_opus,0.999906063079834,0.5157917141914368
cmbv6_0007__clean,0.00017465803830418736,0.5157917141914368
cmbv6_0007__g711_ulaw,0.9999438524246216,0.5157917141914368
cmbv6_0007__g722_wb,0.0004215248627588153,0.5157917141914368
cmbv6_0007__opus_nb_8k,0.999351441860199,0.5157917141914368
cmbv6_0007__transcode_g711_opus,0.9999368190765381,0.5157917141914368
cmbv6_0008__clean,0.0006349817849695683,0.5157917141914368
