ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
sdxeq_0000__phonefact_resample8k,0.01221405586112463,0.03878807682142711,0.0018674416437532235,0.5323446393,0.9110135436
sdxeq_0000__phonefact_g711_ulaw,0.10073951305845372,0.003820804200500216,0.00658166345233203,0.241244778,0.9061893821
sdxeq_0000__phonefact_g726_24k,0.03342731147815493,0.0020269780201939602,0.007691770502132349,0.1500979513,0.8862662315
sdxeq_0000__phonefact_opus_nb_8k,0.2626339338193204,0.6581398642532925,0.12493759221213203,0.3116358519,0.6087170839
sdxeq_0001__phonefact_resample8k,0.051400500456753324,0.0021080239014792945,0.002697953801475229,0.23558788,0.8659823537
sdxeq_0001__phonefact_g711_ulaw,0.16649856654927317,0.0023753695770992096,0.0023998829281042236,0.242637068,0.8605758548
sdxeq_0001__phonefact_g726_24k,0.12467668948290239,0.002815741454423733,0.007197949905166143,0.2765360475,0.8852334023
sdxeq_0001__phonefact_opus_nb_8k,0.4258412170324781,0.15069232854554276,0.37863707143509506,0.5885133743,0.9230715036
sdxeq_0002__phonefact_resample8k,0.22568709281228586,0.0005567760784596832,0.19715317730542462,0.8903000355,0.8782942891
sdxeq_0002__phonefact_g711_ulaw,0.2420053407207685,0.0022779776836695776,0.0932514799643766,0.8634935021,0.8760774732
sdxeq_0002__phonefact_g726_24k,0.37457379793507983,0.002501098616622133,0.21623650285401874,0.88853544,0.8892965317
sdxeq_0002__phonefact_opus_nb_8k,0.8493901712074055,0.7726000466083195,0.2846771793096315,0.8874368668,0.8468379378
sdxeq_0003__phonefact_resample8k,0.2847652781076341,0.0006503986639074288,0.26105942328394327,0.7684936523,0.8873010278
sdxeq_0003__phonefact_g711_ulaw,0.47663625181658714,0.0023756988037848996,0.43156954161796157,0.7383102775,0.8356904984
sdxeq_0003__phonefact_g726_24k,0.4202618726194652,0.0067131655651708295,0.39552793476598863,0.7094259262,0.8072729111
sdxeq_0003__phonefact_opus_nb_8k,0.4196086220516566,0.984766009959392,0.3741625495163398,0.6572563052,0.6670254469
sdxeq_0004__phonefact_resample8k,0.09843319179314863,0.008703188187541004,0.003247303346276208,0.397341162,0.867120862
sdxeq_0004__phonefact_g711_ulaw,0.139627758616731,0.11294380349959765,0.0030777257948732574,0.2718406618,0.907489121
sdxeq_0004__phonefact_g726_24k,0.2852695528765633,0.037682398229499134,0.09024903905531662,0.3976961374,0.8888418078
sdxeq_0004__phonefact_opus_nb_8k,0.18895362406309377,0.9349316584657908,0.15915596194744547,0.371573478,0.9009535313
sdxeq_0005__phonefact_resample8k,0.09653849165341113,0.0009050243290127462,0.008129349441091897,0.6807053089,0.7717582583
sdxeq_0005__phonefact_g711_ulaw,0.17006996535456234,0.0018545678977303305,0.023647438208571365,0.8126754165,0.7006671429
sdxeq_0005__phonefact_g726_24k,0.16268772015285843,0.0026144607573419755,0.02601121430831994,0.7785265446,0.7742677927
sdxeq_0005__phonefact_opus_nb_8k,0.9782185351286627,0.9680173973331417,0.4778681722588446,0.8254731894,0.061085023
sdxeq_0006__phonefact_resample8k,0.005289773501508563,0.005050888337843684,0.002945766258662959,0.523178339,0.8801502585
sdxeq_0006__phonefact_g711_ulaw,0.0677234662805039,0.00537537022952429,0.005626207744436459,0.7033064961,0.8618717194
sdxeq_0006__phonefact_g726_24k,0.018057090444057334,0.004245263988302675,0.006699590789910595,0.7815509439,0.9144926071
sdxeq_0006__phonefact_opus_nb_8k,0.8845721968044049,0.8931851967698936,0.11115777804385396,0.7658407092,0.3483552635
sdxeq_0007__phonefact_resample8k,0.19189367595857532,0.00623318819613316,0.15062652892203027,0.8336607814,0.8610993624
sdxeq_0007__phonefact_g711_ulaw,0.26533670788297015,0.021068250288804102,0.134518585676633,0.8067709208,0.8021230698
sdxeq_0007__phonefact_g726_24k,0.5322944381526552,0.0034198304313589716,0.40880227913484446,0.8181987405,0.7341220379
sdxeq_0007__phonefact_opus_nb_8k,0.927093673940139,0.8481471582191513,0.1838388294095254,0.8297860026,0.794288218
sdxeq_0008__phonefact_resample8k,0.007642235216218977,0.002867678647885874,0.0055470582952398045,0.8399495482,0.9113600254
sdxeq_0008__phonefact_g711_ulaw,0.0714007222118136,0.004270599492119278,0.0032760692070766552,0.872484982,0.9276991487
sdxeq_0008__phonefact_g726_24k,0.03296523757403322,0.008177201990585246,0.010754805270396023,0.8305664062,0.9002497196
sdxeq_0008__phonefact_opus_nb_8k,0.8448174309683883,0.8991745110600085,0.39825028614765107,0.8871469498,0.444526881
sdxeq_0009__phonefact_resample8k,0.5604499872972762,0.44318979644752926,0.24574308176849594,0.7083550096,0.8883474469
sdxeq_0009__phonefact_g711_ulaw,0.4979349678943018,0.7978820497803064,0.18800959286784866,0.6488075256,0.8709722161
sdxeq_0009__phonefact_g726_24k,0.3198317074553572,0.8964725975904411,0.05683121977451252,0.6830340028,0.8679789901
sdxeq_0009__phonefact_opus_nb_8k,0.1593175750543529,0.967091961538442,0.12177822838344105,0.5560306311,0.7975686193
sdxeq_0010__phonefact_resample8k,0.4325917676772086,0.005197763638457053,0.4235274980602707,0.7912428379,0.8280761838
sdxeq_0010__phonefact_g711_ulaw,0.3791109215879131,0.0026371242127553656,0.3423323917874387,0.8555139899,0.8322080374
sdxeq_0010__phonefact_g726_24k,0.3535707023292465,0.006105935283355023,0.37962146414932957,0.8646034002,0.790569365
sdxeq_0010__phonefact_opus_nb_8k,0.8187426146528497,0.8290289161240019,0.5528582259425691,0.8581005931,0.7890868783
sdxeq_0011__phonefact_resample8k,0.28963975440949835,0.0005347420457645598,0.2418832306794021,0.8221380115,0.8485302329
sdxeq_0011__phonefact_g711_ulaw,0.35702182149251016,0.005836939933918994,0.29871101236443576,0.8194460869,0.8066083789
sdxeq_0011__phonefact_g726_24k,0.27423495432982353,0.004278305775934634,0.2711564645843693,0.8431661725,0.8276768923
