CHANNEL,TASK,PARENTS,POSITIVE_PARENTS,NEGATIVE_PARENTS,PAIRS,CLEAN_EER,CHANNEL_EER,CLEAN_PAIR_ERROR,CHANNEL_PAIR_ERROR,CORRECT_TO_INCORRECT,INCORRECT_TO_CORRECT,CLEAN_TIES,CHANNEL_TIES,RANK_STATE_FLIPS,MEAN_SCORE_DELTA,MEAN_SIGNED_DELTA,MEAN_PAIR_MARGIN_DELTA
g711_ulaw,FILE,48,36,12,432,0.16666666666666663,0.2638888888888889,0.08564814814814814,0.17592592592592593,48,9,0,0,57,-0.049332041920833326,-0.051032708833333336,-0.07031116766111113
g711_ulaw,VOICE,48,24,24,576,0.08333333333333334,0.125,0.02604166666666663,0.03125,18,15,0,0,33,0.008190459041666659,-0.013562037408333337,-0.027124074816666673
g711_ulaw,MUSIC,48,24,24,576,0.20833333333333337,0.20833333333333337,0.08506944444444442,0.19618055555555558,86,22,0,0,108,-0.20509717020416665,-0.08834270688750001,-0.176685413775
g722_wb,FILE,48,36,12,432,0.16666666666666663,0.16666666666666663,0.08564814814814814,0.09953703703703709,15,9,0,0,24,0.008461890481249996,-0.01192845148958334,-0.043091724613888896
g722_wb,VOICE,48,24,24,576,0.08333333333333334,0.041666666666666644,0.02604166666666663,0.00520833333333337,3,15,0,0,18,0.013621648072916673,-0.019197273443749992,-0.03839454688749999
g722_wb,MUSIC,48,24,24,576,0.20833333333333337,0.16666666666666663,0.08506944444444442,0.06944444444444442,12,21,0,0,33,-0.0027396094312499932,0.007062069718750001,0.014124139437499997
opus_nb_8k,FILE,48,36,12,432,0.16666666666666663,0.4027777777777778,0.08564814814814814,0.32638888888888884,118,14,0,0,132,0.08800676139791667,-0.059545964014583334,-0.2761315859027778
opus_nb_8k,VOICE,48,24,24,576,0.08333333333333334,0.41666666666666663,0.02604166666666663,0.34895833333333337,187,1,0,0,188,0.19429050929375,-0.24096101586041666,-0.4819220317208333
opus_nb_8k,MUSIC,48,24,24,576,0.20833333333333337,0.20833333333333337,0.08506944444444442,0.15451388888888884,66,26,0,0,92,-0.04833987689791667,-0.09570322503541667,-0.19140645007083334
transcode_g711_opus,FILE,48,36,12,432,0.16666666666666663,0.2638888888888889,0.08564814814814814,0.31481481481481477,114,15,0,0,129,0.061186842870833334,-0.06410696945000001,-0.2525343756944445
transcode_g711_opus,VOICE,48,24,24,576,0.08333333333333334,0.375,0.02604166666666663,0.35763888888888884,191,0,0,0,191,0.19709462275416667,-0.2464692925958333,-0.4929385851916667
transcode_g711_opus,MUSIC,48,24,24,576,0.20833333333333337,0.16666666666666663,0.08506944444444442,0.14756944444444442,62,26,0,0,88,-0.039705778966666654,-0.11038812197499999,-0.22077624395
