PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
cmbv5_0000,g711_ulaw,FILE,0,0.3947669512,0.8963547317,0.5015877805,-0.5015877805
cmbv5_0001,g711_ulaw,FILE,0,0.1774729718,0.1880508306,0.010577858800000006,-0.010577858800000006
cmbv5_0002,g711_ulaw,FILE,0,0.2333898067,0.2226657564,-0.01072405030000001,0.01072405030000001
cmbv5_0003,g711_ulaw,FILE,0,0.2565292979,0.2100953049,-0.04643399300000001,0.04643399300000001
cmbv5_0004,g711_ulaw,FILE,1,0.648582122,0.2995196213,-0.3490625007,-0.3490625007
cmbv5_0005,g711_ulaw,FILE,1,0.9425522176,0.9483885558,0.0058363382000000685,0.0058363382000000685
cmbv5_0006,g711_ulaw,FILE,1,0.0468760664,0.2597982954,0.212922229,0.212922229
cmbv5_0007,g711_ulaw,FILE,1,0.7400540066,0.559127905,-0.1809261016,-0.1809261016
cmbv5_0008,g711_ulaw,FILE,1,0.8802535546,0.9474816111,0.06722805649999997,0.06722805649999997
cmbv5_0009,g711_ulaw,FILE,1,0.9288285701,0.6857361013,-0.24309246880000002,-0.24309246880000002
cmbv5_0010,g711_ulaw,FILE,1,0.9685992403,0.8893179132,-0.07928132710000002,-0.07928132710000002
cmbv5_0011,g711_ulaw,FILE,1,0.8508425245,0.4037938502,-0.44704867429999995,-0.44704867429999995
cmbv5_0012,g711_ulaw,FILE,1,0.6271154795,0.4511112732,-0.17600420630000002,-0.17600420630000002
cmbv5_0013,g711_ulaw,FILE,1,0.9981709485,0.9865307441,-0.01164020440000002,-0.01164020440000002
cmbv5_0014,g711_ulaw,FILE,1,0.983400265,0.9888684551,0.005468190099999992,0.005468190099999992
cmbv5_0015,g711_ulaw,FILE,1,0.8803770225,0.4210466786,-0.45933034390000005,-0.45933034390000005
cmbv5_0016,g711_ulaw,FILE,0,0.7961831325,0.7248855437,-0.07129758879999992,0.07129758879999992
cmbv5_0017,g711_ulaw,FILE,0,0.6872431013,0.6823907638,-0.004852337500000026,0.004852337500000026
cmbv5_0018,g711_ulaw,FILE,0,0.6870207646,0.5783483496,-0.10867241499999991,0.10867241499999991
cmbv5_0019,g711_ulaw,FILE,0,0.2310604749,0.2589508382,0.02789036329999997,-0.02789036329999997
cmbv5_0020,g711_ulaw,FILE,1,0.925773893,0.727062385,-0.19871150800000004,-0.19871150800000004
cmbv5_0021,g711_ulaw,FILE,1,0.5891073248,0.6608520711,0.07174474629999994,0.07174474629999994
cmbv5_0022,g711_ulaw,FILE,1,0.4356811695,0.5499012585,0.11422008900000002,0.11422008900000002
cmbv5_0023,g711_ulaw,FILE,1,0.9374623841,0.6816487428,-0.25581364130000006,-0.25581364130000006
cmbv5_0024,g711_ulaw,FILE,1,0.955552289,0.9738671128,0.018314823800000046,0.018314823800000046
cmbv5_0025,g711_ulaw,FILE,1,0.9725550478,0.9666435482,-0.005911499600000036,-0.005911499600000036
cmbv5_0026,g711_ulaw,FILE,1,0.8754741381,0.3831864411,-0.49228769699999997,-0.49228769699999997
cmbv5_0027,g711_ulaw,FILE,1,0.9668969397,0.9799669208,0.013069981100000017,0.013069981100000017
cmbv5_0028,g711_ulaw,FILE,1,0.9525717857,0.9554301746,0.0028583889000000084,0.0028583889000000084
cmbv5_0029,g711_ulaw,FILE,1,0.9133502679,0.977804427,0.06445415910000007,0.06445415910000007
cmbv5_0030,g711_ulaw,FILE,1,0.9476446298,0.9364680024,-0.011176627399999917,-0.011176627399999917
cmbv5_0031,g711_ulaw,FILE,1,0.9706971386,0.9745649981,0.003867859500000015,0.003867859500000015
cmbv5_0032,g711_ulaw,FILE,0,0.5667360572,0.2440994252,-0.322636632,0.322636632
cmbv5_0033,g711_ulaw,FILE,0,0.7471488974,0.8159010002,0.06875210279999999,-0.06875210279999999
cmbv5_0034,g711_ulaw,FILE,0,0.7295985319,0.6478290633,-0.0817694686,0.0817694686
cmbv5_0035,g711_ulaw,FILE,0,0.4947039316,0.5730983173,0.07839438570000007,-0.07839438570000007
cmbv5_0036,g711_ulaw,FILE,1,0.8925735401,0.7619645548,-0.13060898529999998,-0.13060898529999998
cmbv5_0037,g711_ulaw,FILE,1,0.7551607547,0.7603232472,0.005162492500000004,0.005162492500000004
cmbv5_0038,g711_ulaw,FILE,1,0.8536254408,0.816140028,-0.03748541280000006,-0.03748541280000006
cmbv5_0039,g711_ulaw,FILE,1,0.8623155848,0.9205435974,0.05822801259999999,0.05822801259999999
cmbv5_0040,g711_ulaw,FILE,1,0.960625699,0.9608650675,0.00023936849999994791,0.00023936849999994791
cmbv5_0041,g711_ulaw,FILE,1,0.8070580918,0.9641127645,0.15705467270000006,0.15705467270000006
cmbv5_0042,g711_ulaw,FILE,1,0.9911554318,0.9560165708,-0.035138860999999966,-0.035138860999999966
cmbv5_0043,g711_ulaw,FILE,1,0.9754452729,0.9416772602,-0.03376801270000007,-0.03376801270000007
cmbv5_0044,g711_ulaw,FILE,1,0.9302067534,0.9370786682,0.006871914799999934,0.006871914799999934
cmbv5_0045,g711_ulaw,FILE,1,0.9224459177,0.8943356042,-0.028110313499999928,-0.028110313499999928
cmbv5_0046,g711_ulaw,FILE,1,0.9479049563,0.9209978751,-0.02690708120000007,-0.02690708120000007
cmbv5_0047,g711_ulaw,FILE,1,0.9218541479,0.9078642741,-0.013989873799999941,-0.013989873799999941
cmbv5_0000,g711_ulaw,VOICE,0,0.3144279493,0.894476077,0.5800481277,-0.5800481277
cmbv5_0001,g711_ulaw,VOICE,0,0.0005582018,0.0007563442,0.00019814240000000003,-0.00019814240000000003
cmbv5_0002,g711_ulaw,VOICE,0,0.7305088769,0.289244621,-0.4412642559,0.4412642559
cmbv5_0003,g711_ulaw,VOICE,0,0.0074758989,0.0488958732,0.0414199743,-0.0414199743
cmbv5_0004,g711_ulaw,VOICE,0,0.0044754239,0.0236823376,0.019206913699999998,-0.019206913699999998
cmbv5_0005,g711_ulaw,VOICE,0,0.8108318074,0.8973867521,0.08655494469999991,-0.08655494469999991
cmbv5_0006,g711_ulaw,VOICE,0,0.0005764917,0.0030708872,0.0024943955,-0.0024943955
cmbv5_0007,g711_ulaw,VOICE,0,0.9314349077,0.2486449887,-0.682789919,0.682789919
cmbv5_0008,g711_ulaw,VOICE,1,0.8778717967,0.9502185767,0.07234677999999994,0.07234677999999994
cmbv5_0009,g711_ulaw,VOICE,1,0.9107687963,0.6265669026,-0.28420189369999993,-0.28420189369999993
cmbv5_0010,g711_ulaw,VOICE,1,0.9937979836,0.9767872697,-0.017010713900000085,-0.017010713900000085
cmbv5_0011,g711_ulaw,VOICE,1,0.9711247876,0.8729893482,-0.09813543940000002,-0.09813543940000002
cmbv5_0012,g711_ulaw,VOICE,1,0.8303398189,0.9086296349,0.07828981600000007,0.07828981600000007
cmbv5_0013,g711_ulaw,VOICE,1,0.9969868453,0.9792804912,-0.017706354099999988,-0.017706354099999988
cmbv5_0014,g711_ulaw,VOICE,1,0.9288542166,0.9901419284,0.06128771180000003,0.06128771180000003
cmbv5_0015,g711_ulaw,VOICE,1,0.8501898396,0.8377754055,-0.012414434100000094,-0.012414434100000094
cmbv5_0016,g711_ulaw,VOICE,0,0.827913311,0.7242463691,-0.10366694190000003,0.10366694190000003
cmbv5_0017,g711_ulaw,VOICE,0,0.570496723,0.563343634,-0.007153089000000001,0.007153089000000001
cmbv5_0018,g711_ulaw,VOICE,0,0.7459578262,0.068146958,-0.6778108681999999,0.6778108681999999
cmbv5_0019,g711_ulaw,VOICE,0,0.0011439046,0.0103305742,0.009186669599999999,-0.009186669599999999
cmbv5_0020,g711_ulaw,VOICE,0,0.0492225387,0.6200977851,0.5708752464,-0.5708752464
cmbv5_0021,g711_ulaw,VOICE,0,0.5049385145,0.1615889069,-0.34334960760000005,0.34334960760000005
cmbv5_0022,g711_ulaw,VOICE,0,0.0093420303,0.2728405885,0.26349855819999995,-0.26349855819999995
cmbv5_0023,g711_ulaw,VOICE,0,0.2411095918,0.3202722607,0.07916266889999998,-0.07916266889999998
cmbv5_0024,g711_ulaw,VOICE,1,0.9334725502,0.9677898268,0.03431727660000006,0.03431727660000006
cmbv5_0025,g711_ulaw,VOICE,1,0.9579314487,0.9543238926,-0.0036075561000000755,-0.0036075561000000755
cmbv5_0026,g711_ulaw,VOICE,1,0.9967371721,0.9569376019,-0.03979957020000002,-0.03979957020000002
cmbv5_0027,g711_ulaw,VOICE,1,0.9467571063,0.9812991231,0.03454201680000002,0.03454201680000002
cmbv5_0028,g711_ulaw,VOICE,1,0.9105492039,0.9355474259,0.024998221999999903,0.024998221999999903
cmbv5_0029,g711_ulaw,VOICE,1,0.9793339296,0.9772571488,-0.0020767807999999555,-0.0020767807999999555
cmbv5_0030,g711_ulaw,VOICE,1,0.8692604713,0.8983146705,0.029054199200000075,0.029054199200000075
cmbv5_0031,g711_ulaw,VOICE,1,0.910627683,0.9525051507,0.041877467700000004,0.041877467700000004
cmbv5_0032,g711_ulaw,VOICE,0,0.6145703994,0.1809914461,-0.4335789533,0.4335789533
cmbv5_0033,g711_ulaw,VOICE,0,0.096193347,0.5366342671,0.44044092009999997,-0.44044092009999997
cmbv5_0034,g711_ulaw,VOICE,0,0.266428461,0.2616694918,-0.004758969200000018,0.004758969200000018
cmbv5_0035,g711_ulaw,VOICE,0,0.1716809103,0.2468363144,0.07515540410000002,-0.07515540410000002
cmbv5_0036,g711_ulaw,VOICE,0,0.1262466057,0.3927787544,0.26653214869999997,-0.26653214869999997
cmbv5_0037,g711_ulaw,VOICE,0,0.5901506182,0.7394663299,0.14931571170000002,-0.14931571170000002
cmbv5_0038,g711_ulaw,VOICE,0,0.3470875189,0.2086213476,-0.1384661713,0.1384661713
cmbv5_0039,g711_ulaw,VOICE,0,0.0794016995,0.8502105637,0.7708088642,-0.7708088642
cmbv5_0040,g711_ulaw,VOICE,1,0.9122099925,0.9411263326,0.028916340099999993,0.028916340099999993
cmbv5_0041,g711_ulaw,VOICE,1,0.9966195563,0.9610475833,-0.035571973000000034,-0.035571973000000034
cmbv5_0042,g711_ulaw,VOICE,1,0.9916058779,0.9479419666,-0.043663911300000025,-0.043663911300000025
cmbv5_0043,g711_ulaw,VOICE,1,0.9751744998,0.9216393003,-0.053535199500000075,-0.053535199500000075
cmbv5_0044,g711_ulaw,VOICE,1,0.9051112317,0.9130101205,0.007898888800000003,0.007898888800000003
cmbv5_0045,g711_ulaw,VOICE,1,0.8234940679,0.8493870448,0.02589297690000003,0.02589297690000003
cmbv5_0046,g711_ulaw,VOICE,1,0.8802392132,0.8915659917,0.011326778499999968,0.011326778499999968
cmbv5_0047,g711_ulaw,VOICE,1,0.816065124,0.8441225949,0.028057470899999992,0.028057470899999992
cmbv5_0000,g711_ulaw,MUSIC,0,0.3019811691,0.0707108917,-0.2312702774,0.2312702774
cmbv5_0001,g711_ulaw,MUSIC,0,0.4950134098,0.419038529,-0.07597488080000003,0.07597488080000003
cmbv5_0002,g711_ulaw,MUSIC,0,0.0931824733,0.0160593135,-0.07712315980000001,0.07712315980000001
cmbv5_0003,g711_ulaw,MUSIC,0,0.0436698062,0.0770610093,0.033391203099999996,-0.033391203099999996
cmbv5_0004,g711_ulaw,MUSIC,1,0.597145744,0.0826811016,-0.5144646424,-0.5144646424
cmbv5_0005,g711_ulaw,MUSIC,1,0.6232310722,0.0491409018,-0.5740901704,-0.5740901704
cmbv5_0006,g711_ulaw,MUSIC,1,0.8848746284,0.5716320198,-0.31324260859999997,-0.31324260859999997
cmbv5_0007,g711_ulaw,MUSIC,1,0.6647473101,0.3729123604,-0.2918349497,-0.2918349497
cmbv5_0008,g711_ulaw,MUSIC,0,0.0339172218,0.0332519718,-0.0006652499999999992,0.0006652499999999992
cmbv5_0009,g711_ulaw,MUSIC,0,0.1581662823,0.0349102823,-0.12325599999999999,0.12325599999999999
cmbv5_0010,g711_ulaw,MUSIC,0,0.0791234117,0.047176634,-0.03194677769999999,0.03194677769999999
cmbv5_0011,g711_ulaw,MUSIC,0,0.1086144774,0.0666152445,-0.0419992329,0.0419992329
cmbv5_0012,g711_ulaw,MUSIC,1,0.5755808581,0.355258241,-0.22032261710000006,-0.22032261710000006
cmbv5_0013,g711_ulaw,MUSIC,1,0.6764246231,0.3240266891,-0.35239793399999997,-0.35239793399999997
cmbv5_0014,g711_ulaw,MUSIC,1,0.6280255443,0.242530331,-0.38549521330000003,-0.38549521330000003
cmbv5_0015,g711_ulaw,MUSIC,1,0.8014068399,0.1973461403,-0.6040606996,-0.6040606996
cmbv5_0016,g711_ulaw,MUSIC,0,0.2587050208,0.2127640867,-0.045940934100000025,0.045940934100000025
cmbv5_0017,g711_ulaw,MUSIC,0,0.1956418323,0.368707994,0.17306616169999997,-0.17306616169999997
cmbv5_0018,g711_ulaw,MUSIC,0,0.0541211573,0.1431366743,0.08901551699999999,-0.08901551699999999
