DATASET,METHOD,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,phone_seed04_w0.40,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7760259740259741,0.9947428571428572,0.7978976623376625
dev,phone_seed04_w0.45,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19999999999999998,0.9962285714285715,0.993257142857143,0.7743116883116884,0.9947428571428572,0.7963548051948053
dev,phone_seed04_w0.50,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
dev,phone_seed04_w0.55,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
dev,phone_seed04_w0.60,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
dev,phone_seed04_w0.70,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
dev,phone_seed05_w0.40,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
dev,phone_seed05_w0.45,400,400,350,350,0.21709090909090906,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7777402597402598,0.9947428571428572,0.7994405194805196
dev,phone_seed05_w0.50,400,400,350,350,0.21709090909090906,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7777402597402598,0.9947428571428572,0.7994405194805196
dev,phone_seed05_w0.55,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7760259740259741,0.9947428571428572,0.7978976623376625
dev,phone_seed05_w0.60,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7760259740259741,0.9947428571428572,0.7978976623376625
dev,phone_seed05_w0.70,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
factorial,phone_seed04_w0.40,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
factorial,phone_seed04_w0.45,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
factorial,phone_seed04_w0.50,400,400,350,350,0.2229090909090909,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7822597402597402,0.9958571428571428,0.8036194805194805
factorial,phone_seed04_w0.55,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
factorial,phone_seed04_w0.60,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
factorial,phone_seed04_w0.70,400,400,350,350,0.21709090909090906,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.786883116883117,0.9958571428571428,0.8077805194805195
factorial,phone_seed05_w0.40,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
factorial,phone_seed05_w0.45,400,400,350,350,0.21527272727272728,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7860779220779222,0.9958571428571428,0.8070558441558442
factorial,phone_seed05_w0.50,400,400,350,350,0.21527272727272728,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7860779220779222,0.9958571428571428,0.8070558441558442
factorial,phone_seed05_w0.55,400,400,350,350,0.21527272727272728,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7860779220779222,0.9958571428571428,0.8070558441558442
factorial,phone_seed05_w0.60,400,400,350,350,0.21527272727272728,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7860779220779222,0.9958571428571428,0.8070558441558442
factorial,phone_seed05_w0.70,400,400,350,350,0.21527272727272728,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7860779220779222,0.9958571428571428,0.8070558441558442
phone,phone_seed04_w0.40,1200,1200,800,800,0.17000000000000004,0.16749999999999998,0.14249999999999996,0.956603125,0.9840593750000001,0.83875,0.9703312500000001,0.851908125
phone,phone_seed04_w0.45,1200,1200,800,800,0.17000000000000004,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8402499999999999,0.9703312500000001,0.853258125
phone,phone_seed04_w0.50,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.13,0.956603125,0.9840593750000001,0.8445714285714285,0.9703312500000001,0.8571474107142858
phone,phone_seed04_w0.55,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.12749999999999997,0.956603125,0.9840593750000001,0.8453214285714286,0.9703312500000001,0.8578224107142858
phone,phone_seed04_w0.60,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.13,0.956603125,0.9840593750000001,0.8454285714285714,0.9703312500000001,0.8579188392857143
phone,phone_seed04_w0.70,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.13,0.956603125,0.9840593750000001,0.8454285714285714,0.9703312500000001,0.8579188392857143
phone,phone_seed05_w0.40,1200,1200,800,800,0.16828571428571432,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8411071428571428,0.9703312500000001,0.8540295535714286
phone,phone_seed05_w0.45,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.135,0.956603125,0.9840593750000001,0.8430714285714285,0.9703312500000001,0.8557974107142857
phone,phone_seed05_w0.50,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8423214285714284,0.9703312500000001,0.8551224107142856
phone,phone_seed05_w0.55,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.135,0.956603125,0.9840593750000001,0.8439285714285714,0.9703312500000001,0.8565688392857143
phone,phone_seed05_w0.60,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8431785714285713,0.9703312500000001,0.8558938392857143
phone,phone_seed05_w0.70,1200,1200,800,800,0.16171428571428575,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8443928571428572,0.9703312500000001,0.8569866964285715
yue,phone_seed04_w0.40,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
yue,phone_seed04_w0.45,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
yue,phone_seed04_w0.50,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
yue,phone_seed04_w0.55,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
