ID,PHONE_PROB,PHONE_ROUTE
forensic_0000_clean,0.1370031237602234,False
forensic_0000_g711_ulaw,0.99997878074646,True
forensic_0000_opus_nb_8k,0.9998984336853027,True
forensic_0000_g722_wb,0.6337330937385559,True
forensic_0000_transcode_g711_opus,0.9999725818634033,True
forensic_0001_clean,0.007629768922924995,False
forensic_0001_g711_ulaw,0.9995918869972229,True
forensic_0001_opus_nb_8k,0.9998109936714172,True
forensic_0001_g722_wb,0.3038092851638794,False
forensic_0001_transcode_g711_opus,0.9999719858169556,True
forensic_0002_clean,0.014264491386711597,False
forensic_0002_g711_ulaw,0.999974250793457,True
forensic_0002_opus_nb_8k,0.9998950958251953,True
forensic_0002_g722_wb,0.1216394230723381,False
forensic_0002_transcode_g711_opus,0.9999895095825195,True
forensic_0003_clean,0.00022164449910633266,False
forensic_0003_g711_ulaw,0.9995850920677185,True
forensic_0003_opus_nb_8k,0.9998001456260681,True
forensic_0003_g722_wb,0.061430420726537704,False
forensic_0003_transcode_g711_opus,0.9999723434448242,True
forensic_0004_clean,0.05189979076385498,False
forensic_0004_g711_ulaw,0.9992233514785767,True
forensic_0004_opus_nb_8k,0.9994995594024658,True
forensic_0004_g722_wb,0.4255882501602173,False
forensic_0004_transcode_g711_opus,0.9999420642852783,True
forensic_0005_clean,0.017034079879522324,False
forensic_0005_g711_ulaw,0.9997593760490417,True
forensic_0005_opus_nb_8k,0.9997827410697937,True
forensic_0005_g722_wb,0.4266757071018219,False
forensic_0005_transcode_g711_opus,0.9999603033065796,True
forensic_0006_clean,0.0014404146932065487,False
forensic_0006_g711_ulaw,0.9999381303787231,True
forensic_0006_opus_nb_8k,0.999041736125946,True
forensic_0006_g722_wb,0.07442986965179443,False
forensic_0006_transcode_g711_opus,0.9998457431793213,True
forensic_0007_clean,0.0030362082179635763,False
forensic_0007_g711_ulaw,0.9998688697814941,True
forensic_0007_opus_nb_8k,0.9998654127120972,True
forensic_0007_g722_wb,0.17516861855983734,False
forensic_0007_transcode_g711_opus,0.9999722242355347,True
forensic_0008_clean,0.00020117864187341183,False
forensic_0008_g711_ulaw,0.9988040924072266,True
forensic_0008_opus_nb_8k,0.9993730187416077,True
forensic_0008_g722_wb,0.0725444033741951,False
forensic_0008_transcode_g711_opus,0.9998903274536133,True
forensic_0009_clean,0.005909922998398542,False
forensic_0009_g711_ulaw,0.9999154806137085,True
forensic_0009_opus_nb_8k,0.9997162222862244,True
forensic_0009_g722_wb,0.13024193048477173,False
forensic_0009_transcode_g711_opus,0.9999703168869019,True
forensic_0010_clean,0.0003727149742189795,False
forensic_0010_g711_ulaw,0.9999734163284302,True
forensic_0010_opus_nb_8k,0.9996778964996338,True
forensic_0010_g722_wb,0.00842259731143713,False
forensic_0010_transcode_g711_opus,0.9999568462371826,True
forensic_0011_clean,0.0021505295298993587,False
forensic_0011_g711_ulaw,0.9999905824661255,True
forensic_0011_opus_nb_8k,0.999935507774353,True
forensic_0011_g722_wb,0.009534668177366257,False
forensic_0011_transcode_g711_opus,0.9999909400939941,True
forensic_0012_clean,0.0018927681958302855,False
forensic_0012_g711_ulaw,0.9999922513961792,True
forensic_0012_opus_nb_8k,0.9999319314956665,True
forensic_0012_g722_wb,0.15272726118564606,False
forensic_0012_transcode_g711_opus,0.9999768733978271,True
forensic_0013_clean,0.03266821429133415,False
forensic_0013_g711_ulaw,0.9999918937683105,True
forensic_0013_opus_nb_8k,0.9999167919158936,True
forensic_0013_g722_wb,0.06846821308135986,False
forensic_0013_transcode_g711_opus,0.9999914169311523,True
forensic_0014_clean,0.002184363082051277,False
forensic_0014_g711_ulaw,0.9999898672103882,True
forensic_0014_opus_nb_8k,0.9999315738677979,True
forensic_0014_g722_wb,0.029226679354906082,False
forensic_0014_transcode_g711_opus,0.999987006187439,True
forensic_0015_clean,0.000651513459160924,False
forensic_0015_g711_ulaw,0.9998940229415894,True
forensic_0015_opus_nb_8k,0.9995761513710022,True
forensic_0015_g722_wb,0.0055405739694833755,False
forensic_0015_transcode_g711_opus,0.9999825954437256,True
forensic_0016_clean,0.04880214482545853,False
forensic_0016_g711_ulaw,0.9999896287918091,True
forensic_0016_opus_nb_8k,0.9999624490737915,True
forensic_0016_g722_wb,0.15785212814807892,False
forensic_0016_transcode_g711_opus,0.9999897480010986,True
forensic_0017_clean,0.006981465499848127,False
forensic_0017_g711_ulaw,0.9999257326126099,True
forensic_0017_opus_nb_8k,0.9997956156730652,True
forensic_0017_g722_wb,0.03401697799563408,False
forensic_0017_transcode_g711_opus,0.9999804496765137,True
forensic_0018_clean,0.001014656969346106,False
forensic_0018_g711_ulaw,0.9998681545257568,True
forensic_0018_opus_nb_8k,0.9996774196624756,True
forensic_0018_g722_wb,0.007204151246696711,False
forensic_0018_transcode_g711_opus,0.999945878982544,True
forensic_0019_clean,0.033275436609983444,False
forensic_0019_g711_ulaw,0.9999885559082031,True
forensic_0019_opus_nb_8k,0.9998586177825928,True
forensic_0019_g722_wb,0.0853971317410469,False
forensic_0019_transcode_g711_opus,0.9999723434448242,True
forensic_0020_clean,3.43010869983118e-05,False
forensic_0020_g711_ulaw,0.9999792575836182,True
forensic_0020_opus_nb_8k,0.9999287128448486,True
forensic_0020_g722_wb,0.0024698220659047365,False
forensic_0020_transcode_g711_opus,0.999990701675415,True
forensic_0021_clean,0.00018206654931418598,False
forensic_0021_g711_ulaw,0.9999842643737793,True
forensic_0021_opus_nb_8k,0.9999626874923706,True
forensic_0021_g722_wb,0.10273747891187668,False
forensic_0021_transcode_g711_opus,0.9999939203262329,True
forensic_0022_clean,4.358868318377063e-05,False
forensic_0022_g711_ulaw,0.9999685287475586,True
forensic_0022_opus_nb_8k,0.9998763799667358,True
forensic_0022_g722_wb,0.04669681191444397,False
forensic_0022_transcode_g711_opus,0.99998939037323,True
forensic_0023_clean,0.00016591818712186068,False
forensic_0023_g711_ulaw,0.9999879598617554,True
forensic_0023_opus_nb_8k,0.9999270439147949,True
forensic_0023_g722_wb,0.005858947057276964,False
forensic_0023_transcode_g711_opus,0.9999942779541016,True
forensic_0024_clean,2.5725576051627286e-06,False
forensic_0024_g711_ulaw,0.9999809265136719,True
forensic_0024_opus_nb_8k,0.9998980760574341,True
forensic_0024_g722_wb,0.018470410257577896,False
forensic_0024_transcode_g711_opus,0.9999566078186035,True
forensic_0025_clean,1.733022327243816e-05,False
forensic_0025_g711_ulaw,0.9999738931655884,True
forensic_0025_opus_nb_8k,0.9997043013572693,True
forensic_0025_g722_wb,0.010157027281820774,False
forensic_0025_transcode_g711_opus,0.9999626874923706,True
forensic_0026_clean,2.635108285176102e-05,False
forensic_0026_g711_ulaw,0.99994957447052,True
forensic_0026_opus_nb_8k,0.999902606010437,True
forensic_0026_g722_wb,0.010413595475256443,False
forensic_0026_transcode_g711_opus,0.9999821186065674,True
forensic_0027_clean,3.1201284400594886e-06,False
forensic_0027_g711_ulaw,0.9999465942382812,True
forensic_0027_opus_nb_8k,0.9999029636383057,True
forensic_0027_g722_wb,0.0023931297473609447,False
forensic_0027_transcode_g711_opus,0.9999908208847046,True
forensic_0028_clean,0.0001541655365144834,False
forensic_0028_g711_ulaw,0.9999605417251587,True
forensic_0028_opus_nb_8k,0.999714195728302,True
forensic_0028_g722_wb,0.03273063153028488,False
forensic_0028_transcode_g711_opus,0.9999423027038574,True
forensic_0029_clean,7.752386181891779e-07,False
forensic_0029_g711_ulaw,0.9998981952667236,True
forensic_0029_opus_nb_8k,0.9994033575057983,True
forensic_0029_g722_wb,0.001233107759617269,False
forensic_0029_transcode_g711_opus,0.9999121427536011,True
forensic_0030_clean,0.05875426530838013,False
forensic_0030_g711_ulaw,0.9999760389328003,True
forensic_0030_opus_nb_8k,0.9996808767318726,True
forensic_0030_g722_wb,0.6017628908157349,True
forensic_0030_transcode_g711_opus,0.999955415725708,True
forensic_0031_clean,0.006588404532521963,False
forensic_0031_g711_ulaw,0.9995930790901184,True
forensic_0031_opus_nb_8k,0.9998052716255188,True
forensic_0031_g722_wb,0.05425054952502251,False
forensic_0031_transcode_g711_opus,0.9999922513961792,True
forensic_0032_clean,0.001321279676631093,False
forensic_0032_g711_ulaw,0.9989768266677856,True
forensic_0032_opus_nb_8k,0.9987756609916687,True
forensic_0032_g722_wb,0.30818265676498413,False
forensic_0032_transcode_g711_opus,0.9998902082443237,True
forensic_0033_clean,0.037248123437166214,False
forensic_0033_g711_ulaw,0.9999676942825317,True
forensic_0033_opus_nb_8k,0.9999476671218872,True
forensic_0033_g722_wb,0.4158326983451843,False
forensic_0033_transcode_g711_opus,0.9999840259552002,True
forensic_0034_clean,0.1680476814508438,False
forensic_0034_g711_ulaw,0.9999904632568359,True
forensic_0034_opus_nb_8k,0.9998306035995483,True
forensic_0034_g722_wb,0.7987291812896729,True
forensic_0034_transcode_g711_opus,0.9999572038650513,True
forensic_0035_clean,0.006281083449721336,False
forensic_0035_g711_ulaw,0.9998648166656494,True
forensic_0035_opus_nb_8k,0.9998635053634644,True
forensic_0035_g722_wb,0.23688581585884094,False
forensic_0035_transcode_g711_opus,0.9999536275863647,True
forensic_0036_clean,0.11554393172264099,False
forensic_0036_g711_ulaw,0.9999611377716064,True
forensic_0036_opus_nb_8k,0.9998910427093506,True
forensic_0036_g722_wb,0.7242984771728516,True
forensic_0036_transcode_g711_opus,0.9999774694442749,True
forensic_0037_clean,1.906092256831471e-05,False
forensic_0037_g711_ulaw,0.9989664554595947,True
forensic_0037_opus_nb_8k,0.9993482232093811,True
forensic_0037_g722_wb,0.011057878844439983,False
forensic_0037_transcode_g711_opus,0.999930739402771,True
forensic_0038_clean,0.016014382243156433,False
forensic_0038_g711_ulaw,0.9999197721481323,True
forensic_0038_opus_nb_8k,0.999806821346283,True
forensic_0038_g722_wb,0.2152627408504486,False
forensic_0038_transcode_g711_opus,0.9999901056289673,True
forensic_0039_clean,0.07242027670145035,False
forensic_0039_g711_ulaw,0.9999812841415405,True
forensic_0039_opus_nb_8k,0.9997822642326355,True
forensic_0039_g722_wb,0.6167728304862976,True
forensic_0039_transcode_g711_opus,0.9999572038650513,True
forensic_0040_clean,0.00036098918644711375,False
forensic_0040_g711_ulaw,0.9997541308403015,True
forensic_0040_opus_nb_8k,0.9995014667510986,True
forensic_0040_g722_wb,0.027896450832486153,False
