ID,PHONE_PROB,IS_PHONE
sdm_fake_0000__phonefact_g711_ulaw,0.9998571872711182,1
sdm_fake_0000__phonefact_g726_24k,0.9997406601905823,1
sdm_fake_0000__phonefact_opus_nb_8k,0.9990052580833435,1
sdm_fake_0000__phonefact_resample8k,0.9988449811935425,1
sdm_fake_0001__phonefact_g711_ulaw,0.9996594190597534,1
sdm_fake_0001__phonefact_g726_24k,0.9993557333946228,1
sdm_fake_0001__phonefact_opus_nb_8k,0.9991320967674255,1
sdm_fake_0001__phonefact_resample8k,0.9953580498695374,1
sdm_fake_0002__phonefact_g711_ulaw,0.9999610185623169,1
sdm_fake_0002__phonefact_g726_24k,0.9998992681503296,1
sdm_fake_0002__phonefact_opus_nb_8k,0.9995299577713013,1
sdm_fake_0002__phonefact_resample8k,0.9968084692955017,1
sdm_fake_0003__phonefact_g711_ulaw,0.9998014569282532,1
sdm_fake_0003__phonefact_g726_24k,0.9994179010391235,1
sdm_fake_0003__phonefact_opus_nb_8k,0.9986439347267151,1
sdm_fake_0003__phonefact_resample8k,0.9991419315338135,1
sdm_fake_0004__phonefact_g711_ulaw,0.9998277425765991,1
sdm_fake_0004__phonefact_g726_24k,0.9996054768562317,1
sdm_fake_0004__phonefact_opus_nb_8k,0.9989259839057922,1
sdm_fake_0004__phonefact_resample8k,0.9925861954689026,1
sdm_fake_0005__phonefact_g711_ulaw,0.9993208646774292,1
sdm_fake_0005__phonefact_g726_24k,0.9989339709281921,1
sdm_fake_0005__phonefact_opus_nb_8k,0.9990297555923462,1
sdm_fake_0005__phonefact_resample8k,0.9536524415016174,1
sdm_fake_0006__phonefact_g711_ulaw,0.9999164342880249,1
sdm_fake_0006__phonefact_g726_24k,0.9997701048851013,1
sdm_fake_0006__phonefact_opus_nb_8k,0.9993849992752075,1
sdm_fake_0006__phonefact_resample8k,0.9985407590866089,1
sdm_fake_0007__phonefact_g711_ulaw,0.9987140893936157,1
sdm_fake_0007__phonefact_g726_24k,0.9986555576324463,1
sdm_fake_0007__phonefact_opus_nb_8k,0.9980278611183167,1
sdm_fake_0007__phonefact_resample8k,0.9894070029258728,1
sdm_fake_0008__phonefact_g711_ulaw,0.9999896287918091,1
sdm_fake_0008__phonefact_g726_24k,0.9999624490737915,1
sdm_fake_0008__phonefact_opus_nb_8k,0.9994521737098694,1
sdm_fake_0008__phonefact_resample8k,0.9982446432113647,1
sdm_fake_0009__phonefact_g711_ulaw,0.997351884841919,1
sdm_fake_0009__phonefact_g726_24k,0.997322142124176,1
sdm_fake_0009__phonefact_opus_nb_8k,0.9959164261817932,1
sdm_fake_0009__phonefact_resample8k,0.9190256595611572,1
sdm_fake_0010__phonefact_g711_ulaw,0.9999518394470215,1
sdm_fake_0010__phonefact_g726_24k,0.9998829364776611,1
sdm_fake_0010__phonefact_opus_nb_8k,0.9995883107185364,1
sdm_fake_0010__phonefact_resample8k,0.994964599609375,1
sdm_fake_0011__phonefact_g711_ulaw,0.9987863898277283,1
sdm_fake_0011__phonefact_g726_24k,0.9983236193656921,1
sdm_fake_0011__phonefact_opus_nb_8k,0.9974857568740845,1
sdm_fake_0011__phonefact_resample8k,0.8628714084625244,1
sdm_fake_0012__phonefact_g711_ulaw,0.9988555908203125,1
sdm_fake_0012__phonefact_g726_24k,0.9973504543304443,1
sdm_fake_0012__phonefact_opus_nb_8k,0.9988678693771362,1
sdm_fake_0012__phonefact_resample8k,0.9987775683403015,1
sdm_fake_0013__phonefact_g711_ulaw,0.9999077320098877,1
sdm_fake_0013__phonefact_g726_24k,0.9998897314071655,1
sdm_fake_0013__phonefact_opus_nb_8k,0.9994611144065857,1
sdm_fake_0013__phonefact_resample8k,0.9790183305740356,1
sdm_fake_0014__phonefact_g711_ulaw,0.9999529123306274,1
sdm_fake_0014__phonefact_g726_24k,0.9998528957366943,1
sdm_fake_0014__phonefact_opus_nb_8k,0.99970942735672,1
sdm_fake_0014__phonefact_resample8k,0.9995111227035522,1
sdm_fake_0015__phonefact_g711_ulaw,0.9998892545700073,1
sdm_fake_0015__phonefact_g726_24k,0.9996894598007202,1
sdm_fake_0015__phonefact_opus_nb_8k,0.9996020197868347,1
sdm_fake_0015__phonefact_resample8k,0.9876134395599365,1
sdm_fake_0016__phonefact_g711_ulaw,0.9999663829803467,1
sdm_fake_0016__phonefact_g726_24k,0.9998842477798462,1
sdm_fake_0016__phonefact_opus_nb_8k,0.9991901516914368,1
sdm_fake_0016__phonefact_resample8k,0.9949104189872742,1
sdm_fake_0017__phonefact_g711_ulaw,0.999821126461029,1
sdm_fake_0017__phonefact_g726_24k,0.9994294047355652,1
sdm_fake_0017__phonefact_opus_nb_8k,0.9995827078819275,1
sdm_fake_0017__phonefact_resample8k,0.9961853623390198,1
sdm_fake_0018__phonefact_g711_ulaw,0.9998161196708679,1
sdm_fake_0018__phonefact_g726_24k,0.9996752738952637,1
sdm_fake_0018__phonefact_opus_nb_8k,0.99979168176651,1
sdm_fake_0018__phonefact_resample8k,0.9871521592140198,1
sdm_fake_0019__phonefact_g711_ulaw,0.999882698059082,1
sdm_fake_0019__phonefact_g726_24k,0.9997217059135437,1
sdm_fake_0019__phonefact_opus_nb_8k,0.9994514584541321,1
sdm_fake_0019__phonefact_resample8k,0.9966784715652466,1
sdm_fake_0020__phonefact_g711_ulaw,0.9999691247940063,1
sdm_fake_0020__phonefact_g726_24k,0.9999316930770874,1
sdm_fake_0020__phonefact_opus_nb_8k,0.9990211725234985,1
sdm_fake_0020__phonefact_resample8k,0.9932591915130615,1
sdm_fake_0021__phonefact_g711_ulaw,0.9998984336853027,1
sdm_fake_0021__phonefact_g726_24k,0.9997585415840149,1
sdm_fake_0021__phonefact_opus_nb_8k,0.9996702671051025,1
sdm_fake_0021__phonefact_resample8k,0.9966519474983215,1
sdm_fake_0022__phonefact_g711_ulaw,0.9999158382415771,1
sdm_fake_0022__phonefact_g726_24k,0.9997755885124207,1
sdm_fake_0022__phonefact_opus_nb_8k,0.9990336894989014,1
sdm_fake_0022__phonefact_resample8k,0.99435955286026,1
sdm_fake_0023__phonefact_g711_ulaw,0.9995203018188477,1
sdm_fake_0023__phonefact_g726_24k,0.999029278755188,1
sdm_fake_0023__phonefact_opus_nb_8k,0.9980543851852417,1
sdm_fake_0023__phonefact_resample8k,0.9973438382148743,1
sdm_fake_0024__phonefact_g711_ulaw,0.9999552965164185,1
sdm_fake_0024__phonefact_g726_24k,0.9998880624771118,1
sdm_fake_0024__phonefact_opus_nb_8k,0.9995926022529602,1
sdm_fake_0024__phonefact_resample8k,0.9980929493904114,1
sdm_fake_0025__phonefact_g711_ulaw,0.9999842643737793,1
sdm_fake_0025__phonefact_g726_24k,0.9999220371246338,1
sdm_fake_0025__phonefact_opus_nb_8k,0.999702513217926,1
sdm_fake_0025__phonefact_resample8k,0.9993139505386353,1
sdm_fake_0026__phonefact_g711_ulaw,0.9998878240585327,1
sdm_fake_0026__phonefact_g726_24k,0.9998124241828918,1
sdm_fake_0026__phonefact_opus_nb_8k,0.9992424249649048,1
sdm_fake_0026__phonefact_resample8k,0.9964140057563782,1
sdm_fake_0027__phonefact_g711_ulaw,0.9968564510345459,1
sdm_fake_0027__phonefact_g726_24k,0.9975886344909668,1
sdm_fake_0027__phonefact_opus_nb_8k,0.9930619597434998,1
sdm_fake_0027__phonefact_resample8k,0.9887810945510864,1
sdm_fake_0028__phonefact_g711_ulaw,0.999482274055481,1
sdm_fake_0028__phonefact_g726_24k,0.9990459084510803,1
sdm_fake_0028__phonefact_opus_nb_8k,0.9976553916931152,1
sdm_fake_0028__phonefact_resample8k,0.9672187566757202,1
sdm_fake_0029__phonefact_g711_ulaw,0.9988111257553101,1
sdm_fake_0029__phonefact_g726_24k,0.9982752799987793,1
sdm_fake_0029__phonefact_opus_nb_8k,0.997957706451416,1
sdm_fake_0029__phonefact_resample8k,0.9661871790885925,1
sdm_fake_0030__phonefact_g711_ulaw,0.9999485015869141,1
sdm_fake_0030__phonefact_g726_24k,0.9996318817138672,1
sdm_fake_0030__phonefact_opus_nb_8k,0.9997424483299255,1
sdm_fake_0030__phonefact_resample8k,0.9969358444213867,1
sdm_fake_0031__phonefact_g711_ulaw,0.9996429681777954,1
sdm_fake_0031__phonefact_g726_24k,0.9993489384651184,1
sdm_fake_0031__phonefact_opus_nb_8k,0.9978717565536499,1
sdm_fake_0031__phonefact_resample8k,0.983444333076477,1
sdm_fake_0032__phonefact_g711_ulaw,0.9999538660049438,1
sdm_fake_0032__phonefact_g726_24k,0.9996274709701538,1
sdm_fake_0032__phonefact_opus_nb_8k,0.9998371601104736,1
sdm_fake_0032__phonefact_resample8k,0.9996205568313599,1
sdm_fake_0033__phonefact_g711_ulaw,0.9998799562454224,1
sdm_fake_0033__phonefact_g726_24k,0.9997624754905701,1
sdm_fake_0033__phonefact_opus_nb_8k,0.9993201494216919,1
sdm_fake_0033__phonefact_resample8k,0.9979439377784729,1
sdm_fake_0034__phonefact_g711_ulaw,0.9999635219573975,1
sdm_fake_0034__phonefact_g726_24k,0.9999158382415771,1
sdm_fake_0034__phonefact_opus_nb_8k,0.9998288154602051,1
sdm_fake_0034__phonefact_resample8k,0.9947593808174133,1
sdm_fake_0035__phonefact_g711_ulaw,0.9999713897705078,1
sdm_fake_0035__phonefact_g726_24k,0.9999202489852905,1
sdm_fake_0035__phonefact_opus_nb_8k,0.9995980858802795,1
sdm_fake_0035__phonefact_resample8k,0.9942839741706848,1
sdm_fake_0036__phonefact_g711_ulaw,0.9994465708732605,1
sdm_fake_0036__phonefact_g726_24k,0.9988887906074524,1
sdm_fake_0036__phonefact_opus_nb_8k,0.9994062185287476,1
sdm_fake_0036__phonefact_resample8k,0.9980910420417786,1
sdm_fake_0037__phonefact_g711_ulaw,0.9992285966873169,1
sdm_fake_0037__phonefact_g726_24k,0.9984835982322693,1
sdm_fake_0037__phonefact_opus_nb_8k,0.998570442199707,1
sdm_fake_0037__phonefact_resample8k,0.9899711012840271,1
sdm_fake_0038__phonefact_g711_ulaw,0.9999483823776245,1
sdm_fake_0038__phonefact_g726_24k,0.9998745918273926,1
sdm_fake_0038__phonefact_opus_nb_8k,0.9997207522392273,1
sdm_fake_0038__phonefact_resample8k,0.9977995753288269,1
sdm_fake_0039__phonefact_g711_ulaw,0.9999266862869263,1
sdm_fake_0039__phonefact_g726_24k,0.9998551607131958,1
sdm_fake_0039__phonefact_opus_nb_8k,0.9988012313842773,1
sdm_fake_0039__phonefact_resample8k,0.9797590970993042,1
sdm_fake_0040__phonefact_g711_ulaw,0.9999512434005737,1
sdm_fake_0040__phonefact_g726_24k,0.9998769760131836,1
sdm_fake_0040__phonefact_opus_nb_8k,0.999610960483551,1
sdm_fake_0040__phonefact_resample8k,0.9996856451034546,1
sdm_fake_0041__phonefact_g711_ulaw,0.9999711513519287,1
sdm_fake_0041__phonefact_g726_24k,0.9998944997787476,1
sdm_fake_0041__phonefact_opus_nb_8k,0.9997637867927551,1
sdm_fake_0041__phonefact_resample8k,0.9973313808441162,1
sdm_fake_0042__phonefact_g711_ulaw,0.9992678761482239,1
sdm_fake_0042__phonefact_g726_24k,0.998940646648407,1
sdm_fake_0042__phonefact_opus_nb_8k,0.9968506693840027,1
sdm_fake_0042__phonefact_resample8k,0.900770366191864,1
