ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
factorial_0007,0.758558988571167,0.03561592474579811
factorial_0015,0.9103003740310669,0.014999108389019966
factorial_0023,0.9039089679718018,0.041507359594106674
factorial_0031,0.011496471241116524,0.8457120656967163
factorial_0039,0.00948234461247921,0.7884954810142517
factorial_0047,0.10075528174638748,0.8936754465103149
factorial_0055,0.733299732208252,0.032974716275930405
factorial_0063,0.9461805820465088,0.08406101912260056
factorial_0071,0.7850624322891235,0.11771196126937866
factorial_0079,0.004789051599800587,0.9157102108001709
factorial_0087,0.007259130943566561,0.903246283531189
factorial_0095,0.006934065837413073,0.8958655595779419
factorial_0103,0.8501127362251282,0.8596082329750061
factorial_0111,0.7290070056915283,0.9092060923576355
factorial_0119,0.635507345199585,0.9056494832038879
factorial_0127,0.7756086587905884,0.7473961114883423
factorial_0135,0.8035967350006104,0.6606041789054871
factorial_0143,0.7544862031936646,0.6582192182540894
factorial_0151,0.9152301549911499,0.9559023380279541
factorial_0159,0.8098236322402954,0.8729549050331116
factorial_0167,0.6863679885864258,0.9342697262763977
factorial_0175,0.9222642779350281,0.9177937507629395
factorial_0183,0.8786255717277527,0.9550169110298157
factorial_0191,0.9443861246109009,0.9532433152198792
factorial_0199,0.9219920039176941,0.8575197458267212
factorial_0207,0.8413175344467163,0.9018920660018921
factorial_0215,0.8345234394073486,0.915522038936615
factorial_0223,0.848869800567627,0.6966820955276489
factorial_0231,0.8181201219558716,0.8714891076087952
factorial_0239,0.7909402847290039,0.5638076663017273
factorial_0247,0.9021632671356201,0.7108147740364075
factorial_0255,0.7682095766067505,0.813372015953064
factorial_0263,0.5849338173866272,0.7696534395217896
factorial_0271,0.773699164390564,0.9558852314949036
factorial_0279,0.4320403039455414,0.8781434297561646
factorial_0287,0.8411888480186462,0.8245300650596619
factorial_0295,0.9164597392082214,0.8787428140640259
factorial_0303,0.9261391162872314,0.7770777344703674
factorial_0311,0.7676315903663635,0.8715546727180481
factorial_0319,0.7506963014602661,0.8037485480308533
factorial_0327,0.8083510994911194,0.6803436279296875
factorial_0335,0.8195704817771912,0.303519070148468
factorial_0343,0.9356892704963684,0.8304872512817383
factorial_0351,0.8178360462188721,0.899929940700531
factorial_0359,0.8372694849967957,0.8887795209884644
factorial_0367,0.729842483997345,0.7421789169311523
factorial_0375,0.7954325675964355,0.9604239463806152
factorial_0383,0.6291649341583252,0.6678304076194763
factorial_0391,0.8410630226135254,0.5334676504135132
factorial_0399,0.9346786141395569,0.21591489017009735
factorial_0407,0.8642434477806091,0.021755848079919815
factorial_0415,0.8708686828613281,0.05984846502542496
factorial_0423,0.8813819289207458,0.02965376526117325
factorial_0431,0.012492682784795761,0.8670638799667358
factorial_0439,0.01744799315929413,0.6620853543281555
factorial_0447,0.0195427518337965,0.7684871554374695
factorial_0455,0.9403749108314514,0.22577372193336487
factorial_0463,0.586179792881012,0.0440727174282074
factorial_0471,0.8450969457626343,0.03135791793465614
factorial_0479,0.016915420070290565,0.9090149402618408
factorial_0487,0.019514163956046104,0.8861268162727356
factorial_0495,0.0302828811109066,0.8549754619598389
factorial_0503,0.8174592852592468,0.9070573449134827
factorial_0511,0.8906105160713196,0.9252371191978455
factorial_0519,0.8253316283226013,0.8485360741615295
factorial_0527,0.9065361618995667,0.8921424150466919
factorial_0535,0.5584319829940796,0.8563352823257446
factorial_0543,0.7083752751350403,0.8786117434501648
factorial_0551,0.2534298300743103,0.8116482496261597
factorial_0559,0.5453005433082581,0.6679588556289673
factorial_0567,0.26068440079689026,0.8998578190803528
factorial_0575,0.3539915084838867,0.8956422805786133
