ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
factorial_0005,0.899931013584137,0.01994951255619526
factorial_0013,0.9200186729431152,0.016175251454114914
factorial_0021,0.9143967628479004,0.013972668908536434
factorial_0029,0.010627960786223412,0.8730681538581848
factorial_0037,0.011957819573581219,0.8568074703216553
factorial_0045,0.007361559197306633,0.9192341566085815
factorial_0053,0.8144616484642029,0.03763743117451668
factorial_0061,0.685237467288971,0.03748156875371933
factorial_0069,0.7009364366531372,0.12561118602752686
factorial_0077,0.014311796985566616,0.8562223315238953
factorial_0085,0.006581601221114397,0.872435450553894
factorial_0093,0.007691541220992804,0.9086289405822754
factorial_0101,0.8385841250419617,0.9141923785209656
factorial_0109,0.8389827013015747,0.9044370055198669
factorial_0117,0.9004557728767395,0.9395954012870789
factorial_0125,0.7827092409133911,0.6748482584953308
factorial_0133,0.8761924505233765,0.8691686987876892
factorial_0141,0.9675370454788208,0.13047121465206146
factorial_0149,0.7742906808853149,0.9362020492553711
factorial_0157,0.5404348969459534,0.8219371438026428
factorial_0165,0.8138592839241028,0.7898473143577576
factorial_0173,0.6202518343925476,0.9201683402061462
factorial_0181,0.837175726890564,0.1690768301486969
factorial_0189,0.9146629571914673,0.9349287748336792
factorial_0197,0.9216068983078003,0.8526591062545776
factorial_0205,0.8091692924499512,0.8434401750564575
factorial_0213,0.7212995290756226,0.8667680621147156
factorial_0221,0.7725496888160706,0.8552672266960144
factorial_0229,0.8372611403465271,0.897749125957489
factorial_0237,0.7566655278205872,0.9532163739204407
factorial_0245,0.8866341710090637,0.8606772422790527
factorial_0253,0.7651740908622742,0.914802074432373
factorial_0261,0.9298782348632812,0.8553586006164551
factorial_0269,0.7328890562057495,0.7365224957466125
factorial_0277,0.6768510937690735,0.794319212436676
factorial_0285,0.793981671333313,0.09211557358503342
factorial_0293,0.6875025033950806,0.6445110440254211
factorial_0301,0.8631007075309753,0.9336404204368591
factorial_0309,0.9070246815681458,0.8659893870353699
factorial_0317,0.9427152276039124,0.909873902797699
factorial_0325,0.8608042597770691,0.9082308411598206
factorial_0333,0.9331482648849487,0.9221456050872803
factorial_0341,0.7626338005065918,0.5818657875061035
factorial_0349,0.911554217338562,0.8653537631034851
factorial_0357,0.8819045424461365,0.8278188705444336
factorial_0365,0.7177214026451111,0.8381085991859436
factorial_0373,0.8733855485916138,0.8402740359306335
factorial_0381,0.9358794093132019,0.24782176315784454
factorial_0389,0.7449249625205994,0.8384193181991577
factorial_0397,0.807135820388794,0.5338506102561951
factorial_0405,0.7557798624038696,0.01852026954293251
factorial_0413,0.8299013376235962,0.04939284920692444
factorial_0421,0.854941189289093,0.04807291179895401
factorial_0429,0.009831842966377735,0.7572839260101318
factorial_0437,0.19525007903575897,0.9240712523460388
factorial_0445,0.03542313352227211,0.8379341959953308
factorial_0453,0.808009922504425,0.047318022698163986
factorial_0461,0.6605687141418457,0.0372711718082428
factorial_0469,0.9109939336776733,0.03320303559303284
factorial_0477,0.01596876233816147,0.9284577369689941
factorial_0485,0.022026758641004562,0.9223437905311584
factorial_0493,0.009767679497599602,0.6702912449836731
factorial_0501,0.7350777983665466,0.8485028743743896
factorial_0509,0.8872628808021545,0.8920062780380249
factorial_0517,0.7711213231086731,0.9121273159980774
factorial_0525,0.5810585021972656,0.9448405504226685
