ID,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,FILE_FAKE_PROB
cmbv5_0000__clean,0.22127829492092133,0.49358898401260376,0.490131139755249
cmbv5_0000__g711_ulaw,0.3254987299442291,0.6582443714141846,0.6450335383415222
cmbv5_0000__g722_wb,0.5014047622680664,0.6621009707450867,0.6963810920715332
cmbv5_0000__opus_nb_8k,0.5650346279144287,0.7877957224845886,0.7431923151016235
cmbv5_0000__transcode_g711_opus,0.3814275562763214,0.6078358292579651,0.6758420467376709
cmbv5_0001__clean,0.1080469861626625,0.6596687436103821,0.5807057023048401
cmbv5_0001__g711_ulaw,0.10288991034030914,0.5063716769218445,0.396459698677063
cmbv5_0001__g722_wb,0.11041978746652603,0.7795775532722473,0.6680700778961182
cmbv5_0001__opus_nb_8k,0.1167854592204094,0.7899697422981262,0.6647906303405762
cmbv5_0001__transcode_g711_opus,0.1761268824338913,0.7229644656181335,0.6847476959228516
cmbv5_0002__clean,0.7939730882644653,0.5549525618553162,0.8680938482284546
cmbv5_0002__g711_ulaw,0.361378014087677,0.5553560256958008,0.7371858358383179
cmbv5_0002__g722_wb,0.9123584032058716,0.7739796042442322,0.9429022073745728
cmbv5_0002__opus_nb_8k,0.324190616607666,0.7046592235565186,0.625493049621582
cmbv5_0002__transcode_g711_opus,0.21703608334064484,0.7708559632301331,0.6996645331382751
cmbv5_0003__clean,0.9816620945930481,0.8050122261047363,0.9869906306266785
cmbv5_0003__g711_ulaw,0.7778922319412231,0.7264437675476074,0.9931595921516418
cmbv5_0003__g722_wb,0.8852158188819885,0.8661643266677856,0.9440286159515381
cmbv5_0003__opus_nb_8k,0.6279060244560242,0.8949946761131287,0.9636227488517761
cmbv5_0003__transcode_g711_opus,0.3557451069355011,0.8111816048622131,0.9532399773597717
cmbv5_0004__clean,0.21321702003479004,0.872195839881897,0.8623329401016235
cmbv5_0004__g711_ulaw,0.43528154492378235,0.7797957062721252,0.8595223426818848
cmbv5_0004__g722_wb,0.2083922177553177,0.8895547389984131,0.8768094778060913
cmbv5_0004__opus_nb_8k,0.5377827286720276,0.6195681095123291,0.7793891429901123
cmbv5_0004__transcode_g711_opus,0.881390392780304,0.7652148604393005,0.9129095077514648
cmbv5_0005__clean,0.1099662035703659,0.8902794122695923,0.7634140253067017
cmbv5_0005__g711_ulaw,0.21841593086719513,0.8951104879379272,0.7664266228675842
cmbv5_0005__g722_wb,0.11186663061380386,0.9221670627593994,0.8403587341308594
cmbv5_0005__opus_nb_8k,0.543009877204895,0.9007953405380249,0.8697121143341064
cmbv5_0005__transcode_g711_opus,0.18588058650493622,0.8698132634162903,0.7768821716308594
cmbv5_0006__clean,0.16874024271965027,0.8292496204376221,0.6521390676498413
cmbv5_0006__g711_ulaw,0.23821954429149628,0.3750613033771515,0.32653334736824036
cmbv5_0006__g722_wb,0.2825455963611603,0.8069477081298828,0.6414253115653992
cmbv5_0006__opus_nb_8k,0.10224811732769012,0.25942370295524597,0.21664348244667053
cmbv5_0006__transcode_g711_opus,0.1837061047554016,0.3864242434501648,0.36008667945861816
cmbv5_0007__clean,0.13483741879463196,0.9257168769836426,0.9105947017669678
cmbv5_0007__g711_ulaw,0.2546907067298889,0.5221190452575684,0.5529080033302307
cmbv5_0007__g722_wb,0.13788063824176788,0.9476298689842224,0.9349033236503601
cmbv5_0007__opus_nb_8k,0.4744029641151428,0.6019626259803772,0.6888160705566406
cmbv5_0007__transcode_g711_opus,0.36257293820381165,0.4207119643688202,0.5128753781318665
cmbv5_0008__clean,0.7613334655761719,0.8690720796585083,0.9729229807853699
cmbv5_0008__g711_ulaw,0.23598189651966095,0.849454402923584,0.8205041289329529
cmbv5_0008__g722_wb,0.8239084482192993,0.8221738934516907,0.9701918959617615
cmbv5_0008__opus_nb_8k,0.19625616073608398,0.5000342726707458,0.5302209258079529
cmbv5_0008__transcode_g711_opus,0.2586491107940674,0.38289976119995117,0.5094481706619263
cmbv5_0009__clean,0.9581443667411804,0.8175721764564514,0.9951950311660767
cmbv5_0009__g711_ulaw,0.9841760396957397,0.9124487042427063,0.9807513356208801
cmbv5_0009__g722_wb,0.9771410822868347,0.8964917659759521,0.9946652054786682
cmbv5_0009__opus_nb_8k,0.6229651570320129,0.8396146297454834,0.7734149098396301
cmbv5_0009__transcode_g711_opus,0.9728875756263733,0.8654257655143738,0.9710410833358765
cmbv5_0010__clean,0.9926470518112183,0.24958424270153046,0.9898302555084229
cmbv5_0010__g711_ulaw,0.5989155769348145,0.27976980805397034,0.5995581150054932
cmbv5_0010__g722_wb,0.995180606842041,0.23448249697685242,0.9932877421379089
cmbv5_0010__opus_nb_8k,0.8344884514808655,0.31384187936782837,0.8153095245361328
cmbv5_0010__transcode_g711_opus,0.4293942451477051,0.42762649059295654,0.5663423538208008
cmbv5_0011__clean,0.8478423357009888,0.5511572360992432,0.9023460745811462
cmbv5_0011__g711_ulaw,0.8914150595664978,0.41931384801864624,0.890792727470398
cmbv5_0011__g722_wb,0.9051048159599304,0.3524615168571472,0.8980644941329956
cmbv5_0011__opus_nb_8k,0.16214950382709503,0.3671446740627289,0.356558233499527
cmbv5_0011__transcode_g711_opus,0.27748265862464905,0.8429412841796875,0.6716116070747375
cmbv5_0012__clean,0.2394658327102661,0.7772000432014465,0.7316178679466248
cmbv5_0012__g711_ulaw,0.3318755328655243,0.33676013350486755,0.4828327000141144
cmbv5_0012__g722_wb,0.2530438303947449,0.6584682464599609,0.700857937335968
cmbv5_0012__opus_nb_8k,0.19153815507888794,0.39915841817855835,0.44058957695961
cmbv5_0012__transcode_g711_opus,0.2803814113140106,0.39615949988365173,0.414070188999176
cmbv5_0013__clean,0.991467297077179,0.9561768174171448,0.9900779724121094
cmbv5_0013__g711_ulaw,0.992078959941864,0.6634371876716614,0.9868867993354797
cmbv5_0013__g722_wb,0.9870071411132812,0.9584106802940369,0.9921627640724182
cmbv5_0013__opus_nb_8k,0.11251362413167953,0.5103574395179749,0.4811805784702301
cmbv5_0013__transcode_g711_opus,0.32918089628219604,0.4580434560775757,0.5122969150543213
cmbv5_0014__clean,0.894991934299469,0.8016788959503174,0.9160219430923462
cmbv5_0014__g711_ulaw,0.5295736193656921,0.5595938563346863,0.8755000233650208
cmbv5_0014__g722_wb,0.37660741806030273,0.9006893038749695,0.8752215504646301
cmbv5_0014__opus_nb_8k,0.4208967089653015,0.3878490626811981,0.548241376876831
cmbv5_0014__transcode_g711_opus,0.4301309585571289,0.7705950140953064,0.8488302826881409
cmbv5_0015__clean,0.2806459367275238,0.8953860998153687,0.8608294725418091
cmbv5_0015__g711_ulaw,0.2555650770664215,0.7538751363754272,0.6500257849693298
cmbv5_0015__g722_wb,0.20180878043174744,0.8957235217094421,0.8570902943611145
cmbv5_0015__opus_nb_8k,0.1970365196466446,0.6293622851371765,0.641335129737854
cmbv5_0015__transcode_g711_opus,0.2195180058479309,0.7498282194137573,0.613886296749115
cmbv5_0016__clean,0.08987098187208176,0.9771407842636108,0.9536464810371399
cmbv5_0016__g711_ulaw,0.08746565133333206,0.9825408458709717,0.9692474007606506
cmbv5_0016__g722_wb,0.08993984013795853,0.9782313704490662,0.9571964740753174
cmbv5_0016__opus_nb_8k,0.09255226701498032,0.9133527874946594,0.8403622508049011
cmbv5_0016__transcode_g711_opus,0.09393245726823807,0.9227476119995117,0.8356502056121826
cmbv5_0017__clean,0.10336468368768692,0.3827417492866516,0.6547791361808777
cmbv5_0017__g711_ulaw,0.8901991844177246,0.33618491888046265,0.891453742980957
cmbv5_0017__g722_wb,0.10505551844835281,0.3600543141365051,0.7279086709022522
cmbv5_0017__opus_nb_8k,0.9984689354896545,0.23804087936878204,0.9957034587860107
cmbv5_0017__transcode_g711_opus,0.9550098180770874,0.5427583456039429,0.9403125643730164
cmbv5_0018__clean,0.14034396409988403,0.7936674356460571,0.6441203951835632
cmbv5_0018__g711_ulaw,0.11665260046720505,0.6358091235160828,0.7473428845405579
cmbv5_0018__g722_wb,0.10609358549118042,0.7907229065895081,0.6758164167404175
cmbv5_0018__opus_nb_8k,0.12220107764005661,0.7529939413070679,0.6967045664787292
cmbv5_0018__transcode_g711_opus,0.19760185480117798,0.6343387365341187,0.7789987921714783
cmbv5_0019__clean,0.2105768620967865,0.4453071653842926,0.3494848906993866
cmbv5_0019__g711_ulaw,0.16526243090629578,0.12910325825214386,0.26296675205230713
cmbv5_0019__g722_wb,0.2654741108417511,0.7055843472480774,0.5336602926254272
cmbv5_0019__opus_nb_8k,0.39164596796035767,0.7429961562156677,0.8129104375839233
cmbv5_0019__transcode_g711_opus,0.3068893253803253,0.7585297226905823,0.7690958380699158
cmbv5_0020__clean,0.09528704732656479,0.9600880146026611,0.9250417351722717
cmbv5_0020__g711_ulaw,0.2837682366371155,0.9550989866256714,0.9441242814064026
cmbv5_0020__g722_wb,0.09215807169675827,0.9654630422592163,0.9526926875114441
cmbv5_0020__opus_nb_8k,0.18009768426418304,0.8826738595962524,0.7574284076690674
cmbv5_0020__transcode_g711_opus,0.10459016263484955,0.8854885697364807,0.8277999758720398
cmbv5_0021__clean,0.13660486042499542,0.608177125453949,0.4392334520816803
cmbv5_0021__g711_ulaw,0.15082010626792908,0.5848865509033203,0.44338664412498474
cmbv5_0021__g722_wb,0.1309470236301422,0.5765455961227417,0.4099085330963135
cmbv5_0021__opus_nb_8k,0.17708325386047363,0.32245808839797974,0.27332842350006104
cmbv5_0021__transcode_g711_opus,0.14827650785446167,0.33253639936447144,0.2610853612422943
cmbv5_0022__clean,0.0825263038277626,0.9116150140762329,0.8440458178520203
cmbv5_0022__g711_ulaw,0.08810672163963318,0.9748423099517822,0.9491703510284424
cmbv5_0022__g722_wb,0.07934573292732239,0.9485032558441162,0.8869922161102295
cmbv5_0022__opus_nb_8k,0.10527649521827698,0.9416113495826721,0.875682532787323
cmbv5_0022__transcode_g711_opus,0.13717436790466309,0.9187486171722412,0.8668181896209717
cmbv5_0023__clean,0.10455319285392761,0.7963907122612,0.6255543828010559
cmbv5_0023__g711_ulaw,0.10563784837722778,0.916274905204773,0.7850596904754639
cmbv5_0023__g722_wb,0.09852716326713562,0.9442919492721558,0.8738153576850891
cmbv5_0023__opus_nb_8k,0.18066607415676117,0.4638037085533142,0.8700807690620422
cmbv5_0023__transcode_g711_opus,0.1698397547006607,0.8010389804840088,0.7767780423164368
cmbv5_0024__clean,0.9987461566925049,0.9821154475212097,0.9967139363288879
cmbv5_0024__g711_ulaw,0.999200165271759,0.8414279818534851,0.9973790645599365
cmbv5_0024__g722_wb,0.9986144304275513,0.964718759059906,0.9968327879905701
cmbv5_0024__opus_nb_8k,0.9980349540710449,0.5410922169685364,0.9963299036026001
cmbv5_0024__transcode_g711_opus,0.9980349540710449,0.4081784784793854,0.9957987070083618
cmbv5_0025__clean,0.9978822469711304,0.7145178914070129,0.9966548681259155
cmbv5_0025__g711_ulaw,0.9981306195259094,0.6565014719963074,0.995927631855011
cmbv5_0025__g722_wb,0.9977176785469055,0.5777658820152283,0.9962213635444641
cmbv5_0025__opus_nb_8k,0.9701744914054871,0.6500047445297241,0.9936749935150146
cmbv5_0025__transcode_g711_opus,0.8186501264572144,0.9162749648094177,0.9809244871139526
cmbv5_0026__clean,0.38619256019592285,0.9655037522315979,0.987080454826355
cmbv5_0026__g711_ulaw,0.937337338924408,0.7500778436660767,0.9876899719238281
cmbv5_0026__g722_wb,0.3809938430786133,0.9742154479026794,0.9906166195869446
