DATASET,ID,ANCHOR_VOICE_LOGIT,VOICE_LOGIT_RESIDUAL,ISOLATED_VOICE_EXPERT_LOGIT,ANCHOR_MUSIC_LOGIT,MUSIC_LOGIT_RESIDUAL,ISOLATED_MUSIC_EXPERT_LOGIT,ANCHOR_FILE_LOGIT,DIRECT_FILE_LOGIT_RESIDUAL,ISOLATED_FILE_EXPERT_LOGIT
asvspoof_voice_wav_dev_v1,voice_0000__wav,-5.641446864457737,-1.6641837,-7.305630564457736,-0.6942192156215572,1.7989527,1.1047334843784429,-1.7164323450885859,1.5563523,-0.6269857350885861
asvspoof_voice_wav_dev_v1,voice_0002__wav,-5.0567632526538135,-1.8006175,-6.857380752653814,0.7098875432416295,1.9788063,2.6886938432416296,-0.4483017671874144,1.9594865,0.9233387828125856
asvspoof_voice_wav_dev_v1,voice_0004__wav,-5.956573224981587,-0.5367467,-6.493319924981587,0.5234556813588275,1.9443612,2.4678168813588273,-0.5160221338379994,1.8907087,0.8074739561620005
asvspoof_voice_wav_dev_v1,voice_0005__wav,-5.67026571595522,-1.9997057,-7.66997141595522,0.6338667899627992,1.8080134,2.4418801899627995,-0.7544859760043121,1.8368404,0.5313023039956879
asvspoof_voice_wav_dev_v1,voice_0006__wav,-5.624936293995008,-0.06958684,-5.694523133995008,-0.45208424774914197,1.9614099,1.509325652250858,-1.6161111719534458,1.7937607,-0.3604786819534458
asvspoof_voice_wav_dev_v1,voice_0007__wav,-4.407990793514152,1.1059542,-3.302036593514152,1.6705815757736477,1.9999899,3.670571475773648,-0.20180322637753778,1.9710915,1.1779608236224621
asvspoof_voice_wav_dev_v1,voice_0008__wav,-4.206679026403848,1.908882,-2.297797026403848,3.449476056963633,1.9990582,5.448534256963633,0.7966726114115716,1.7431222,2.0168581514115713
asvspoof_voice_wav_dev_v1,voice_0009__wav,-5.593883750088723,1.9965557,-3.5973280500887226,0.3435067605128731,1.8372436,2.180750360512873,-0.026366209325669576,1.8827472,1.2915568306743304
asvspoof_voice_wav_dev_v1,voice_0011__wav,-6.419866660268073,-1.9619626,-8.381829260268074,-0.10182482964010853,1.8240448,1.7222199703598915,-1.1391999163542192,1.437218,-0.13314731635421917
asvspoof_voice_wav_dev_v1,voice_0012__wav,-2.93324276702157,-1.9992204,-4.93246316702157,2.312547704531411,1.757333,4.0698807045314105,-0.17763022785897176,1.9619087,1.1957058621410281
asvspoof_voice_wav_dev_v1,voice_0013__wav,-6.737542588684121,-1.7289383,-8.46648088868412,0.44242310558397363,1.8313357,2.2737588055839737,-0.8600881458021494,1.5833485,0.24825580419785043
asvspoof_voice_wav_dev_v1,voice_0014__wav,-7.537106831438775,0.9034677,-6.633639131438775,1.0285139431440546,2.0,3.0285139431440546,-3.261486787210872,1.9927346,-1.8665725672108724
asvspoof_voice_wav_dev_v1,voice_0015__wav,-3.521449467476722,-1.4504235,-4.971872967476722,1.2319417486935316,1.9927009,3.2246426486935316,0.017363636242222813,1.5933753,1.1327263462422228
asvspoof_voice_wav_dev_v1,voice_0016__wav,-5.232747475053539,-1.6064584,-6.83920587505354,1.3539952760309335,1.9586711,3.3126663760309336,-0.45447571993917407,1.8752673,0.8582113900608259
asvspoof_voice_wav_dev_v1,voice_0017__wav,-5.054633750530652,-1.9673966,-7.022030350530652,-0.25726584109267503,1.998898,1.7416321589073251,-1.5225971234629745,1.981426,-0.13559892346297464
asvspoof_voice_wav_dev_v1,voice_0018__wav,-5.725577540745083,1.9890915,-3.736486040745083,2.02973249584971,1.9987885,4.02852099584971,-2.3479230328100664,1.7842274,-1.0989638528100665
asvspoof_voice_wav_dev_v1,voice_0019__wav,-7.302928755112669,1.4236225,-5.8793062551126685,-0.04347805213432321,1.6616548,1.6181767478656768,-1.0972417960435654,1.4066623,-0.11257818604356551
asvspoof_voice_wav_dev_v1,voice_0020__wav,-6.384099707450842,-1.9761534,-8.360253107450841,1.8546740125995398,1.4375968,3.29227081259954,-0.6892300618685513,-0.5409748,-1.0679124218685512
asvspoof_voice_wav_dev_v1,voice_0021__wav,-4.1249288236848445,1.9743876,-2.1505412236848445,0.9779859743950678,1.9558394,2.9338253743950675,0.17305359005552146,1.56057,1.2654525900555214
asvspoof_voice_wav_dev_v1,voice_0022__wav,-7.361285813586622,-1.9999081,-9.361193913586622,0.1904609231367771,1.9013015,2.0917624231367773,-1.2749184613421554,1.1332388,-0.4816513013421554
asvspoof_voice_wav_dev_v1,voice_0023__wav,-4.856780396632647,1.9727633,-2.8840170966326473,0.8966332213503433,1.9958665,2.8924997213503434,-0.3184860094371553,1.7425166,0.9012756105628446
asvspoof_voice_wav_dev_v1,voice_0024__wav,-7.804624168151583,-1.9999404,-9.804564568151584,-1.2353130807934074,1.9669248,0.7316117192065925,-1.9247755402078557,1.9425522,-0.5649890002078557
asvspoof_voice_wav_dev_v1,voice_0025__wav,-5.559658900574442,-1.8578103,-7.417469200574442,0.06738669008153986,1.9996538,2.06704049008154,-0.28796815365783557,1.9944832,1.1081700863421642
asvspoof_voice_wav_dev_v1,voice_0026__wav,-6.057634096897167,1.9678599,-4.089774196897167,2.082763487542445,1.9822013,4.064964787542445,-2.0112902390616716,1.9427539,-0.6513625090616717
asvspoof_voice_wav_dev_v1,voice_0027__wav,-6.107819728781553,-1.9999936,-8.107813328781553,-0.00781247733584145,1.8342448,1.8264323226641586,-3.132291544571475,1.698366,-1.943435344571475
asvspoof_voice_wav_dev_v1,voice_0028__wav,-5.9712089511016195,0.86228365,-5.108925301101619,0.7996620803600383,1.7423289,2.5419909803600382,-0.3968609557047358,1.6796522,0.7788955842952641
asvspoof_voice_wav_dev_v1,voice_0029__wav,-6.986217508920856,-1.775105,-8.761322508920856,-0.47075996147295895,1.8232474,1.3524874385270411,-1.6724691217297263,1.6925611,-0.48767635172972623
asvspoof_voice_wav_dev_v1,voice_0030__wav,-6.416483194743374,-1.9969308,-8.413413994743374,-0.4206845401454927,1.7766383,1.3559537598545073,-2.2148451571406063,1.7872524,-0.9637684771406063
asvspoof_voice_wav_dev_v1,voice_0031__wav,-7.437977305404011,-1.4904435,-8.928420805404011,0.9463334553044913,1.9894143,2.935747755304491,-0.7501910215952405,1.7973522,0.5079555184047593
asvspoof_voice_wav_dev_v1,voice_0032__wav,-6.799267550721953,-1.9998305,-8.799098050721954,-0.31163297672078427,1.9687953,1.6571623232792159,-2.1888442013927714,1.6274219,-1.0496488713927714
asvspoof_voice_wav_dev_v1,voice_0033__wav,-5.84920114224379,-1.9531332,-7.80233434224379,2.896778874590562,1.766472,4.663250874590562,0.18848342796089157,1.780875,1.4350959279608915
asvspoof_voice_wav_dev_v1,voice_0034__wav,-5.574852143757045,0.07728432,-5.497567823757045,0.9513446595466314,1.9369081,2.8882527595466314,-0.3844893482255989,1.5977658,0.733946711774401
asvspoof_voice_wav_dev_v1,voice_0035__wav,-5.552621574433645,-1.9998326,-7.552454174433645,0.24331333123096244,1.9916601,2.2349734312309626,-1.3764243797705997,1.4781346,-0.34173015977059973
asvspoof_voice_wav_dev_v1,voice_0036__wav,-5.135314840507746,1.4330082,-3.7023066405077465,1.0707387812335867,1.9979949,3.068733681233587,-0.2652019470030753,1.5775853,0.8391077629969246
