MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_ARCHIVE_MEMBER,AUDIO_SHA256,PANNS_VOCAL_MAX,PANNS_SPEECH_MAX,PANNS_ANY_VOICE_MAX,PANNS_SINGING,PANNS_MALE_SINGING,PANNS_FEMALE_SINGING,PANNS_CHILD_SINGING,PANNS_SYNTHETIC_SINGING,PANNS_CHOIR,PANNS_YODELING,PANNS_CHANT,PANNS_RAPPING,PANNS_HUMMING,PANNS_OPERA,PANNS_VOCAL_MUSIC,DEMUCS_VOCAL_TO_MIX_DB,DEMUCS_VOCAL_TO_RESIDUAL_DB,PANNS_THRESHOLD,PANNS_FLAG,DEMUCS_THRESHOLD_DB,DEMUCS_FLAG,ACOUSTIC_SCREEN_PASS,REVIEW_REASON
FM_MusicGen_medium_AgJH6Ul1EFg,fmc:AgJH6Ul1EFg,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_AgJH6Ul1EFg.wav,ee396afc38a4ba24e5b7fa6b85486caa025fc0e23e3d21752acedec6fea9c8be,0.0078792665153741,0.0266007781028747,0.0266007781028747,0.0078792665153741,0.0007852790295146,0.0012296675704419,0.00056050211424,0.0001522085367469,0.0041536809876561,7.228872709674761e-05,0.000836634193547,0.000643387553282,0.0011578514240682,0.0058060018345713,0.0006728813168592,-51.402034348945975,-51.39170992798145,0.2,False,-1.5,False,True,
FM_MusicGen_medium_BBmXMoI9Qus,fmc:BBmXMoI9Qus,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_BBmXMoI9Qus.wav,088d1dd70f835c5f76ebb820d0a356a1adbd3687638a57390f744363582c887a,0.0039829830639064,0.0232958998531103,0.0232958998531103,0.0039829830639064,0.0002793445892166,0.0004920380888506,0.0001969965378521,0.0002484391443431,0.0015024808235466,5.053929999121465e-05,0.000792293343693,0.0004399043391458,0.0001661357091506,0.0003804332518484,0.000609052949585,-51.22630563079081,-51.21003458499516,0.2,False,-1.5,False,True,
FM_MusicGen_medium_NmwmOY6iBFg,fmc:NmwmOY6iBFg,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_NmwmOY6iBFg.wav,7f18746a153a38eca49ba005c3cd722e25b6277f6171dd271643807dd8daf5da,0.0054146572947502,0.0282635893672704,0.0282635893672704,0.0051412964239716,0.000816672341898,0.0005730529665015,0.0003751967160496,0.0005301149794831,0.001043887110427,9.464249887969343e-05,0.0005653454572893,0.0054146572947502,0.0004896433092653,0.0003310885804239,0.0026618177071213,-44.40710960873631,-44.40369702014714,0.2,False,-1.5,False,True,
FM_MusicGen_medium_fUC45bzOOJw,fmc:fUC45bzOOJw,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_fUC45bzOOJw.wav,fd6b9a5b3d906a0b2e6b052797d43877234bed6918b7851c2deffdb3411427d7,0.0015323873376473,0.0344975367188453,0.0344975367188453,0.0015323873376473,0.0002228053926955,0.0003057888243347,0.0001566574210301,0.0005833357572555,0.0002432910841889,6.534002750413492e-05,0.0002499352267477,0.0001901328505482,0.0005636146524921,0.0001221834390889,0.0002638635050971,-30.718830652973374,-30.710026409455327,0.2,False,-1.5,False,True,
FM_MusicGen_medium_msnm_tYXcYw,fmc:msnm_tYXcYw,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_msnm_tYXcYw.wav,8ad36052b8f4628ba7d2057397769eea9e00caa638d13551118bf52df153e45d,0.0088437348604202,0.0423770286142826,0.0423770286142826,0.0088437348604202,0.0006394619704224,0.0013772045494988,0.0007637517992407,0.0004057633050251,0.0006809328915551,0.0001040666611515,0.0003764925058931,0.001571241649799,0.0008880993700586,0.0008627581410109,0.0005222604377195,-67.54880455981748,-67.55452785727284,0.2,False,-1.5,False,True,
FM_MusicGen_medium_rPAB0ymJGco,fmc:rPAB0ymJGco,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_rPAB0ymJGco.wav,f0e114fdbe3aa6ce8392b2db07c0361d5444ed5e118db05f6c8ac3a7ae1634c1,0.0106654744595289,0.0212588831782341,0.0212588831782341,0.0106654744595289,0.0006020169821567,0.0008769308333285,0.0003273286274634,0.0001875198940979,0.0020035440102219,9.70062828855589e-05,0.0008459875243715,0.0004087219131179,0.0028651948086917,0.0010319193825125,0.0009855470852926,-62.627093253179936,-62.62449890507326,0.2,False,-1.5,False,True,
FM_MusicGen_medium_r_TgaHCsYB0,fmc:r_TgaHCsYB0,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_r_TgaHCsYB0.wav,90146ad5f349e1315a4490341f97958b36ad9c9a41914421848bff55e23f15ad,0.0130710862576961,0.027601920068264,0.027601920068264,0.0130710862576961,0.0013904260704293,0.001901275711134,0.0007217471138574,0.0004117744683753,0.0025059471372514,7.273223309312016e-05,0.0008706004009582,0.0006662948289886,0.0007722268928773,0.0015208255499601,0.0010943047236651,-59.11809292370231,-59.01965970011617,0.2,False,-1.5,False,True,
FM_MusicGen_medium_rsvHQCTgHvg,fmc:rsvHQCTgHvg,MusicGen_medium,unmixed_dataset/eval/FM_MusicGen_medium_rsvHQCTgHvg.wav,fcee22944cbf80b6a4565cee7bc95af41b065de8db894ad4865042258a5274b8,0.0042733382433652,0.0267885625362396,0.0267885625362396,0.0042733382433652,0.000581951579079,0.0003581621858756,0.0001879599003586,0.0001849290856625,0.0023702043108642,7.771939999656752e-05,0.0010020082117989,0.0002688798995222,0.0005422012764029,0.0030046401079744,0.0007444594521075,-57.15555840579985,-57.11860213339054,0.2,False,-1.5,False,True,
FM_audioldm2_AAFsg91kje4,fmc:AAFsg91kje4,audioldm2,unmixed_dataset/eval/FM_audioldm2_AAFsg91kje4.wav,356dc8d12518771fa697e880ab255f1201db768b385c68b099ab6d24f138aaa9,0.0025685154832899,0.0186105500906705,0.0186105500906705,0.0021204897202551,0.0002540754794608,0.0001288726198254,6.253743049455807e-05,0.0001113290345529,0.0002487747988197,2.02754217752954e-05,0.0002295905433129,0.0025685154832899,5.832351962453686e-05,7.437940075760707e-05,0.0003687354910653,-47.972286325932494,-47.96644360372687,0.2,False,-1.5,False,True,
FM_audioldm2_F9LJIyqQFe8,fmc:F9LJIyqQFe8,audioldm2,unmixed_dataset/eval/FM_audioldm2_F9LJIyqQFe8.wav,05a3f6bdf1a7b9fff13c7b02be0fc510825a33288c9bc5049facb53ce0bfba59,0.0019589578732848,0.0691818743944168,0.0691818743944168,0.0019589578732848,0.0001070349462679,6.33965028100647e-05,4.562907633953728e-05,6.024467074894346e-05,0.0002865938295144,2.5554081730660982e-05,0.0004382748738862,0.0003078686713706,5.460271131596528e-05,0.0001108688375097,0.0003415896499063,-48.15359802301308,-47.39126008231047,0.2,False,-1.5,False,True,
