PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
cmbv5_0000,g711_ulaw,FILE,0,0.392172119,0.8877527348,0.49558061580000007,-0.49558061580000007
cmbv5_0001,g711_ulaw,FILE,0,0.1948201022,0.2188902451,0.02407014289999998,-0.02407014289999998
cmbv5_0002,g711_ulaw,FILE,0,0.2560521722,0.2063466893,-0.049705482899999986,0.049705482899999986
cmbv5_0003,g711_ulaw,FILE,0,0.2753297107,0.2314936005,-0.0438361102,0.0438361102
cmbv5_0004,g711_ulaw,FILE,1,0.713653955,0.3462216899,-0.36743226509999993,-0.36743226509999993
cmbv5_0005,g711_ulaw,FILE,1,0.9542691467,0.9553729019,0.0011037552000000561,0.0011037552000000561
cmbv5_0006,g711_ulaw,FILE,1,0.0598988621,0.2563697487,0.1964708866,0.1964708866
cmbv5_0007,g711_ulaw,FILE,1,0.77253945,0.5918711773,-0.18066827269999997,-0.18066827269999997
cmbv5_0008,g711_ulaw,FILE,1,0.8982218189,0.9595235211,0.061301702200000086,0.061301702200000086
cmbv5_0009,g711_ulaw,FILE,1,0.9420961969,0.7307532097,-0.2113429872,-0.2113429872
cmbv5_0010,g711_ulaw,FILE,1,0.9711617107,0.9078120491,-0.0633496616,-0.0633496616
cmbv5_0011,g711_ulaw,FILE,1,0.8426695361,0.3675526247,-0.47511691139999995,-0.47511691139999995
cmbv5_0012,g711_ulaw,FILE,1,0.6631657421,0.4245497935,-0.23861594860000002,-0.23861594860000002
cmbv5_0013,g711_ulaw,FILE,1,0.9983714859,0.9889630875,-0.009408398400000073,-0.009408398400000073
cmbv5_0014,g711_ulaw,FILE,1,0.9849496108,0.9898470567,0.004897445899999964,0.004897445899999964
cmbv5_0015,g711_ulaw,FILE,1,0.9067498331,0.4504969242,-0.45625290890000003,-0.45625290890000003
cmbv5_0016,g711_ulaw,FILE,0,0.7868730153,0.721630549,-0.06524246629999997,0.06524246629999997
cmbv5_0017,g711_ulaw,FILE,0,0.7142323546,0.7150691828,0.0008368281999999727,-0.0008368281999999727
cmbv5_0018,g711_ulaw,FILE,0,0.7089534006,0.6141611966,-0.09479220399999999,0.09479220399999999
cmbv5_0019,g711_ulaw,FILE,0,0.2575641788,0.3036786268,0.04611444800000003,-0.04611444800000003
cmbv5_0020,g711_ulaw,FILE,1,0.941347418,0.7716240347,-0.16972338330000003,-0.16972338330000003
cmbv5_0021,g711_ulaw,FILE,1,0.634041465,0.6978948293,0.06385336429999999,0.06385336429999999
cmbv5_0022,g711_ulaw,FILE,1,0.5232698715,0.5612037219,0.03793385039999997,0.03793385039999997
cmbv5_0023,g711_ulaw,FILE,1,0.9489671436,0.7209459206,-0.22802122300000005,-0.22802122300000005
cmbv5_0024,g711_ulaw,FILE,1,0.9629644851,0.9781089583,0.015144473200000008,0.015144473200000008
cmbv5_0025,g711_ulaw,FILE,1,0.9760468715,0.9732558248,-0.002791046700000077,-0.002791046700000077
cmbv5_0026,g711_ulaw,FILE,1,0.8953115217,0.4000559304,-0.49525559129999996,-0.49525559129999996
cmbv5_0027,g711_ulaw,FILE,1,0.9673246563,0.9805992194,0.01327456310000008,0.01327456310000008
cmbv5_0028,g711_ulaw,FILE,1,0.9633970648,0.9638164077,0.0004193429000000082,0.0004193429000000082
