CHANNEL,TASK,PARENTS,POSITIVE_PARENTS,NEGATIVE_PARENTS,PAIRS,CLEAN_EER,CHANNEL_EER,CLEAN_PAIR_ERROR,CHANNEL_PAIR_ERROR,CORRECT_TO_INCORRECT,INCORRECT_TO_CORRECT,CLEAN_TIES,CHANNEL_TIES,RANK_STATE_FLIPS,MEAN_SCORE_DELTA,MEAN_SIGNED_DELTA,MEAN_PAIR_MARGIN_DELTA
g711_ulaw,FILE,48,36,12,432,0.16666666666666663,0.25,0.08564814814814814,0.17361111111111116,45,7,0,0,52,-0.05316135883958334,-0.054694469952083345,-0.07497010808611113
g711_ulaw,VOICE,48,24,24,576,0.08333333333333334,0.125,0.02604166666666663,0.03125,18,15,0,0,33,0.008190459041666659,-0.013562037408333337,-0.027124074816666673
g711_ulaw,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.05208333333333337,0.15451388888888884,70,11,0,0,81,-0.24476252679166666,-0.106127746825,-0.21225549365
g722_wb,FILE,48,36,12,432,0.16666666666666663,0.16666666666666663,0.08564814814814814,0.09490740740740744,17,13,0,0,30,0.0068701796395833235,-0.012186988493750002,-0.04165887550277777
g722_wb,VOICE,48,24,24,576,0.08333333333333334,0.041666666666666644,0.02604166666666663,0.00520833333333337,3,15,0,0,18,0.013621648072916673,-0.019197273443749992,-0.03839454688749999
g722_wb,MUSIC,48,24,24,576,0.16666666666666663,0.16666666666666663,0.05208333333333337,0.04166666666666663,3,9,0,0,12,-0.007366032889583336,0.007406911372916659,0.014813822745833316
opus_nb_8k,FILE,48,36,12,432,0.16666666666666663,0.33333333333333337,0.08564814814814814,0.32638888888888884,118,14,0,0,132,0.07867110948958332,-0.06726199296041666,-0.2842601272138889
opus_nb_8k,VOICE,48,24,24,576,0.08333333333333334,0.41666666666666663,0.02604166666666663,0.34895833333333337,187,1,0,0,188,0.19429050929375,-0.24096101586041666,-0.4819220317208333
opus_nb_8k,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.05208333333333337,0.1284722222222222,58,14,0,0,72,-0.13804356591666667,-0.11702661200000002,-0.23405322399999998
transcode_g711_opus,FILE,48,36,12,432,0.16666666666666663,0.33333333333333337,0.08564814814814814,0.32407407407407407,116,13,0,0,129,0.05395684249374998,-0.07169532045625,-0.26312997787500003
transcode_g711_opus,VOICE,48,24,24,576,0.08333333333333334,0.375,0.02604166666666663,0.35763888888888884,191,0,0,0,191,0.19709462275416667,-0.2464692925958333,-0.4929385851916667
transcode_g711_opus,MUSIC,48,24,24,576,0.16666666666666663,0.16666666666666663,0.05208333333333337,0.125,56,14,0,0,70,-0.1363861666104167,-0.12973418993125,-0.2594683798625
