ID,PHONE_PROB,IS_PHONE
LA_E_1047838,0.1776178777217865,0
LA_E_1125201,0.9975389242172241,1
LA_E_1132376,0.07489142566919327,0
LA_E_1243575,0.9908403754234314,1
LA_E_1435433,0.9979865550994873,1
LA_E_1556750,0.995729386806488,1
LA_E_1673799,0.981513261795044,1
LA_E_1778524,0.9942395687103271,1
LA_E_1786787,0.9909123182296753,1
LA_E_1895850,0.9946621060371399,1
LA_E_1926170,0.9864798188209534,1
LA_E_2486312,0.998645007610321,1
LA_E_2557797,0.9958000779151917,1
LA_E_2689685,0.9971684813499451,1
LA_E_2826570,0.9577019214630127,1
LA_E_3037129,0.9949988126754761,1
LA_E_3207583,0.9979052543640137,1
LA_E_3373818,0.9834139943122864,1
LA_E_3376963,0.9927833080291748,1
LA_E_3414358,0.997543215751648,1
LA_E_3433879,0.9904284477233887,1
LA_E_3457132,0.9961962699890137,1
LA_E_3478543,0.9992918968200684,1
LA_E_3557284,0.9893797039985657,1
LA_E_3611243,0.9939060807228088,1
LA_E_3611695,0.9968883395195007,1
LA_E_3647729,0.9571473598480225,1
LA_E_3685039,0.9997420907020569,1
LA_E_3798008,0.9968731999397278,1
LA_E_3865482,0.999797523021698,1
LA_E_3877644,0.9985938668251038,1
LA_E_3918644,0.044355474412441254,0
LA_E_3924261,0.9980031847953796,1
LA_E_4221334,0.9945123195648193,1
LA_E_4351926,0.9878242015838623,1
LA_E_4464969,0.9990946054458618,1
LA_E_4482139,0.025606675073504448,0
LA_E_4739704,0.9937164187431335,1
LA_E_4761354,0.9916195869445801,1
LA_E_4851571,0.994266927242279,1
LA_E_4888977,0.9974960684776306,1
LA_E_5189700,0.9990230798721313,1
LA_E_5196870,0.9948103427886963,1
LA_E_5216084,0.9945389628410339,1
LA_E_5402190,0.9974345564842224,1
LA_E_5492475,0.9977952241897583,1
LA_E_5706176,0.9988014698028564,1
LA_E_5787333,0.9902564287185669,1
LA_E_5949410,0.9945524334907532,1
LA_E_5956528,0.9986916184425354,1
LA_E_5981980,0.998829185962677,1
LA_E_6048650,0.9892082810401917,1
LA_E_6062769,0.999394416809082,1
LA_E_6071228,0.9854405522346497,1
LA_E_6163742,0.9993652701377869,1
LA_E_6276151,0.9995261430740356,1
LA_E_6280237,0.9980639815330505,1
LA_E_6344896,0.9991381168365479,1
LA_E_6559308,0.9791451692581177,1
LA_E_6577462,0.9746235013008118,1
LA_E_6625038,0.992093026638031,1
LA_E_6761981,0.9973970651626587,1
LA_E_6769073,0.9916479587554932,1
LA_E_6789338,0.9951987862586975,1
LA_E_6908217,0.9926201701164246,1
LA_E_6963017,0.9975141286849976,1
LA_E_6971558,0.9895105361938477,1
LA_E_7023661,0.9915422201156616,1
LA_E_7025088,0.9962494969367981,1
LA_E_7044208,0.9689903855323792,1
LA_E_7147229,0.9772409796714783,1
LA_E_7165308,0.9791502356529236,1
LA_E_7399868,0.9631813168525696,1
LA_E_7534531,0.9531962275505066,1
LA_E_7547770,0.9972366094589233,1
LA_E_7571776,0.026889631524682045,0
LA_E_7620976,0.9964849948883057,1
LA_E_7656835,0.9882212281227112,1
LA_E_7697027,0.9901178479194641,1
LA_E_7732751,0.9832630157470703,1
LA_E_7854201,0.0813770443201065,0
LA_E_7900031,0.9859359264373779,1
LA_E_7908124,0.9957185387611389,1
LA_E_7987665,0.9928845167160034,1
LA_E_8014601,0.9913984537124634,1
LA_E_8236145,0.0018870994681492448,0
LA_E_8356415,0.9989908337593079,1
LA_E_8402882,0.9988413453102112,1
LA_E_8430398,0.9916849136352539,1
LA_E_8459465,0.9990276098251343,1
LA_E_8567711,0.9972847700119019,1
LA_E_8883511,0.9970646500587463,1
LA_E_9096505,0.12305950373411179,0
LA_E_9157121,0.9973714351654053,1
LA_E_9367010,0.9982781410217285,1
LA_E_9548162,0.997880220413208,1
LA_E_9590174,0.9973650574684143,1
LA_E_9806004,0.9656413793563843,1
LA_E_9886638,0.9925894737243652,1
LA_E_9938454,0.9974992871284485,1
LA_E_1015065,0.9950727820396423,1
LA_E_1054275,0.030291415750980377,0
LA_E_1366890,0.9997765421867371,1
LA_E_1482025,0.9891669750213623,1
LA_E_1622082,0.9996815919876099,1
LA_E_1876222,0.9980181455612183,1
LA_E_1888076,0.9971042275428772,1
LA_E_2046651,0.9998743534088135,1
LA_E_2062067,0.9994497895240784,1
LA_E_2219993,0.9998648166656494,1
LA_E_2252878,0.9994801878929138,1
LA_E_2415590,0.9969817996025085,1
LA_E_2478889,0.9956316947937012,1
LA_E_2501913,0.9927009344100952,1
LA_E_2691269,0.026929480955004692,0
LA_E_2704146,0.999860405921936,1
LA_E_2722604,0.9962664246559143,1
LA_E_2732613,0.9987661838531494,1
LA_E_2784342,0.9951687455177307,1
LA_E_2871047,0.999230146408081,1
LA_E_2995505,0.9987868666648865,1
LA_E_3291055,0.9999226331710815,1
LA_E_3309440,0.9994107484817505,1
LA_E_3336683,0.9999685287475586,1
LA_E_3359307,0.6011401414871216,1
LA_E_3402949,0.9996616840362549,1
LA_E_3469381,0.99964439868927,1
LA_E_3527721,0.9991052746772766,1
LA_E_3593862,0.9997970461845398,1
LA_E_3613748,0.9986360669136047,1
LA_E_3620561,0.9933785200119019,1
LA_E_3707191,0.9996650218963623,1
LA_E_3791817,0.999212384223938,1
LA_E_3802861,0.9998487234115601,1
LA_E_3810348,0.9998308420181274,1
LA_E_3857239,0.9972031116485596,1
LA_E_3991497,0.9998819828033447,1
LA_E_3993872,0.9998941421508789,1
LA_E_4057884,0.9996640682220459,1
LA_E_4562806,0.9689901471138,1
LA_E_5060275,0.9935128092765808,1
LA_E_5323197,0.08071722835302353,0
