KIND,LABEL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER
voice,0,echofake:EF_D_00006,91ab03de963dbfc5c617758ffde182db2527ffe4cc7d27cf7ef40bafadfb82dfe6f3f82d2c4e8cd0246a910c604ec611f75861b3e339aee594d6478557a4b96d,common_voice_en_29083375.mp3,,,bonafide,EF_D_00006,echofake_voice/EF_D_00006.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00007,a35595a9de47eebf04584944186670d6d2f4070339ad0e221ad2139484d344a67453f6dfaa668cd25717c0ab1f6397f94fcb5fd83f9ad0f0b963a3832c3f026f,common_voice_en_32277033.mp3,,,bonafide,EF_D_00007,echofake_voice/EF_D_00007.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00013,6427005362421610f9a24a132ec929c74cad6d7542bdf84d2e8e3eaa55a5654e0cdb4c9a15703aed754eead4fa1ed648193660ad42069b3841e7c331e6944117,common_voice_en_23941196.mp3,,,bonafide,EF_D_00013,echofake_voice/EF_D_00013.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00016,6d202250549c9a5adf55373e86036064b10822a8e275e618182c219aa7923c73345671cd7902db5892d1768ee832d78333ecb89b3de55bad8f56e1fae7e6e539,common_voice_en_96189.mp3,,,bonafide,EF_D_00016,echofake_voice/EF_D_00016.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00021,06103969839b5453423bd5e442c4bfa807686a69998519ed23014c47b489d59768eee9196b2f536191b5d529709f3fdc9f07a28db3fb030906423825e42e187a,common_voice_en_31702395.mp3,,,bonafide,EF_D_00021,echofake_voice/EF_D_00021.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00027,f4a84447a7b80901159fd2eb5d78bbece4d20200234e5f55ef416451c329c58642ac32e58bccfc3d3696b174d916bc68ba23fbc6b8b636a84ba19fe9386c0b4b,common_voice_en_19704770.mp3,,,bonafide,EF_D_00027,echofake_voice/EF_D_00027.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00035,d351e196167ed8a9d181610dfc56685ca89b058832ab64fca0d8cdc6771e895be50a0e4e0d953d193c61c025a8b334619409bab1f1a240b6fbfeb77e2bb2f345,common_voice_en_32159924.mp3,,,bonafide,EF_D_00035,echofake_voice/EF_D_00035.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00038,505d3052b731e49ad6c4f40931ba42bff7a9046b894c676803a4044fead6272d3340ac3ea1fdf441cfed2fc4b1c81b85bd1fab484d7d9d86357b0affbd0739ee,common_voice_en_23782340.mp3,,,bonafide,EF_D_00038,echofake_voice/EF_D_00038.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00040,9e6394468460cbb7fec413cf64853fc204c13ab056c825c01961bdc3c165f84f9a9a2ddfa5aab82eeb947157e9a11d7c00d3333ccc849c7cce84c9041bcdc4e7,common_voice_en_19850383.mp3,,,bonafide,EF_D_00040,echofake_voice/EF_D_00040.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00043,5e993cc04ddf098bfc9abb8b3846bb0457ec552dcdc83ff742f988837bf873f185fff135d3b0a25469ab9535c29cd8d30274010cdd6ac0e437857873bb1a938b,common_voice_en_21452768.mp3,,,bonafide,EF_D_00043,echofake_voice/EF_D_00043.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00045,89e3f31dc328caed0b147540ad6398418c75f75bdcf673586efef31d787b0b658cce3fc5db0148d0e1c93c01217d5d2b751ed3b99fa19cb22f95fcd814f8968b,common_voice_en_20304387.mp3,,,bonafide,EF_D_00045,echofake_voice/EF_D_00045.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00047,6bcba9d911ce6949b406e4c57efee657878625fa3b17ce7d98a51ea21f2e2771c408f01a0f5694d7aa50bf6ec8ad54905386f36a22ec7850e07455d718c2b082,common_voice_en_29864042.mp3,,,bonafide,EF_D_00047,echofake_voice/EF_D_00047.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00048,cf98014ffd3caad842317e01d6f3f56f6837ddee465ab945e61aa2d1390a707779591a41b4d5d0df7a66cec4858289fbcccd274002e38e091c9aca33e39c2d87,common_voice_en_20540987.mp3,,,bonafide,EF_D_00048,echofake_voice/EF_D_00048.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00055,7aeb4aabb75a38e08e89831fc1876fb96b3c39c757b2caa06eb08e546f228d66b417da1511816d9a2f182836be79531cef3fb7c705c826ddbb0bd8492e4266cc,common_voice_en_18706406.mp3,,,bonafide,EF_D_00055,echofake_voice/EF_D_00055.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00056,dbf38ca5b331ca7880c32d9b8f784b1487c48c3f0ed2143909c2eb18c1e1b788e048b96d3f10678327176ae1e5e7f34e0b107cc01620169d3868bdf20241c102,common_voice_en_18931252.mp3,,,bonafide,EF_D_00056,echofake_voice/EF_D_00056.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00057,c9cd71124c98fd8d1c2453e3e9f55578bd8b680720fc32b385bc4e553be4c0184134b2507b530d6cb30cf11c53f2ac61d2bab7771c9c4774b50447ef119089d9,common_voice_en_19699552.mp3,,,bonafide,EF_D_00057,echofake_voice/EF_D_00057.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00061,8461f2a9f77c815c7240f39301dfe824c9b47c3cfc267a1ddeba1aa0254defa1506efa3fe8b38986ae0d611faf7c0a117440fae719105364a04398657441ddc3,common_voice_en_23657537.mp3,,,bonafide,EF_D_00061,echofake_voice/EF_D_00061.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00068,ea7d4f67f5be8964a8531f9379b02798ce8d690f5a4223b5821485d66307d8218feec1a8aa5e509cc795faefb2e731e80a18f241360ac43362115069814579a4,common_voice_en_26553451.mp3,,,bonafide,EF_D_00068,echofake_voice/EF_D_00068.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00069,70a3813a5e4b61793de2b18a88ecd18b7c1ee66b30129aae13f1bb3795cc76516719f4d3b93783fcd7f871b37da7138657bb5d652c3d127e89421614ac675838,common_voice_en_21179507.mp3,,,bonafide,EF_D_00069,echofake_voice/EF_D_00069.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00077,1326a987baff8d25521060cea1bf880da61d63d99a956c9bbcd02864fa00f7684f89ca45c373050410bf5b67cadf52f0bfaa91f28cf0374549216b73bd8e1132,common_voice_en_24104144.mp3,,,bonafide,EF_D_00077,echofake_voice/EF_D_00077.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00078,f836aaeba992733915cb898189e39e657d7b5656da658d238684f61cd8f73423c53339cc86849357a1eb98f7e57eb8526b194e6fd572e80494e100b7690a9ba6,common_voice_en_28592539.mp3,,,bonafide,EF_D_00078,echofake_voice/EF_D_00078.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00079,45ec47ca272d8a4f086ae9519a762987a7d5e1440533b673441d443377aecaa99d8a1a7a2e453c85d885ea87cec71c37f20968aed3945ff25913a39e45700d22,common_voice_en_31555400.mp3,,,bonafide,EF_D_00079,echofake_voice/EF_D_00079.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00080,15a8b24be48d15f01a1b5b680eda5652401a8a35f6540aa356c7dc5a5462481448c35c4dc10d047e153bec6ac50c7c22f3d729fc35dd124491333d8c3a127f4d,common_voice_en_31436758.mp3,,,bonafide,EF_D_00080,echofake_voice/EF_D_00080.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00086,feda7e1cc7f6876213ec0b603d0d7acd1b1bcb64310d81d9cef6df0c849d1b8741b0b234dcd2c284d18ba278529509b68b23a19ea8c069e451ab657e3d1c53bd,common_voice_en_27787071.mp3,,,bonafide,EF_D_00086,echofake_voice/EF_D_00086.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00089,d8d184993f0d4168eb99b76ce2bf9bd9a6c0ad19090d6ed45cdcb16541fe990688ed6d6c1e5f8c3904c04733018c45f6a261c020086c62181d193d58f8b7e21c,common_voice_en_19797291.mp3,,,bonafide,EF_D_00089,echofake_voice/EF_D_00089.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00090,3c3b13e26c67af85c87a4acfbb5e9b27fe9e05f6251dcdfc9177c6f4dbe86b8870a30334f521b3e7524060b8a1751b3020f9bd7483d3059694e079a73660c794,common_voice_en_20818104.mp3,,,bonafide,EF_D_00090,echofake_voice/EF_D_00090.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00093,bf643b955f123ef9dcc5e7c5804e9ec6d78907606599bca2e87ca324efef958f062de6d6ce22da7bd9ee4750da72096b7345f65f52343424dbd981244ff8a1f3,common_voice_en_24544716.mp3,,,bonafide,EF_D_00093,echofake_voice/EF_D_00093.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00095,7674f069ee9b80449edca686ff12066bae1b191d61464fca38d382ac857f43320fa3a237631326ad36678395ddcc12bf41ffa5dbead93af981bfd1292f5ce1fd,common_voice_en_23650758.mp3,,,bonafide,EF_D_00095,echofake_voice/EF_D_00095.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00098,73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882,common_voice_en_30536501.mp3,,,bonafide,EF_D_00098,echofake_voice/EF_D_00098.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00099,9a5220ced3987b25a0425406143ccd4356f34551c8d9f981813225d1697c4032db6956e157316c85f3001eefcfcfbb5769ee719a65aa098c2e965ecacd17cd12,common_voice_en_171730.mp3,,,bonafide,EF_D_00099,echofake_voice/EF_D_00099.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00104,63cf30b62eb97a124a87e6746a63af766deebf3bf3f4077c8a8652957bc406d3ff8534636cdf0bf4b6e2788d92f1b5c8623d09b2e43cc77bc663b92788724a0c,common_voice_en_19771176.mp3,,,bonafide,EF_D_00104,echofake_voice/EF_D_00104.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00115,85e0e413b7301b135301112050e0aea15227e08c458bfd13905cad40cad1281e4c0403e48f275a5cad6556a45d8384174030d95d56bb23483650cdd4fdda02cc,common_voice_en_36409044.mp3,,,bonafide,EF_D_00115,echofake_voice/EF_D_00115.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00116,f5dea994b99c0568c9dc2e2d5b34c70ba0d88c7a1578c067b2e4273d449d56f6674a388f759ac73dd3009007e1e491d614504b4bb149baa942c248cb118c2b2a,common_voice_en_19766470.mp3,,,bonafide,EF_D_00116,echofake_voice/EF_D_00116.flac,dev-00000-of-00001.parquet,,,,,,,,,,
voice,0,echofake:EF_D_00118,8cc854ed26469f6179ce93e279a6ce6c2858d1663dbe9200ddd254ac4146b32298227fb61bbc3a1c11682c0b357e4cd3a91d59d0f16f90c68a740151926c52ed,common_voice_en_20638500.mp3,,,bonafide,EF_D_00118,echofake_voice/EF_D_00118.flac,dev-00000-of-00001.parquet,,,,,,,,,,
