ID,label,llr_head,llr_mid,llr_tail
FS-FM_LA_D_1023711_XzwhTltRQcM,1,-20.676036834716797,-14.817008972167969,-12.013978958129883
FS-FM_LA_D_1023711_cf-IIqhveKw,1,-26.792617797851562,-27.923917770385742,-20.770395278930664
FS-FM_LA_D_1023711_fake_15050_udio_0,1,-19.155643463134766,-16.252513885498047,-7.811931610107422
FS-FM_LA_D_1053530_kOREaTKeyZw,1,-27.09263038635254,-27.09263038635254,-27.09263038635254
FS-FM_LA_D_1062960_k4kbpRRRgcQ,1,27.56065559387207,27.56065559387207,27.56065559387207
FS-FM_LA_D_1084765_fake_19732_udio_1,1,27.537174224853516,32.77599334716797,31.915725708007812
FS-FM_LA_D_1097191_fake_53079_suno_0,1,-12.495447158813477,-12.495447158813477,-12.495447158813477
FS-FM_LA_D_1132441_fake_21612_udio_1,1,10.847089767456055,13.843517303466797,16.778228759765625
FS-FM_LA_D_1143649_oh0EWEvJI90,1,33.517333984375,32.445091247558594,32.45276641845703
FS-FM_LA_D_1143649_xVab_CbwecE,1,37.61276626586914,37.857383728027344,38.247772216796875
FS-FM_LA_D_1154251_YDBxdZchOuM,1,-9.86347770690918,-9.86347770690918,-9.86347770690918
FS-FM_LA_D_1154251_xiN6XwZNEJo,1,7.160392761230469,7.160392761230469,7.160392761230469
FS-FM_LA_D_1227503_6TSluKI0X54,1,10.214787483215332,10.214787483215332,10.214787483215332
FS-FM_LA_D_1234846_fake_22728_suno_1,1,14.255261421203613,14.255261421203613,14.255261421203613
FS-FM_LA_D_1234846_fake_45879_udio_1,1,36.193695068359375,36.193695068359375,36.193695068359375
FS-FM_LA_D_1252794_fake_23468_suno_1,1,28.847396850585938,28.847396850585938,28.847396850585938
FS-FM_LA_D_1325941_L1fxVVl_1bM,1,37.17824172973633,37.11065673828125,36.382755279541016
FS-FM_LA_D_1350597_rFE_bKOr1W0,1,13.825334548950195,13.825334548950195,13.825334548950195
FS-FM_LA_D_1352656_ECP7EJka6N8,1,-10.68899917602539,-10.68899917602539,-10.68899917602539
FS-FM_LA_D_1354501_4ufDENm_ECk,1,25.648500442504883,25.2836856842041,25.477415084838867
FS-FM_LA_D_1367292_hlHb9HwNxk8,1,16.294164657592773,16.006711959838867,18.48049545288086
FS-FM_LA_D_1367292_k4ttuqKjiw0,1,31.67756462097168,29.349098205566406,28.99320411682129
FS-FM_LA_D_1367292_ohikUtjUN7c,1,-6.983074188232422,-6.558704376220703,-5.762514114379883
FS-FM_LA_D_1579120_2CzfBZ1mYBs,1,36.94965744018555,36.94965744018555,36.94965744018555
FS-FM_LA_D_1630961_-oP-XX28B0s,1,38.83442687988281,38.83442687988281,38.83442687988281
FS-FM_LA_D_1630961_ad6gQQ_0evk,1,35.213504791259766,35.213504791259766,35.213504791259766
FS-FM_LA_D_1681095_fake_18248_udio_1,1,24.44365692138672,24.44365692138672,24.44365692138672
FS-FM_LA_D_1681095_oXBGZoBYaLY,1,34.276187896728516,34.276187896728516,34.276187896728516
FS-FM_LA_D_1685935_NwUJe24OxC8,1,14.940688133239746,15.413849830627441,14.008563995361328
FS-FM_LA_D_1685935_OkcBJawiIHA,1,20.17919921875,19.173721313476562,18.817264556884766
FS-FM_LA_D_1685935_fake_09441_udio_0,1,30.413196563720703,32.13300323486328,31.45293426513672
FS-FM_LA_D_1695224_u0lm58cet1g,1,35.10332489013672,32.61955261230469,31.519302368164062
FS-FM_LA_D_1714107_GFJNgqcX7u0,1,1.90142822265625,-0.08066749572753906,11.094352722167969
FS-FM_LA_D_1714907_fake_20874_udio_0,1,1.806234359741211,1.806234359741211,1.806234359741211
FS-FM_LA_D_1714907_yOVaak2hemM,1,21.342552185058594,21.342552185058594,21.342552185058594
FS-FM_LA_D_1734325_fake_35833_udio_0,1,18.12574005126953,18.12574005126953,18.12574005126953
FS-FM_LA_D_1764899_KfLxBjl-aBU,1,-18.78830337524414,-16.043432235717773,-18.91254234313965
FS-FM_LA_D_1828116_YuiQRYaF9SA,1,32.5187873840332,30.79914093017578,27.789926528930664
FS-FM_LA_D_1845654_XzTBNfQ7_GA,1,25.98858642578125,25.98858642578125,25.98858642578125
FS-FM_LA_D_1848103_xgXd06kKFIQ,1,18.306903839111328,18.306903839111328,18.306903839111328
FS-FM_LA_D_1862965_Y1ItBiA8nKU,1,-30.943010330200195,-30.943010330200195,-30.943010330200195
FS-FM_LA_D_1862965_ZwLfj7tvpdc,1,34.719478607177734,34.719478607177734,34.719478607177734
FS-FM_LA_D_1869677_fake_10214_suno_1,1,20.5966796875,20.5966796875,20.5966796875
FS-FM_LA_D_1869677_fake_23757_suno_1,1,9.59861946105957,9.59861946105957,9.59861946105957
FS-FM_LA_D_1949097_hRQJgZVxRX0,1,35.444580078125,35.444580078125,35.444580078125
