DATASET,GROUP,VALUE,TASK,MODEL,N,POS,EER,AUC
phone,CHANNEL,g726_24k,VOICE,fused05,200,100,0.06999999999999998,0.978
phone,CHANNEL,g726_24k,VOICE,fused15,200,100,0.06999999999999998,0.978
phone,CHANNEL,g726_24k,MUSIC,v18,200,100,0.27,0.7684
phone,CHANNEL,g726_24k,MUSIC,patch,200,100,0.07999999999999999,0.9769000000000001
phone,CHANNEL,g726_24k,MUSIC,fused05,200,100,0.21999999999999997,0.8621000000000001
phone,CHANNEL,g726_24k,MUSIC,fused15,200,100,0.10999999999999999,0.9465999999999999
phone,CHANNEL,opus_nb_8k,FILE,v18,300,175,0.44685714285714284,0.6728228571428572
phone,CHANNEL,opus_nb_8k,FILE,patch,300,175,0.17657142857142857,0.8968228571428571
phone,CHANNEL,opus_nb_8k,FILE,fused05,300,175,0.4234285714285714,0.7047771428571429
phone,CHANNEL,opus_nb_8k,FILE,fused15,300,175,0.33657142857142863,0.7766400000000001
phone,CHANNEL,opus_nb_8k,VOICE,v18,200,100,0.24,0.8293
phone,CHANNEL,opus_nb_8k,VOICE,patch,200,100,0.32999999999999996,0.7664500000000001
phone,CHANNEL,opus_nb_8k,VOICE,fused05,200,100,0.24,0.8293
phone,CHANNEL,opus_nb_8k,VOICE,fused15,200,100,0.24,0.8293
phone,CHANNEL,opus_nb_8k,MUSIC,v18,200,100,0.36,0.7097
phone,CHANNEL,opus_nb_8k,MUSIC,patch,200,100,0.07999999999999999,0.9739000000000001
phone,CHANNEL,opus_nb_8k,MUSIC,fused05,200,100,0.25,0.8525999999999999
phone,CHANNEL,opus_nb_8k,MUSIC,fused15,200,100,0.06999999999999998,0.9602999999999999
phone,CHANNEL,resample8k,FILE,v18,300,175,0.19999999999999998,0.8671085714285713
phone,CHANNEL,resample8k,FILE,patch,300,175,0.16685714285714287,0.8989485714285714
phone,CHANNEL,resample8k,FILE,fused05,300,175,0.16000000000000003,0.9060571428571428
phone,CHANNEL,resample8k,FILE,fused15,300,175,0.12971428571428573,0.9355428571428571
phone,CHANNEL,resample8k,VOICE,v18,200,100,0.050000000000000024,0.9858
phone,CHANNEL,resample8k,VOICE,patch,200,100,0.27,0.7705000000000001
phone,CHANNEL,resample8k,VOICE,fused05,200,100,0.050000000000000024,0.9858
phone,CHANNEL,resample8k,VOICE,fused15,200,100,0.050000000000000024,0.9858
phone,CHANNEL,resample8k,MUSIC,v18,200,100,0.35,0.7378
phone,CHANNEL,resample8k,MUSIC,patch,200,100,0.08999999999999998,0.9656
phone,CHANNEL,resample8k,MUSIC,fused05,200,100,0.24,0.8311
phone,CHANNEL,resample8k,MUSIC,fused15,200,100,0.14,0.9162
phone,CONDITION,simultaneous,FILE,v18,400,300,0.32166666666666666,0.7247000000000001
phone,CONDITION,simultaneous,FILE,patch,400,300,0.18000000000000002,0.8789666666666667
phone,CONDITION,simultaneous,FILE,fused05,400,300,0.26,0.7774333333333333
phone,CONDITION,simultaneous,FILE,fused15,400,300,0.19999999999999998,0.8357
phone,CONDITION,simultaneous,VOICE,v18,400,200,0.21999999999999997,0.877425
phone,CONDITION,simultaneous,VOICE,patch,400,200,0.375,0.6872750000000001
phone,CONDITION,simultaneous,VOICE,fused05,400,200,0.21999999999999997,0.877425
phone,CONDITION,simultaneous,VOICE,fused15,400,200,0.21999999999999997,0.877425
phone,CONDITION,simultaneous,MUSIC,v18,400,200,0.41500000000000004,0.642775
phone,CONDITION,simultaneous,MUSIC,patch,400,200,0.08499999999999999,0.974475
phone,CONDITION,simultaneous,MUSIC,fused05,400,200,0.30500000000000005,0.781875
phone,CONDITION,simultaneous,MUSIC,fused15,400,200,0.15000000000000002,0.9294999999999999
phone,CONDITION,source_disjoint,FILE,v18,400,200,0.255,0.8137
phone,CONDITION,source_disjoint,FILE,patch,400,200,0.07499999999999998,0.964075
phone,CONDITION,source_disjoint,FILE,fused05,400,200,0.17000000000000004,0.8831749999999999
phone,CONDITION,source_disjoint,FILE,fused15,400,200,0.08499999999999999,0.93085
phone,CONDITION,source_disjoint,MUSIC,v18,400,200,0.28,0.77455
phone,CONDITION,source_disjoint,MUSIC,patch,400,200,0.07499999999999998,0.9736374999999999
phone,CONDITION,source_disjoint,MUSIC,fused05,400,200,0.18999999999999997,0.8590249999999999
phone,CONDITION,source_disjoint,MUSIC,fused15,400,200,0.125,0.9294
phone,CONDITION,speech_only,FILE,v18,400,200,0.050000000000000024,0.9914000000000001
phone,CONDITION,speech_only,FILE,patch,400,200,0.235,0.821
phone,CONDITION,speech_only,FILE,fused05,400,200,0.050000000000000024,0.9934499999999999
phone,CONDITION,speech_only,FILE,fused15,400,200,0.03500000000000002,0.995125
phone,CONDITION,speech_only,VOICE,v18,400,200,0.06499999999999997,0.98975
phone,CONDITION,speech_only,VOICE,patch,400,200,0.22499999999999998,0.83335
phone,CONDITION,speech_only,VOICE,fused05,400,200,0.06499999999999997,0.98975
phone,CONDITION,speech_only,VOICE,fused15,400,200,0.06499999999999997,0.98975
phone,SOURCE_DATASET,asvspoof_voice_v1,FILE,v18,400,200,0.050000000000000024,0.9914000000000001
phone,SOURCE_DATASET,asvspoof_voice_v1,FILE,patch,400,200,0.235,0.821
phone,SOURCE_DATASET,asvspoof_voice_v1,FILE,fused05,400,200,0.050000000000000024,0.9934499999999999
phone,SOURCE_DATASET,asvspoof_voice_v1,FILE,fused15,400,200,0.03500000000000002,0.995125
phone,SOURCE_DATASET,asvspoof_voice_v1,VOICE,v18,400,200,0.06499999999999997,0.98975
phone,SOURCE_DATASET,asvspoof_voice_v1,VOICE,patch,400,200,0.22499999999999998,0.83335
phone,SOURCE_DATASET,asvspoof_voice_v1,VOICE,fused05,400,200,0.06499999999999997,0.98975
phone,SOURCE_DATASET,asvspoof_voice_v1,VOICE,fused15,400,200,0.06499999999999997,0.98975
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,FILE,v18,400,300,0.32166666666666666,0.7247000000000001
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,FILE,patch,400,300,0.18000000000000002,0.8789666666666667
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,FILE,fused05,400,300,0.26,0.7774333333333333
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,FILE,fused15,400,300,0.19999999999999998,0.8357
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,VOICE,v18,400,200,0.21999999999999997,0.877425
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,VOICE,patch,400,200,0.375,0.6872750000000001
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,VOICE,fused05,400,200,0.21999999999999997,0.877425
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,VOICE,fused15,400,200,0.21999999999999997,0.877425
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,MUSIC,v18,400,200,0.41500000000000004,0.642775
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,MUSIC,patch,400,200,0.08499999999999999,0.974475
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,MUSIC,fused05,400,200,0.30500000000000005,0.781875
phone,SOURCE_DATASET,source_disjoint_mixed_equal_v1,MUSIC,fused15,400,200,0.15000000000000002,0.9294999999999999
phone,SOURCE_DATASET,source_disjoint_music_v1,FILE,v18,400,200,0.255,0.8137
phone,SOURCE_DATASET,source_disjoint_music_v1,FILE,patch,400,200,0.07499999999999998,0.964075
phone,SOURCE_DATASET,source_disjoint_music_v1,FILE,fused05,400,200,0.17000000000000004,0.8831749999999999
phone,SOURCE_DATASET,source_disjoint_music_v1,FILE,fused15,400,200,0.08499999999999999,0.93085
phone,SOURCE_DATASET,source_disjoint_music_v1,MUSIC,v18,400,200,0.28,0.77455
phone,SOURCE_DATASET,source_disjoint_music_v1,MUSIC,patch,400,200,0.07499999999999998,0.9736374999999999
phone,SOURCE_DATASET,source_disjoint_music_v1,MUSIC,fused05,400,200,0.18999999999999997,0.8590249999999999
phone,SOURCE_DATASET,source_disjoint_music_v1,MUSIC,fused15,400,200,0.125,0.9294
phone,SNR_DB,-6.0,FILE,v18,144,108,0.38888888888888884,0.6363168724279835
phone,SNR_DB,-6.0,FILE,patch,144,108,0.22685185185185186,0.8289609053497942
phone,SNR_DB,-6.0,FILE,fused05,144,108,0.33333333333333337,0.6939300411522634
phone,SNR_DB,-6.0,FILE,fused15,144,108,0.2777777777777778,0.7659465020576132
phone,SNR_DB,-6.0,VOICE,v18,144,72,0.3194444444444444,0.7424768518518519
phone,SNR_DB,-6.0,VOICE,patch,144,72,0.4305555555555556,0.6309799382716049
phone,SNR_DB,-6.0,VOICE,fused05,144,72,0.3194444444444444,0.7424768518518519
phone,SNR_DB,-6.0,VOICE,fused15,144,72,0.3194444444444444,0.7424768518518519
phone,SNR_DB,-6.0,MUSIC,v18,144,72,0.33333333333333337,0.7158564814814814
phone,SNR_DB,-6.0,MUSIC,patch,144,72,0.041666666666666644,0.9927662037037037
phone,SNR_DB,-6.0,MUSIC,fused05,144,72,0.23611111111111113,0.8530092592592593
phone,SNR_DB,-6.0,MUSIC,fused15,144,72,0.09722222222222221,0.9635416666666666
phone,SNR_DB,0.0,FILE,v18,128,96,0.28125,0.783203125
phone,SNR_DB,0.0,FILE,patch,128,96,0.21875,0.8639322916666666
phone,SNR_DB,0.0,FILE,fused05,128,96,0.19270833333333331,0.8323567708333334
phone,SNR_DB,0.0,FILE,fused15,128,96,0.15104166666666669,0.8902994791666667
phone,SNR_DB,0.0,VOICE,v18,128,64,0.15625,0.933349609375
phone,SNR_DB,0.0,VOICE,patch,128,64,0.296875,0.7646484375
phone,SNR_DB,0.0,VOICE,fused05,128,64,0.15625,0.933349609375
phone,SNR_DB,0.0,VOICE,fused15,128,64,0.15625,0.933349609375
phone,SNR_DB,0.0,MUSIC,v18,128,64,0.484375,0.56884765625
phone,SNR_DB,0.0,MUSIC,patch,128,64,0.0625,0.983154296875
phone,SNR_DB,0.0,MUSIC,fused05,128,64,0.34375,0.72607421875
phone,SNR_DB,0.0,MUSIC,fused15,128,64,0.15625,0.901123046875
phone,SNR_DB,6.0,FILE,v18,128,96,0.28125,0.7734375
phone,SNR_DB,6.0,FILE,patch,128,96,0.125,0.9508463541666667
phone,SNR_DB,6.0,FILE,fused05,128,96,0.22395833333333331,0.8317057291666666
phone,SNR_DB,6.0,FILE,fused15,128,96,0.21875,0.8841145833333333
phone,SNR_DB,6.0,VOICE,v18,128,64,0.15625,0.9365234375
phone,SNR_DB,6.0,VOICE,patch,128,64,0.34375,0.6669921875
phone,SNR_DB,6.0,VOICE,fused05,128,64,0.15625,0.9365234375
phone,SNR_DB,6.0,VOICE,fused15,128,64,0.15625,0.9365234375
phone,SNR_DB,6.0,MUSIC,v18,128,64,0.453125,0.632568359375
phone,SNR_DB,6.0,MUSIC,patch,128,64,0.140625,0.941162109375
phone,SNR_DB,6.0,MUSIC,fused05,128,64,0.3125,0.759033203125
phone,SNR_DB,6.0,MUSIC,fused15,128,64,0.171875,0.91015625
phone,SNR_DB,nan,FILE,v18,800,400,0.21999999999999997,0.86879375
phone,SNR_DB,nan,FILE,patch,800,400,0.15500000000000003,0.90729375
phone,SNR_DB,nan,FILE,fused05,800,400,0.18000000000000002,0.8961062499999999
phone,SNR_DB,nan,FILE,fused15,800,400,0.12749999999999997,0.9274749999999999
phone,SNR_DB,nan,VOICE,v18,400,200,0.06499999999999997,0.98975
phone,SNR_DB,nan,VOICE,patch,400,200,0.22499999999999998,0.83335
phone,SNR_DB,nan,VOICE,fused05,400,200,0.06499999999999997,0.98975
phone,SNR_DB,nan,VOICE,fused15,400,200,0.06499999999999997,0.98975
phone,SNR_DB,nan,MUSIC,v18,400,200,0.28,0.77455
phone,SNR_DB,nan,MUSIC,patch,400,200,0.07499999999999998,0.9736374999999999
phone,SNR_DB,nan,MUSIC,fused05,400,200,0.18999999999999997,0.8590249999999999
phone,SNR_DB,nan,MUSIC,fused15,400,200,0.125,0.9294
yue,MIX_MODE,concurrent,FILE,v18,32,24,0.3541666666666667,0.703125
yue,MIX_MODE,concurrent,FILE,patch,32,24,0.3541666666666667,0.7291666666666666
yue,MIX_MODE,concurrent,FILE,fused05,32,24,0.3541666666666667,0.7135416666666666
yue,MIX_MODE,concurrent,FILE,fused15,32,24,0.3541666666666667,0.765625
yue,MIX_MODE,concurrent,VOICE,v18,32,16,0.25,0.85546875
yue,MIX_MODE,concurrent,VOICE,patch,32,16,0.5,0.54296875
yue,MIX_MODE,concurrent,VOICE,fused05,32,16,0.25,0.85546875
yue,MIX_MODE,concurrent,VOICE,fused15,32,16,0.25,0.85546875
yue,MIX_MODE,concurrent,MUSIC,v18,32,16,0.375,0.734375
yue,MIX_MODE,concurrent,MUSIC,patch,32,16,0.25,0.7734375
yue,MIX_MODE,concurrent,MUSIC,fused05,32,16,0.3125,0.75
yue,MIX_MODE,concurrent,MUSIC,fused15,32,16,0.25,0.80859375
yue,MIX_MODE,music_only,FILE,v18,16,8,0.0,1.0
yue,MIX_MODE,music_only,FILE,patch,16,8,0.0,1.0
yue,MIX_MODE,music_only,FILE,fused05,16,8,0.0,1.0
yue,MIX_MODE,music_only,FILE,fused15,16,8,0.0,1.0
yue,MIX_MODE,music_only,MUSIC,v18,16,8,0.0,1.0
yue,MIX_MODE,music_only,MUSIC,patch,16,8,0.0,1.0
yue,MIX_MODE,music_only,MUSIC,fused05,16,8,0.0,1.0
yue,MIX_MODE,music_only,MUSIC,fused15,16,8,0.0,1.0
yue,MIX_MODE,native_yue_vocal,MUSIC,v18,12,6,0.0,1.0
yue,MIX_MODE,native_yue_vocal,MUSIC,patch,12,6,0.0,1.0
yue,MIX_MODE,native_yue_vocal,MUSIC,fused05,12,6,0.0,1.0
yue,MIX_MODE,native_yue_vocal,MUSIC,fused15,12,6,0.0,1.0
yue,MIX_MODE,partial_overlap,FILE,v18,32,24,0.125,0.9479166666666667
yue,MIX_MODE,partial_overlap,FILE,patch,32,24,0.020833333333333315,0.9895833333333334
yue,MIX_MODE,partial_overlap,FILE,fused05,32,24,0.125,0.9479166666666667
yue,MIX_MODE,partial_overlap,FILE,fused15,32,24,0.10416666666666669,0.9739583333333333
yue,MIX_MODE,partial_overlap,VOICE,v18,32,16,0.0,1.0
yue,MIX_MODE,partial_overlap,VOICE,patch,32,16,0.1875,0.875
yue,MIX_MODE,partial_overlap,VOICE,fused05,32,16,0.0,1.0
yue,MIX_MODE,partial_overlap,VOICE,fused15,32,16,0.0,1.0
yue,MIX_MODE,partial_overlap,MUSIC,v18,32,16,0.125,0.92578125
yue,MIX_MODE,partial_overlap,MUSIC,patch,32,16,0.125,0.97265625
yue,MIX_MODE,partial_overlap,MUSIC,fused05,32,16,0.125,0.9453125
yue,MIX_MODE,partial_overlap,MUSIC,fused15,32,16,0.0625,0.96484375
yue,MIX_MODE,sequential,FILE,v18,32,24,0.020833333333333315,0.984375
yue,MIX_MODE,sequential,FILE,patch,32,24,0.22916666666666669,0.890625
yue,MIX_MODE,sequential,FILE,fused05,32,24,0.10416666666666669,0.984375
yue,MIX_MODE,sequential,FILE,fused15,32,24,0.10416666666666669,0.984375
yue,MIX_MODE,sequential,VOICE,v18,32,16,0.0625,0.984375
yue,MIX_MODE,sequential,VOICE,patch,32,16,0.25,0.89453125
yue,MIX_MODE,sequential,VOICE,fused05,32,16,0.0625,0.984375
yue,MIX_MODE,sequential,VOICE,fused15,32,16,0.0625,0.984375
yue,MIX_MODE,sequential,MUSIC,v18,32,16,0.0625,0.95703125
yue,MIX_MODE,sequential,MUSIC,patch,32,16,0.125,0.96875
yue,MIX_MODE,sequential,MUSIC,fused05,32,16,0.0625,0.9765625
yue,MIX_MODE,sequential,MUSIC,fused15,32,16,0.0625,0.9921875
yue,CONDITION,clean_separator_free,FILE,v18,124,92,0.1861413043478261,0.867866847826087
yue,CONDITION,clean_separator_free,FILE,patch,124,92,0.21807065217391303,0.8481657608695653
yue,CONDITION,clean_separator_free,FILE,fused05,124,92,0.15421195652173914,0.8709239130434783
yue,CONDITION,clean_separator_free,FILE,fused15,124,92,0.15421195652173914,0.8848505434782609
yue,CONDITION,clean_separator_free,VOICE,v18,108,60,0.10208333333333333,0.9246527777777777
yue,CONDITION,clean_separator_free,VOICE,patch,108,60,0.41666666666666663,0.6354166666666665
yue,CONDITION,clean_separator_free,VOICE,fused05,108,60,0.10208333333333333,0.9246527777777777
yue,CONDITION,clean_separator_free,VOICE,fused15,108,60,0.10208333333333333,0.9246527777777777
yue,CONDITION,clean_separator_free,MUSIC,v18,124,62,0.19354838709677422,0.8563995837669094
yue,CONDITION,clean_separator_free,MUSIC,patch,124,62,0.20967741935483875,0.9016649323621228
yue,CONDITION,clean_separator_free,MUSIC,fused05,124,62,0.17741935483870966,0.8704474505723204
yue,CONDITION,clean_separator_free,MUSIC,fused15,124,62,0.17741935483870966,0.8975026014568158
