MODEL,CHANNEL,TASK,PARENTS,POSITIVE_PARENTS,NEGATIVE_PARENTS,PAIRS,CLEAN_EER,CHANNEL_EER,CLEAN_PAIR_ERROR,CHANNEL_PAIR_ERROR,CORRECT_TO_INCORRECT,INCORRECT_TO_CORRECT,CLEAN_TIES,CHANNEL_TIES,RANK_STATE_FLIPS,MEAN_SCORE_DELTA,MEAN_SIGNED_DELTA,MEAN_PAIR_MARGIN_DELTA
anchor,g711_ulaw,FILE,48,36,12,432,0.08333333333333334,0.25,0.05555555555555558,0.13657407407407407,38,3,0,0,41,-0.04531713663125,-0.03570463560625,-0.034789512775
anchor,g711_ulaw,VOICE,48,24,24,576,0.041666666666666644,0.041666666666666644,0.01388888888888884,0.00868055555555558,5,8,0,0,13,0.0036716198750000087,-0.04258870069999999,-0.08517740139999999
anchor,g711_ulaw,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.13020833333333337,59,10,0,0,69,-0.25393634531250003,-0.11885169635833333,-0.23770339271666666
anchor,g722_wb,FILE,48,36,12,432,0.08333333333333334,0.09722222222222224,0.05555555555555558,0.06944444444444442,11,5,0,0,16,0.01652876976458333,-0.013077010039583337,-0.056910386458333344
anchor,g722_wb,VOICE,48,24,24,576,0.041666666666666644,0.041666666666666644,0.01388888888888884,0.0017361111111111605,0,7,0,0,7,0.008019273697916668,-0.013911330518749996,-0.027822661037499988
anchor,g722_wb,MUSIC,48,24,24,576,0.16666666666666663,0.125,0.04513888888888884,0.03819444444444442,2,6,0,0,8,-0.006464892789583333,0.007027097860416664,0.014054195720833322
anchor,opus_nb_8k,FILE,48,36,12,432,0.08333333333333334,0.41666666666666663,0.05555555555555558,0.2847222222222222,106,7,0,0,113,0.02753270831874999,-0.07941162326875,-0.248474606475
anchor,opus_nb_8k,VOICE,48,24,24,576,0.041666666666666644,0.20833333333333337,0.01388888888888884,0.1840277777777778,101,3,0,0,104,0.14896624422291668,-0.21755670873958333,-0.4351134174791666
anchor,opus_nb_8k,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.13194444444444442,60,10,0,0,70,-0.17326968867708334,-0.13106843011875,-0.26213686023750005
anchor,transcode_g711_opus,FILE,48,36,12,432,0.08333333333333334,0.2638888888888889,0.05555555555555558,0.27083333333333337,102,9,0,0,111,0.02318523636041667,-0.07884602225625,-0.24116970783055558
anchor,transcode_g711_opus,VOICE,48,24,24,576,0.041666666666666644,0.25,0.01388888888888884,0.2065972222222222,111,0,0,0,111,0.15153094497291666,-0.22937766856041666,-0.4587553371208334
anchor,transcode_g711_opus,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.14930555555555558,70,10,0,0,80,-0.16825766703541667,-0.14351231674375,-0.2870246334875
voice_mil_v53,g711_ulaw,FILE,48,36,12,432,0.08333333333333334,0.25,0.05555555555555558,0.13657407407407407,38,3,0,0,41,-0.04531713663125,-0.03570463560625,-0.034789512775
voice_mil_v53,g711_ulaw,VOICE,48,24,24,576,0.041666666666666644,0.041666666666666644,0.00868055555555558,0.015625,9,5,0,0,14,0.021123772250034364,-0.046478613540920054,-0.09295722708184011
voice_mil_v53,g711_ulaw,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.13020833333333337,59,10,0,0,69,-0.25393634531250003,-0.11885169635833333,-0.23770339271666666
voice_mil_v53,g722_wb,FILE,48,36,12,432,0.08333333333333334,0.09722222222222224,0.05555555555555558,0.06944444444444442,11,5,0,0,16,0.01652876976458333,-0.013077010039583337,-0.056910386458333344
voice_mil_v53,g722_wb,VOICE,48,24,24,576,0.041666666666666644,0.041666666666666644,0.00868055555555558,0.00347222222222221,1,4,0,0,5,0.015697402384336503,-0.01822048365875606,-0.036440967317512125
voice_mil_v53,g722_wb,MUSIC,48,24,24,576,0.16666666666666663,0.125,0.04513888888888884,0.03819444444444442,2,6,0,0,8,-0.006464892789583333,0.007027097860416664,0.014054195720833322
voice_mil_v53,opus_nb_8k,FILE,48,36,12,432,0.08333333333333334,0.41666666666666663,0.05555555555555558,0.2847222222222222,106,7,0,0,113,0.02753270831874999,-0.07941162326875,-0.248474606475
voice_mil_v53,opus_nb_8k,VOICE,48,24,24,576,0.041666666666666644,0.25,0.00868055555555558,0.19444444444444442,108,1,0,0,109,0.11995777915456862,-0.2015139089801319,-0.4030278179602639
voice_mil_v53,opus_nb_8k,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.13194444444444442,60,10,0,0,70,-0.17326968867708334,-0.13106843011875,-0.26213686023750005
voice_mil_v53,transcode_g711_opus,FILE,48,36,12,432,0.08333333333333334,0.2638888888888889,0.05555555555555558,0.27083333333333337,102,9,0,0,111,0.02318523636041667,-0.07884602225625,-0.24116970783055558
voice_mil_v53,transcode_g711_opus,VOICE,48,24,24,576,0.041666666666666644,0.29166666666666663,0.00868055555555558,0.22048611111111116,122,0,0,0,122,0.11704915816283568,-0.20713930808288983,-0.4142786161657797
voice_mil_v53,transcode_g711_opus,MUSIC,48,24,24,576,0.16666666666666663,0.20833333333333337,0.04513888888888884,0.14930555555555558,70,10,0,0,80,-0.16825766703541667,-0.14351231674375,-0.2870246334875
