ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
yue_000_music_real,0.0945588161886525,0.9221453941436352,0.0545395704755485,0.0191921033,0.9332732558
yue_000_music_fake,0.7829699546569153,0.5633949526178834,0.7726290875213349,0.0267653242,0.7624858022
yue_000_concurrent_v0_m0,0.23740497217622578,0.8918201705068219,0.09432595096764772,0.5403392315,0.799308002
yue_000_concurrent_v1_m0,0.15663710505616266,0.9993767684680702,0.08439180213263603,0.6796685457,0.835570395
yue_000_concurrent_v0_m1,0.833153140008123,0.8727254622625886,0.046069362544422204,0.8384611011,0.8653297424
yue_000_concurrent_v1_m1,0.9913357441529984,0.9918973809732695,0.17551069757698173,0.822401762,0.8536097407
yue_000_partial_overlap_v0_m0,0.6069444137926387,0.7126356427797157,0.3970031866364246,0.8211165667,0.9277127981
yue_000_partial_overlap_v1_m0,0.9859937647530639,0.9899146856807566,0.5632924355455683,0.8079230189,0.9204823375
yue_000_partial_overlap_v0_m1,0.5409413587952288,0.4616336339254387,0.4407375310600764,0.8894128799,0.8486981392
yue_000_partial_overlap_v1_m1,0.9619518654829895,0.965405362372839,0.7673155856850187,0.8723022342,0.8021512032
yue_000_sequential_v0_m0,0.629839176405179,0.6637681037520008,0.2992490147249974,0.8653355837,0.9381827116
yue_000_sequential_v1_m0,0.9694004948175907,0.9898306228289135,0.5270008590448164,0.8354840875,0.9364717603
yue_000_sequential_v0_m1,0.822061900696268,0.18045490357253843,0.7581232101775403,0.8596439958,0.8265473843
yue_000_sequential_v1_m1,0.9393733477259072,0.8943176563414358,0.8580715921635439,0.8625023961,0.7308998108
yue_000_native_vocal_real_music,0.6116326592141097,0.9521961716956067,0.4716762662527074,0.1345920265,0.9280366898
yue_000_native_vocal_fake_music,0.8044033815340159,0.9088776431740077,0.7723023838840474,0.2288462371,0.8379743099
yue_001_music_real,0.14608888339958256,0.22118013843810255,0.03186894604099425,0.0305294935,0.3316148818
yue_001_music_fake,0.9380317135863053,0.8317513200552062,0.9269359351547505,0.0229316,0.5792899728
yue_001_concurrent_v0_m0,0.49060715953186973,0.5399819569376964,0.19317291717745952,0.7329149842,0.7957020998
yue_001_concurrent_v1_m0,0.3257604070269425,0.9936330049430055,0.11112012504032252,0.6448981166,0.7501705289
yue_001_concurrent_v0_m1,0.20989007195383963,0.01365872493675885,0.26974059092243025,0.8295103312,0.7276319265
yue_001_concurrent_v1_m1,0.9725909469826095,0.9978520017508172,0.7185340821769178,0.7131509781,0.7095922828
yue_001_partial_overlap_v0_m0,0.47288467111019045,0.48636137619634323,0.20554818413745005,0.8666638136,0.79010427
yue_001_partial_overlap_v1_m0,0.9369986373552746,0.9359450356658977,0.3949134536677266,0.8327677846,0.7008349299
yue_001_partial_overlap_v0_m1,0.6177193607286711,0.46131831322372374,0.5836604124824976,0.8589490652,0.5746535063
yue_001_partial_overlap_v1_m1,0.9808801954414719,0.9715838065583065,0.9090702230685065,0.8345456719,0.5617835522
yue_001_sequential_v0_m0,0.3583948058287517,0.4257857697830089,0.20149208337750688,0.8282145262,0.4272185564
yue_001_sequential_v1_m0,0.8899209627633052,0.9062036035171926,0.2263053092302472,0.8321882486,0.3625602126
yue_001_sequential_v0_m1,0.828040675342691,0.50659086617737,0.7617364258939534,0.8593736887,0.4791094661
yue_001_sequential_v1_m1,0.9925139942629302,0.9830245611240145,0.7962068648143622,0.8327789903,0.5927594304
yue_001_native_vocal_real_music,0.6846789654056881,0.9062872037908707,0.43009362094309556,0.1582334638,0.5520893335
yue_001_native_vocal_fake_music,0.9430304374357488,0.9309913372595857,0.9334944470447608,0.1343683451,0.7836008072
yue_002_music_real,0.40398979881218955,0.8704658826530286,0.23137655087592862,0.0892433673,0.9036827087
yue_002_music_fake,0.7693477690829139,0.4720542153584819,0.749009488376747,0.0229006633,0.77536273
yue_002_concurrent_v0_m0,0.39329098830016507,0.07365148406184371,0.20131473387618326,0.862418294,0.8968608975
yue_002_concurrent_v1_m0,0.39378477195580036,0.8279570467840794,0.1950447211502015,0.6695441008,0.878610611
yue_002_concurrent_v0_m1,0.5553754834884013,0.4682092795593701,0.16983359559777114,0.8333665729,0.8988723159
yue_002_concurrent_v1_m1,0.19064159317851723,0.995801909776762,0.09066562131662285,0.6800826192,0.823266089
yue_002_partial_overlap_v0_m0,0.3808042717847458,0.37755668535866793,0.263138386464482,0.8824287057,0.8452506661
yue_002_partial_overlap_v1_m0,0.7801316926250832,0.8987561781805891,0.3578191449493422,0.8417316675,0.8474943042
yue_002_partial_overlap_v0_m1,0.6860436216601319,0.4579224261677885,0.6486401934667008,0.8017346263,0.7970314622
yue_002_partial_overlap_v1_m1,0.9443255266937379,0.9291678724488404,0.5987755883359828,0.8511767983,0.73559165
yue_002_sequential_v0_m0,0.5285342929643931,0.5533707621455447,0.3840859919966162,0.8920571208,0.8436847329
yue_002_sequential_v1_m0,0.9031984703243602,0.9953559278963192,0.40679052803848353,0.859118104,0.8335356712
yue_002_sequential_v0_m1,0.7695352685432837,0.25550857500117685,0.7873841934994401,0.881875813,0.7686407566
yue_002_sequential_v1_m1,0.9234722304446173,0.8687019124100652,0.7706345521946908,0.8661986589,0.7349910736
yue_003_music_real,0.10073303891561942,0.11812867281562364,0.05936750253668969,0.1618533134,0.9120861888
yue_003_music_fake,0.8230369256931769,0.950423842789581,0.8128781837295077,0.0217360314,0.6509529352
yue_003_concurrent_v0_m0,0.18357289598533993,0.02215859084052428,0.04399689951735723,0.6282625198,0.878240943
yue_003_concurrent_v1_m0,0.2594839729793694,0.16163322154271348,0.18402283241854284,0.1742729545,0.8402609229
yue_003_concurrent_v0_m1,0.6037734536518533,0.09497085190719612,0.6534911263923768,0.7912551761,0.8472141027
yue_003_concurrent_v1_m1,0.7278449342915041,0.8693292524477898,0.7005777354331353,0.6789271832,0.7315917611
yue_003_partial_overlap_v0_m0,0.33307319531242174,0.014454379532110286,0.24969864612801473,0.8742207289,0.8799260855
yue_003_partial_overlap_v1_m0,0.7157261724605405,0.787037595178359,0.5759565398299125,0.4588930011,0.8205284476
yue_003_partial_overlap_v0_m1,0.839404000052822,0.6606522911102045,0.62081318371977,0.8573770523,0.7500470281
yue_003_partial_overlap_v1_m1,0.9946344363805324,0.9771354228141155,0.9330623235576795,0.393597275,0.3097707629
yue_003_sequential_v0_m0,0.37123549975400866,0.0585767038104595,0.27769416793574325,0.8051406145,0.8918325305
yue_003_sequential_v1_m0,0.5809460217451756,0.7310275254036049,0.5532396881072214,0.680623889,0.874766171
yue_003_sequential_v0_m1,0.9348301481250041,0.7500998786069841,0.7905710888933355,0.8949502707,0.6765983701
yue_003_sequential_v1_m1,0.8839442682966046,0.9371029356509475,0.8803285983594599,0.487149328,0.6392326951
yue_003_native_vocal_real_music,0.09699675386772999,0.08037305890450139,0.05439559379695358,0.2642498612,0.9066929221
yue_003_native_vocal_fake_music,0.9404617148496864,0.9931237456762902,0.9382338744568361,0.1245657578,0.7203577757
yue_004_music_real,0.34331825394378,0.7205923235301844,0.20090076162379278,0.0492422916,0.9585790634
yue_004_music_fake,0.9245498365527303,0.7665658751267306,0.9242814848041446,0.0184358992,0.7139784694
yue_004_concurrent_v0_m0,0.333902803579532,0.00106798616753193,0.12285596402024698,0.8998963833,0.9557609558
yue_004_concurrent_v1_m0,0.698949302661689,0.8689305450684831,0.008066207382484526,0.8264581561,0.9106492996
yue_004_concurrent_v0_m1,0.8427913886690575,0.7233494459251476,0.4994315047184244,0.7810194492,0.4524582326
yue_004_concurrent_v1_m1,0.9881146082225489,0.9995359933155714,0.44116876619866296,0.7548530698,0.841886878
