ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
sdxeq_0000__phonefact_resample8k,0.010806491431016979,0.03389392481256882,0.0015326244465091547,0.5323446393,0.9110135436
sdxeq_0000__phonefact_g711_ulaw,0.09151307877881051,0.0033135381297082316,0.005693290786352716,0.241244778,0.9061893821
sdxeq_0000__phonefact_g726_24k,0.03050866392220724,0.0017943839053483767,0.006711993640238837,0.1500979513,0.8862662315
sdxeq_0000__phonefact_opus_nb_8k,0.23978696826898985,0.6215510251119801,0.1132985083500752,0.3116358519,0.6087170839
sdxeq_0001__phonefact_resample8k,0.04377419458509483,0.0017278942973495584,0.002310002883104208,0.23558788,0.8659823537
sdxeq_0001__phonefact_g711_ulaw,0.1490142158888433,0.002089657906764662,0.0020699172955440637,0.242637068,0.8605758548
sdxeq_0001__phonefact_g726_24k,0.11557405631333488,0.002613285848100264,0.006432188069149466,0.2765360475,0.8852334023
sdxeq_0001__phonefact_opus_nb_8k,0.3914302278441944,0.13163895904333855,0.35371376103804486,0.5885133743,0.9230715036
sdxeq_0002__phonefact_resample8k,0.21619020562083374,0.0005418251937154441,0.1865719912009396,0.8903000355,0.8782942891
sdxeq_0002__phonefact_g711_ulaw,0.2308949785031632,0.0021583434781219176,0.08636067459509765,0.8634935021,0.8760774732
sdxeq_0002__phonefact_g726_24k,0.36894404408107745,0.002502352359209114,0.2039368590476778,0.88853544,0.8892965317
sdxeq_0002__phonefact_opus_nb_8k,0.836865139206772,0.7558235313304709,0.2615213806771137,0.8874368668,0.8468379378
sdxeq_0003__phonefact_resample8k,0.2640627872130213,0.0006140696119794233,0.22848783649476045,0.7684936523,0.8873010278
sdxeq_0003__phonefact_g711_ulaw,0.4801365897501745,0.002512690873312773,0.3853664514301071,0.7383102775,0.8356904984
sdxeq_0003__phonefact_g726_24k,0.418768013193292,0.006990149648793931,0.3551091029891272,0.7094259262,0.8072729111
sdxeq_0003__phonefact_opus_nb_8k,0.4084059974899167,0.9843201204125982,0.3246522620912297,0.6572563052,0.6670254469
sdxeq_0004__phonefact_resample8k,0.08691734569210041,0.007703186043306179,0.0031824570522243903,0.397341162,0.867120862
sdxeq_0004__phonefact_g711_ulaw,0.13177515713868795,0.10871061402564423,0.00259765170232202,0.2718406618,0.907489121
sdxeq_0004__phonefact_g726_24k,0.2884204461211752,0.038664006975310444,0.07880703726708714,0.3976961374,0.8888418078
sdxeq_0004__phonefact_opus_nb_8k,0.1944480589354074,0.9377157728535489,0.13833888812873718,0.371573478,0.9009535313
sdxeq_0005__phonefact_resample8k,0.08962983764696704,0.00085369994052095,0.007828159822563317,0.6807053089,0.7717582583
sdxeq_0005__phonefact_g711_ulaw,0.15430209409393766,0.0016690496918448999,0.021451669663984797,0.8126754165,0.7006671429
sdxeq_0005__phonefact_g726_24k,0.1472225400095551,0.002350166031283842,0.023019846980078997,0.7785265446,0.7742677927
sdxeq_0005__phonefact_opus_nb_8k,0.9767345154226731,0.9664509255779282,0.460834851358484,0.8254731894,0.061085023
sdxeq_0006__phonefact_resample8k,0.0048504472112040516,0.004672876773716472,0.0027341112327873064,0.523178339,0.8801502585
sdxeq_0006__phonefact_g711_ulaw,0.06548321343652894,0.005225508986941751,0.005269768582404753,0.7033064961,0.8618717194
sdxeq_0006__phonefact_g726_24k,0.017139788606301495,0.004082395867017603,0.006303298130825331,0.7815509439,0.9144926071
sdxeq_0006__phonefact_opus_nb_8k,0.870364818860936,0.881463898807605,0.10258043753503837,0.7658407092,0.3483552635
sdxeq_0007__phonefact_resample8k,0.1931972259312497,0.005829646783157763,0.15299585100288396,0.8336607814,0.8610993624
sdxeq_0007__phonefact_g711_ulaw,0.25687498233274797,0.018888899069854186,0.1310573044155714,0.8067709208,0.8021230698
sdxeq_0007__phonefact_g726_24k,0.5316083487654273,0.003218264064197295,0.4022907956890302,0.8181987405,0.7341220379
sdxeq_0007__phonefact_opus_nb_8k,0.9261874284398106,0.8293338747498838,0.18259080241013834,0.8297860026,0.794288218
sdxeq_0008__phonefact_resample8k,0.0070698138013832795,0.002703419683675395,0.004988330409574286,0.8399495482,0.9113600254
sdxeq_0008__phonefact_g711_ulaw,0.06803061630931642,0.003930006662544134,0.0031020688449070783,0.872484982,0.9276991487
sdxeq_0008__phonefact_g726_24k,0.03212920674261265,0.0074549255086953856,0.01065751459176697,0.8305664062,0.9002497196
sdxeq_0008__phonefact_opus_nb_8k,0.8389371979726044,0.8881695439813796,0.3869805402705457,0.8871469498,0.444526881
sdxeq_0009__phonefact_resample8k,0.5572024948151196,0.4449928345163838,0.21305867681176444,0.7083550096,0.8883474469
sdxeq_0009__phonefact_g711_ulaw,0.47823876409842153,0.7934008768149182,0.15831037791321512,0.6488075256,0.8709722161
sdxeq_0009__phonefact_g726_24k,0.3117114593185231,0.8969223637416642,0.047539117588055756,0.6830340028,0.8679789901
sdxeq_0009__phonefact_opus_nb_8k,0.16471994481965166,0.9688620343079358,0.10674438167940507,0.5560306311,0.7975686193
sdxeq_0010__phonefact_resample8k,0.42559479658384414,0.004502244117791291,0.41617310317821926,0.7912428379,0.8280761838
sdxeq_0010__phonefact_g711_ulaw,0.36285373367045054,0.0024403118841740345,0.31779381545818836,0.8555139899,0.8322080374
sdxeq_0010__phonefact_g726_24k,0.33272973702448255,0.005674106972800161,0.3489676698373939,0.8646034002,0.790569365
sdxeq_0010__phonefact_opus_nb_8k,0.8106037935523168,0.8152290150315001,0.534966501165001,0.8581005931,0.7890868783
sdxeq_0011__phonefact_resample8k,0.29712428350464887,0.000502929164088438,0.25239518398350674,0.8221380115,0.8485302329
sdxeq_0011__phonefact_g711_ulaw,0.3652575942940745,0.004953180871531425,0.30994866902518775,0.8194460869,0.8066083789
sdxeq_0011__phonefact_g726_24k,0.27797728749733414,0.003640804955863284,0.2744694996879729,0.8431661725,0.8276768923
sdxeq_0011__phonefact_opus_nb_8k,0.9909405062540071,0.9968385176496599,0.5919586524993127,0.8687505126,0.0475450009
sdxeq_0012__phonefact_resample8k,0.13905991526754055,0.7413395129297072,0.03350801666935873,0.3323013484,0.8770979643
sdxeq_0012__phonefact_g711_ulaw,0.5738279997324913,0.6164047250259781,0.05516104841577618,0.8116400838,0.46257025
sdxeq_0012__phonefact_g726_24k,0.5327625680418944,0.6512890194766069,0.09227907949870665,0.7001323104,0.2678653896
sdxeq_0012__phonefact_opus_nb_8k,0.8463329749829174,0.9487761953614494,0.13677057120815042,0.8055420518,0.1115425229
sdxeq_0013__phonefact_resample8k,0.16774579651812568,0.0004967736851861552,0.429010807235342,0.8163127899,0.0283583198
sdxeq_0013__phonefact_g711_ulaw,0.2523936769775019,0.012858300515654704,0.5052555381095933,0.8679977655,0.0277847815
sdxeq_0013__phonefact_g726_24k,0.24785670019472927,0.003580647371044307,0.5299739116673047,0.796534121,0.0256323479
sdxeq_0013__phonefact_opus_nb_8k,0.8561482213153501,0.7612962765805964,0.6469697236876858,0.8507643342,0.0253227428
sdxeq_0014__phonefact_resample8k,0.24599555791660319,0.0037753175750346334,0.1187252751691779,0.8412558436,0.8535499573
sdxeq_0014__phonefact_g711_ulaw,0.23852054361013905,0.020855974318309684,0.011932751461160638,0.8525978327,0.8428416252
sdxeq_0014__phonefact_g726_24k,0.2556406823955741,0.017825538335003388,0.04980110440369534,0.8640208244,0.8096379042
sdxeq_0014__phonefact_opus_nb_8k,0.9877555828155308,0.9825300985320424,0.1526090696170464,0.8000514507,0.2744961381
sdxeq_0015__phonefact_resample8k,0.15817090927230962,0.010531086399598487,0.09250845469575572,0.2707724571,0.7976157665
sdxeq_0015__phonefact_g711_ulaw,0.20865374428515815,0.15276771657794422,0.01440529554335853,0.6806229353,0.5475111604
sdxeq_0015__phonefact_g726_24k,0.3738496678164821,0.3415122008045864,0.029192140026942558,0.6515268683,0.4501099885
sdxeq_0015__phonefact_opus_nb_8k,0.9800885255967781,0.958202612715661,0.32838862971388655,0.7666333318,0.0855693892
sdxeq_0016__phonefact_resample8k,0.1774386772774806,0.0047042568705368834,0.05313888000380627,0.8112382889,0.8381698132
sdxeq_0016__phonefact_g711_ulaw,0.23926035639814694,0.006693712449601032,0.018813631084027557,0.823055923,0.7901595235
sdxeq_0016__phonefact_g726_24k,0.28912780688558315,0.007635936785751563,0.06719887238795803,0.8142437935,0.8022614717
sdxeq_0016__phonefact_opus_nb_8k,0.9868509429983798,0.9929495448252714,0.12056416811573438,0.8181710243,0.6119058132
sdxeq_0017__phonefact_resample8k,0.12754954241788433,0.055629472989785336,0.0033710641079497832,0.358943224,0.7966586351
sdxeq_0017__phonefact_g711_ulaw,0.1575392131474126,0.02270724842579172,0.002062479229834039,0.3507342041,0.8033408523
sdxeq_0017__phonefact_g726_24k,0.32076798869331685,0.006033840577201099,0.03986189380209866,0.2748198211,0.8145407438
sdxeq_0017__phonefact_opus_nb_8k,0.19022822630674477,0.4588933750189177,0.07955765944995175,0.6234045625,0.7053098083
sdxeq_0018__phonefact_resample8k,0.12766896477717957,0.02234621790651095,0.04586015457573466,0.7766591907,0.8472560644
sdxeq_0018__phonefact_g711_ulaw,0.1926249079801689,0.07481857665969704,0.024869396294538926,0.7702053189,0.8750824928
