ID,HYBRID_FAKE_PROB
sdm_fake_0000,0.10607635974884033
sdm_fake_0001,0.30466654896736145
sdm_fake_0002,0.192525714635849
sdm_fake_0003,0.06213671341538429
sdm_fake_0004,0.06456029415130615
sdm_fake_0005,0.056620221585035324
sdm_fake_0006,0.051679834723472595
sdm_fake_0007,0.12878428399562836
sdm_fake_0008,0.04201074317097664
sdm_fake_0009,0.06998001784086227
sdm_fake_0010,0.04909336939454079
sdm_fake_0011,0.0736827477812767
sdm_fake_0012,0.20257452130317688
sdm_fake_0013,0.3000008463859558
sdm_fake_0014,0.0670396164059639
sdm_fake_0015,0.068793885409832
sdm_fake_0016,0.05141638219356537
sdm_fake_0017,0.06457559019327164
sdm_fake_0018,0.1619359701871872
sdm_fake_0019,0.12206915766000748
sdm_fake_0020,0.08021975308656693
sdm_fake_0021,0.04052972048521042
sdm_fake_0022,0.06390154361724854
sdm_fake_0023,0.07774180918931961
sdm_fake_0024,0.41161251068115234
sdm_fake_0025,0.045614127069711685
sdm_fake_0026,0.064745232462883
sdm_fake_0027,0.19916173815727234
sdm_fake_0028,0.06365923583507538
sdm_fake_0029,0.2623577415943146
sdm_fake_0030,0.06256887316703796
sdm_fake_0031,0.061902884393930435
sdm_fake_0032,0.05179914832115173
sdm_fake_0033,0.9557313323020935
sdm_fake_0034,0.056354764848947525
sdm_fake_0035,0.0419754832983017
sdm_fake_0036,0.08638504147529602
sdm_fake_0037,0.07176993042230606
sdm_fake_0038,0.17070995271205902
sdm_fake_0039,0.0637015700340271
sdm_fake_0040,0.11584556102752686
sdm_fake_0041,0.06533859670162201
sdm_fake_0042,0.06617271900177002
sdm_fake_0043,0.07044017314910889
sdm_fake_0044,0.13443824648857117
sdm_fake_0045,0.05907496064901352
sdm_fake_0046,0.06105668842792511
sdm_fake_0047,0.06249715015292168
sdm_fake_0048,0.09818609058856964
sdm_fake_0049,0.06106996536254883
sdm_fake_0050,0.05807073786854744
sdm_fake_0051,0.10741794854402542
sdm_fake_0052,0.08292471617460251
sdm_fake_0053,0.05617314577102661
sdm_fake_0054,0.05867718905210495
sdm_fake_0055,0.0747532770037651
sdm_fake_0056,0.065381720662117
sdm_fake_0057,0.09990978240966797
sdm_fake_0058,0.05806707963347435
sdm_fake_0059,0.05404110625386238
sdm_fake_0060,0.0608229860663414
sdm_fake_0061,0.11699125915765762
sdm_fake_0062,0.5331518650054932
sdm_fake_0063,0.0912359207868576
sdm_fake_0064,0.10600493848323822
sdm_fake_0065,0.03707508370280266
sdm_fake_0066,0.1117076501250267
sdm_fake_0067,0.08923627436161041
sdm_fake_0068,0.0511440709233284
sdm_fake_0069,0.038379937410354614
sdm_fake_0070,0.5990182161331177
sdm_fake_0071,0.05618327483534813
sdm_fake_0072,0.0704718604683876
sdm_fake_0073,0.04440655559301376
sdm_fake_0074,0.04289235547184944
sdm_fake_0075,0.062750443816185
sdm_fake_0076,0.20693014562129974
