ID,HYBRID_FAKE_PROB
factorial_0000,0.9589998722076416
factorial_0001,0.9575393795967102
factorial_0002,0.9586001038551331
factorial_0003,0.9597018361091614
factorial_0004,0.9587445259094238
factorial_0005,0.957467794418335
factorial_0006,0.957169234752655
factorial_0007,0.9544487595558167
factorial_0008,0.9588887095451355
factorial_0009,0.9588601589202881
factorial_0010,0.9369712471961975
factorial_0011,0.957560122013092
factorial_0012,0.9608942866325378
factorial_0013,0.9589179158210754
factorial_0014,0.9623886942863464
factorial_0015,0.9648427367210388
factorial_0016,0.891793966293335
factorial_0017,0.9502306580543518
factorial_0018,0.9650097489356995
factorial_0019,0.9589362144470215
factorial_0020,0.9586344957351685
factorial_0021,0.9675388336181641
factorial_0022,0.9292299747467041
factorial_0023,0.9558506011962891
factorial_0024,0.9558271765708923
factorial_0025,0.08971719443798065
factorial_0026,0.1438048779964447
factorial_0027,0.9310540556907654
factorial_0028,0.06040089577436447
factorial_0029,0.07911494374275208
factorial_0030,0.2537045478820801
factorial_0031,0.07078777253627777
factorial_0032,0.060511551797389984
factorial_0033,0.9171164035797119
factorial_0034,0.11473327875137329
factorial_0035,0.0898253545165062
factorial_0036,0.19329755008220673
factorial_0037,0.09627905488014221
factorial_0038,0.08418725430965424
factorial_0039,0.9563379287719727
factorial_0040,0.05892382189631462
factorial_0041,0.11939708888530731
factorial_0042,0.08008475601673126
factorial_0043,0.04648289829492569
factorial_0044,0.05367762967944145
factorial_0045,0.8503393530845642
factorial_0046,0.04356805980205536
factorial_0047,0.11444384604692459
factorial_0048,0.23713314533233643
factorial_0049,0.0577775202691555
factorial_0050,0.9587070345878601
factorial_0051,0.9717808961868286
factorial_0052,0.9563512206077576
factorial_0053,0.9612608551979065
factorial_0054,0.9589047431945801
factorial_0055,0.9585556387901306
factorial_0056,0.9573724865913391
factorial_0057,0.9691943526268005
factorial_0058,0.9404235482215881
factorial_0059,0.9589791893959045
factorial_0060,0.9586498737335205
factorial_0061,0.9587210416793823
factorial_0062,0.9589524269104004
factorial_0063,0.9590310454368591
factorial_0064,0.9336974620819092
factorial_0065,0.9586606025695801
factorial_0066,0.9584057331085205
factorial_0067,0.9583994746208191
factorial_0068,0.9674285650253296
factorial_0069,0.963908314704895
factorial_0070,0.8918214440345764
factorial_0071,0.9580931067466736
factorial_0072,0.9586060047149658
factorial_0073,0.9583994746208191
factorial_0074,0.9428990483283997
factorial_0075,0.9538236260414124
factorial_0076,0.08447086811065674
factorial_0077,0.19768443703651428
factorial_0078,0.20825718343257904
factorial_0079,0.04859865829348564
factorial_0080,0.5580374598503113
factorial_0081,0.9412410855293274
factorial_0082,0.0701097697019577
factorial_0083,0.06887095421552658
factorial_0084,0.1773514598608017
factorial_0085,0.041378043591976166
factorial_0086,0.06796728074550629
factorial_0087,0.9481432437896729
factorial_0088,0.04096230864524841
factorial_0089,0.09345757961273193
factorial_0090,0.1755916178226471
factorial_0091,0.04307401180267334
factorial_0092,0.11928141117095947
factorial_0093,0.9483128786087036
factorial_0094,0.25728029012680054
factorial_0095,0.05473358929157257
factorial_0096,0.06399914622306824
factorial_0097,0.09056242555379868
factorial_0098,0.20741409063339233
factorial_0099,0.9587403535842896
factorial_0100,0.08238022774457932
factorial_0101,0.07603085041046143
factorial_0102,0.11483519524335861
factorial_0103,0.2043970376253128
factorial_0104,0.10167622566223145
factorial_0105,0.955100953578949
factorial_0106,0.16646254062652588
factorial_0107,0.1760982722043991
factorial_0108,0.24833926558494568
factorial_0109,0.3353560268878937
factorial_0110,0.17048442363739014
factorial_0111,0.9432304501533508
factorial_0112,0.05473730340600014
factorial_0113,0.06436703354120255
factorial_0114,0.0913369283080101
factorial_0115,0.06714911758899689
factorial_0116,0.10624870657920837
factorial_0117,0.9535428285598755
factorial_0118,0.1787586361169815
factorial_0119,0.2021796554327011
factorial_0120,0.10303482413291931
factorial_0121,0.06419286876916885
factorial_0122,0.07500779628753662
factorial_0123,0.955396831035614
factorial_0124,0.08588749915361404
factorial_0125,0.06973470747470856
factorial_0126,0.16010983288288116
factorial_0127,0.09654697775840759
factorial_0128,0.0969737097620964
factorial_0129,0.9516968131065369
factorial_0130,0.09115026891231537
factorial_0131,0.0925169289112091
factorial_0132,0.14271166920661926
factorial_0133,0.31757551431655884
factorial_0134,0.9540662169456482
factorial_0135,0.9578821659088135
factorial_0136,0.0804426446557045
factorial_0137,0.08317671716213226
factorial_0138,0.12116482853889465
factorial_0139,0.07113859802484512
factorial_0140,0.08973697572946548
factorial_0141,0.9560897350311279
factorial_0142,0.09447431564331055
factorial_0143,0.9524170160293579
factorial_0144,0.9540744423866272
factorial_0145,0.09369836747646332
factorial_0146,0.07750926911830902
factorial_0147,0.9509552121162415
factorial_0148,0.10269436985254288
factorial_0149,0.06883855909109116
factorial_0150,0.09367925673723221
factorial_0151,0.06366580724716187
factorial_0152,0.0786367654800415
factorial_0153,0.9557217955589294
factorial_0154,0.08085678517818451
factorial_0155,0.04976210743188858
factorial_0156,0.12122291326522827
factorial_0157,0.04663044586777687
factorial_0158,0.0683220699429512
factorial_0159,0.9536160826683044
factorial_0160,0.07176803052425385
factorial_0161,0.0643385723233223
factorial_0162,0.07383492588996887
factorial_0163,0.17603550851345062
factorial_0164,0.4649699330329895
factorial_0165,0.9576425552368164
factorial_0166,0.22919420897960663
factorial_0167,0.07330326735973358
factorial_0168,0.09559805691242218
factorial_0169,0.08983997255563736
factorial_0170,0.15813107788562775
factorial_0171,0.9529876708984375
factorial_0172,0.8256550431251526
factorial_0173,0.2219742089509964
factorial_0174,0.2565649747848511
factorial_0175,0.08196169883012772
factorial_0176,0.2061718851327896
factorial_0177,0.9545881152153015
factorial_0178,0.09609740227460861
factorial_0179,0.08356589823961258
factorial_0180,0.16948793828487396
factorial_0181,0.08725418895483017
factorial_0182,0.0968194231390953
factorial_0183,0.9472208619117737
factorial_0184,0.07282977551221848
factorial_0185,0.15608464181423187
factorial_0186,0.06507737934589386
factorial_0187,0.27076563239097595
factorial_0188,0.09423422813415527
factorial_0189,0.955862283706665
factorial_0190,0.08137423545122147
factorial_0191,0.09030758589506149
factorial_0192,0.18192057311534882
factorial_0193,0.0901658684015274
factorial_0194,0.07934170216321945
factorial_0195,0.9485223293304443
factorial_0196,0.09827184677124023
factorial_0197,0.10409555584192276
factorial_0198,0.14102387428283691
factorial_0199,0.08925110101699829
factorial_0200,0.9571642875671387
factorial_0201,0.9457648396492004
factorial_0202,0.07777334004640579
factorial_0203,0.9587676525115967
factorial_0204,0.286972314119339
factorial_0205,0.08685202151536942
factorial_0206,0.0869198590517044
factorial_0207,0.9588761329650879
factorial_0208,0.9397533535957336
factorial_0209,0.955451250076294
factorial_0210,0.956695020198822
factorial_0211,0.05790151655673981
factorial_0212,0.06688524782657623
factorial_0213,0.9528394341468811
factorial_0214,0.9397328495979309
factorial_0215,0.06287115812301636
factorial_0216,0.1538154035806656
factorial_0217,0.9562335014343262
factorial_0218,0.9565686583518982
factorial_0219,0.9533244371414185
factorial_0220,0.9516409039497375
factorial_0221,0.9557036757469177
factorial_0222,0.07349187880754471
factorial_0223,0.11632461100816727
factorial_0224,0.09155260771512985
factorial_0225,0.9673421382904053
factorial_0226,0.07355917990207672
factorial_0227,0.9584426283836365
factorial_0228,0.9590224623680115
factorial_0229,0.9571021795272827
factorial_0230,0.06690267473459244
factorial_0231,0.9603264331817627
factorial_0232,0.05977139249444008
factorial_0233,0.10697048157453537
factorial_0234,0.9588661789894104
factorial_0235,0.9583640098571777
factorial_0236,0.9586656093597412
factorial_0237,0.9503223896026611
factorial_0238,0.05536244809627533
factorial_0239,0.9565076231956482
factorial_0240,0.05106383189558983
factorial_0241,0.07016143947839737
factorial_0242,0.9587162733078003
factorial_0243,0.949446439743042
factorial_0244,0.05697453394532204
factorial_0245,0.08935721963644028
factorial_0246,0.2429220825433731
factorial_0247,0.9574530124664307
factorial_0248,0.9589985609054565
factorial_0249,0.9519412517547607
factorial_0250,0.8578877449035645
factorial_0251,0.9573875665664673
factorial_0252,0.9578107595443726
factorial_0253,0.042083077132701874
factorial_0254,0.9580598473548889
factorial_0255,0.9591723680496216
factorial_0256,0.13372468948364258
factorial_0257,0.9562353491783142
factorial_0258,0.9583848118782043
factorial_0259,0.9579387307167053
factorial_0260,0.209481343626976
factorial_0261,0.9553685784339905
factorial_0262,0.8853334784507751
factorial_0263,0.9583179950714111
factorial_0264,0.627833902835846
factorial_0265,0.05694476515054703
factorial_0266,0.16501140594482422
factorial_0267,0.9586890935897827
factorial_0268,0.10128841549158096
factorial_0269,0.9525898098945618
factorial_0270,0.40119263529777527
factorial_0271,0.0538269579410553
factorial_0272,0.06640446186065674
factorial_0273,0.9399591684341431
factorial_0274,0.9376019239425659
factorial_0275,0.18776367604732513
factorial_0276,0.9577344059944153
factorial_0277,0.051256533712148666
factorial_0278,0.9581411480903625
factorial_0279,0.9640362858772278
factorial_0280,0.9362829327583313
factorial_0281,0.9589037299156189
factorial_0282,0.9585615396499634
factorial_0283,0.9588068723678589
factorial_0284,0.05569322779774666
factorial_0285,0.9473848938941956
factorial_0286,0.9477115273475647
factorial_0287,0.9580974578857422
factorial_0288,0.9581364393234253
factorial_0289,0.040604233741760254
factorial_0290,0.07023366540670395
factorial_0291,0.9544790387153625
factorial_0292,0.18536478281021118
factorial_0293,0.9586812853813171
factorial_0294,0.9568997621536255
factorial_0295,0.17417961359024048
