ID,HYBRID_FAKE_PROB
sdm_fake_0000__telephone8k,0.1129118949174881
sdm_fake_0001__telephone8k,0.3239040970802307
sdm_fake_0002__telephone8k,0.1968391239643097
sdm_fake_0003__telephone8k,0.06558931618928909
sdm_fake_0004__telephone8k,0.06786507368087769
sdm_fake_0005__telephone8k,0.060542162507772446
sdm_fake_0006__telephone8k,0.05569437891244888
sdm_fake_0007__telephone8k,0.13365976512432098
sdm_fake_0008__telephone8k,0.04521993547677994
sdm_fake_0009__telephone8k,0.07304765284061432
sdm_fake_0010__telephone8k,0.05389400199055672
sdm_fake_0011__telephone8k,0.07993628084659576
sdm_fake_0012__telephone8k,0.21308162808418274
sdm_fake_0013__telephone8k,0.32482755184173584
sdm_fake_0014__telephone8k,0.0693456158041954
sdm_fake_0015__telephone8k,0.07106653600931168
sdm_fake_0016__telephone8k,0.05369707942008972
sdm_fake_0017__telephone8k,0.06690762937068939
sdm_fake_0018__telephone8k,0.1678226888179779
sdm_fake_0019__telephone8k,0.12551380693912506
sdm_fake_0020__telephone8k,0.0837499126791954
sdm_fake_0021__telephone8k,0.04331723228096962
sdm_fake_0022__telephone8k,0.06755823642015457
sdm_fake_0023__telephone8k,0.08317840099334717
sdm_fake_0024__telephone8k,0.4098621606826782
sdm_fake_0025__telephone8k,0.0489107146859169
sdm_fake_0026__telephone8k,0.06871722638607025
sdm_fake_0027__telephone8k,0.2063484489917755
sdm_fake_0028__telephone8k,0.06826848536729813
sdm_fake_0029__telephone8k,0.2825019955635071
sdm_fake_0030__telephone8k,0.06591685116291046
sdm_fake_0031__telephone8k,0.06511428207159042
sdm_fake_0032__telephone8k,0.058564428240060806
sdm_fake_0033__telephone8k,0.9557725191116333
sdm_fake_0034__telephone8k,0.06024916097521782
sdm_fake_0035__telephone8k,0.045195337384939194
sdm_fake_0036__telephone8k,0.09004757553339005
sdm_fake_0037__telephone8k,0.07457059621810913
sdm_fake_0038__telephone8k,0.17418761551380157
sdm_fake_0039__telephone8k,0.06701163202524185
sdm_fake_0040__telephone8k,0.12254153192043304
sdm_fake_0041__telephone8k,0.06922824680805206
sdm_fake_0042__telephone8k,0.0699467733502388
sdm_fake_0043__telephone8k,0.07409779727458954
sdm_fake_0044__telephone8k,0.1396377980709076
sdm_fake_0045__telephone8k,0.06179465726017952
sdm_fake_0046__telephone8k,0.06403818726539612
sdm_fake_0047__telephone8k,0.06434415280818939
sdm_fake_0048__telephone8k,0.10218377411365509
sdm_fake_0049__telephone8k,0.0648537203669548
sdm_fake_0050__telephone8k,0.06268820911645889
sdm_fake_0051__telephone8k,0.11454537510871887
sdm_fake_0052__telephone8k,0.0852837786078453
sdm_fake_0053__telephone8k,0.05974259972572327
sdm_fake_0054__telephone8k,0.061709899455308914
sdm_fake_0055__telephone8k,0.07746601104736328
sdm_fake_0056__telephone8k,0.06827349215745926
sdm_fake_0057__telephone8k,0.10363444685935974
sdm_fake_0058__telephone8k,0.06189209967851639
sdm_fake_0059__telephone8k,0.05763063207268715
sdm_fake_0060__telephone8k,0.06329819560050964
sdm_fake_0061__telephone8k,0.12117592990398407
sdm_fake_0062__telephone8k,0.5777630805969238
sdm_fake_0063__telephone8k,0.09385109692811966
sdm_fake_0064__telephone8k,0.10899565368890762
sdm_fake_0065__telephone8k,0.03934863582253456
sdm_fake_0066__telephone8k,0.11896862089633942
sdm_fake_0067__telephone8k,0.09222663938999176
sdm_fake_0068__telephone8k,0.053096793591976166
sdm_fake_0069__telephone8k,0.04207252338528633
sdm_fake_0070__telephone8k,0.6001247763633728
sdm_fake_0071__telephone8k,0.05986249819397926
sdm_fake_0072__telephone8k,0.07311944663524628
sdm_fake_0073__telephone8k,0.047277845442295074
sdm_fake_0074__telephone8k,0.04734576866030693
sdm_fake_0075__telephone8k,0.06534551829099655
sdm_fake_0076__telephone8k,0.2116161584854126
sdm_fake_0077__telephone8k,0.08101522922515869
sdm_fake_0078__telephone8k,0.9112599492073059
sdm_fake_0079__telephone8k,0.09330616146326065
sdm_fake_0080__telephone8k,0.06722509115934372
sdm_fake_0081__telephone8k,0.07017245143651962
sdm_fake_0082__telephone8k,0.5524918437004089
sdm_fake_0083__telephone8k,0.064922995865345
sdm_fake_0084__telephone8k,0.12792308628559113
sdm_fake_0085__telephone8k,0.5448266267776489
sdm_fake_0086__telephone8k,0.09354444593191147
sdm_fake_0087__telephone8k,0.1608012169599533
sdm_fake_0088__telephone8k,0.13453644514083862
sdm_fake_0089__telephone8k,0.06280115991830826
sdm_fake_0090__telephone8k,0.18257790803909302
sdm_fake_0091__telephone8k,0.0641828328371048
sdm_fake_0092__telephone8k,0.09606042504310608
sdm_fake_0093__telephone8k,0.06146011874079704
sdm_fake_0094__telephone8k,0.16841742396354675
sdm_fake_0095__telephone8k,0.13367018103599548
sdm_fake_0096__telephone8k,0.19803117215633392
sdm_fake_0097__telephone8k,0.06858913600444794
sdm_fake_0098__telephone8k,0.08358296006917953
sdm_fake_0099__telephone8k,0.04899004101753235
sdm_fake_0100__telephone8k,0.06782665848731995
sdm_fake_0101__telephone8k,0.047273267060518265
sdm_fake_0102__telephone8k,0.2407638430595398
sdm_fake_0103__telephone8k,0.08719322830438614
sdm_fake_0104__telephone8k,0.0541813038289547
sdm_fake_0105__telephone8k,0.06511273980140686
sdm_fake_0106__telephone8k,0.05747423321008682
sdm_fake_0107__telephone8k,0.5365325212478638
sdm_fake_0108__telephone8k,0.9352445602416992
sdm_fake_0109__telephone8k,0.7152068018913269
sdm_fake_0110__telephone8k,0.39314529299736023
sdm_fake_0111__telephone8k,0.12679950892925262
sdm_fake_0112__telephone8k,0.048214588314294815
sdm_fake_0113__telephone8k,0.05368303135037422
sdm_fake_0114__telephone8k,0.06328526139259338
sdm_fake_0115__telephone8k,0.4012448489665985
sdm_fake_0116__telephone8k,0.19890189170837402
sdm_fake_0117__telephone8k,0.055633045732975006
sdm_fake_0118__telephone8k,0.08715628832578659
sdm_fake_0119__telephone8k,0.10714253038167953
sdm_fake_0120__telephone8k,0.06635452061891556
sdm_fake_0121__telephone8k,0.06458806246519089
sdm_fake_0122__telephone8k,0.05458219721913338
sdm_fake_0123__telephone8k,0.06372441351413727
sdm_fake_0124__telephone8k,0.1296621561050415
sdm_fake_0125__telephone8k,0.0747634768486023
sdm_fake_0126__telephone8k,0.07378805428743362
sdm_fake_0127__telephone8k,0.06544460356235504
sdm_fake_0128__telephone8k,0.09242217987775803
sdm_fake_0129__telephone8k,0.050664570182561874
sdm_fake_0130__telephone8k,0.05489543825387955
sdm_fake_0131__telephone8k,0.07200609147548676
sdm_fake_0132__telephone8k,0.9045363068580627
sdm_fake_0133__telephone8k,0.12903720140457153
