DATASET,ID,ANCHOR_VOICE_LOGIT,VOICE_LOGIT_RESIDUAL,ISOLATED_VOICE_EXPERT_LOGIT,ANCHOR_MUSIC_LOGIT,MUSIC_LOGIT_RESIDUAL,ISOLATED_MUSIC_EXPERT_LOGIT,ANCHOR_FILE_LOGIT,DIRECT_FILE_LOGIT_RESIDUAL,ISOLATED_FILE_EXPERT_LOGIT
asvspoof_voice_wav_dev_v1,voice_0000__wav,-5.641446864457737,-1.9780442,-7.619491064457737,-0.6942192156215572,1.9915208,1.2973015843784428,-1.7164323450885859,1.998983,-0.31714424508858596
asvspoof_voice_wav_dev_v1,voice_0002__wav,-5.0567632526538135,-1.9994419,-7.056205152653813,0.7098875432416295,1.9999993,2.7098868432416294,-0.4483017671874144,1.9992408,0.9511667928125855
asvspoof_voice_wav_dev_v1,voice_0004__wav,-5.956573224981587,1.9999999,-3.956573324981587,0.5234556813588275,1.5605319,2.0839875813588273,-0.5160221338379994,1.9994631,0.8836020361620006
asvspoof_voice_wav_dev_v1,voice_0005__wav,-5.67026571595522,-1.9978987,-7.66816441595522,0.6338667899627992,1.999942,2.6338087899627993,-0.7544859760043121,1.9998804,0.6454303039956877
asvspoof_voice_wav_dev_v1,voice_0006__wav,-5.624936293995008,-1.9948367,-7.619772993995008,-0.45208424774914197,1.6839354,1.231851152250858,-1.6161111719534458,1.3769908,-0.6522176119534459
asvspoof_voice_wav_dev_v1,voice_0007__wav,-4.407990793514152,-0.6137348,-5.021725593514152,1.6705815757736477,1.9999397,3.670521275773648,-0.20180322637753778,1.999878,1.1981113736224622
asvspoof_voice_wav_dev_v1,voice_0008__wav,-4.206679026403848,1.975543,-2.2311360264038482,3.449476056963633,1.998796,5.448272056963633,0.7966726114115716,1.9977692,2.1951110514115717
asvspoof_voice_wav_dev_v1,voice_0009__wav,-5.593883750088723,1.9999964,-3.593887350088723,0.3435067605128731,1.9189565,2.262463260512873,-0.026366209325669576,1.9819287,1.3609838806743304
asvspoof_voice_wav_dev_v1,voice_0011__wav,-6.419866660268073,-1.0654656,-7.485332260268073,-0.10182482964010853,1.809009,1.7071841703598916,-1.1391999163542192,1.7774211,0.10499485364578076
asvspoof_voice_wav_dev_v1,voice_0012__wav,-2.93324276702157,-0.30160454,-3.23484730702157,2.312547704531411,1.974195,4.286742704531411,-0.17763022785897176,1.9386936,1.1794552921410282
asvspoof_voice_wav_dev_v1,voice_0013__wav,-6.737542588684121,-1.5812283,-8.31877088868412,0.44242310558397363,1.8801544,2.3225775055839737,-0.8600881458021494,1.666143,0.3062119541978505
asvspoof_voice_wav_dev_v1,voice_0014__wav,-7.537106831438775,1.9999555,-5.537151331438775,1.0285139431440546,1.9644319,2.9929458431440548,-3.261486787210872,1.9996518,-1.8617305272108722
asvspoof_voice_wav_dev_v1,voice_0015__wav,-3.521449467476722,-1.622315,-5.143764467476721,1.2319417486935316,1.9999874,3.2319291486935313,0.017363636242222813,1.9958514,1.414459616242223
asvspoof_voice_wav_dev_v1,voice_0016__wav,-5.232747475053539,-1.9923034,-7.225050875053539,1.3539952760309335,1.9998928,3.3538880760309335,-0.45447571993917407,1.9997568,0.9453540400608258
asvspoof_voice_wav_dev_v1,voice_0017__wav,-5.054633750530652,1.9655927,-3.0890410505306516,-0.25726584109267503,1.9999251,1.742659258907325,-1.5225971234629745,1.9965904,-0.12498384346297442
asvspoof_voice_wav_dev_v1,voice_0018__wav,-5.725577540745083,1.9629904,-3.762587140745083,2.02973249584971,1.9999444,4.029676895849709,-2.3479230328100664,1.9999685,-0.9479450828100664
asvspoof_voice_wav_dev_v1,voice_0019__wav,-7.302928755112669,0.74773747,-6.555191285112669,-0.04347805213432321,1.6187582,1.5752801478656768,-1.0972417960435654,1.7066295,0.09739885395643455
asvspoof_voice_wav_dev_v1,voice_0020__wav,-6.384099707450842,-0.347098,-6.731197707450842,1.8546740125995398,1.8777183,3.73239231259954,-0.6892300618685513,1.938191,0.6675036381314486
asvspoof_voice_wav_dev_v1,voice_0021__wav,-4.1249288236848445,1.9957634,-2.1291654236848445,0.9779859743950678,1.9749749,2.952960874395068,0.17305359005552146,1.9198387,1.5169406800555214
asvspoof_voice_wav_dev_v1,voice_0022__wav,-7.361285813586622,-1.9006369,-9.261922713586621,0.1904609231367771,1.6789603,1.869421223136777,-1.2749184613421554,1.2189765,-0.42163491134215547
asvspoof_voice_wav_dev_v1,voice_0023__wav,-4.856780396632647,1.9995798,-2.857200596632647,0.8966332213503433,1.9947696,2.891402821350343,-0.3184860094371553,1.9826809,1.0693906205628447
asvspoof_voice_wav_dev_v1,voice_0024__wav,-7.804624168151583,-1.3697246,-9.174348768151583,-1.2353130807934074,1.998874,0.7635609192065926,-1.9247755402078557,1.9990914,-0.5254115602078557
asvspoof_voice_wav_dev_v1,voice_0025__wav,-5.559658900574442,1.9573098,-3.6023491005744424,0.06738669008153986,1.0246888,1.09207549008154,-0.28796815365783557,1.5599296,0.8039825663421645
asvspoof_voice_wav_dev_v1,voice_0026__wav,-6.057634096897167,1.9981662,-4.059467896897167,2.082763487542445,1.3433046,3.426068087542445,-2.0112902390616716,1.9964277,-0.6137908490616717
asvspoof_voice_wav_dev_v1,voice_0027__wav,-6.107819728781553,-1.9941313,-8.101951028781553,-0.00781247733584145,1.999754,1.9919415226641586,-3.132291544571475,1.9986879,-1.733210014571475
asvspoof_voice_wav_dev_v1,voice_0028__wav,-5.9712089511016195,-1.1760242,-7.14723315110162,0.7996620803600383,1.5873028,2.386964880360038,-0.3968609557047358,1.0944964,0.3692865242952641
asvspoof_voice_wav_dev_v1,voice_0029__wav,-6.986217508920856,-1.9813362,-8.967553708920855,-0.47075996147295895,1.8181481,1.347388138527041,-1.6724691217297263,1.7608068,-0.43990436172972647
asvspoof_voice_wav_dev_v1,voice_0030__wav,-6.416483194743374,-0.7874201,-7.203903294743374,-0.4206845401454927,0.99324626,0.5725617198545073,-2.2148451571406063,1.7603062,-0.9826308171406064
asvspoof_voice_wav_dev_v1,voice_0031__wav,-7.437977305404011,-0.4358837,-7.87386100540401,0.9463334553044913,1.9077628,2.8540962553044915,-0.7501910215952405,1.898527,0.5787778784047595
asvspoof_voice_wav_dev_v1,voice_0032__wav,-6.799267550721953,0.52418524,-6.275082310721952,-0.31163297672078427,1.8380878,1.5264548232792157,-2.1888442013927714,1.8732971,-0.8775362313927715
asvspoof_voice_wav_dev_v1,voice_0033__wav,-5.84920114224379,0.8440105,-5.0051906422437895,2.896778874590562,1.958347,4.855125874590562,0.18848342796089157,1.9893578,1.5810338879608916
asvspoof_voice_wav_dev_v1,voice_0034__wav,-5.574852143757045,-1.8212578,-7.396109943757045,0.9513446595466314,1.9999394,2.9512840595466314,-0.3844893482255989,1.9998367,1.015396341774401
asvspoof_voice_wav_dev_v1,voice_0035__wav,-5.552621574433645,0.26993564,-5.282685934433645,0.24331333123096244,1.9604077,2.2037210312309625,-1.3764243797705997,1.9975086,0.021831640229400096
asvspoof_voice_wav_dev_v1,voice_0036__wav,-5.135314840507746,1.0450948,-4.090220040507746,1.0707387812335867,1.999965,3.0707037812335867,-0.2652019470030753,1.9999019,1.1347293829969247
asvspoof_voice_wav_dev_v1,voice_0037__wav,-5.297308326120026,1.9869481,-3.310360226120026,0.5952870223108861,1.9999133,2.595200322310886,-0.6996477527861036,1.9999479,0.7003157772138964
asvspoof_voice_wav_dev_v1,voice_0040__wav,-3.28588023503034,-1.2553816,-4.54126183503034,0.32574805661079786,1.9134576,2.239205656610798,-0.3443993048452625,0.9265408,0.30417925515473754
asvspoof_voice_wav_dev_v1,voice_0041__wav,-6.4694102787487795,1.973486,-4.495924278748779,-0.852531437980225,1.8394924,0.9869609620197749,-1.7641333589377308,1.9483886,-0.40026133893773097
asvspoof_voice_wav_dev_v1,voice_0042__wav,-7.548186960035381,-1.3825169,-8.930703860035381,-0.1868529294524488,1.9906626,1.8038096705475513,-1.5282748127912433,1.9909526,-0.13460799279124336
asvspoof_voice_wav_dev_v1,voice_0043__wav,-7.8901723875432115,1.4845729,-6.405599487543212,0.5242288906659148,1.9989909,2.5232197906659146,-0.8580085967976683,1.9965255,0.5395592532023317
asvspoof_voice_wav_dev_v1,voice_0045__wav,-4.817007497905452,-0.2128679,-5.029875397905452,1.0828491200285466,1.8231434,2.905992520028547,-0.25897614324851204,1.9930527,1.1361607467514878
asvspoof_voice_wav_dev_v1,voice_0046__wav,-4.221466451417742,2.0,-2.221466451417742,0.9947740598741758,1.9750296,2.969803659874176,-0.2444072587910725,1.9967886,1.1533447612089271
asvspoof_voice_wav_dev_v1,voice_0047__wav,-0.5070578739929852,-1.928245,-2.435302873992985,-0.6183830685713532,1.3460078,0.7276247314286468,-0.052610951449940435,0.97101337,0.6270984075500595
asvspoof_voice_wav_dev_v1,voice_0048__wav,-4.922500822671486,1.5635631,-3.358937722671486,1.2095631288365811,1.9999119,3.2094750288365814,0.05108360380445065,1.9998591,1.4509849738044505
asvspoof_voice_wav_dev_v1,voice_0049__wav,-4.0929990948533375,-1.9998007,-6.092799794853337,0.823095696810014,1.9998688,2.8229644968100143,-0.5015824385180646,1.9757553,0.8814462714819354
asvspoof_voice_wav_dev_v1,voice_0050__wav,-3.664804032363869,0.35131,-3.3134940323638693,1.1778761609980075,1.9756303,3.1535064609980075,0.10899487101509786,1.9930474,1.5041280510150978
asvspoof_voice_wav_dev_v1,voice_0051__wav,-4.812936260938795,-1.1933396,-6.0062758609387945,2.3779068576718903,1.9941463,4.37205315767189,0.3293818281061406,1.9999007,1.7293123181061403
