ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
factorial_0400,0.0021682306921916835,0.0018539271883601025,0.7711122523650876,0.8317946196,0.045995295
factorial_0401,0.025213330234154018,0.00048089063963701966,0.28945279603924823,0.7884164453,0.037467394
factorial_0402,0.022486902258938245,0.017897783983537818,0.5173284459807632,0.6723293662,0.0835961848
factorial_0403,0.09766892279456744,0.014567441427249632,0.2440354325998351,0.8134131432,0.0517357029
factorial_0404,0.03309381090273431,0.006851849563766867,0.1870561808870765,0.8324725628,0.0453283489
factorial_0405,0.010408513462255046,0.007665731688193877,0.39643546844169364,0.4835534692,0.1257816106
factorial_0406,0.10094613841879274,0.00022035848685581815,0.8132984908609279,0.8896062374,0.0499385558
factorial_0407,0.088120543208927,0.006779254723119827,0.4382945616147726,0.7976140976,0.0632008165
factorial_0408,0.033679489914328904,0.0033828617128157275,0.45066139032445923,0.8504248857,0.059727475
factorial_0409,0.24207788657094212,0.2423643896196139,0.8305342840349749,0.8447825313,0.0464484729
factorial_0410,0.33949263178960515,0.1696140211966157,0.664003410177508,0.840297401,0.0300465804
factorial_0411,0.14434698915345986,0.0925291007040363,0.4670125181167155,0.7333369851,0.0963170752
factorial_0412,0.0012685613516762921,0.00032924024194240124,0.6993465452324207,0.6978513598,0.1107165292
factorial_0413,0.0004423262440167987,0.0001768259357424087,0.4848013366718909,0.8541229367,0.0433575399
factorial_0414,0.09595709405726785,0.004627903007877032,0.7537119634850145,0.8803533316,0.0790445581
factorial_0415,0.0007578676393025102,0.0005980183311898221,0.48927545063404587,0.8508554101,0.0462856553
factorial_0416,0.0904243716570771,6.993493577057809e-05,0.3146650703863377,0.9147114158,0.0441396795
factorial_0417,0.0868149285222914,0.016284864122653977,0.7416935314690618,0.8473225832,0.1230762601
factorial_0418,0.030657503138767438,0.0002463696987533762,0.6228042449304348,0.78008008,0.037347205
factorial_0419,0.0016640321062117124,0.00012411505935481729,0.3155713497830814,0.5440647006,0.049595587
factorial_0420,0.15904418591000186,0.05106298679889738,0.45138844691315755,0.6079267263,0.065429382
factorial_0421,0.05167080614440867,0.05275708944192463,0.32880140352238924,0.8623945713,0.0411652997
factorial_0422,0.13799425200443197,0.0027382542142015214,0.28848320785724246,0.7934914231,0.0312298406
factorial_0423,0.09752874162405889,0.0009650170172975919,0.4320676022669965,0.8318300247,0.1249557883
factorial_0424,0.2985727511926397,0.21229622072892618,0.9598608435370217,0.8877949119,0.0540837087
factorial_0425,0.11098513384073347,0.6231556300670203,0.058469974474477444,0.0364063345,0.8264459968
factorial_0426,0.15733986113252127,0.4706356511808206,0.04640556975687112,0.0206877925,0.6073236465
factorial_0427,0.34444638353799373,0.9052849534779187,0.2355029429486483,0.1152413264,0.8696725965
