ID,FAKE_LOGIT_MEAN,FAKE_LOGIT_MAX,FAKE_LOGIT_LME5,WINDOWS
cmbv5_0000__clean,2.2864582538604736,6.15625,5.936528601591997,3
cmbv5_0000__g711_ulaw,3.51953125,6.296875,6.0771525463254354,3
cmbv5_0000__g722_wb,1.2298177480697632,6.125,5.905277542343986,3
cmbv5_0000__opus_nb_8k,5.755208492279053,6.84375,6.624141478076254,3
cmbv5_0000__transcode_g711_opus,6.557291507720947,7.671875,7.452726168822141,3
cmbv5_0001__clean,-9.572916984558105,-8.9375,-9.145330569746024,3
cmbv5_0001__g711_ulaw,-6.4296875,-3.6484375,-3.8681599566111857,3
cmbv5_0001__g722_wb,-9.432291984558105,-8.078125,-8.297811433233669,3
cmbv5_0001__opus_nb_8k,6.791666507720947,8.0,7.780664650680436,3
cmbv5_0001__transcode_g711_opus,6.549479007720947,8.359375,8.13965585049982,3
cmbv5_0002__clean,4.33984375,5.578125,5.365235908489117,3
cmbv5_0002__g711_ulaw,6.234375,7.140625,7.006642981723777,3
cmbv5_0002__g722_wb,3.7145183086395264,6.0,5.780663260907355,3
cmbv5_0002__opus_nb_8k,8.145833015441895,8.34375,8.203556196329888,3
cmbv5_0002__transcode_g711_opus,7.796875,7.921875,7.818907312095843,3
cmbv5_0003__clean,1.5436197519302368,6.21875,5.999027542266768,3
cmbv5_0003__g711_ulaw,5.880208492279053,7.390625,7.171125895636399,3
cmbv5_0003__g722_wb,2.1953125,6.34375,6.124027542266737,3
cmbv5_0003__opus_nb_8k,9.026041984558105,9.96875,9.753682637707644,3
cmbv5_0003__transcode_g711_opus,8.848958015441895,9.65625,9.457803817465683,3
cmbv5_0004__clean,-5.432291507720947,-1.421875,-1.6415974577335875,3
cmbv5_0004__g711_ulaw,-1.0755208730697632,4.4375,4.2177775422663775,3
cmbv5_0004__g722_wb,-5.022135257720947,-1.72265625,-1.9423787077144585,3
cmbv5_0004__opus_nb_8k,6.734375,7.5,7.289601531783849,3
cmbv5_0004__transcode_g711_opus,7.557291507720947,8.296875,8.134939316419686,3
cmbv5_0005__clean,4.14453125,5.671875,5.455074500721216,3
cmbv5_0005__g711_ulaw,5.2734375,6.140625,5.949440089763942,3
cmbv5_0005__g722_wb,4.981770992279053,5.578125,5.420272061131072,3
