ID,FAKE_LOGIT_MEAN,FAKE_LOGIT_MAX,FAKE_LOGIT_LME5,WINDOWS
voice_0000__wav,-6.205729007720947,-4.2734375,-4.4931597519254005,3
voice_0002__wav,-8.770833015441895,-7.375,-7.594697880226467,3
voice_0004__wav,3.3033854961395264,4.625,4.40531347636742,3
voice_0005__wav,-11.052083015441895,-10.875,-11.009464396155067,3
voice_0006__wav,3.8671875,5.140625,4.920960990468022,3
voice_0007__wav,-7.833333492279053,-7.21875,-7.417046139429378,3
voice_0008__wav,-9.458333015441895,-8.96875,-9.130403478377168,3
voice_0009__wav,5.390625,6.8125,6.593840762608875,3
voice_0011__wav,-9.432291984558105,-8.671875,-8.880748727751643,3
voice_0012__wav,-4.420572757720947,-1.19140625,-1.4111286756194756,3
voice_0013__wav,-5.322916507720947,-4.609375,-4.827139444542892,3
voice_0014__wav,-1.1861978769302368,2.58984375,2.3701212922666466,3
voice_0015__wav,-5.9375,-5.9375,-5.9375,3
voice_0016__wav,-10.375,-10.125,-10.27669093272531,3
voice_0017__wav,-8.807291984558105,-8.28125,-8.477522791050538,3
voice_0018__wav,-7.942708492279053,-4.953125,-5.1728474568992855,3
voice_0019__wav,-0.19140625,6.53125,6.3115275422663775,3
voice_0020__wav,-10.947916984558105,-10.6875,-10.857144436419611,3
voice_0021__wav,-0.2395833283662796,2.033203125,1.8138817357950052,3
voice_0022__wav,5.559895992279053,7.265625,7.045913608426344,3
voice_0023__wav,-7.020833492279053,-6.359375,-6.469278735817582,3
voice_0024__wav,-4.919270992279053,-3.65625,-3.8703345711294745,3
voice_0025__wav,1.0442708730697632,2.953125,2.733402801543862,3
voice_0026__wav,-8.369791984558105,-5.734375,-5.954097456678657,3
voice_0027__wav,-10.166666984558105,-9.875,-10.042799896766542,3
voice_0028__wav,0.1868489533662796,0.443359375,0.3151188497949847,3
voice_0029__wav,-9.463541984558105,-7.578125,-7.797847154530532,3
voice_0030__wav,5.778971195220947,8.421875,8.20321574222464,3
voice_0031__wav,-6.265625,-5.28125,-5.500453375131388,3
voice_0032__wav,-6.73828125,-0.71484375,-0.934566207733622,3
voice_0033__wav,-8.78125,-8.234375,-8.387905358358534,3
voice_0034__wav,-10.78125,-9.96875,-10.187147437084317,3
voice_0035__wav,6.505208492279053,6.65625,6.578827657022512,3
voice_0036__wav,-10.479166984558105,-10.0625,-10.257884650993471,3
voice_0037__wav,-9.489583015441895,-9.1875,-9.26751918871608,3
voice_0040__wav,-3.0198566913604736,-0.6044921875,-0.8224424766482133,3
voice_0041__wav,-9.296875,-8.296875,-8.510736285040728,3
voice_0042__wav,-9.09375,-6.25,-6.469722457498281,3
voice_0043__wav,4.38983154296875,6.578125,6.363051635140909,3
voice_0045__wav,-9.041666984558105,-8.8125,-8.965113569694736,3
voice_0046__wav,-10.072916984558105,-9.1875,-9.40469377463421,3
voice_0047__wav,1.8059896230697632,5.015625,4.795903008681828,3
voice_0048__wav,-7.901041507720947,-5.71875,-5.938472332179083,3
voice_0049__wav,-8.234375,-7.71875,-7.923740114215545,3
voice_0050__wav,-6.450520992279053,-5.0078125,-5.22752696216603,3
