ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
suite_0000_clean,0.719340980052948,0.0358356349170208
suite_0002_telephone,0.7382429242134094,0.011302531696856022
suite_0005_mp3_64k,0.8038081526756287,0.009855993092060089
suite_0008_clean,0.809177815914154,0.012491552159190178
suite_0010_telephone,0.8927685618400574,0.0326232872903347
suite_0013_mp3_64k,0.8624821901321411,0.010346206836402416
suite_0016_clean,0.7946317791938782,0.032204627990722656
suite_0018_telephone,0.9287285804748535,0.008913418278098106
suite_0021_mp3_64k,0.9182542562484741,0.013947825878858566
suite_0024_clean,0.8286205530166626,0.010617860592901707
suite_0026_telephone,0.9001632928848267,0.024822929874062538
suite_0029_mp3_64k,0.7495603561401367,0.018565595149993896
suite_0032_clean,0.6992790102958679,0.022127868607640266
suite_0034_telephone,0.7524751424789429,0.03569568321108818
suite_0037_mp3_64k,0.8418149948120117,0.015161199495196342
suite_0040_clean,0.5753710865974426,0.022531401365995407
suite_0042_telephone,0.8183903098106384,0.011985579505562782
suite_0045_mp3_64k,0.768750786781311,0.012070133350789547
suite_0048_clean,0.8912912607192993,0.03788173571228981
suite_0050_telephone,0.7903274893760681,0.02534710243344307
suite_0053_mp3_64k,0.8177459239959717,0.03832250088453293
suite_0056_clean,0.7211927771568298,0.01523583848029375
suite_0058_telephone,0.7742045521736145,0.01259341835975647
suite_0061_mp3_64k,0.6738391518592834,0.0598430335521698
suite_0064_clean,0.6351811289787292,0.06767504662275314
suite_0066_telephone,0.8012555241584778,0.02183930203318596
suite_0069_mp3_64k,0.8050883412361145,0.017060160636901855
suite_0072_clean,0.6169834733009338,0.029598021879792213
suite_0074_telephone,0.8229479789733887,0.0277121439576149
suite_0077_mp3_64k,0.8692469000816345,0.025577060878276825
suite_0080_clean,0.5345681309700012,0.04086897894740105
suite_0082_telephone,0.7420009970664978,0.0160603579133749
suite_0085_mp3_64k,0.8451982736587524,0.01962127722799778
suite_0088_clean,0.8716858625411987,0.058072280138731
suite_0090_telephone,0.9006810188293457,0.08612503111362457
suite_0093_mp3_64k,0.7943103313446045,0.15143312513828278
suite_0096_clean,0.7976896166801453,0.011223501525819302
suite_0098_telephone,0.7991018295288086,0.044377829879522324
suite_0101_mp3_64k,0.7588584423065186,0.016994459554553032
suite_0104_clean,0.7020512223243713,0.07020678371191025
suite_0106_telephone,0.7239974737167358,0.035799577832221985
suite_0109_mp3_64k,0.7753202319145203,0.02696172147989273
suite_0112_clean,0.6478446125984192,0.018563371151685715
suite_0114_telephone,0.785310685634613,0.05974351614713669
suite_0117_mp3_64k,0.8131647109985352,0.04328928887844086
suite_0120_clean,0.650482714176178,0.9432282447814941
suite_0122_telephone,0.9450177550315857,0.9364868402481079
suite_0125_mp3_64k,0.011143619194626808,0.9258085489273071
suite_0128_clean,0.486222505569458,0.9701522588729858
suite_0130_telephone,0.9462735652923584,0.9256804585456848
suite_0133_mp3_64k,0.014565772376954556,0.8190582394599915
suite_0136_clean,0.012371695600450039,0.8434712290763855
suite_0138_telephone,0.07819847762584686,0.8193221688270569
suite_0141_mp3_64k,0.03918585181236267,0.46513158082962036
suite_0144_clean,0.17669032514095306,0.8507681488990784
suite_0146_telephone,0.3172314465045929,0.8133419752120972
suite_0149_mp3_64k,0.022684894502162933,0.8112472295761108
suite_0152_clean,0.018290802836418152,0.9466733336448669
suite_0154_telephone,0.005575278773903847,0.8546271324157715
suite_0157_mp3_64k,0.07584697753190994,0.46226173639297485
suite_0160_clean,0.1504853069782257,0.7683599591255188
suite_0162_telephone,0.03246094286441803,0.8243945837020874
suite_0165_mp3_64k,0.28694990277290344,0.7562770843505859
suite_0168_clean,0.09620034694671631,0.928364098072052
suite_0170_telephone,0.010811562649905682,0.854854166507721
suite_0173_mp3_64k,0.09619741141796112,0.9233620762825012
suite_0176_clean,0.012054676190018654,0.7532831430435181
suite_0178_telephone,0.0240313783288002,0.7299116253852844
suite_0181_mp3_64k,0.021263521164655685,0.8829780220985413
suite_0184_clean,0.05699297413229942,0.9320120215415955
suite_0186_telephone,0.009584886953234673,0.8784672021865845
suite_0189_mp3_64k,0.013564655557274818,0.9159089922904968
suite_0192_clean,0.29928499460220337,0.9005802869796753
suite_0194_telephone,0.012465392239391804,0.8822011351585388
suite_0197_mp3_64k,0.1678791493177414,0.8928087949752808
suite_0200_clean,0.008257707580924034,0.8772642612457275
suite_0202_telephone,0.09775101393461227,0.7413640022277832
suite_0205_mp3_64k,0.03023785911500454,0.574063777923584
suite_0208_clean,0.01287062093615532,0.6733757257461548
suite_0210_telephone,0.15697792172431946,0.8298464417457581
suite_0213_mp3_64k,0.010854733176529408,0.5742217302322388
suite_0216_clean,0.8045927286148071,0.9482133388519287
suite_0218_telephone,0.010107743553817272,0.9711419939994812
suite_0221_mp3_64k,0.020177828148007393,0.9139893651008606
suite_0224_clean,0.6809322834014893,0.8867201209068298
suite_0226_telephone,0.1095702052116394,0.8754569292068481
suite_0229_mp3_64k,0.027214203029870987,0.7453471422195435
suite_0232_clean,0.7642261385917664,0.9281916618347168
suite_0234_telephone,0.13982537388801575,0.9628621339797974
suite_0237_mp3_64k,0.014659859240055084,0.6031015515327454
suite_0240_clean,0.3265134394168854,0.9251911044120789
suite_0242_telephone,0.7965328693389893,0.9531745314598083
suite_0245_mp3_64k,0.016979467123746872,0.7997550368309021
suite_0248_clean,0.014693758450448513,0.6647064685821533
suite_0250_telephone,0.013277660124003887,0.755618691444397
suite_0253_mp3_64k,0.012941408902406693,0.925731360912323
suite_0256_clean,0.5561989545822144,0.8404282927513123
suite_0258_telephone,0.013286802917718887,0.9282076358795166
suite_0261_mp3_64k,0.011620456352829933,0.852439284324646
suite_0264_clean,0.03801034018397331,0.7433929443359375
suite_0266_telephone,0.008971092291176319,0.9738814830780029
suite_0269_mp3_64k,0.03067544661462307,0.7049021124839783
suite_0272_clean,0.7697166800498962,0.9679625034332275
suite_0274_telephone,0.011977717280387878,0.955348014831543
suite_0277_mp3_64k,0.02460860088467598,0.8255935907363892
suite_0280_clean,0.011306459084153175,0.9012225270271301
suite_0282_telephone,0.1983901709318161,0.5864596962928772
suite_0285_mp3_64k,0.5371273159980774,0.7607831358909607
suite_0288_clean,0.008271520026028156,0.698784589767456
suite_0290_telephone,0.22382257878780365,0.9525244832038879
suite_0293_mp3_64k,0.0148878563195467,0.7813733816146851
suite_0296_clean,0.037433598190546036,0.8918004035949707
suite_0298_telephone,0.005297709256410599,0.9664887189865112
suite_0301_mp3_64k,0.01311531476676464,0.89513099193573
suite_0304_clean,0.026332974433898926,0.2272481918334961
suite_0306_telephone,0.3427858352661133,0.9311949014663696
suite_0309_mp3_64k,0.05347806587815285,0.8205093145370483
suite_0312_clean,0.632326066493988,0.9409765005111694
suite_0314_telephone,0.07370748370885849,0.975932240486145
suite_0317_mp3_64k,0.03345857560634613,0.7035325765609741
suite_0320_clean,0.7941917777061462,0.021811407059431076
suite_0322_telephone,0.8814898133277893,0.4772636294364929
suite_0325_mp3_64k,0.6077783703804016,0.7772873640060425
suite_0328_clean,0.3746488690376282,0.5501835346221924
suite_0330_telephone,0.16852641105651855,0.9193819165229797
suite_0333_mp3_64k,0.6072604060173035,0.6218032240867615
suite_0336_clean,0.7761769890785217,0.8737273216247559
suite_0338_telephone,0.9070584177970886,0.9291338920593262
suite_0341_mp3_64k,0.5634928941726685,0.7290294766426086
suite_0344_clean,0.42462870478630066,0.6102833151817322
suite_0346_telephone,0.795936107635498,0.7195274829864502
suite_0349_mp3_64k,0.8629026412963867,0.7702999711036682
suite_0352_clean,0.8394949436187744,0.7585123181343079
suite_0354_telephone,0.5112032294273376,0.9360821843147278
suite_0357_mp3_64k,0.5924442410469055,0.6811183094978333
suite_0360_clean,0.6289819478988647,0.8454587459564209
suite_0362_telephone,0.45529574155807495,0.6458324193954468
suite_0365_mp3_64k,0.8305624723434448,0.9092065691947937
suite_0368_clean,0.6654832363128662,0.8233617544174194
suite_0370_telephone,0.8614763617515564,0.8121981024742126
suite_0373_mp3_64k,0.8441759943962097,0.8449007272720337
suite_0376_clean,0.7098639607429504,0.8787506222724915
suite_0378_telephone,0.8267415165901184,0.8637376427650452
suite_0381_mp3_64k,0.795365571975708,0.8286696672439575
suite_0384_clean,0.6183241009712219,0.01609773188829422
suite_0386_telephone,0.6268643736839294,0.7763327956199646
suite_0389_mp3_64k,0.8111298084259033,0.9546960592269897
suite_0392_clean,0.8267129063606262,0.8320927023887634
suite_0394_telephone,0.8436962962150574,0.023293431848287582
suite_0397_mp3_64k,0.8769848346710205,0.4276348352432251
