ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
suite_0001_telephone,0.6733306646347046,0.021755928173661232
suite_0004_mp3_64k,0.7237544655799866,0.034953612834215164
suite_0007_clean,0.8742725849151611,0.015177171677350998
suite_0009_telephone,0.7625686526298523,0.015708964318037033
suite_0012_mp3_64k,0.802014946937561,0.04379679635167122
suite_0015_clean,0.7257717251777649,0.015017293393611908
suite_0017_telephone,0.8825041651725769,0.0169229619204998
suite_0020_mp3_64k,0.5684627294540405,0.03240175545215607
suite_0023_clean,0.7954086065292358,0.015631597489118576
suite_0025_telephone,0.8387226462364197,0.10619527101516724
suite_0028_mp3_64k,0.722804605960846,0.01566464826464653
suite_0031_clean,0.769012451171875,0.026343200355768204
suite_0033_telephone,0.7780309319496155,0.014767802320420742
suite_0036_mp3_64k,0.7127014994621277,0.024917084723711014
suite_0039_clean,0.8385279774665833,0.037874896079301834
suite_0041_telephone,0.8443437814712524,0.02294914796948433
suite_0044_mp3_64k,0.7053384184837341,0.009036136791110039
suite_0047_clean,0.7601032257080078,0.020924599841237068
suite_0049_telephone,0.8181871771812439,0.021461190655827522
suite_0052_mp3_64k,0.8446350693702698,0.016379499807953835
suite_0055_clean,0.5579763054847717,0.02658921480178833
suite_0057_telephone,0.8576865792274475,0.034002885222435
suite_0060_mp3_64k,0.9055690169334412,0.04218512028455734
suite_0063_clean,0.5557774305343628,0.027542412281036377
suite_0065_telephone,0.8713128566741943,0.02185903675854206
suite_0068_mp3_64k,0.8060407042503357,0.008015863597393036
suite_0071_clean,0.8137378692626953,0.029054561629891396
suite_0073_telephone,0.6973142623901367,0.01720021292567253
suite_0076_mp3_64k,0.634150505065918,0.03738457337021828
suite_0079_clean,0.7960075736045837,0.008402128703892231
suite_0081_telephone,0.739484965801239,0.017201406881213188
suite_0084_mp3_64k,0.8246863484382629,0.02781178057193756
suite_0087_clean,0.89467453956604,0.012223690748214722
suite_0089_telephone,0.817395806312561,0.0165126733481884
suite_0092_mp3_64k,0.7942411303520203,0.014531023800373077
suite_0095_clean,0.7947103977203369,0.019434375688433647
suite_0097_telephone,0.8324218392372131,0.01564374566078186
suite_0100_mp3_64k,0.6327958106994629,0.07461636513471603
suite_0103_clean,0.6967145800590515,0.0566532164812088
suite_0105_telephone,0.7431913018226624,0.016679150983691216
suite_0108_mp3_64k,0.9457266926765442,0.01996920257806778
suite_0111_clean,0.6645973920822144,0.07563254982233047
suite_0113_telephone,0.8041379451751709,0.027925798669457436
suite_0116_mp3_64k,0.8956590294837952,0.012704728171229362
suite_0119_clean,0.7810409665107727,0.015820516273379326
suite_0121_telephone,0.030224593356251717,0.8189516067504883
suite_0124_mp3_64k,0.016476796939969063,0.8867020010948181
suite_0127_clean,0.016318567097187042,0.5325534343719482
suite_0129_telephone,0.017328767105937004,0.9578770399093628
suite_0132_mp3_64k,0.15187571942806244,0.9086580276489258
suite_0135_clean,0.0533016137778759,0.7533226609230042
suite_0137_telephone,0.010695493780076504,0.8190443515777588
suite_0140_mp3_64k,0.026071136817336082,0.9264309406280518
suite_0143_clean,0.03778417035937309,0.8380587100982666
suite_0145_telephone,0.01658029668033123,0.7752507328987122
suite_0148_mp3_64k,0.013286327943205833,0.8760339021682739
suite_0151_clean,0.03133835643529892,0.9360106587409973
suite_0153_telephone,0.031669050455093384,0.9631925821304321
suite_0156_mp3_64k,0.895966649055481,0.36860617995262146
suite_0159_clean,0.1574598103761673,0.7132613658905029
suite_0161_telephone,0.012963245622813702,0.8891320824623108
suite_0164_mp3_64k,0.7458991408348083,0.8062119483947754
suite_0167_clean,0.006379404570907354,0.550946056842804
suite_0169_telephone,0.012624735943973064,0.9157953858375549
suite_0172_mp3_64k,0.016681840643286705,0.774491548538208
suite_0175_clean,0.020499706268310547,0.8192144632339478
suite_0177_telephone,0.023229273036122322,0.9255929589271545
suite_0180_mp3_64k,0.008054056204855442,0.8725961446762085
suite_0183_clean,0.23965764045715332,0.9451431035995483
suite_0185_telephone,0.039795223623514175,0.923050582408905
suite_0188_mp3_64k,0.01222942117601633,0.9676588177680969
suite_0191_clean,0.014670890755951405,0.8118560910224915
suite_0193_telephone,0.012377464212477207,0.6687082648277283
suite_0196_mp3_64k,0.2701658308506012,0.8740243911743164
suite_0199_clean,0.016618438065052032,0.949750542640686
suite_0201_telephone,0.04762905091047287,0.8859692215919495
suite_0204_mp3_64k,0.012231177650392056,0.04045842960476875
suite_0207_clean,0.009256015531718731,0.8825076818466187
suite_0209_telephone,0.01347371842712164,0.7792943716049194
suite_0212_mp3_64k,0.012755794450640678,0.7144662737846375
suite_0215_clean,0.0428229384124279,0.8375548720359802
suite_0217_telephone,0.01924722082912922,0.9411097168922424
suite_0220_mp3_64k,0.01392284780740738,0.6438846588134766
suite_0223_clean,0.06689973920583725,0.7431414723396301
suite_0225_telephone,0.6098715662956238,0.9097043871879578
suite_0228_mp3_64k,0.02660614438354969,0.5434799790382385
suite_0231_clean,0.02964284084737301,0.8480077385902405
suite_0233_telephone,0.04263510927557945,0.9577590227127075
suite_0236_mp3_64k,0.012862549163401127,0.4788447916507721
suite_0239_clean,0.018515130504965782,0.7912042140960693
suite_0241_telephone,0.03262297809123993,0.8049418330192566
suite_0244_mp3_64k,0.02374017983675003,0.8011124134063721
suite_0247_clean,0.013564236462116241,0.8858277201652527
suite_0249_telephone,0.1201053336262703,0.7570716142654419
suite_0252_mp3_64k,0.016846761107444763,0.9531272053718567
suite_0255_clean,0.005226698704063892,0.9466338157653809
suite_0257_telephone,0.014023094438016415,0.6705493330955505
suite_0260_mp3_64k,0.04842419922351837,0.9424233436584473
suite_0263_clean,0.014245105907320976,0.9007655382156372
suite_0265_telephone,0.03788015618920326,0.784948468208313
suite_0268_mp3_64k,0.03812664374709129,0.9159619808197021
suite_0271_clean,0.022077109664678574,0.8401349782943726
suite_0273_telephone,0.5356855392456055,0.960203230381012
suite_0276_mp3_64k,0.8800088763237,0.9767057299613953
suite_0279_clean,0.056398455053567886,0.7403989434242249
suite_0281_telephone,0.036601852625608444,0.6355958580970764
