ID,SOURCE_ID,SOURCE_BANK,GROUP_ID,COMPONENT,LABEL,PATH,GENERATOR,RAW_TRUTH_SHA256
echofake_v2:echofake_replay_bonafide_0480,echofake_replay_bonafide_0480,echofake_v2,41f89d7d5bdf75da4cbd3c14600d1750327f336a16f9d95aa5069dbe42be6d27c255de6afa63f001c13755e370a16b5865a73da011aa143be822d2b80c90278a,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0480.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0436,echofake_replay_bonafide_0436,echofake_v2,368afe30d3c54e417d41a9544915d4edc6a2c6d9b823e90b1da72f5e0d0780f9dc75bdbd055d1a6be615875908dd600a480a8482cc746a443adbbc0232020741,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0436.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0172,echofake_bonafide_0172,echofake_v2,0933d3fdcc6d51036d7f36a5bacad3bfb08209417bd2a3658ca64933fdf8ae03e7a6fe44ecff309b1d563119b3642cb51f80424e6ed971d0f769ec01afff1766,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0172.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0548,echofake_replay_bonafide_0548,echofake_v2,7dd8b2a1708518b7b5c189b134c502ad54627ee89aefb98ec0f781df6e63ec2454fec2416d0579a978c215d98aeaa7a0ea1fe5e7f28d0279b0caa3c308a342d0,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0548.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0070,echofake_bonafide_0070,echofake_v2,757beaeb3dcab1faa1135fbbebc9a4315e7a569f749fbe21a8816905a981bec0b5aa2fe402d60d902cbc2fcaadbd204e02d7a72d388b389e9d7ff3b170f879e1,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0070.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0549,echofake_replay_bonafide_0549,echofake_v2,d5338e67701631ee8c125c3f5de1ad5ea62fc9acc84b10c7026c4d02b858bcb508f346be388389c86d6b3ab3b098df438be53f8cfc98bc13d8456bda475297d4,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0549.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0016,echofake_bonafide_0016,echofake_v2,145ecdd6ef615054affe5ffc7496db3edc1b2a4c933ed20b356483721d06c6d6ce14d4ff2356cdb26fe9033200f54ea3b1749a81d34d2d1c79e18cc45a62380b,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0016.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0190,echofake_bonafide_0190,echofake_v2,b0718c81f3e624c6d30cee68fe8aab28620803041c3fca4beb9898f1c507d0b7f3c98aed46db33c100a89297f3bc90303549c1fc30bce46e995e38c456dc34c3,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0190.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0451,echofake_replay_bonafide_0451,echofake_v2,8b90c81a84ca850c9ea4ed0f7427052833862a1eac8f0921cd86121c857752739ccb3521999fe7761012361e80d7fe6e4708ec9fe0be55256f76ee675afbd032,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0451.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0598,echofake_replay_bonafide_0598,echofake_v2,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0598.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0589,echofake_replay_bonafide_0589,echofake_v2,e6dbbe39377aa0fe2851852b2c695c9c31094c80c9ccd244bac8dfdc8a523b2a114362d4c717bd9d628499fe1d3c11971221be5ec4dadce15c9ff8c5254ae368,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0589.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0494,echofake_replay_bonafide_0494,echofake_v2,89fefc071cd31e40f9b4ab141721a8f5c667c7df7e6e1e51038c34819a3e28395d1ebd375d03fc41c0cff8c8a534e8a21c5cca1ec841f2a491bef5415754aa42,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0494.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0596,echofake_replay_bonafide_0596,echofake_v2,33f649d48a5122b434291c85f109d9d7dac4d0486439d441a0b2979e54397bbd6e15c7515d44c5754377a83c9a1a88a3715d3382455f9150265ebafc8dba819d,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0596.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0050,echofake_bonafide_0050,echofake_v2,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0050.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0063,echofake_bonafide_0063,echofake_v2,8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0063.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0415,echofake_replay_bonafide_0415,echofake_v2,3619dea7b0bfc6d259d4365d9e20084277342e651464ca25d5ca558499edb2272a874b7b9bcb5d1b6674bd08fe9ea0e971d9d89bce6fdbe757b4051fdf166062,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0415.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0540,echofake_replay_bonafide_0540,echofake_v2,8ebb1c2feb83c21ec70a61f4d1fc02a9513853c3b64672901feefbde304f2e6c0f279493a0994d7d8905bdd49c9f73cea9562a688ef613e05b417a5387363d7c,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0540.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0424,echofake_replay_bonafide_0424,echofake_v2,c26b4bee82b0e7ce931ae59a7ef428a87a9e62e9bb5c062d3d13e3f22220419203581e2b6250e77fea297531e095ae94caba3db7fec1b795b549ca6767c4b70d,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0424.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0078,echofake_bonafide_0078,echofake_v2,7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0078.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0027,echofake_bonafide_0027,echofake_v2,e8dd00a89cc070cf65fe8689c935673b29f15d988bf231de6eb94b673c7da2d79256cdb8fb301bc71830a6f2d769444c8250cb2111ade0e84612078e49755aee,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0027.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0013,echofake_bonafide_0013,echofake_v2,41777c46935dd2b4a61aaf3a035c8749c5fbc4ec8a39479df2a9db65e68acff79cd3f9257130c2dec65ed8ec59413c9d64081972bb0cecab841bdad4f8f96f9b,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0013.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0501,echofake_replay_bonafide_0501,echofake_v2,98f56b838ec630668bd17fae486f46a6099923e2f73e362bb02de4d765cafef5d7d2fce8e8b37981f669fb743e09d650ca2cd88bef60f9a6927ea3d47a9758b6,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0501.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0188,echofake_bonafide_0188,echofake_v2,0d5b5b341502b859c4f2babbe25f5639ad224468ff4e48f3f34c8ecee714b396d96a634a8c9ec1543e1bd7a50e26c41db44c6532f615d1ff31d6c0076860cdff,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0188.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0577,echofake_replay_bonafide_0577,echofake_v2,6c11c700ef0492225ed7cb83d46e86947ac0fbb5f68c632ef2007efaa124bcde3e4f585934eace9dd74fb24b33d3019b302d84d6298995b15a8587f0472f2141,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0577.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0407,echofake_replay_bonafide_0407,echofake_v2,4638c9b4e22b8ba91a9a5d2e3906748f55c17e2b8474148e16177b4634987ceec72f9151af9825bdc3de2c0b9d3a542f849bc8960cd43b5bb8bcd141100dfacb,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0407.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0029,echofake_bonafide_0029,echofake_v2,b0dec8b933595f7b3b31f4f0254dd28f9afe6a413d8deaa03445ee65ac07bd7006f05249de26303cfea40523e5333441973176ee63f978b64152a0523b641941,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0029.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0560,echofake_replay_bonafide_0560,echofake_v2,13fe2d4194885cf2a467daf7cc262b38df8bf3091d9c2d68ee3ad6ad42b0485484155c849badc52ab4b245afc1781168f9c01fd416e364138ef1d17669174cf1,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0560.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0039,echofake_bonafide_0039,echofake_v2,ebd0ed84ba5b8934589e8b7b8c7e6be3bcde6ed1b92cd370d15085253974a61ad4f1f16c4de1a02cdf416bcc074463025ecb763a3f9987e1ad4b1ac1cb2b2b80,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0039.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0144,echofake_bonafide_0144,echofake_v2,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0144.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0189,echofake_bonafide_0189,echofake_v2,1a402c09a7192330a65cc6deaeb59619495a105dece8d1b38575ce46ceec9ea0323cf7f31dd90f7135d3b526a76227862e5ce688af142df18d8744facf4cf0e1,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0189.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0446,echofake_replay_bonafide_0446,echofake_v2,324dafdd635441b8b9bcf5b4d4d3898cec728dd30d468617edc1c499d4444cf89551be2d753f7fd9bcc0fa9f37e6572d145ad3202bf52b4d81a810fc312b58e1,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0446.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0092,echofake_bonafide_0092,echofake_v2,f19d52137ffefbf71151378d0fa01488a3db8c48cde2422677ac618aebaf9c54b80e07353e4dc377d3b39992d09cd716be5a68f78c4c1eccefcad94ba8e6040b,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0092.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0170,echofake_bonafide_0170,echofake_v2,0f688a53c84b3d4a05d14b411320035b18bf2bd3bc1aa7da3d5c699b402deb89550db6036699d555c0a4de30461cdb91feb7e515708b16e2e60432178472d25a,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0170.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0185,echofake_bonafide_0185,echofake_v2,d2e854a04e6a25010b273d550034f655994a72659546e7d51bf3c8ab73599db2446cf787d9e717c6cc2ff80c80fec845123882a67f04f3bd8abf3de9d792f551,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0185.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_replay_bonafide_0406,echofake_replay_bonafide_0406,echofake_v2,ce4cb565402b68ffd5c702f85cde73187380a0bd071884343932be3fb24c0fb5e48cd0b1662e76907ac489e6ff63d7b7477ed97ab2c0214436e1acf4012cf770,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_replay_bonafide_0406.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0036,echofake_bonafide_0036,echofake_v2,fd48e7acec23ba4e8630b5065164f337a76a615c7a2bc40c7d860e1e429f32834c6e9928aee0e47c844295e71d003be056e099d178268103c277a965ddfe4778,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0036.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
echofake_v2:echofake_bonafide_0006,echofake_bonafide_0006,echofake_v2,446eeb570fb3552e461242173292dddcba7dbc50b50b0691c3ed937fce214a1dd54df153f0742b3b1c6091113fb9cf6ebb9179e263096e415f6608ff0c77535c,VOICE,0,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/echofake_v2/audio/echofake_bonafide_0006.mp3,unknown,03f202dee06110f53b215554e13431767e302cb7a2be58cdf3ee4f812153a1ce
