ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
sdxeq_0000__phonefact_resample8k,0.013876933210405519,0.0346175520385192,0.002334853846020873,0.5323446393,0.9110135436
sdxeq_0000__phonefact_g711_ulaw,0.09008831729902023,0.004170051924323883,0.006893326600827569,0.241244778,0.9061893821
sdxeq_0000__phonefact_g726_24k,0.035305772538723745,0.0024665464062598543,0.008938735751261978,0.1500979513,0.8862662315
sdxeq_0000__phonefact_opus_nb_8k,0.23507167798400402,0.5927582547152165,0.11383425627144407,0.3116358519,0.6087170839
sdxeq_0001__phonefact_resample8k,0.06527604331250308,0.0030980236852123366,0.004041597228275967,0.23558788,0.8659823537
sdxeq_0001__phonefact_g711_ulaw,0.19264864826853795,0.0034395622523052042,0.004123433739921836,0.242637068,0.8605758548
sdxeq_0001__phonefact_g726_24k,0.1559924781824296,0.00460587198414946,0.011848250780002798,0.2765360475,0.8852334023
sdxeq_0001__phonefact_opus_nb_8k,0.48340167517292537,0.17325290506420565,0.3951104142459629,0.5885133743,0.9230715036
sdxeq_0002__phonefact_resample8k,0.19145054728711464,0.0006243653056978905,0.16869578673018898,0.8903000355,0.8782942891
sdxeq_0002__phonefact_g711_ulaw,0.21309166308573338,0.0023309240564041087,0.08254944539757676,0.8634935021,0.8760774732
sdxeq_0002__phonefact_g726_24k,0.3672808839234472,0.0029128023771158333,0.21217310409907736,0.88853544,0.8892965317
sdxeq_0002__phonefact_opus_nb_8k,0.8250832615980662,0.7388330242171354,0.25121716979422787,0.8874368668,0.8468379378
sdxeq_0003__phonefact_resample8k,0.29429946137541846,0.0007839401881500683,0.2744253518804016,0.7684936523,0.8873010278
sdxeq_0003__phonefact_g711_ulaw,0.4724966738185839,0.002688419355528067,0.4292955027538008,0.7383102775,0.8356904984
sdxeq_0003__phonefact_g726_24k,0.421412407212375,0.008267701814918338,0.3829074708824341,0.7094259262,0.8072729111
sdxeq_0003__phonefact_opus_nb_8k,0.4339793736825807,0.9783511234281325,0.36426208223950113,0.6572563052,0.6670254469
sdxeq_0004__phonefact_resample8k,0.08856149636895594,0.009395353068363211,0.002971236511521978,0.397341162,0.867120862
sdxeq_0004__phonefact_g711_ulaw,0.14059504954008,0.1168030081178569,0.0028435176077661914,0.2718406618,0.907489121
sdxeq_0004__phonefact_g726_24k,0.27182933108951896,0.041546562413642935,0.06712512086359107,0.3976961374,0.8888418078
sdxeq_0004__phonefact_opus_nb_8k,0.18016234530505754,0.9085939630202667,0.1310257389132091,0.371573478,0.9009535313
sdxeq_0005__phonefact_resample8k,0.11564666361048652,0.0015391411288629352,0.006722145533702234,0.6807053089,0.7717582583
sdxeq_0005__phonefact_g711_ulaw,0.19423720644678905,0.0030600825336030133,0.01840319537946489,0.8126754165,0.7006671429
sdxeq_0005__phonefact_g726_24k,0.18736132678459605,0.004049298441109988,0.022542937880136154,0.7785265446,0.7742677927
sdxeq_0005__phonefact_opus_nb_8k,0.9728814571080252,0.9591231083889207,0.4583915376362789,0.8254731894,0.061085023
sdxeq_0006__phonefact_resample8k,0.006821962433907144,0.006268072916501074,0.0025160106890945656,0.523178339,0.8801502585
sdxeq_0006__phonefact_g711_ulaw,0.07233474626801555,0.007185869824644319,0.0036878335499248554,0.7033064961,0.8618717194
sdxeq_0006__phonefact_g726_24k,0.019613307917926124,0.005337001195260456,0.004704310139826585,0.7815509439,0.9144926071
sdxeq_0006__phonefact_opus_nb_8k,0.8095885274784632,0.8294142705599512,0.06782466841021678,0.7658407092,0.3483552635
sdxeq_0007__phonefact_resample8k,0.19901860188792667,0.0069586348937757895,0.15771585226410686,0.8336607814,0.8610993624
sdxeq_0007__phonefact_g711_ulaw,0.2947560622872388,0.02838665495456603,0.12894296363908336,0.8067709208,0.8021230698
sdxeq_0007__phonefact_g726_24k,0.5588918054351275,0.005662842704317659,0.4210834066484199,0.8181987405,0.7341220379
sdxeq_0007__phonefact_opus_nb_8k,0.9166289398840861,0.8277890255836923,0.17912685156558558,0.8297860026,0.794288218
sdxeq_0008__phonefact_resample8k,0.010318576176549325,0.003867752391450286,0.004731259928454563,0.8399495482,0.9113600254
sdxeq_0008__phonefact_g711_ulaw,0.08069584253292324,0.005603387254820573,0.0032879644536562163,0.872484982,0.9276991487
sdxeq_0008__phonefact_g726_24k,0.03839596409105927,0.009473698124037765,0.01037937124699513,0.8305664062,0.9002497196
sdxeq_0008__phonefact_opus_nb_8k,0.8019760406262864,0.8376351055946468,0.34610408028467177,0.8871469498,0.444526881
sdxeq_0009__phonefact_resample8k,0.6476877679510096,0.5189621500193425,0.19023354621598038,0.7083550096,0.8883474469
sdxeq_0009__phonefact_g711_ulaw,0.5795742486465433,0.8233194664399209,0.16797370707372414,0.6488075256,0.8709722161
sdxeq_0009__phonefact_g726_24k,0.3843153084910874,0.8929171837459724,0.06691326559654773,0.6830340028,0.8679789901
sdxeq_0009__phonefact_opus_nb_8k,0.19082796375658423,0.9623103582608817,0.09545578848446053,0.5560306311,0.7975686193
sdxeq_0010__phonefact_resample8k,0.4066407142150665,0.004934156081290154,0.4085415243245024,0.7912428379,0.8280761838
sdxeq_0010__phonefact_g711_ulaw,0.3093056916102725,0.0025465469446836605,0.2730590770406692,0.8555139899,0.8322080374
sdxeq_0010__phonefact_g726_24k,0.31216561511222013,0.005763725413392695,0.3404740629758598,0.8646034002,0.790569365
sdxeq_0010__phonefact_opus_nb_8k,0.7778504117165234,0.7387879560258956,0.5196137073896222,0.8581005931,0.7890868783
sdxeq_0011__phonefact_resample8k,0.2834504311471378,0.0005124036897568826,0.23919525129402885,0.8221380115,0.8485302329
sdxeq_0011__phonefact_g711_ulaw,0.32181967794304694,0.004692443125018743,0.26304499637208995,0.8194460869,0.8066083789
sdxeq_0011__phonefact_g726_24k,0.24200447246715576,0.003707613617242966,0.2358853721811561,0.8431661725,0.8276768923
sdxeq_0011__phonefact_opus_nb_8k,0.9857893341187465,0.9927315761549187,0.5632011911878849,0.8687505126,0.0475450009
sdxeq_0012__phonefact_resample8k,0.16802573703654006,0.7366829282869144,0.03688255410586867,0.3323013484,0.8770979643
sdxeq_0012__phonefact_g711_ulaw,0.5768394208002245,0.6199764093958061,0.051473729268853595,0.8116400838,0.46257025
sdxeq_0012__phonefact_g726_24k,0.5443568236853343,0.6497736195627379,0.09107767160557569,0.7001323104,0.2678653896
sdxeq_0012__phonefact_opus_nb_8k,0.8183310087454938,0.9331663488136244,0.12060112911711321,0.8055420518,0.1115425229
sdxeq_0013__phonefact_resample8k,0.25969648288363933,0.0014691503319353165,0.3632583768081619,0.8163127899,0.0283583198
sdxeq_0013__phonefact_g711_ulaw,0.3581672304704958,0.028087532446622803,0.40213108993360297,0.8679977655,0.0277847815
