ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
factorial_0400,0.008264856565492633,0.002262733714379335,0.7651534449890792,0.8317946196,0.045995295
factorial_0401,0.027020655926722478,0.00044508875162158464,0.2623839052403918,0.7884164453,0.037467394
factorial_0402,0.03978189447775607,0.02452318424884132,0.4828396698998802,0.6723293662,0.0835961848
factorial_0403,0.1025473733920712,0.008394630789971935,0.24469576524344347,0.8134131432,0.0517357029
factorial_0404,0.05219376373995407,0.0062158206643090075,0.219607394049605,0.8324725628,0.0453283489
factorial_0405,0.009761520974052482,0.004279473173124912,0.27259640033307614,0.4835534692,0.1257816106
factorial_0406,0.09281379642308031,0.00028132222405003853,0.698514436732434,0.8896062374,0.0499385558
factorial_0407,0.09485901149979598,0.003936524476810227,0.4265387090805475,0.7976140976,0.0632008165
factorial_0408,0.04235140047593555,0.004833322536082087,0.3436209222951983,0.8504248857,0.059727475
factorial_0409,0.24429936884231251,0.1906603344619197,0.7530088311715945,0.8447825313,0.0464484729
factorial_0410,0.36731993125679374,0.10643111691066469,0.7475707494119801,0.840297401,0.0300465804
factorial_0411,0.119308954205367,0.04744489204671173,0.4271018150135289,0.7333369851,0.0963170752
factorial_0412,0.0019352617138422067,0.0002871150235203778,0.54404543303964,0.6978513598,0.1107165292
factorial_0413,0.0010288574456367033,0.00024688838978242483,0.41089919678054687,0.8541229367,0.0433575399
factorial_0414,0.13541539872560904,0.0072678554160112395,0.6784530586280131,0.8803533316,0.0790445581
factorial_0415,0.001705539193540699,0.0008319980622551202,0.39591533735382156,0.8508554101,0.0462856553
factorial_0416,0.06921407676723182,8.686282852038378e-05,0.2483189905549829,0.9147114158,0.0441396795
factorial_0417,0.07442615826957352,0.011729983656585929,0.5663364345645171,0.8473225832,0.1230762601
factorial_0418,0.03094987175501039,0.0002332353275465723,0.5436422055464896,0.78008008,0.037347205
factorial_0419,0.002754559724419479,0.00014289313248303531,0.23747445112888446,0.5440647006,0.049595587
factorial_0420,0.15598791496890735,0.03602117562858414,0.446480476009598,0.6079267263,0.065429382
factorial_0421,0.08292861059412655,0.057541066584998406,0.2997218416070408,0.8623945713,0.0411652997
factorial_0422,0.17815146725541575,0.00372621744858945,0.31442021726669395,0.7934914231,0.0312298406
factorial_0423,0.08955093447365754,0.0008417361888753134,0.398727512150688,0.8318300247,0.1249557883
factorial_0424,0.3100456092272698,0.2203875136931128,0.9032569212658186,0.8877949119,0.0540837087
factorial_0425,0.10804107883893005,0.4632206906636013,0.05048293595777927,0.0364063345,0.8264459968
factorial_0426,0.15208986660167956,0.27724328893204647,0.04692756599965194,0.0206877925,0.6073236465
factorial_0427,0.19231269016692473,0.7655311047187451,0.09128108449698838,0.1152413264,0.8696725965
factorial_0428,0.2555141860514428,0.2050032960661553,0.07014403363467565,0.0479276851,0.8405728936
factorial_0429,0.4096243691469768,0.22904260227808748,0.21071288733756313,0.0451188236,0.1329930276
