PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
cmbv5_0000,g711_ulaw,FILE,0,0.3698907541,0.7104274185,0.3405366644,-0.3405366644
cmbv5_0001,g711_ulaw,FILE,0,0.4956087639,0.5385294111,0.04292064719999994,-0.04292064719999994
cmbv5_0002,g711_ulaw,FILE,0,0.6974012203,0.2814065591,-0.41599466119999995,0.41599466119999995
cmbv5_0003,g711_ulaw,FILE,0,0.8606892926,0.6093674858,-0.25132180680000005,0.25132180680000005
cmbv5_0004,g711_ulaw,FILE,1,0.9301106146,0.834557177,-0.09555343760000001,-0.09555343760000001
cmbv5_0005,g711_ulaw,FILE,1,0.9492138947,0.8847340852,-0.06447980949999998,-0.06447980949999998
cmbv5_0006,g711_ulaw,FILE,1,0.5470254835,0.2151650809,-0.33186040260000005,-0.33186040260000005
cmbv5_0007,g711_ulaw,FILE,1,0.8450463967,0.2671193934,-0.5779270033,-0.5779270033
cmbv5_0008,g711_ulaw,FILE,1,0.9628549129,0.8370453408,-0.1258095721,-0.1258095721
cmbv5_0009,g711_ulaw,FILE,1,0.9925604931,0.9659517978,-0.026608695300000096,-0.026608695300000096
cmbv5_0010,g711_ulaw,FILE,1,0.9680773874,0.7217062194,-0.24637116800000003,-0.24637116800000003
cmbv5_0011,g711_ulaw,FILE,1,0.8920435137,0.7882945251,-0.10374898860000004,-0.10374898860000004
cmbv5_0012,g711_ulaw,FILE,1,0.7225687089,0.2686744034,-0.45389430550000004,-0.45389430550000004
cmbv5_0013,g711_ulaw,FILE,1,0.9979937014,0.9937067086,-0.0042869928,-0.0042869928
cmbv5_0014,g711_ulaw,FILE,1,0.9792512682,0.9055980797,-0.07365318850000002,-0.07365318850000002
cmbv5_0015,g711_ulaw,FILE,1,0.9453275159,0.3748286428,-0.5704988731,-0.5704988731
cmbv5_0016,g711_ulaw,FILE,0,0.9079845729,0.8142598046,-0.09372476829999998,0.09372476829999998
cmbv5_0017,g711_ulaw,FILE,0,0.6704205811,0.9023334042,0.23191282309999994,-0.23191282309999994
cmbv5_0018,g711_ulaw,FILE,0,0.7150857273,0.3477441067,-0.3673416206,0.3673416206
cmbv5_0019,g711_ulaw,FILE,0,0.4754071866,0.2015706689,-0.27383651769999995,0.27383651769999995
cmbv5_0020,g711_ulaw,FILE,1,0.9676278365,0.9269715782,-0.04065625829999997,-0.04065625829999997
cmbv5_0021,g711_ulaw,FILE,1,0.721871766,0.6395103484,-0.08236141760000004,-0.08236141760000004
cmbv5_0022,g711_ulaw,FILE,1,0.8497424224,0.9104646573,0.06072223490000006,0.06072223490000006
