ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
factorial_0400,0.0021890946143712994,0.0018579614391276839,0.7740460214856469,0.8317946196,0.045995295
factorial_0401,0.024024607240700668,0.00048089063963701966,0.3062550256469306,0.7884164453,0.037467394
factorial_0402,0.023119881336626086,0.018326382956965297,0.5212511417903001,0.6723293662,0.0835961848
factorial_0403,0.09414388083375157,0.013433537995250919,0.2508335049850144,0.8134131432,0.0517357029
factorial_0404,0.03222281714536809,0.006935900241223415,0.19628057886797853,0.8324725628,0.0453283489
factorial_0405,0.008956108513289315,0.0074495083451694465,0.40508152397548547,0.4835534692,0.1257816106
factorial_0406,0.09940291970358704,0.00022035848685581815,0.8156898466794799,0.8896062374,0.0499385558
factorial_0407,0.08472365034722133,0.006826368162742951,0.44675375572538195,0.7976140976,0.0632008165
factorial_0408,0.034095241837220645,0.0035377051704022677,0.46118882818328044,0.8504248857,0.059727475
factorial_0409,0.24292470114681117,0.23352208452337173,0.8307707776980322,0.8447825313,0.0464484729
factorial_0410,0.3307485763484189,0.17450745050892297,0.7032295822175487,0.840297401,0.0300465804
factorial_0411,0.1364417396827772,0.0925291007040363,0.4874001472181796,0.7333369851,0.0963170752
factorial_0412,0.0011137118049183293,0.0003232364760554063,0.7077273094752333,0.6978513598,0.1107165292
factorial_0413,0.0003662727533243713,0.00017368194514754494,0.4963141240016069,0.8541229367,0.0433575399
factorial_0414,0.09310697591184228,0.004750151460155319,0.7659040833531157,0.8803533316,0.0790445581
factorial_0415,0.0006467106188331122,0.0005796460975103988,0.49942435330911317,0.8508554101,0.0462856553
factorial_0416,0.08642918566724209,6.582915762992696e-05,0.32095260576255347,0.9147114158,0.0441396795
factorial_0417,0.0895690894132783,0.0167917791147508,0.7258578410912763,0.8473225832,0.1230762601
factorial_0418,0.028691405299970423,0.0002463696987533762,0.6528201965647454,0.78008008,0.037347205
factorial_0419,0.0016499993608711126,0.0001232123309173396,0.31818852974266526,0.5440647006,0.049595587
factorial_0420,0.1477286580098578,0.05080814432472591,0.4644440445187479,0.6079267263,0.065429382
factorial_0421,0.05822908754435305,0.052699997617853434,0.3255474371204131,0.8623945713,0.0411652997
factorial_0422,0.13546259822653464,0.0026895458398072582,0.291155691902162,0.7934914231,0.0312298406
factorial_0423,0.09275462506627492,0.0009650170172975919,0.4414445219940029,0.8318300247,0.1249557883
factorial_0424,0.2951701369810717,0.2199957212492588,0.9616856340490519,0.8877949119,0.0540837087
factorial_0425,0.10929255417191171,0.6264537348598114,0.06154673394260848,0.0364063345,0.8264459968
factorial_0426,0.15692518108177958,0.4663641798381228,0.04581197800004622,0.0206877925,0.6073236465
factorial_0427,0.33332426172709845,0.9008773908515446,0.24368170974197137,0.1152413264,0.8696725965
factorial_0428,0.36471522446825927,0.2386696127693401,0.23279203229655332,0.0479276851,0.8405728936
factorial_0429,0.5385109506554372,0.25651095685516095,0.47433293086263884,0.0451188236,0.1329930276
factorial_0430,0.5066663521954538,0.018345311473812916,0.537510679058434,0.0316995382,0.8508201241
factorial_0431,0.03637070616809223,0.6381187321654043,0.029302685887363195,0.0336343683,0.8242228627
factorial_0432,0.15578624511950892,0.019222367222495797,0.09641798354904767,0.1066806912,0.9215633869
factorial_0433,0.25343697985103836,0.7725563813293389,0.2108982121513803,0.0526056327,0.9052119255
factorial_0434,0.37684963813566924,0.9523273910803615,0.2494013499189522,0.0297066923,0.9118412137
factorial_0435,0.522382708366689,0.7773488481731161,0.34694678811125823,0.2136826515,0.8388293386
factorial_0436,0.4706947990102339,0.7884455232265515,0.43499848889853343,0.0425509624,0.8376552463
factorial_0437,0.3267503844204181,0.8271434052801823,0.24372696567666371,0.2861935198,0.8925943375
factorial_0438,0.16100743319575408,0.01988926675645857,0.14014256170010625,0.0387907326,0.1639321446
factorial_0439,0.6741027837075777,0.7800848040846626,0.5127788976253782,0.023636356,0.8053393364
factorial_0440,0.11620342290936768,0.4005481791855455,0.0097629294795823,0.0284940675,0.9072649479
factorial_0441,0.012052111108977708,0.11753941497490498,0.021657746403399042,0.0211766995,0.6110124588
factorial_0442,0.422557774599963,0.06589990306618071,0.3064142058640467,0.1466296464,0.8512379527
factorial_0443,0.1462824188713445,0.8548766156475361,0.10094639699075636,0.1271395087,0.8806023002
factorial_0444,0.42375653551230613,0.04541211560008775,0.38828378002576147,0.0235106349,0.8263455629
factorial_0445,0.6051290659015296,0.8411854115576406,0.48642581872748264,0.0733828098,0.878965795
factorial_0446,0.16697424320951462,0.8423725743666486,0.025722819881588435,0.0266472436,0.8914765716
factorial_0447,0.11138819509311608,0.6521957431566279,0.0034438347421918646,0.0266632084,0.8266436458
factorial_0448,0.5761428318115468,0.7332570932462349,0.6013265059801205,0.110364005,0.901231885
factorial_0449,0.4147628424683163,0.9769616748386308,0.3265627508160004,0.0417702608,0.8334668279
factorial_0450,0.9999664293940441,0.9999628953019403,0.7146261648010651,0.8345918059,0.0569831245
factorial_0451,0.9804364424632762,0.9711779515516085,0.5969266799519464,0.7992021441,0.0281058419
factorial_0452,0.9992529266940673,0.9991551836526422,0.5962763581596953,0.6678168178,0.0647785738
factorial_0453,0.9568567232771698,0.9403217346013006,0.4239162758236332,0.7903987169,0.0397676006
factorial_0454,0.7686105912679239,0.7340243255750786,0.6773945371556785,0.8910936713,0.0500956215
factorial_0455,0.10585894159567745,0.003411789025600174,0.47424528295008034,0.8768369555,0.0462045483
factorial_0456,0.9220374466908297,0.9097431871593264,0.5291240339884354,0.842600584,0.0251973476
factorial_0457,0.9975834170572462,0.9970190491500247,0.6325971212717723,0.7941350937,0.0316956788
factorial_0458,0.99403559464973,0.9912634396152442,0.5823765698383443,0.831992805,0.0290207658
factorial_0459,0.9908189013955039,0.989603126424679,0.3789610513774387,0.8284230828,0.0343660638
factorial_0460,0.9997528197542167,0.9997372735270686,0.9800551155052996,0.8843161464,0.0373515598
factorial_0461,0.8845432834076882,0.8377483310316775,0.5529647626897953,0.7920094728,0.0330911353
factorial_0462,0.9276452622833279,0.9138361613430541,0.5682172703982252,0.8897724152,0.0368794836
factorial_0463,0.9998983133367075,0.999907032825231,0.6829898968919121,0.8432193398,0.0440547206
factorial_0464,0.9107562495255793,0.988362170387545,0.3940982380355689,0.7429011464,0.0344379731
factorial_0465,0.994766964429901,0.9922126275574189,0.7062378250976247,0.6350958943,0.0467414223
factorial_0466,0.9985098664909666,0.9977008689499671,0.7015717267124675,0.6709057093,0.0451837741
factorial_0467,0.9421202024031038,0.91898322433029,0.5837064021985374,0.776274085,0.0354711898
factorial_0468,0.999348367878148,0.9990771344333335,0.7647181108502317,0.802791059,0.0362858623
factorial_0469,0.8753836005904063,0.9322551624637821,0.4153672541522633,0.7360739112,0.044510778
factorial_0470,0.9099655147105563,0.8914794291757597,0.42077136296114637,0.7566168308,0.0384371094
factorial_0471,0.9863395935816174,0.9773936518739171,0.5842368786684936,0.8165642619,0.0464667864
factorial_0472,0.9925744681365366,0.9902875078449457,0.6657592214662778,0.7699418664,0.0394368656
factorial_0473,0.9518000126661716,0.9370675448105794,0.5129737279285681,0.7834768295,0.031087039
factorial_0474,0.9970443656662662,0.9965598036796942,0.6465124836477755,0.7342272997,0.048548758
factorial_0475,0.8490704238377362,0.3870920501253146,0.8089423865499794,0.031488508,0.7284852862
factorial_0476,0.744750312219799,0.31075911899077363,0.7381743225092773,0.0559180416,0.8938526511
factorial_0477,0.37359993753943477,0.6409902434953723,0.3175352060718896,0.0344449915,0.8545073271
factorial_0478,0.5455901586742585,0.9831402103919437,0.5342438164093704,0.1804564297,0.8366621137
factorial_0479,0.8280541920023042,0.9820511239571184,0.7846353445779327,0.1410962194,0.9204726815
factorial_0480,0.6820757056922251,1.610970743352467e-05,0.6563904538189528,0.036489591,0.0780886859
factorial_0481,0.6207023810266726,0.878060763440415,0.6185692759152441,0.0423062928,0.8987916112
factorial_0482,0.6959407521536515,0.8472382500538059,0.6959352984463658,0.0522242747,0.9393631816
factorial_0483,0.6563168447109303,0.8838250080663026,0.5520221332157711,0.1196777076,0.910386622
factorial_0484,0.7491476501497465,0.7603673919848052,0.6423741378611786,0.0292134043,0.9611966014
factorial_0485,0.745926423969155,0.9171492697055157,0.7289508544116146,0.0631220192,0.8994373679
factorial_0486,0.16026196428284656,0.7450015863406065,0.1551591513325171,0.0634834543,0.9364198446
factorial_0487,0.8109990341509044,0.9948704154060953,0.8107088427521764,0.0447280742,0.8981193304
factorial_0488,0.6590524222628105,0.9076787819083829,0.5484944362356935,0.0444854647,0.8315204978
factorial_0489,0.9949902770136243,0.8406851432065976,0.9946103036861402,0.1511111557,0.9402737617
factorial_0490,0.9727521280694248,0.6932880824293465,0.9713949775349444,0.0875199959,0.9525606036
factorial_0491,0.7877846293661327,0.8480944369465724,0.7274879210746277,0.2159525603,0.9161085486
factorial_0492,0.23527862650438905,0.2559767393544435,0.24385899420253462,0.0342692956,0.5380322933
factorial_0493,0.6374733052253281,0.5003441461703855,0.5347004265099103,0.0227216277,0.9068958759
factorial_0494,0.6858394278901128,0.8984900543007136,0.5928906938862051,0.0525495857,0.9227867723
factorial_0495,0.8071942767691794,0.9113810266541359,0.7032753229143095,0.148757115,0.9012128115
factorial_0496,0.6247156508076394,0.9989538381602515,0.5459093616838485,0.2371306866,0.8471432924
factorial_0497,0.27116764823678985,0.7989673072143284,0.22548450773243855,0.0305147525,0.8894590139
factorial_0498,0.17757091081577134,0.8570806101925219,0.17128813483800875,0.0507470779,0.9087210894
factorial_0499,0.5202677944832839,0.8172574185163156,0.4606352335616003,0.106192708,0.9040805101
factorial_0500,0.13785094940031187,0.14421448971627154,0.06130738167495565,0.7208673358,0.7690495849
factorial_0501,0.7316301726230549,0.7795243361813866,0.004245371292821304,0.8270595074,0.9356714487
factorial_0502,0.5311112751873627,0.0006253284054808229,0.4663441161162933,0.8135612607,0.8204311132
factorial_0503,0.9194913619855176,0.9493075270579481,0.012473252475126978,0.8767685294,0.9241227508
factorial_0504,0.9215986994939471,0.8875898178060719,0.22958714831889826,0.8066670895,0.7361995578
factorial_0505,0.30135262604525087,0.0558666528946377,0.1722447944731928,0.7195736766,0.8705919385
factorial_0506,0.18978650455267637,0.5530199553703878,0.14102133808482703,0.6137545109,0.6942083836
factorial_0507,0.5929723036157488,0.06390106544004091,0.5515827498307158,0.2379216701,0.7775785923
factorial_0508,0.5855823579060844,0.7280618463613887,0.3353489484007827,0.3787312508,0.8713593483
factorial_0509,0.025120035085247242,0.8931947110839232,0.019131025310670322,0.6632173657,0.8976455331
factorial_0510,0.4639127747163052,0.01489948831715013,0.3228623111134697,0.815998733,0.9240276814
factorial_0511,0.00563263992056959,0.9958281108929943,0.0031972854985998517,0.5534185171,0.8356549144
factorial_0512,0.846856375496275,0.8480055180944948,0.0599383378148549,0.7734333873,0.8434314132
factorial_0513,0.5134843267252146,0.9017412977988443,0.4586726254232963,0.5509230494,0.8946683407
factorial_0514,0.619751753074111,0.7452630936328493,0.5247450721295168,0.6407870054,0.7932868004
factorial_0515,0.9188479478968021,0.8933649138777054,0.020493684468030394,0.805539012,0.8747214675
factorial_0516,0.31078746615394925,0.7013162690585607,0.16589265078795817,0.0472916737,0.9501177073
factorial_0517,0.25635644197178764,0.0003966746734866907,0.21676433202311796,0.7900601029,0.8909893036
factorial_0518,0.00597027288754294,0.001781180861802946,0.005403038008438389,0.8939462304,0.8981569409
factorial_0519,0.33824476600438247,0.21844726789356844,0.2854499652877443,0.7445005178,0.7599471211
factorial_0520,0.6079070518175125,0.514742205427173,0.560369160488976,0.8473697305,0.8802812099
factorial_0521,0.12510056527866825,0.0270040338748834,0.10635236550168595,0.4856372774,0.8355124593
factorial_0522,0.22668778985310736,0.4549295819100473,0.11348369827579043,0.3417350352,0.8875542283
factorial_0523,0.42865456966313725,0.00148155134939402,0.4172125283618846,0.6567003131,0.749781847
factorial_0524,0.34051937307514807,0.03563460340988414,0.27902992795072035,0.6631350517,0.8893636465
factorial_0525,0.5396997947509443,0.9539592441794917,0.3652644304618968,0.6866642833,0.9292524457
factorial_0526,0.7596154181772099,0.7819971991682669,0.4956094519722318,0.8302571774,0.90127033
factorial_0527,0.7408943662655384,0.5803167308079505,0.21315962637974306,0.8475134969,0.8817552924
factorial_0528,0.5753435924835496,0.4924839134897924,0.13583854967867146,0.7543821335,0.8918509483
factorial_0529,0.5289982965356268,0.059815683270753685,0.3677786752683181,0.837726295,0.8167456985
factorial_0530,0.4763230066290481,0.20865067458731862,0.40485088747822917,0.6901138425,0.8513461351
factorial_0531,0.18011790037998965,0.6911510917256934,0.11718189922055874,0.6378047466,0.9382497668
factorial_0532,0.6205675184266247,0.0021941890878251144,0.6271989349228501,0.6207342744,0.7470262647
factorial_0533,0.6780487984664899,0.8516023035584201,0.664407223792675,0.2158804834,0.9012764692
factorial_0534,0.11316928120423525,0.002530131415141662,0.42830587646779583,0.8351345062,0.2283674777
factorial_0535,0.8038671914153452,0.7460080517843419,0.7682210144001462,0.2393976301,0.9156639576
factorial_0536,0.9190459229799753,0.8667319900084678,0.7797964512684606,0.6760658026,0.5188232064
factorial_0537,0.12107955296431726,0.10198678198513975,0.0030209019919055107,0.9207323194,0.8887759447
factorial_0538,0.7631193433695429,0.7364024447872258,0.7325500134175289,0.4446541071,0.8727535009
factorial_0539,0.20056018905693226,0.016077178639531644,0.1913218803173226,0.8378625512,0.9050062299
factorial_0540,0.6864453697792852,0.08202266761414304,0.663326760238247,0.6129677892,0.8530445695
factorial_0541,0.5669240325770162,0.5816476788464742,0.1378042788768416,0.780076921,0.7611784339
factorial_0542,0.4593915420766005,0.7758867758199006,0.36394767621715546,0.6767566204,0.7856208682
factorial_0543,0.5941543969199954,0.2027199581494077,0.48186287489077817,0.5633174777,0.829869926
factorial_0544,0.8206161382644834,0.7141025506463758,0.6781183632027019,0.6076574922,0.3021105528
factorial_0545,0.21168940723342475,0.028074829792748307,0.4981877953924564,0.7418339252,0.5906163454
factorial_0546,0.23970716059550273,0.8742014995810886,0.20843217958608273,0.6718559265,0.9065893888
factorial_0547,0.476794561739964,0.9805736329599521,0.28589400351825606,0.2900883555,0.9397779107
factorial_0548,0.035440230952497404,0.0003602387531155023,0.038832064533572845,0.8016009927,0.8659852147
factorial_0549,0.7594360915895177,0.9316023662651031,0.6273928421009942,0.2642628551,0.8859226108
factorial_0550,0.5937162237607764,0.9999476285184996,0.4054341154821231,0.2434163988,0.8836733699
factorial_0551,0.3845171111455898,0.7061275958629404,0.2582509962145824,0.5778861642,0.8988989592
factorial_0552,0.12394218577876748,0.09785504986290958,0.0008374270179678626,0.0872517899,0.887640655
factorial_0553,0.187033055695049,0.010181141069242852,0.04063223420645445,0.7271697521,0.8923476934
