ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
yue_000_music_real,0.10804501692638448,0.9364926338157403,0.06484039944438488,0.0191921033,0.9332732558
yue_000_music_fake,0.7486145655170516,0.5798433843249658,0.735656212429119,0.0267653242,0.7624858022
yue_000_concurrent_v0_m0,0.25966649592949353,0.9053135173425946,0.11032970051860952,0.5403392315,0.799308002
yue_000_concurrent_v1_m0,0.173084502560165,0.9995109781642652,0.09839474231676007,0.6796685457,0.835570395
yue_000_concurrent_v0_m1,0.8512761355889105,0.8939500819952944,0.04799189716286606,0.8384611011,0.8653297424
yue_000_concurrent_v1_m1,0.9928062810649856,0.9936596967904227,0.18565468996303264,0.822401762,0.8536097407
yue_000_partial_overlap_v0_m0,0.6366905865396499,0.7396904737547532,0.44849825319048914,0.8211165667,0.9277127981
yue_000_partial_overlap_v1_m0,0.9875427764964675,0.9910725307506034,0.6113391148579647,0.8079230189,0.9204823375
yue_000_partial_overlap_v0_m1,0.5664149731163388,0.49979610690590687,0.46601290253418265,0.8894128799,0.8486981392
yue_000_partial_overlap_v1_m1,0.9634460856596131,0.9674345811118467,0.7930237588073358,0.8723022342,0.8021512032
yue_000_sequential_v0_m0,0.6629202067125551,0.7009149732750666,0.3409053530331661,0.8653355837,0.9381827116
yue_000_sequential_v1_m0,0.9731219474041782,0.9912575863761905,0.5799955321591608,0.8354840875,0.9364717603
yue_000_sequential_v0_m1,0.8170610329081721,0.1933077079118546,0.7506864973924545,0.8596439958,0.8265473843
yue_000_sequential_v1_m1,0.9338424527870801,0.8868566570250606,0.8649000548734086,0.8625023961,0.7308998108
yue_000_native_vocal_real_music,0.6454567824082268,0.9608799113779537,0.5146890434804698,0.1345920265,0.9280366898
yue_000_native_vocal_fake_music,0.7787986514439134,0.9171043092526414,0.7414261257590422,0.2288462371,0.8379743099
yue_001_music_real,0.1668583271275745,0.2496165399581838,0.03673592109197465,0.0305294935,0.3316148818
yue_001_music_fake,0.9331539360973364,0.8291921999761199,0.9258309360628476,0.0229316,0.5792899728
yue_001_concurrent_v0_m0,0.5240654347712229,0.5979056457911864,0.21698512243651377,0.7329149842,0.7957020998
yue_001_concurrent_v1_m0,0.3330751505469609,0.9944624225451234,0.12965010842190536,0.6448981166,0.7501705289
