ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
factorial_0400,0.004920576537830379,0.002114851192042259,0.7717553547666669,0.8317946196,0.045995295
factorial_0401,0.02791476884488786,0.0004737910228936667,0.27943956138516723,0.7884164453,0.037467394
factorial_0402,0.03348695062248164,0.019504887455727413,0.5082545668947469,0.6723293662,0.0835961848
factorial_0403,0.11776449285996651,0.012476037569339302,0.26520521633803573,0.8134131432,0.0517357029
factorial_0404,0.04408611866224956,0.006729857279830783,0.20771380760801136,0.8324725628,0.0453283489
factorial_0405,0.009220846777493146,0.006041634387911897,0.29137203923822225,0.4835534692,0.1257816106
factorial_0406,0.11545122224613198,0.0002049168937820084,0.7860888038314517,0.8896062374,0.0499385558
factorial_0407,0.10576587844523012,0.0058317015504354055,0.452057169489964,0.7976140976,0.0632008165
factorial_0408,0.045498858747969065,0.004621689104059961,0.41094585006347756,0.8504248857,0.059727475
factorial_0409,0.24626728110880716,0.20083855563551622,0.7863645582833432,0.8447825313,0.0464484729
factorial_0410,0.38303393192864604,0.13940875667529107,0.7177668936291701,0.840297401,0.0300465804
factorial_0411,0.13118389607071085,0.07168608958473845,0.42892524267457777,0.7333369851,0.0963170752
factorial_0412,0.001535439467685764,0.00030316924200956104,0.593331453938285,0.6978513598,0.1107165292
factorial_0413,0.0007543762097859842,0.00017259395405685323,0.4700059798401447,0.8541229367,0.0433575399
factorial_0414,0.12487773878159805,0.00496857211083079,0.7506485089231237,0.8803533316,0.0790445581
factorial_0415,0.0012544403670621841,0.0006016732754520456,0.4720811171343819,0.8508554101,0.0462856553
factorial_0416,0.07687053966722379,7.101963087882079e-05,0.2581806626898992,0.9147114158,0.0441396795
factorial_0417,0.09365825192764571,0.012761045775989827,0.6685432669196175,0.8473225832,0.1230762601
factorial_0418,0.03114111394254068,0.00023996762703501883,0.5789593774046442,0.78008008,0.037347205
factorial_0419,0.0017916704210540848,0.00012487259251659318,0.21397576085532113,0.5440647006,0.049595587
factorial_0420,0.17696228572881498,0.0462639509388055,0.4584365447893327,0.6079267263,0.065429382
factorial_0421,0.07020695715759218,0.054400100759153906,0.30186698520713084,0.8623945713,0.0411652997
factorial_0422,0.1586821185081334,0.002906473692721429,0.3017699588456395,0.7934914231,0.0312298406
