ID,ORPHEA_FAKE_PROB
yue_000_music_real,0.9864215850830078
yue_000_music_fake,0.9768412709236145
yue_000_concurrent_v0_m0,0.9948803186416626
yue_000_concurrent_v1_m0,0.9679706692695618
yue_000_concurrent_v0_m1,0.9732965230941772
yue_000_concurrent_v1_m1,0.9768614172935486
yue_000_partial_overlap_v0_m0,0.9717525243759155
yue_000_partial_overlap_v1_m0,0.9475276470184326
yue_000_partial_overlap_v0_m1,0.9565601944923401
yue_000_partial_overlap_v1_m1,0.9705873727798462
yue_000_sequential_v0_m0,0.9677198529243469
yue_000_sequential_v1_m0,0.9454968571662903
yue_000_sequential_v0_m1,0.7986704111099243
yue_000_sequential_v1_m1,0.8945271372795105
yue_000_native_vocal_real_music,0.9836840629577637
yue_000_native_vocal_fake_music,0.9915470480918884
yue_001_music_real,0.9878826141357422
yue_001_music_fake,0.990627646446228
yue_001_concurrent_v0_m0,0.9871976971626282
yue_001_concurrent_v1_m0,0.9977413415908813
yue_001_concurrent_v0_m1,0.9863916635513306
yue_001_concurrent_v1_m1,0.9950913190841675
yue_001_partial_overlap_v0_m0,0.9802660346031189
yue_001_partial_overlap_v1_m0,0.9791254997253418
yue_001_partial_overlap_v0_m1,0.9897128343582153
yue_001_partial_overlap_v1_m1,0.9790052175521851
yue_001_sequential_v0_m0,0.9427662491798401
yue_001_sequential_v1_m0,0.8806554675102234
yue_001_sequential_v0_m1,0.9486458897590637
yue_001_sequential_v1_m1,0.971453070640564
yue_001_native_vocal_real_music,0.9931729435920715
yue_001_native_vocal_fake_music,0.9885130524635315
yue_002_music_real,0.9377574324607849
yue_002_music_fake,0.9547382593154907
yue_002_concurrent_v0_m0,0.9923802614212036
yue_002_concurrent_v1_m0,0.9660932421684265
yue_002_concurrent_v0_m1,0.9946174025535583
yue_002_concurrent_v1_m1,0.9911722540855408
yue_002_partial_overlap_v0_m0,0.9659189581871033
yue_002_partial_overlap_v1_m0,0.966343343257904
yue_002_partial_overlap_v0_m1,0.9701412916183472
yue_002_partial_overlap_v1_m1,0.9726574420928955
yue_002_sequential_v0_m0,0.9461730122566223
yue_002_sequential_v1_m0,0.9071328639984131
yue_002_sequential_v0_m1,0.8655850291252136
yue_002_sequential_v1_m1,0.9436858892440796
yue_003_music_real,0.9721526503562927
yue_003_music_fake,0.9745079278945923
yue_003_concurrent_v0_m0,0.9894254207611084
yue_003_concurrent_v1_m0,0.9791375398635864
yue_003_concurrent_v0_m1,0.9966801404953003
yue_003_concurrent_v1_m1,0.9648714661598206
yue_003_partial_overlap_v0_m0,0.9633956551551819
yue_003_partial_overlap_v1_m0,0.9703256487846375
yue_003_partial_overlap_v0_m1,0.9757282733917236
yue_003_partial_overlap_v1_m1,0.9765663146972656
yue_003_sequential_v0_m0,0.8585104942321777
yue_003_sequential_v1_m0,0.9699957966804504
yue_003_sequential_v0_m1,0.7173447608947754
yue_003_sequential_v1_m1,0.9576143622398376
yue_003_native_vocal_real_music,0.9740155935287476
yue_003_native_vocal_fake_music,0.9721524119377136
yue_004_music_real,0.9773370623588562
yue_004_music_fake,0.9761442542076111
yue_004_concurrent_v0_m0,0.9966714382171631
yue_004_concurrent_v1_m0,0.987798810005188
yue_004_concurrent_v0_m1,0.9867085218429565
yue_004_concurrent_v1_m1,0.9931135773658752
yue_004_partial_overlap_v0_m0,0.9770432710647583
yue_004_partial_overlap_v1_m0,0.958130955696106
yue_004_partial_overlap_v0_m1,0.9232136011123657
yue_004_partial_overlap_v1_m1,0.9506044387817383
yue_004_sequential_v0_m0,0.9346869587898254
yue_004_sequential_v1_m0,0.8794634938240051
yue_004_sequential_v0_m1,0.903752863407135
yue_004_sequential_v1_m1,0.9074531197547913
yue_004_native_vocal_real_music,0.9686601161956787
yue_004_native_vocal_fake_music,0.9767972826957703
yue_005_music_real,0.9969623684883118
yue_005_music_fake,0.9781443476676941
yue_005_concurrent_v0_m0,0.9965947270393372
yue_005_concurrent_v1_m0,0.9771994948387146
yue_005_concurrent_v0_m1,0.9968698620796204
yue_005_concurrent_v1_m1,0.9923130869865417
yue_005_partial_overlap_v0_m0,0.9421499967575073
yue_005_partial_overlap_v1_m0,0.94980388879776
yue_005_partial_overlap_v0_m1,0.8920469880104065
yue_005_partial_overlap_v1_m1,0.950876772403717
yue_005_sequential_v0_m0,0.9496216177940369
yue_005_sequential_v1_m0,0.9395540356636047
yue_005_sequential_v0_m1,0.8695051074028015
yue_005_sequential_v1_m1,0.9086828231811523
yue_005_native_vocal_real_music,0.9933704137802124
yue_005_native_vocal_fake_music,0.988837718963623
yue_006_music_real,0.9545404314994812
yue_006_music_fake,0.9732733368873596
yue_006_concurrent_v0_m0,0.983974039554596
yue_006_concurrent_v1_m0,0.9699571132659912
yue_006_concurrent_v0_m1,0.981276273727417
yue_006_concurrent_v1_m1,0.9833157658576965
yue_006_partial_overlap_v0_m0,0.9323005080223083
yue_006_partial_overlap_v1_m0,0.9333736300468445
yue_006_partial_overlap_v0_m1,0.9568480253219604
yue_006_partial_overlap_v1_m1,0.967745304107666
yue_006_sequential_v0_m0,0.8574808835983276
yue_006_sequential_v1_m0,0.8736851811408997
yue_006_sequential_v0_m1,0.8666056394577026
yue_006_sequential_v1_m1,0.8584378957748413
yue_006_native_vocal_real_music,0.9633476734161377
yue_006_native_vocal_fake_music,0.9733660817146301
yue_007_music_real,0.9548395276069641
yue_007_music_fake,0.9869105219841003
yue_007_concurrent_v0_m0,0.9728886485099792
yue_007_concurrent_v1_m0,0.9632878303527832
yue_007_concurrent_v0_m1,0.9858976602554321
yue_007_concurrent_v1_m1,0.9559223055839539
yue_007_partial_overlap_v0_m0,0.9566454887390137
yue_007_partial_overlap_v1_m0,0.9100275039672852
