PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
cmbv5_0000,g711_ulaw,FILE,0,0.2999112428,0.842024455,0.5421132122000001,-0.5421132122000001
cmbv5_0001,g711_ulaw,FILE,0,0.1976231754,0.2935888419,0.09596566650000002,-0.09596566650000002
cmbv5_0002,g711_ulaw,FILE,0,0.2179475377,0.2191180602,0.001170522499999993,-0.001170522499999993
cmbv5_0003,g711_ulaw,FILE,0,0.2265005602,0.2390430312,0.012542471,-0.012542471
cmbv5_0004,g711_ulaw,FILE,1,0.6622640501,0.3884878615,-0.2737761886,-0.2737761886
cmbv5_0005,g711_ulaw,FILE,1,0.9287958707,0.916935743,-0.0118601277,-0.0118601277
cmbv5_0006,g711_ulaw,FILE,1,0.03903333,0.2296812507,0.1906479207,0.1906479207
cmbv5_0007,g711_ulaw,FILE,1,0.6602197441,0.3727902625,-0.2874294815999999,-0.2874294815999999
cmbv5_0008,g711_ulaw,FILE,1,0.8647722329,0.9606731858,0.0959009529,0.0959009529
cmbv5_0009,g711_ulaw,FILE,1,0.9379980309,0.7104005551,-0.2275974758,-0.2275974758
cmbv5_0010,g711_ulaw,FILE,1,0.9528682442,0.8677169122,-0.08515133200000002,-0.08515133200000002
cmbv5_0011,g711_ulaw,FILE,1,0.8527501811,0.338021481,-0.5147287001,-0.5147287001
cmbv5_0012,g711_ulaw,FILE,1,0.6486290425,0.4631999599,-0.18542908259999996,-0.18542908259999996
cmbv5_0013,g711_ulaw,FILE,1,0.9978543897,0.9857550701,-0.012099319599999991,-0.012099319599999991
cmbv5_0014,g711_ulaw,FILE,1,0.9798626626,0.9908671763,0.011004513699999996,0.011004513699999996
cmbv5_0015,g711_ulaw,FILE,1,0.8573439912,0.3880622914,-0.46928169980000006,-0.46928169980000006
cmbv5_0016,g711_ulaw,FILE,0,0.7307237835,0.7317535006,0.0010297170999999938,-0.0010297170999999938
cmbv5_0017,g711_ulaw,FILE,0,0.688784389,0.7091665192,0.020382130199999904,-0.020382130199999904
cmbv5_0018,g711_ulaw,FILE,0,0.7544099705,0.5606551245,-0.19375484600000004,0.19375484600000004
cmbv5_0019,g711_ulaw,FILE,0,0.248753577,0.2649539799,0.01620040290000002,-0.01620040290000002
cmbv5_0020,g711_ulaw,FILE,1,0.911688455,0.7086316836,-0.2030567714,-0.2030567714
cmbv5_0021,g711_ulaw,FILE,1,0.5537535131,0.6959330577,0.14217954460000004,0.14217954460000004
cmbv5_0022,g711_ulaw,FILE,1,0.3687343736,0.5032189293,0.1344845557,0.1344845557
cmbv5_0023,g711_ulaw,FILE,1,0.9280970106,0.6370111904,-0.29108582020000007,-0.29108582020000007
cmbv5_0024,g711_ulaw,FILE,1,0.9454798281,0.9743445546,0.02886472650000005,0.02886472650000005
cmbv5_0025,g711_ulaw,FILE,1,0.9665400458,0.9679429597,0.0014029139000000246,0.0014029139000000246
cmbv5_0026,g711_ulaw,FILE,1,0.8579830896,0.3098225908,-0.5481604988,-0.5481604988
cmbv5_0027,g711_ulaw,FILE,1,0.9578305428,0.984194852,0.02636430919999999,0.02636430919999999
cmbv5_0028,g711_ulaw,FILE,1,0.9471238802,0.9524053693,0.005281489099999925,0.005281489099999925
cmbv5_0029,g711_ulaw,FILE,1,0.9032386222,0.9807936531,0.07755503090000004,0.07755503090000004
cmbv5_0030,g711_ulaw,FILE,1,0.9365631582,0.9183839676,-0.01817919060000006,-0.01817919060000006
cmbv5_0031,g711_ulaw,FILE,1,0.9611596302,0.9678548053,0.0066951751000000614,0.0066951751000000614
cmbv5_0032,g711_ulaw,FILE,0,0.5768800641,0.3070519175,-0.26982814660000004,0.26982814660000004
cmbv5_0033,g711_ulaw,FILE,0,0.793528415,0.8928541925,0.09932577749999993,-0.09932577749999993
cmbv5_0034,g711_ulaw,FILE,0,0.7638335727,0.7026793565,-0.061154216199999945,0.061154216199999945
cmbv5_0035,g711_ulaw,FILE,0,0.543031571,0.5856875958,0.04265602479999997,-0.04265602479999997
cmbv5_0036,g711_ulaw,FILE,1,0.8699330293,0.7562705394,-0.11366248990000005,-0.11366248990000005
cmbv5_0037,g711_ulaw,FILE,1,0.7361657638,0.7947228582,0.05855709440000001,0.05855709440000001
cmbv5_0038,g711_ulaw,FILE,1,0.8291132666,0.8291900347,7.67681000000131e-05,7.67681000000131e-05
cmbv5_0039,g711_ulaw,FILE,1,0.8452036178,0.889609494,0.04440587620000003,0.04440587620000003
cmbv5_0040,g711_ulaw,FILE,1,0.9456024619,0.9449856266,-0.0006168353000000071,-0.0006168353000000071
cmbv5_0041,g711_ulaw,FILE,1,0.8049234662,0.9660992129,0.1611757467,0.1611757467
cmbv5_0042,g711_ulaw,FILE,1,0.9916282584,0.9497433607,-0.041884897700000034,-0.041884897700000034
cmbv5_0043,g711_ulaw,FILE,1,0.978424316,0.9417614661,-0.036662849900000016,-0.036662849900000016
cmbv5_0044,g711_ulaw,FILE,1,0.951550842,0.9515229423,-2.7899699999944794e-05,-2.7899699999944794e-05
cmbv5_0045,g711_ulaw,FILE,1,0.9059807261,0.9113012286,0.005320502499999935,0.005320502499999935
cmbv5_0046,g711_ulaw,FILE,1,0.9473375639,0.9255641665,-0.02177339740000006,-0.02177339740000006
cmbv5_0047,g711_ulaw,FILE,1,0.9060156904,0.9057522555,-0.00026343489999991476,-0.00026343489999991476
cmbv5_0000,g711_ulaw,VOICE,0,0.3144279493,0.894476077,0.5800481277,-0.5800481277
cmbv5_0001,g711_ulaw,VOICE,0,0.0005582018,0.0007563442,0.00019814240000000003,-0.00019814240000000003
cmbv5_0002,g711_ulaw,VOICE,0,0.7305088769,0.289244621,-0.4412642559,0.4412642559
cmbv5_0003,g711_ulaw,VOICE,0,0.0074758989,0.0488958732,0.0414199743,-0.0414199743
cmbv5_0004,g711_ulaw,VOICE,0,0.0044754239,0.0236823376,0.019206913699999998,-0.019206913699999998
