DATASET,ID,WINDOW_COUNT,MEDIAN,MEAN,MAX,TOP3,LME_T2,LME_T5,Q75,WINDOW_SCORES
factorial_eval_1200_v2,factorial_0000,3,0.0013608336448669434,0.0022437373797098794,0.004687786102294922,0.0022437373797098794,0.0022468029764408084,0.002251409731406994,0.0030243098735809326,"[0.0013608336448669434,0.004687786102294922,0.0006825923919677734]"
factorial_eval_1200_v2,factorial_0004,3,0.7336674928665161,0.5264794826507568,0.789752721786499,0.5264794826507568,0.617191292262123,0.6854621262932021,0.7617101073265076,"[0.05601823329925537,0.7336674928665161,0.789752721786499]"
factorial_eval_1200_v2,factorial_0008,3,0.11445295810699463,0.20853161811828613,0.5,0.20853161811828613,0.255216724266489,0.3220483282902007,0.3072264790534973,"[0.5,0.11445295810699463,0.01114189624786377]"
factorial_eval_1200_v2,factorial_0012,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[0.5,0.5,0.5]"
factorial_eval_1200_v2,factorial_0016,2,0.721127063035965,0.721127063035965,0.721870481967926,0.721127063035965,0.7211276157074697,0.7211284447120543,0.7214987725019455,"[0.721870481967926,0.7203836441040039]"
factorial_eval_1200_v2,factorial_0020,3,0.0006292462348937988,0.006803572177886963,0.01924651861190796,0.006803572177886963,0.006881305149467812,0.0069990679206663724,0.009937882423400879,"[0.01924651861190796,0.0006292462348937988,0.0005349516868591309]"
factorial_eval_1200_v2,factorial_0024,2,0.12406793236732483,0.12406793236732483,0.24331408739089966,0.12406793236732483,0.1381547888906599,0.1576911499112436,0.18369100987911224,"[0.24331408739089966,0.00482177734375]"
factorial_eval_1200_v2,factorial_0028,3,0.08406281471252441,0.2414537270863851,0.638458788394928,0.2414537270863851,0.32723276577202803,0.4385234448424945,0.3612608015537262,"[0.0018395781517028809,0.08406281471252441,0.638458788394928]"
factorial_eval_1200_v2,factorial_0032,3,0.0005529522895812988,0.0013006925582885742,0.0031829476356506348,0.0013006925582885742,0.001302489995690591,0.0013051901224098341,0.0018679499626159668,"[0.0031829476356506348,0.0005529522895812988,0.00016617774963378906]"
factorial_eval_1200_v2,factorial_0036,2,0.5939150750637054,0.5939150750637054,0.9749592542648315,0.5939150750637054,0.7269087609530095,0.8407091980864202,0.7844371646642685,"[0.9749592542648315,0.21287089586257935]"
factorial_eval_1200_v2,factorial_0040,3,0.9625086188316345,0.6610647439956665,0.9988111257553101,0.6610647439956665,0.8136878505971397,0.901212286841683,0.9806598722934723,"[0.02187448740005493,0.9625086188316345,0.9988111257553101]"
factorial_eval_1200_v2,factorial_0044,3,0.20935219526290894,0.19490484396616617,0.37430787086486816,0.19490484396616617,0.21763855087370534,0.24771326227156426,0.29183003306388855,"[0.0010544657707214355,0.20935219526290894,0.37430787086486816]"
factorial_eval_1200_v2,factorial_0048,3,0.2737887501716614,0.2918169101079305,0.5413252711296082,0.2918169101079305,0.3304678396514017,0.3820268557278819,0.40755701065063477,"[0.06033670902252197,0.5413252711296082,0.2737887501716614]"
factorial_eval_1200_v2,factorial_0052,2,0.015038609504699707,0.015038609504699707,0.027781426906585693,0.015038609504699707,0.015200971325036174,0.015444283633043853,0.0214100182056427,"[0.0022957921028137207,0.027781426906585693]"
factorial_eval_1200_v2,factorial_0056,3,0.2164137363433838,0.1985478401184082,0.3325577974319458,0.1985478401184082,0.21199782420596208,0.23027494999498596,0.2744857668876648,"[0.3325577974319458,0.2164137363433838,0.04667198657989502]"
factorial_eval_1200_v2,factorial_0060,2,0.001818239688873291,0.001818239688873291,0.0022650957107543945,0.001818239688873291,0.001818439369150997,0.0018187388892186816,0.0020416676998138428,"[0.0022650957107543945,0.0013713836669921875]"
factorial_eval_1200_v2,factorial_0064,3,0.000884711742401123,0.004628777503967285,0.012542188167572021,0.004628777503967285,0.004660200540675863,0.0047076373355859095,0.006713449954986572,"[0.012542188167572021,0.000884711742401123,0.00045943260192871094]"
factorial_eval_1200_v2,factorial_0068,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[0.5,0.5]"
factorial_eval_1200_v2,factorial_0072,3,0.00026983022689819336,0.000496069590250651,0.0009732246398925781,0.000496069590250651,0.0004961835482594162,0.0004963545529039902,0.0006215274333953857,"[0.00026983022689819336,0.00024515390396118164,0.0009732246398925781]"
factorial_eval_1200_v2,factorial_0076,4,0.9986583590507507,0.9984778463840485,0.9990106821060181,0.9987758000691732,0.9984781583790066,0.9984786260604468,0.9989143460988998,"[0.9975839853286743,0.9990106821060181,0.9988822340965271,0.9984344840049744]"
