DATASET,ID,WINDOW_COUNT,MEDIAN,MEAN,MAX,TOP3,LME_T2,LME_T5,Q75,WINDOW_SCORES
factorial_eval_1200_v2,factorial_0002,2,0.016990303993225098,0.016990303993225098,0.033741295337677,0.016990303993225098,0.017270847230649755,0.01769097465637106,0.02536579966545105,"[0.00023931264877319336,0.033741295337677]"
factorial_eval_1200_v2,factorial_0006,2,0.012011080980300903,0.012011080980300903,0.022957801818847656,0.012011080980300903,0.012130902105710727,0.012310508265436457,0.01748444139957428,"[0.022957801818847656,0.0010643601417541504]"
factorial_eval_1200_v2,factorial_0010,2,0.2152232825756073,0.2152232825756073,0.430101215839386,0.2152232825756073,0.2600408357300682,0.31353418500164276,0.32266224920749664,"[0.0003453493118286133,0.430101215839386]"
factorial_eval_1200_v2,factorial_0014,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[0.5,0.5]"
factorial_eval_1200_v2,factorial_0018,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[0.5,0.5]"
factorial_eval_1200_v2,factorial_0022,2,0.1696249544620514,0.1696249544620514,0.3388403654098511,0.1696249544620514,0.1977283462375113,0.23401132412377645,0.25423265993595123,"[0.000409543514251709,0.3388403654098511]"
factorial_eval_1200_v2,factorial_0026,3,0.7200658321380615,0.5669840971628824,0.9648072123527527,0.5669840971628824,0.6989791635446194,0.7979947756261747,0.8424365222454071,"[0.016079246997833252,0.9648072123527527,0.7200658321380615]"
factorial_eval_1200_v2,factorial_0030,2,0.527829647064209,0.527829647064209,0.9673967957496643,0.527829647064209,0.7003253612205884,0.8312183986571655,0.7476132214069366,"[0.9673967957496643,0.08826249837875366]"
factorial_eval_1200_v2,factorial_0034,4,0.13744333386421204,0.24173660576343536,0.6803118586540222,0.31839950879414874,0.3213672000832305,0.4368870682311849,0.3472369313240051,"[0.23621195554733276,0.6803118586540222,0.011747896671295166,0.03867471218109131]"
factorial_eval_1200_v2,factorial_0038,2,0.25760191679000854,0.25760191679000854,0.4633256196975708,0.25760191679000854,0.2987813242295244,0.34875112197885727,0.3604637682437897,"[0.4633256196975708,0.05187821388244629]"
factorial_eval_1200_v2,factorial_0042,2,0.0005500912666320801,0.0005500912666320801,0.000590205192565918,0.0005500912666320801,0.0005500928757591698,0.0005500952894496914,0.000570148229598999,"[0.000590205192565918,0.0005099773406982422]"
factorial_eval_1200_v2,factorial_0046,4,0.0001932680606842041,0.0009079128503799438,0.003162860870361328,0.0011831323305765788,0.0009096136933595413,0.0009121712957638334,0.0009850412607192993,"[0.00025910139083862305,0.003162860870361328,0.00012743473052978516,8.225440979003906e-05]"
factorial_eval_1200_v2,factorial_0050,2,0.003450155258178711,0.003450155258178711,0.006042599678039551,0.003450155258178711,0.0034568759961365295,0.0034669567078674246,0.004746377468109131,"[0.006042599678039551,0.0008577108383178711]"
factorial_eval_1200_v2,factorial_0054,2,0.2574557363986969,0.2574557363986969,0.5,0.2574557363986969,0.3141114834660911,0.37831946923252263,0.37872786819934845,"[0.5,0.014911472797393799]"
factorial_eval_1200_v2,factorial_0058,3,0.0017908811569213867,0.0020544727643330893,0.0034831762313842773,0.0020544727643330893,0.002055629109439883,0.002057364715247112,0.002637028694152832,"[0.0017908811569213867,0.0008893609046936035,0.0034831762313842773]"
factorial_eval_1200_v2,factorial_0062,3,0.050702035427093506,0.0586966077486674,0.11651235818862915,0.0586966077486674,0.060672899189313075,0.06366828624585515,0.08360719680786133,"[0.008875429630279541,0.050702035427093506,0.11651235818862915]"
factorial_eval_1200_v2,factorial_0066,2,0.0029955804347991943,0.0029955804347991943,0.004803121089935303,0.0029955804347991943,0.002998847630902775,0.00300374833165762,0.0038993507623672485,"[0.004803121089935303,0.001188039779663086]"
factorial_eval_1200_v2,factorial_0070,2,0.4956734776496887,0.4956734776496887,0.6505491733551025,0.4956734776496887,0.5192859278205977,0.5504585806333998,0.5731113255023956,"[0.6505491733551025,0.3407977819442749]"
factorial_eval_1200_v2,factorial_0074,3,0.0014091134071350098,0.00207062562306722,0.004112422466278076,0.00207062562306722,0.0020727974363878333,0.0020760597860873847,0.002760767936706543,"[0.004112422466278076,0.0006903409957885742,0.0014091134071350098]"
factorial_eval_1200_v2,factorial_0078,4,0.009467363357543945,0.030816569924354553,0.10426956415176392,0.04106809695561727,0.032719991537062704,0.03577053045252898,0.03941987454891205,"[6.198883056640625e-05,0.017803311347961426,0.10426956415176392,0.0011314153671264648]"
factorial_eval_1200_v2,factorial_0082,4,0.8383781611919403,0.7594946771860123,0.9991623163223267,0.8919728795687357,0.817403942137021,0.8740939406547319,0.9779687076807022,"[0.9991623163223267,0.7058521509170532,0.3620600700378418,0.9709041714668274]"
factorial_eval_1200_v2,factorial_0086,4,0.3647826910018921,0.4422273635864258,0.8475514054298401,0.5257055958112081,0.5111728058707461,0.6119904840085102,0.5468738526105881,"[0.4466480016708374,0.19179266691207886,0.2829173803329468,0.8475514054298401]"
factorial_eval_1200_v2,factorial_0090,3,0.49796438217163086,0.5014011263847351,0.9994716048240662,0.5014011263847351,0.6542617112928293,0.7967013665197156,0.7487179934978485,"[0.9994716048240662,0.006767392158508301,0.49796438217163086]"
factorial_eval_1200_v2,factorial_0094,4,0.9995197653770447,0.9969299137592316,0.9999896287918091,0.9996763865152994,0.9969525656863062,0.9969862334741698,0.9999142587184906,"[0.9886904954910278,0.9991503953933716,0.9999896287918091,0.9998891353607178]"
factorial_eval_1200_v2,factorial_0098,3,0.06372880935668945,0.29727258284886676,0.8270890712738037,0.29727258284886676,0.449180088298208,0.6148399820508554,0.4454089403152466,"[0.0009998679161071777,0.06372880935668945,0.8270890712738037]"
factorial_eval_1200_v2,factorial_0102,2,0.2203081250190735,0.2203081250190735,0.3033720850944519,0.2203081250190735,0.22717624159336144,0.237082973706155,0.2618401050567627,"[0.3033720850944519,0.13724416494369507]"
factorial_eval_1200_v2,factorial_0106,2,0.001787424087524414,0.001787424087524414,0.0025171637535095215,0.001787424087524414,0.0017879566073154627,0.0017887553845207555,0.0021522939205169678,"[0.0010576844215393066,0.0025171637535095215]"
factorial_eval_1200_v2,factorial_0110,2,0.07976719737052917,0.07976719737052917,0.15727287530899048,0.07976719737052917,0.08575042344095299,0.09442352991117674,0.11852003633975983,"[0.15727287530899048,0.002261519432067871]"
factorial_eval_1200_v2,factorial_0114,2,0.1802678108215332,0.1802678108215332,0.35434263944625854,0.1802678108215332,0.20997679936752495,0.24803305342003398,0.2673052251338959,"[0.35434263944625854,0.006192982196807861]"
factorial_eval_1200_v2,factorial_0118,2,0.9428540170192719,0.9428540170192719,0.9975554943084717,0.9428540170192719,0.9458403185730567,0.9502431989700847,0.9702047556638718,"[0.888152539730072,0.9975554943084717]"
factorial_eval_1200_v2,factorial_0122,2,0.49272796511650085,0.49272796511650085,0.9823406934738159,0.49272796511650085,0.7017532886422964,0.8452007922781318,0.7375343292951584,"[0.003115236759185791,0.9823406934738159]"
factorial_eval_1200_v2,factorial_0126,2,0.024688750505447388,0.024688750505447388,0.049279749393463135,0.024688750505447388,0.02529322410027796,0.026196749660547875,0.03698424994945526,"[9.775161743164062e-05,0.049279749393463135]"
factorial_eval_1200_v2,factorial_0130,2,0.484222412109375,0.484222412109375,0.9672282338142395,0.484222412109375,0.6882935601759635,0.830189665011322,0.7257253229618073,"[0.001216590404510498,0.9672282338142395]"
factorial_eval_1200_v2,factorial_0134,2,0.00014078617095947266,0.00014078617095947266,0.00014722347259521484,0.00014078617095947266,0.0001407862123983147,0.00014078627455660846,0.00014400482177734375,"[0.00014722347259521484,0.00013434886932373047]"
factorial_eval_1200_v2,factorial_0138,2,0.5234461724758148,0.5234461724758148,0.979971170425415,0.5234461724758148,0.7080558315205141,0.8434124331932619,0.7517086714506149,"[0.0669211745262146,0.979971170425415]"
factorial_eval_1200_v2,factorial_0142,2,0.9878726601600647,0.9878726601600647,0.9963183403015137,0.9878726601600647,0.9879439862814414,0.9880509309689304,0.9920955002307892,"[0.9794269800186157,0.9963183403015137]"
factorial_eval_1200_v2,factorial_0146,3,0.0003300905227661133,0.0006589889526367188,0.001504659652709961,0.0006589889526367188,0.0006593525106236684,0.0006598982060725836,0.0009173750877380371,"[0.0003300905227661133,0.00014221668243408203,0.001504659652709961]"
factorial_eval_1200_v2,factorial_0150,4,0.016011953353881836,0.07241421937942505,0.25664401054382324,0.0962226390838623,0.08471613738037828,0.10566678644779989,0.08585301041603088,"[0.0009889602661132812,0.0031012296676635742,0.028922677040100098,0.25664401054382324]"
factorial_eval_1200_v2,factorial_0154,2,0.8555373549461365,0.8555373549461365,0.9932250380516052,0.8555373549461365,0.8742603880540157,0.8996024351162019,0.9243811964988708,"[0.7178496718406677,0.9932250380516052]"
