ID,EAT_VOICE_PRESENT_PROB,EAT_MUSIC_PRESENT_PROB
yue_000_concurrent_v0_m0,0.6300115585327148,0.9408420324325562
yue_000_concurrent_v0_m1,0.7805362343788147,0.8249589204788208
yue_000_concurrent_v1_m0,0.7498285174369812,0.9328441023826599
yue_000_concurrent_v1_m1,0.8287089467048645,0.8300343155860901
yue_000_music_fake,0.053264569491147995,0.7408739328384399
yue_000_music_real,0.012335600331425667,0.9034472703933716
yue_000_native_vocal_fake_music,0.12149558216333389,0.8906667232513428
yue_000_native_vocal_real_music,0.10835046321153641,0.9264591932296753
yue_000_partial_overlap_v0_m0,0.9440610408782959,0.9176651835441589
yue_000_partial_overlap_v0_m1,0.9388896226882935,0.6831767559051514
yue_000_partial_overlap_v1_m0,0.9218934178352356,0.8926963806152344
yue_000_partial_overlap_v1_m1,0.9080833792686462,0.7012968063354492
yue_000_sequential_v0_m0,0.8572809100151062,0.91402667760849
yue_000_sequential_v0_m1,0.8921652436256409,0.7769506573677063
yue_000_sequential_v1_m0,0.8906917572021484,0.9247526526451111
yue_000_sequential_v1_m1,0.908611536026001,0.7236482501029968
yue_001_concurrent_v0_m0,0.7107874155044556,0.7422497868537903
yue_001_concurrent_v0_m1,0.8598032593727112,0.930541455745697
yue_001_concurrent_v1_m0,0.5219888091087341,0.19994206726551056
yue_001_concurrent_v1_m1,0.8587000370025635,0.9305397272109985
yue_001_music_fake,0.0268649123609066,0.735161542892456
yue_001_music_real,0.009838273748755455,0.5106479525566101
yue_001_native_vocal_fake_music,0.18678154051303864,0.850472629070282
yue_001_native_vocal_real_music,0.4810507893562317,0.7489327788352966
yue_001_partial_overlap_v0_m0,0.8593351244926453,0.7791595458984375
yue_001_partial_overlap_v0_m1,0.9165807962417603,0.89640212059021
yue_001_partial_overlap_v1_m0,0.8293254375457764,0.7785223722457886
yue_001_partial_overlap_v1_m1,0.814525306224823,0.8462796211242676
yue_001_sequential_v0_m0,0.9042122960090637,0.0960722342133522
yue_001_sequential_v0_m1,0.9189702868461609,0.7419860363006592
yue_001_sequential_v1_m0,0.8254100680351257,0.04383634030818939
yue_001_sequential_v1_m1,0.7982050180435181,0.7356734275817871
yue_002_concurrent_v0_m0,0.7937007546424866,0.9185019135475159
yue_002_concurrent_v0_m1,0.8035761117935181,0.8993644714355469
yue_002_concurrent_v1_m0,0.7164338827133179,0.8501551151275635
yue_002_concurrent_v1_m1,0.676981508731842,0.8446223139762878
yue_002_music_fake,0.050267744809389114,0.7811728715896606
yue_002_music_real,0.053741198033094406,0.8362244963645935
yue_002_partial_overlap_v0_m0,0.9275395274162292,0.8354429006576538
yue_002_partial_overlap_v0_m1,0.933377206325531,0.7239866256713867
yue_002_partial_overlap_v1_m0,0.8531427383422852,0.8569872975349426
yue_002_partial_overlap_v1_m1,0.7912325859069824,0.6879938244819641
yue_002_sequential_v0_m0,0.9165224432945251,0.8632487058639526
yue_002_sequential_v0_m1,0.9149743914604187,0.7540217638015747
yue_002_sequential_v1_m0,0.9013044238090515,0.8395819067955017
yue_002_sequential_v1_m1,0.876209020614624,0.7669029831886292
yue_003_concurrent_v0_m0,0.6596747636795044,0.9285904169082642
yue_003_concurrent_v0_m1,0.8809664249420166,0.8384492993354797
yue_003_concurrent_v1_m0,0.34375983476638794,0.7895879745483398
yue_003_concurrent_v1_m1,0.7510605454444885,0.6792647242546082
yue_003_music_fake,0.05252283811569214,0.6930935382843018
yue_003_music_real,0.11423085629940033,0.9229049682617188
yue_003_native_vocal_fake_music,0.05147957429289818,0.6487976312637329
yue_003_native_vocal_real_music,0.4175529181957245,0.911373496055603
yue_003_partial_overlap_v0_m0,0.7895671129226685,0.8851810693740845
yue_003_partial_overlap_v0_m1,0.8847596645355225,0.8227238655090332
yue_003_partial_overlap_v1_m0,0.46696344017982483,0.7356574535369873
yue_003_partial_overlap_v1_m1,0.3810293972492218,0.4873775541782379
yue_003_sequential_v0_m0,0.8932166695594788,0.9165922999382019
yue_003_sequential_v0_m1,0.8128557801246643,0.7125078439712524
yue_003_sequential_v1_m0,0.8306488394737244,0.9266366362571716
yue_003_sequential_v1_m1,0.34637728333473206,0.6914292573928833
yue_004_concurrent_v0_m0,0.6414940357208252,0.791309118270874
yue_004_concurrent_v0_m1,0.8083686232566833,0.7863166332244873
yue_004_concurrent_v1_m0,0.5878493785858154,0.8976306319236755
yue_004_concurrent_v1_m1,0.8668286800384521,0.8418405652046204
yue_004_music_fake,0.019160684198141098,0.7108902931213379
yue_004_music_real,0.004520367365330458,0.8076362609863281
yue_004_native_vocal_fake_music,0.3604997992515564,0.639148473739624
yue_004_native_vocal_real_music,0.43605539202690125,0.7310523390769958
yue_004_partial_overlap_v0_m0,0.875343382358551,0.7585965394973755
yue_004_partial_overlap_v0_m1,0.8860418200492859,0.7799272537231445
yue_004_partial_overlap_v1_m0,0.854172945022583,0.8179720044136047
yue_004_partial_overlap_v1_m1,0.8645504117012024,0.7386658191680908
yue_004_sequential_v0_m0,0.8367112278938293,0.7865787744522095
yue_004_sequential_v0_m1,0.8603898882865906,0.6219419240951538
yue_004_sequential_v1_m0,0.7515427470207214,0.806144654750824
yue_004_sequential_v1_m1,0.8853591680526733,0.6270639896392822
yue_005_concurrent_v0_m0,0.8134753108024597,0.8773984909057617
yue_005_concurrent_v0_m1,0.5400331020355225,0.7106752991676331
yue_005_concurrent_v1_m0,0.8571088314056396,0.8577423095703125
yue_005_concurrent_v1_m1,0.6981515884399414,0.7792161703109741
yue_005_music_fake,0.0441218726336956,0.6823089718818665
yue_005_music_real,0.021593255922198296,0.8743444681167603
yue_005_native_vocal_fake_music,0.06789301335811615,0.7771119475364685
yue_005_native_vocal_real_music,0.23338662087917328,0.8635993003845215
yue_005_partial_overlap_v0_m0,0.8450411558151245,0.8653178811073303
yue_005_partial_overlap_v0_m1,0.8946321606636047,0.7614191174507141
yue_005_partial_overlap_v1_m0,0.8469041585922241,0.8831154704093933
yue_005_partial_overlap_v1_m1,0.6546016931533813,0.6239758729934692
yue_005_sequential_v0_m0,0.8967671990394592,0.8693394064903259
yue_005_sequential_v0_m1,0.8485830426216125,0.586869478225708
yue_005_sequential_v1_m0,0.7361671924591064,0.8364852070808411
yue_005_sequential_v1_m1,0.8133841156959534,0.6265066862106323
yue_006_concurrent_v0_m0,0.8751312494277954,0.8597105145454407
yue_006_concurrent_v0_m1,0.813164472579956,0.8096541166305542
yue_006_concurrent_v1_m0,0.9034543633460999,0.8680760860443115
yue_006_concurrent_v1_m1,0.8787744045257568,0.8233621716499329
yue_006_music_fake,0.022823508828878403,0.6654532551765442
yue_006_music_real,0.011730832979083061,0.8341234922409058
yue_006_native_vocal_fake_music,0.08346440643072128,0.6977551579475403
yue_006_native_vocal_real_music,0.05963766947388649,0.7974848747253418
yue_006_partial_overlap_v0_m0,0.8647579550743103,0.7796278595924377
yue_006_partial_overlap_v0_m1,0.7931109666824341,0.6752463579177856
yue_006_partial_overlap_v1_m0,0.9181184768676758,0.802145779132843
yue_006_partial_overlap_v1_m1,0.7528057098388672,0.7251421213150024
yue_006_sequential_v0_m0,0.743812620639801,0.7678533792495728
yue_006_sequential_v0_m1,0.6003159284591675,0.6749370694160461
yue_006_sequential_v1_m0,0.8414786458015442,0.8079596757888794
yue_006_sequential_v1_m1,0.875845730304718,0.6240068078041077
yue_007_concurrent_v0_m0,0.8734657764434814,0.8881790637969971
yue_007_concurrent_v0_m1,0.7803587913513184,0.8365467190742493
yue_007_concurrent_v1_m0,0.822326123714447,0.8672767877578735
yue_007_concurrent_v1_m1,0.868384063243866,0.8408055901527405
yue_007_music_fake,0.027425616979599,0.7522498965263367
yue_007_music_real,0.030583590269088745,0.9426144957542419
yue_007_partial_overlap_v0_m0,0.912195086479187,0.8878915905952454
yue_007_partial_overlap_v0_m1,0.8027253150939941,0.8602398037910461
yue_007_partial_overlap_v1_m0,0.825756311416626,0.8433412909507751
yue_007_partial_overlap_v1_m1,0.8104313015937805,0.7339398264884949
yue_007_sequential_v0_m0,0.768738329410553,0.9347284436225891
yue_007_sequential_v0_m1,0.7860052585601807,0.7389355301856995
yue_007_sequential_v1_m0,0.7126875519752502,0.9173439741134644
yue_007_sequential_v1_m1,0.693587601184845,0.7214795351028442
