MODEL,PARENT_ID,CHANNEL,TASK,LABEL,CLEAN_PROB,CHANNEL_PROB,SCORE_DELTA,SIGNED_DELTA
anchor,cmbv6_0000,g711_ulaw,FILE,0,0.3582100232,0.7059428865,0.34773286330000003,-0.34773286330000003
anchor,cmbv6_0001,g711_ulaw,FILE,0,0.3929804886,0.2637716651,-0.12920882350000001,0.12920882350000001
anchor,cmbv6_0002,g711_ulaw,FILE,0,0.4464424862,0.5894967626,0.14305427639999996,-0.14305427639999996
anchor,cmbv6_0003,g711_ulaw,FILE,0,0.6348744964,0.7681255803,0.13325108389999996,-0.13325108389999996
anchor,cmbv6_0004,g711_ulaw,FILE,1,0.8163262363,0.4288687896,-0.3874574467,-0.3874574467
anchor,cmbv6_0005,g711_ulaw,FILE,1,0.8266356149,0.5826261686,-0.2440094463,-0.2440094463
anchor,cmbv6_0006,g711_ulaw,FILE,1,0.6553841695,0.6223918193,-0.03299235020000002,-0.03299235020000002
anchor,cmbv6_0007,g711_ulaw,FILE,1,0.7183083815,0.7163524518,-0.0019559297000000253,-0.0019559297000000253
anchor,cmbv6_0008,g711_ulaw,FILE,1,0.9705183323,0.8891395636,-0.08137876869999994,-0.08137876869999994
anchor,cmbv6_0009,g711_ulaw,FILE,1,0.9942910267,0.9921209912,-0.002170035500000056,-0.002170035500000056
anchor,cmbv6_0010,g711_ulaw,FILE,1,0.9041864448,0.8726333811,-0.031553063699999995,-0.031553063699999995
anchor,cmbv6_0011,g711_ulaw,FILE,1,0.9758702687,0.9375484456,-0.038321823100000096,-0.038321823100000096
anchor,cmbv6_0012,g711_ulaw,FILE,1,0.9928988417,0.9866899995,-0.006208842199999953,-0.006208842199999953
anchor,cmbv6_0013,g711_ulaw,FILE,1,0.9809049291,0.9380575923,-0.04284733680000008,-0.04284733680000008
anchor,cmbv6_0014,g711_ulaw,FILE,1,0.9916526262,0.8344337949,-0.15721883130000003,-0.15721883130000003
anchor,cmbv6_0015,g711_ulaw,FILE,1,0.9848102901,0.9174283951,-0.06738189500000002,-0.06738189500000002
anchor,cmbv6_0016,g711_ulaw,FILE,0,0.8436056068,0.6604231605,-0.1831824462999999,0.1831824462999999
anchor,cmbv6_0017,g711_ulaw,FILE,0,0.6771404736,0.6003205179,-0.0768199557,0.0768199557
anchor,cmbv6_0018,g711_ulaw,FILE,0,0.2747021344,0.1848763913,-0.08982574310000002,0.08982574310000002
anchor,cmbv6_0019,g711_ulaw,FILE,0,0.9154829131,0.8806780645,-0.034804848599999993,0.034804848599999993
anchor,cmbv6_0020,g711_ulaw,FILE,1,0.9380358556,0.7988972458,-0.13913860980000003,-0.13913860980000003
anchor,cmbv6_0021,g711_ulaw,FILE,1,0.8693906977,0.940917391,0.07152669330000005,0.07152669330000005
anchor,cmbv6_0022,g711_ulaw,FILE,1,0.3556007822,0.5558107813,0.20020999909999992,0.20020999909999992
anchor,cmbv6_0023,g711_ulaw,FILE,1,0.7469498134,0.7218447459,-0.025105067499999967,-0.025105067499999967
anchor,cmbv6_0024,g711_ulaw,FILE,1,0.8374216209,0.7997062408,-0.037715380100000084,-0.037715380100000084
anchor,cmbv6_0025,g711_ulaw,FILE,1,0.9261941762,0.91284892,-0.013345256200000044,-0.013345256200000044
anchor,cmbv6_0026,g711_ulaw,FILE,1,0.9454233382,0.9770528357,0.03162949749999999,0.03162949749999999
anchor,cmbv6_0027,g711_ulaw,FILE,1,0.9892407547,0.9868641962,-0.002376558499999959,-0.002376558499999959
anchor,cmbv6_0028,g711_ulaw,FILE,1,0.9917469408,0.9826080083,-0.009138932500000085,-0.009138932500000085
anchor,cmbv6_0029,g711_ulaw,FILE,1,0.98199838,0.9250433642,-0.05695501579999995,-0.05695501579999995
anchor,cmbv6_0030,g711_ulaw,FILE,1,0.976832295,0.9859342427,0.009101947699999946,0.009101947699999946
anchor,cmbv6_0031,g711_ulaw,FILE,1,0.9893715927,0.9801275522,-0.00924404049999994,-0.00924404049999994
anchor,cmbv6_0032,g711_ulaw,FILE,0,0.6796343958,0.5667074731,-0.11292692269999993,0.11292692269999993
anchor,cmbv6_0033,g711_ulaw,FILE,0,0.6307802674,0.5750763602,-0.05570390720000007,0.05570390720000007
anchor,cmbv6_0034,g711_ulaw,FILE,0,0.4918550345,0.5583228979,0.0664678634,-0.0664678634
anchor,cmbv6_0035,g711_ulaw,FILE,0,0.108520652,0.4091770011,0.3006563491,-0.3006563491
anchor,cmbv6_0036,g711_ulaw,FILE,1,0.9305380017,0.8588064502,-0.07173155149999999,-0.07173155149999999
anchor,cmbv6_0037,g711_ulaw,FILE,1,0.7862591761,0.8149790199,0.028719843800000033,0.028719843800000033
anchor,cmbv6_0038,g711_ulaw,FILE,1,0.9271311517,0.7180404303,-0.20909072140000007,-0.20909072140000007
anchor,cmbv6_0039,g711_ulaw,FILE,1,0.8581326377,0.7710680428,-0.08706459490000007,-0.08706459490000007
anchor,cmbv6_0040,g711_ulaw,FILE,1,0.9738314926,0.9697455519,-0.0040859407000000125,-0.0040859407000000125
anchor,cmbv6_0041,g711_ulaw,FILE,1,0.9857866634,0.9794560344,-0.006330629000000032,-0.006330629000000032
anchor,cmbv6_0042,g711_ulaw,FILE,1,0.9911097969,0.9965922831,0.005482486200000025,0.005482486200000025
anchor,cmbv6_0043,g711_ulaw,FILE,1,0.993425754,0.9821620273,-0.011263726699999976,-0.011263726699999976
anchor,cmbv6_0044,g711_ulaw,FILE,1,0.9918194412,0.989454724,-0.002364717199999977,-0.002364717199999977
anchor,cmbv6_0045,g711_ulaw,FILE,1,0.9946171167,0.9910564421,-0.00356067459999998,-0.00356067459999998
anchor,cmbv6_0046,g711_ulaw,FILE,1,0.9901026226,0.985489866,-0.004612756600000045,-0.004612756600000045
anchor,cmbv6_0047,g711_ulaw,FILE,1,0.9955372818,0.9943839805,-0.0011533013000000203,-0.0011533013000000203
anchor,cmbv6_0000,g711_ulaw,VOICE,0,0.232259163,0.6507424313,0.4184832683,-0.4184832683
anchor,cmbv6_0001,g711_ulaw,VOICE,0,0.6064011527,0.2684852959,-0.33791585679999997,0.33791585679999997
anchor,cmbv6_0002,g711_ulaw,VOICE,0,0.0179378701,0.1033538282,0.0854159581,-0.0854159581
anchor,cmbv6_0003,g711_ulaw,VOICE,0,0.4562075545,0.6242262549,0.16801870040000005,-0.16801870040000005
anchor,cmbv6_0004,g711_ulaw,VOICE,0,0.5246580888,0.0909888677,-0.43366922109999995,0.43366922109999995
anchor,cmbv6_0005,g711_ulaw,VOICE,0,0.3814900891,0.168252392,-0.21323769709999998,0.21323769709999998
anchor,cmbv6_0006,g711_ulaw,VOICE,0,0.079143663,0.1354420622,0.05629839919999999,-0.05629839919999999
anchor,cmbv6_0007,g711_ulaw,VOICE,0,0.0982827747,0.156833995,0.0585512203,-0.0585512203
anchor,cmbv6_0008,g711_ulaw,VOICE,1,0.8795763664,0.7417632443,-0.13781312210000007,-0.13781312210000007
anchor,cmbv6_0009,g711_ulaw,VOICE,1,0.9886428236,0.9847358419,-0.003906981700000034,-0.003906981700000034
anchor,cmbv6_0010,g711_ulaw,VOICE,1,0.884407207,0.658225667,-0.22618154000000001,-0.22618154000000001
anchor,cmbv6_0011,g711_ulaw,VOICE,1,0.894633077,0.8313512421,-0.06328183490000006,-0.06328183490000006
anchor,cmbv6_0012,g711_ulaw,VOICE,1,0.9465425523,0.8794406617,-0.06710189059999994,-0.06710189059999994
anchor,cmbv6_0013,g711_ulaw,VOICE,1,0.9593679532,0.9331182343,-0.026249718900000052,-0.026249718900000052
anchor,cmbv6_0014,g711_ulaw,VOICE,1,0.9075736838,0.8937788835,-0.01379480030000002,-0.01379480030000002
anchor,cmbv6_0015,g711_ulaw,VOICE,1,0.9049029131,0.9233793751,0.01847646199999997,0.01847646199999997
anchor,cmbv6_0016,g711_ulaw,VOICE,0,0.4588688067,0.531075379,0.0722065723,-0.0722065723
anchor,cmbv6_0017,g711_ulaw,VOICE,0,0.6469195994,0.4237815217,-0.2231380777,0.2231380777
anchor,cmbv6_0018,g711_ulaw,VOICE,0,0.0981994855,0.115251861,0.017052375499999994,-0.017052375499999994
anchor,cmbv6_0019,g711_ulaw,VOICE,0,0.57288371,0.5884690914,0.015585381399999987,-0.015585381399999987
anchor,cmbv6_0020,g711_ulaw,VOICE,0,0.2101270522,0.3998237223,0.18969667010000002,-0.18969667010000002
anchor,cmbv6_0021,g711_ulaw,VOICE,0,0.4722643086,0.5994014343,0.12713712570000002,-0.12713712570000002
anchor,cmbv6_0022,g711_ulaw,VOICE,0,0.1515490069,0.1071337987,-0.0444152082,0.0444152082
anchor,cmbv6_0023,g711_ulaw,VOICE,0,0.1242629957,0.2389570062,0.11469401049999998,-0.11469401049999998
anchor,cmbv6_0024,g711_ulaw,VOICE,1,0.8922767276,0.893399136,0.0011224083999999968,0.0011224083999999968
anchor,cmbv6_0025,g711_ulaw,VOICE,1,0.9041344073,0.9127079853,0.008573577999999915,0.008573577999999915
anchor,cmbv6_0026,g711_ulaw,VOICE,1,0.8945280567,0.8846675353,-0.009860521400000044,-0.009860521400000044
anchor,cmbv6_0027,g711_ulaw,VOICE,1,0.9389444239,0.9310943554,-0.00785006850000003,-0.00785006850000003
anchor,cmbv6_0028,g711_ulaw,VOICE,1,0.8810430926,0.8514042777,-0.029638814899999977,-0.029638814899999977
anchor,cmbv6_0029,g711_ulaw,VOICE,1,0.7970332871,0.8053327657,0.008299478600000021,0.008299478600000021
anchor,cmbv6_0030,g711_ulaw,VOICE,1,0.88571296,0.845732301,-0.03998065900000003,-0.03998065900000003
anchor,cmbv6_0031,g711_ulaw,VOICE,1,0.9145856511,0.8995245074,-0.015061143700000001,-0.015061143700000001
anchor,cmbv6_0032,g711_ulaw,VOICE,0,0.5379382371,0.5430510354,0.005112798299999999,-0.005112798299999999
anchor,cmbv6_0033,g711_ulaw,VOICE,0,0.4125007403,0.3927627057,-0.01973803460000001,0.01973803460000001
anchor,cmbv6_0034,g711_ulaw,VOICE,0,0.2783092827,0.3218285159,0.04351923320000001,-0.04351923320000001
anchor,cmbv6_0035,g711_ulaw,VOICE,0,0.018456205,0.0311031338,0.012646928799999999,-0.012646928799999999
