ID,FAKE_LOGIT_MEAN,FAKE_LOGIT_MAX,FAKE_LOGIT_LME5,WINDOWS
voice_0000__wav,-2.84375,-2.84375,-2.84375,3
voice_0002__wav,-2.953125,-2.953125,-2.953125,3
voice_0004__wav,-2.140625,-2.140625,-2.140625,3
voice_0005__wav,-2.890625,-2.890625,-2.890625,3
voice_0006__wav,-2.609375,-2.34375,-2.5077981722923313,3
voice_0007__wav,-3.140625,-3.140625,-3.140625,3
voice_0008__wav,-3.03125,-3.03125,-3.03125,3
voice_0009__wav,-2.296875,-2.296875,-2.296875,3
voice_0011__wav,-3.1979167461395264,-3.09375,-3.1831676369514486,3
voice_0012__wav,-2.765625,-2.65625,-2.7438921320471588,3
voice_0013__wav,-2.8854167461395264,-2.828125,-2.880365814494991,3
voice_0014__wav,-2.359375,-2.359375,-2.359375,3
voice_0015__wav,-2.875,-2.875,-2.875,3
voice_0016__wav,-3.0,-3.0,-3.0,3
voice_0017__wav,-2.890625,-2.890625,-2.890625,3
voice_0018__wav,-3.015625,-2.984375,-3.014374512616906,3
voice_0019__wav,-2.5364582538604736,-2.34375,-2.48501490574095,3
voice_0020__wav,-2.9375,-2.9375,-2.9375,3
voice_0021__wav,-2.40625,-2.40625,-2.40625,3
voice_0022__wav,-2.5625,-2.5625,-2.5625,3
voice_0023__wav,-2.984375,-2.984375,-2.984375,3
voice_0024__wav,-3.046875,-3.046875,-3.046875,3
voice_0025__wav,-2.96875,-2.96875,-2.96875,3
voice_0026__wav,-2.9375,-2.84375,-2.920999212051235,3
voice_0027__wav,-3.046875,-3.046875,-3.046875,3
voice_0028__wav,-2.59375,-2.28125,-2.4391150966468262,3
voice_0029__wav,-2.75,-2.703125,-2.7463545226400425,3
voice_0030__wav,-3.03125,-3.03125,-3.03125,3
voice_0031__wav,-3.1145832538604736,-3.109375,-3.1144488994218964,3
voice_0032__wav,-2.9166667461395264,-2.8125,-2.9010433784346583,3
voice_0033__wav,-2.8125,-2.8125,-2.8125,3
voice_0034__wav,-3.03125,-3.03125,-3.03125,3
voice_0035__wav,-2.8697917461395264,-2.78125,-2.8587171917076293,3
voice_0036__wav,-3.0625,-3.0625,-3.0625,3
voice_0037__wav,-3.0,-3.0,-3.0,3
voice_0040__wav,-2.765625,-2.765625,-2.765625,3
voice_0041__wav,-2.6875,-2.6875,-2.6875,3
voice_0042__wav,-3.0208332538604736,-2.96875,-3.011728478014276,3
voice_0043__wav,-2.6354167461395264,-2.5625,-2.627123190028559,3
voice_0045__wav,-3.109375,-3.109375,-3.109375,3
voice_0046__wav,-3.0572917461395264,-2.953125,-3.042542636951448,3
voice_0047__wav,-1.5690103769302368,0.98046875,0.7607462955627465,3
voice_0048__wav,-3.203125,-3.203125,-3.203125,3
voice_0049__wav,-2.609375,-2.609375,-2.609375,3
voice_0050__wav,-2.609375,-2.609375,-2.609375,3
voice_0051__wav,-3.125,-3.125,-3.125,3
voice_0052__wav,-3.0104167461395264,-2.96875,-3.0078152337170403,3
voice_0053__wav,-2.953125,-2.953125,-2.953125,3
voice_0054__wav,-2.546875,-2.546875,-2.546875,3
voice_0055__wav,-2.796875,-2.796875,-2.796875,3
voice_0056__wav,-2.203125,-2.203125,-2.203125,3
voice_0058__wav,-2.71875,-2.71875,-2.71875,3
voice_0059__wav,-2.9270832538604736,-2.828125,-2.908062179086209,3
voice_0060__wav,-1.84375,-1.84375,-1.84375,3
voice_0061__wav,-2.96875,-2.96875,-2.96875,3
voice_0062__wav,-3.0,-2.90625,-2.983499212051235,3
voice_0063__wav,-2.921875,-2.921875,-2.921875,3
