ID,FAKE_LOGIT_MEAN,FAKE_LOGIT_MAX,FAKE_LOGIT_LME5,WINDOWS
voice_0000__telephone8k,-2.421875,-2.421875,-2.421875,3
voice_0002__telephone8k,-2.984375,-2.984375,-2.984375,3
voice_0004__telephone8k,-2.09375,-2.09375,-2.09375,3
voice_0005__telephone8k,-2.890625,-2.890625,-2.890625,3
voice_0006__telephone8k,-2.7447917461395264,-2.65625,-2.712459835200195,3
voice_0007__telephone8k,-3.078125,-3.078125,-3.078125,3
voice_0008__telephone8k,-2.875,-2.875,-2.875,3
voice_0009__telephone8k,-2.328125,-2.328125,-2.328125,3
voice_0011__telephone8k,-3.125,-3.109375,-3.124593305736633,3
voice_0012__telephone8k,-2.75,-2.640625,-2.713682693842314,3
voice_0013__telephone8k,-2.8072917461395264,-2.71875,-2.793132907896241,3
voice_0014__telephone8k,-2.359375,-2.359375,-2.359375,3
voice_0015__telephone8k,-2.828125,-2.828125,-2.828125,3
voice_0016__telephone8k,-3.078125,-3.078125,-3.078125,3
voice_0017__telephone8k,-2.796875,-2.796875,-2.796875,3
voice_0018__telephone8k,-2.4427082538604736,-2.234375,-2.3833542512272707,3
voice_0019__telephone8k,-2.6927082538604736,-2.609375,-2.6832217432883323,3
voice_0020__telephone8k,-2.984375,-2.984375,-2.984375,3
voice_0021__telephone8k,-2.328125,-2.328125,-2.328125,3
voice_0022__telephone8k,-2.953125,-2.953125,-2.953125,3
voice_0023__telephone8k,-2.953125,-2.953125,-2.953125,3
voice_0024__telephone8k,-3.015625,-3.015625,-3.015625,3
voice_0025__telephone8k,-2.8125,-2.8125,-2.8125,3
voice_0026__telephone8k,-2.890625,-2.78125,-2.8740128023844242,3
voice_0027__telephone8k,-3.109375,-3.109375,-3.109375,3
voice_0028__telephone8k,-2.5989582538604736,-2.203125,-2.394671325182814,3
voice_0029__telephone8k,-2.8229167461395264,-2.78125,-2.819229690871423,3
voice_0030__telephone8k,-2.984375,-2.984375,-2.984375,3
voice_0031__telephone8k,-3.0,-3.0,-3.0,3
voice_0032__telephone8k,-2.734375,-2.59375,-2.7046814722237125,3
voice_0033__telephone8k,-2.921875,-2.921875,-2.921875,3
voice_0034__telephone8k,-2.96875,-2.96875,-2.96875,3
voice_0035__telephone8k,-2.7395832538604736,-2.6875,-2.735710625036593,3
voice_0036__telephone8k,-2.796875,-2.796875,-2.796875,3
voice_0037__telephone8k,-2.75,-2.75,-2.75,3
voice_0040__telephone8k,-2.515625,-2.515625,-2.515625,3
voice_0041__telephone8k,-2.609375,-2.609375,-2.609375,3
voice_0042__telephone8k,-2.9166667461395264,-2.84375,-2.906742475781731,3
voice_0043__telephone8k,-2.75,-2.734375,-2.7488128011050614,3
voice_0045__telephone8k,-3.015625,-3.015625,-3.015625,3
voice_0046__telephone8k,-2.8854167461395264,-2.875,-2.8852798792009513,3
voice_0047__telephone8k,-1.5598958730697632,0.9609375,0.7412150464833512,3
voice_0048__telephone8k,-2.921875,-2.921875,-2.921875,3
voice_0049__telephone8k,-2.984375,-2.984375,-2.984375,3
voice_0050__telephone8k,-2.328125,-2.328125,-2.328125,3
voice_0051__telephone8k,-2.953125,-2.953125,-2.953125,3
voice_0052__telephone8k,-3.0260417461395264,-3.0,-3.024323241413783,3
voice_0053__telephone8k,-3.03125,-3.03125,-3.03125,3
voice_0054__telephone8k,-2.4375,-2.4375,-2.4375,3
voice_0055__telephone8k,-3.015625,-3.015625,-3.015625,3
voice_0056__telephone8k,-2.3125,-2.3125,-2.3125,3
voice_0058__telephone8k,-2.71875,-2.71875,-2.71875,3
voice_0059__telephone8k,-2.7135417461395264,-2.671875,-2.709854690871423,3
voice_0060__telephone8k,-2.015625,-2.015625,-2.015625,3
voice_0061__telephone8k,-2.96875,-2.96875,-2.96875,3
voice_0062__telephone8k,-2.9322917461395264,-2.90625,-2.930573241413783,3
voice_0063__telephone8k,-2.9375,-2.9375,-2.9375,3
voice_0064__telephone8k,-2.53125,-2.53125,-2.53125,3
voice_0066__telephone8k,-2.953125,-2.953125,-2.953125,3
voice_0067__telephone8k,-2.5625,-2.5625,-2.5625,3
voice_0068__telephone8k,-2.90625,-2.859375,-2.9033174327936324,3
voice_0069__telephone8k,-2.609375,-2.609375,-2.609375,3
voice_0070__telephone8k,-2.984375,-2.984375,-2.984375,3
voice_0071__telephone8k,-2.484375,-2.484375,-2.484375,3
voice_0073__telephone8k,-2.453125,-2.453125,-2.453125,3
voice_0074__telephone8k,-2.78125,-2.78125,-2.78125,3
voice_0075__telephone8k,-2.53125,-2.53125,-2.53125,3
voice_0076__telephone8k,-3.015625,-2.96875,-3.0126924327936324,3
voice_0077__telephone8k,-3.09375,-3.09375,-3.09375,3
voice_0078__telephone8k,-3.0625,-3.0625,-3.0625,3
voice_0079__telephone8k,-2.765625,-2.765625,-2.765625,3
voice_0080__telephone8k,-2.9375,-2.9375,-2.9375,3
voice_0081__telephone8k,-2.703125,-2.703125,-2.703125,3
voice_0082__telephone8k,-3.0,-3.0,-3.0,3
voice_0083__telephone8k,-3.015625,-3.015625,-3.015625,3
voice_0084__telephone8k,-2.640625,-2.640625,-2.640625,3
