ID,FILE_FAKE_PROB,VOICE_FAKE_PROB,MUSIC_FAKE_PROB,VOICE_PRESENT_PROB,MUSIC_PRESENT_PROB
sdxeq_0000__phonefact_resample8k,0.008385173066415813,0.02868590467821376,0.0018630551475148165,0.5323446393,0.9110135436
sdxeq_0000__phonefact_g711_ulaw,0.08011428898061089,0.0018872386302289383,0.008095375047993465,0.241244778,0.9061893821
sdxeq_0000__phonefact_g726_24k,0.026100077596095145,0.0010966184278809721,0.009398744948552144,0.1500979513,0.8862662315
sdxeq_0000__phonefact_opus_nb_8k,0.2822146639064477,0.6454612141112432,0.20172547349863254,0.3116358519,0.6087170839
sdxeq_0001__phonefact_resample8k,0.05345551381388987,0.001496950756759116,0.0024205655477698707,0.23558788,0.8659823537
sdxeq_0001__phonefact_g711_ulaw,0.1381489091956281,0.001111649644216393,0.0017479512138998958,0.242637068,0.8605758548
sdxeq_0001__phonefact_g726_24k,0.11969957540767379,0.0016100421394705064,0.006364777403604783,0.2765360475,0.8852334023
sdxeq_0001__phonefact_opus_nb_8k,0.43681672763422535,0.1170490172657779,0.40923628875457163,0.5885133743,0.9230715036
sdxeq_0002__phonefact_resample8k,0.28868180111760566,0.0005205071769553278,0.26271426986309915,0.8903000355,0.8782942891
sdxeq_0002__phonefact_g711_ulaw,0.24817106047308862,0.0020308133813562853,0.09189140985828406,0.8634935021,0.8760774732
sdxeq_0002__phonefact_g726_24k,0.3950770528743019,0.0023430363497091654,0.22484977415130267,0.88853544,0.8892965317
sdxeq_0002__phonefact_opus_nb_8k,0.8754728071222061,0.8368195464547765,0.24840404093432245,0.8874368668,0.8468379378
sdxeq_0003__phonefact_resample8k,0.2418229492082017,0.0004684854146328551,0.21293842449390507,0.7684936523,0.8873010278
sdxeq_0003__phonefact_g711_ulaw,0.4232057564076964,0.0016549301331424983,0.3606757047800825,0.7383102775,0.8356904984
sdxeq_0003__phonefact_g726_24k,0.36497232326020534,0.005452700888364953,0.30840736035372635,0.7094259262,0.8072729111
sdxeq_0003__phonefact_opus_nb_8k,0.3532172381635358,0.9902012969257195,0.3041899634641565,0.6572563052,0.6670254469
sdxeq_0004__phonefact_resample8k,0.10622098763605765,0.006366444232039586,0.004898848328253736,0.397341162,0.867120862
sdxeq_0004__phonefact_g711_ulaw,0.11912855798600877,0.08051674383959274,0.002908601773392309,0.2718406618,0.907489121
sdxeq_0004__phonefact_g726_24k,0.275122196770269,0.025243777227630167,0.11737350921992634,0.3976961374,0.8888418078
sdxeq_0004__phonefact_opus_nb_8k,0.1282193990349893,0.9439801500013258,0.11772911904776187,0.371573478,0.9009535313
sdxeq_0005__phonefact_resample8k,0.1342756625136286,0.0007566862975271272,0.012020880165140184,0.6807053089,0.7717582583
sdxeq_0005__phonefact_g711_ulaw,0.21407314667519167,0.0013579965399872765,0.03332837579618361,0.8126754165,0.7006671429
sdxeq_0005__phonefact_g726_24k,0.2004588730499133,0.0020242573072409282,0.0324004390346729,0.7785265446,0.7742677927
sdxeq_0005__phonefact_opus_nb_8k,0.9831708036745312,0.9732252013289553,0.45430171042914635,0.8254731894,0.061085023
sdxeq_0006__phonefact_resample8k,0.005177748895615328,0.004937217242860956,0.003964770324177155,0.523178339,0.8801502585
sdxeq_0006__phonefact_g711_ulaw,0.08585722674781464,0.004755388504648088,0.009726684124234275,0.7033064961,0.8618717194
sdxeq_0006__phonefact_g726_24k,0.02085669479319238,0.004061886882476202,0.010737107872731534,0.7815509439,0.9144926071
sdxeq_0006__phonefact_opus_nb_8k,0.9452629933516737,0.9345646601544777,0.18483627025192134,0.7658407092,0.3483552635
sdxeq_0007__phonefact_resample8k,0.13889241475417688,0.004850427698844404,0.1274835719585988,0.8336607814,0.8610993624
