DATASET,ID,ANCHOR_VOICE_LOGIT,VOICE_LOGIT_RESIDUAL,ISOLATED_VOICE_EXPERT_LOGIT,ANCHOR_MUSIC_LOGIT,MUSIC_LOGIT_RESIDUAL,ISOLATED_MUSIC_EXPERT_LOGIT,ANCHOR_FILE_LOGIT,DIRECT_FILE_LOGIT_RESIDUAL,ISOLATED_FILE_EXPERT_LOGIT
asvspoof_voice_wav_dev_v1,voice_0000__wav,-5.641446864457737,1.2095553,-4.431891564457737,-0.6942192156215572,1.7342286,1.0400093843784428,-1.7164323450885859,1.8700485,-0.407398395088586
asvspoof_voice_wav_dev_v1,voice_0002__wav,-5.0567632526538135,1.9858966,-3.0708666526538133,0.7098875432416295,1.9939718,2.7038593432416294,-0.4483017671874144,1.7922841,0.8062971028125856
asvspoof_voice_wav_dev_v1,voice_0004__wav,-5.956573224981587,1.999719,-3.956854224981587,0.5234556813588275,1.8341727,2.3576283813588277,-0.5160221338379994,1.996501,0.8815285661620006
asvspoof_voice_wav_dev_v1,voice_0005__wav,-5.67026571595522,1.832413,-3.8378527159552203,0.6338667899627992,1.8577358,2.491602589962799,-0.7544859760043121,1.7108696,0.44312274399568796
asvspoof_voice_wav_dev_v1,voice_0006__wav,-5.624936293995008,1.9355541,-3.6893821939950078,-0.45208424774914197,1.8563087,1.404224452250858,-1.6161111719534458,1.9898862,-0.2231908319534459
asvspoof_voice_wav_dev_v1,voice_0007__wav,-4.407990793514152,1.9998343,-2.408156493514152,1.6705815757736477,1.9367543,3.607335875773648,-0.20180322637753778,1.9198345,1.1420809236224623
asvspoof_voice_wav_dev_v1,voice_0008__wav,-4.206679026403848,1.9964329,-2.210246126403848,3.449476056963633,1.9931266,5.442602656963633,0.7966726114115716,1.9971094,2.1946491914115716
asvspoof_voice_wav_dev_v1,voice_0009__wav,-5.593883750088723,1.9982209,-3.595662850088723,0.3435067605128731,1.9403015,2.283808260512873,-0.026366209325669576,1.9962465,1.3710063406743305
asvspoof_voice_wav_dev_v1,voice_0011__wav,-6.419866660268073,1.095303,-5.324563660268073,-0.10182482964010853,1.9029832,1.8011583703598915,-1.1391999163542192,1.9744436,0.24291060364578065
asvspoof_voice_wav_dev_v1,voice_0012__wav,-2.93324276702157,-1.2667611,-4.20000386702157,2.312547704531411,1.8144162,4.126963904531411,-0.17763022785897176,1.8955225,1.1492355221410282
asvspoof_voice_wav_dev_v1,voice_0013__wav,-6.737542588684121,-0.93069756,-7.668240148684122,0.44242310558397363,1.2632667,1.7056898055839735,-0.8600881458021494,1.6396146,0.2876420741978505
asvspoof_voice_wav_dev_v1,voice_0014__wav,-7.537106831438775,1.9966482,-5.540458631438775,1.0285139431440546,1.9554971,2.9840110431440547,-3.261486787210872,1.9927247,-1.8665794972108722
asvspoof_voice_wav_dev_v1,voice_0015__wav,-3.521449467476722,-1.4225268,-4.943976267476722,1.2319417486935316,1.9586936,3.1906353486935313,0.017363636242222813,1.3845614,0.9865566162422227
asvspoof_voice_wav_dev_v1,voice_0016__wav,-5.232747475053539,1.7033494,-3.5293980750535394,1.3539952760309335,1.9990284,3.3530236760309338,-0.45447571993917407,1.8461621,0.8378377500608258
asvspoof_voice_wav_dev_v1,voice_0017__wav,-5.054633750530652,-0.024124457,-5.078758207530652,-0.25726584109267503,1.9969921,1.739726258907325,-1.5225971234629745,1.9826866,-0.13471650346297448
asvspoof_voice_wav_dev_v1,voice_0018__wav,-5.725577540745083,1.9999775,-3.725600040745083,2.02973249584971,1.9898165,4.01954899584971,-2.3479230328100664,1.9664857,-0.9713830428100665
asvspoof_voice_wav_dev_v1,voice_0019__wav,-7.302928755112669,1.2505496,-6.052379155112669,-0.04347805213432321,1.1576967,1.1142186478656768,-1.0972417960435654,1.5096294,-0.0405012160435656
asvspoof_voice_wav_dev_v1,voice_0020__wav,-6.384099707450842,-0.5991033,-6.983203007450842,1.8546740125995398,1.8207618,3.67543581259954,-0.6892300618685513,1.9412158,0.6696209981314486
asvspoof_voice_wav_dev_v1,voice_0021__wav,-4.1249288236848445,1.9994878,-2.1254410236848447,0.9779859743950678,1.9755762,2.953562174395068,0.17305359005552146,1.9855971,1.5629715600555214
asvspoof_voice_wav_dev_v1,voice_0022__wav,-7.361285813586622,-1.9833062,-9.344592013586622,0.1904609231367771,1.4389923,1.629453223136777,-1.2749184613421554,1.3709718,-0.3152382013421554
asvspoof_voice_wav_dev_v1,voice_0023__wav,-4.856780396632647,1.9996909,-2.857089496632647,0.8966332213503433,1.6383419,2.5349751213503433,-0.3184860094371553,1.9889176,1.0737563105628445
asvspoof_voice_wav_dev_v1,voice_0024__wav,-7.804624168151583,-1.431935,-9.236559168151583,-1.2353130807934074,1.920744,0.6854309192065926,-1.9247755402078557,1.9028721,-0.5927650702078557
asvspoof_voice_wav_dev_v1,voice_0025__wav,-5.559658900574442,1.3760693,-4.183589600574442,0.06738669008153986,1.979105,2.04649169008154,-0.28796815365783557,1.9851449,1.1016332763421643
asvspoof_voice_wav_dev_v1,voice_0026__wav,-6.057634096897167,1.9985259,-4.059108196897167,2.082763487542445,1.9617893,4.044552787542445,-2.0112902390616716,1.9616863,-0.6381098290616716
asvspoof_voice_wav_dev_v1,voice_0027__wav,-6.107819728781553,0.33217686,-5.775642868781554,-0.00781247733584145,1.9449409,1.9371284226641585,-3.132291544571475,1.85935,-1.830746544571475
asvspoof_voice_wav_dev_v1,voice_0028__wav,-5.9712089511016195,1.9995965,-3.9716124511016195,0.7996620803600383,0.90864176,1.7083038403600384,-0.3968609557047358,1.9973787,1.0013041342952642
asvspoof_voice_wav_dev_v1,voice_0029__wav,-6.986217508920856,-1.5647562,-8.550973708920855,-0.47075996147295895,1.3853877,0.9146277385270412,-1.6724691217297263,1.3485608,-0.7284765617297263
asvspoof_voice_wav_dev_v1,voice_0030__wav,-6.416483194743374,-1.7538345,-8.170317694743375,-0.4206845401454927,1.9733313,1.552646759854507,-2.2148451571406063,1.9144212,-0.8747503171406064
asvspoof_voice_wav_dev_v1,voice_0031__wav,-7.437977305404011,-0.6004728,-8.03845010540401,0.9463334553044913,1.9819024,2.928235855304491,-0.7501910215952405,1.7885242,0.5017759184047592
asvspoof_voice_wav_dev_v1,voice_0032__wav,-6.799267550721953,1.1754146,-5.623852950721953,-0.31163297672078427,1.8535016,1.5418686232792158,-2.1888442013927714,1.9584143,-0.8179541913927715
asvspoof_voice_wav_dev_v1,voice_0033__wav,-5.84920114224379,1.9959735,-3.85322764224379,2.896778874590562,1.998841,4.895619874590562,0.18848342796089157,1.964702,1.5637748279608914
asvspoof_voice_wav_dev_v1,voice_0034__wav,-5.574852143757045,1.9984483,-3.5764038437570456,0.9513446595466314,1.99946,2.9508046595466313,-0.3844893482255989,1.97618,0.9988366517744012
asvspoof_voice_wav_dev_v1,voice_0035__wav,-5.552621574433645,-1.9583135,-7.510935074433645,0.24331333123096244,1.8253758,2.0686891312309625,-1.3764243797705997,1.9672399,0.0006435502294002138
asvspoof_voice_wav_dev_v1,voice_0036__wav,-5.135314840507746,-0.29424605,-5.429560890507746,1.0707387812335867,1.9999969,3.070735681233587,-0.2652019470030753,1.8468022,1.0275595929969246
asvspoof_voice_wav_dev_v1,voice_0037__wav,-5.297308326120026,0.1136548,-5.183653526120026,0.5952870223108861,1.9890862,2.5843732223108864,-0.6996477527861036,1.9287342,0.6504661872138964
asvspoof_voice_wav_dev_v1,voice_0040__wav,-3.28588023503034,1.6277211,-1.6581591350303402,0.32574805661079786,1.93552,2.2612680566107977,-0.3443993048452625,1.7959541,0.9127685651547375
asvspoof_voice_wav_dev_v1,voice_0041__wav,-6.4694102787487795,1.9979854,-4.471424878748779,-0.852531437980225,1.8940234,1.0414919620197751,-1.7641333589377308,1.8418766,-0.4748197389377309
asvspoof_voice_wav_dev_v1,voice_0042__wav,-7.548186960035381,-0.65562284,-8.203809800035382,-0.1868529294524488,1.9058229,1.7189699705475512,-1.5282748127912433,1.890996,-0.20457761279124353
